POA_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christian_Assyrian_Apostol_M,Christian_Assyrian_Apostol_F,Christian_Assyrian_Apostol_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christian_Churches_Christ_M,Christian_Churches_Christ_F,Christian_Churches_Christ_P,Christian_Eastern_Orthodox_M,Christian_Eastern_Orthodox_F,Christian_Eastern_Orthodox_P,Christian_Jehovah_Witnesses_M,Christian_Jehovah_Witnesses_F,Christian_Jehovah_Witnesses_P,Christian_Latter_Day_Saints_M,Christian_Latter_Day_Saints_F,Christian_Latter_Day_Saints_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christian_Oriental_Orthodox_M,Christian_Oriental_Orthodox_F,Christian_Oriental_Orthodox_P,Christian_Other_Protestant_M,Christian_Other_Protestant_F,Christian_Other_Protestant_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christian_Presbyt_Reformed_M,Christian_Presbyt_Reformed_F,Christian_Presbyt_Reformed_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christian_Sevnth_day_Advent_M,Christian_Sevnth_day_Advent_F,Christian_Sevnth_day_Advent_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Oth_Rel_Aus_Abor_Trad_Rel_M,Oth_Rel_Aus_Abor_Trad_Rel_F,Oth_Rel_Aus_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Oth_Relig_Oth_Rel_Groups_M,Oth_Relig_Oth_Rel_Groups_F,Oth_Relig_Oth_Rel_Groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_No_Religion_M,SB_OSB_NRA_No_Religion_F,SB_OSB_NRA_No_Religion_P,SB_OSB_NRA_Sec_Beliefs_M,SB_OSB_NRA_Sec_Beliefs_F,SB_OSB_NRA_Sec_Beliefs_P,SB_OSB_NRA_Oth_Sp_Beliefs_M,SB_OSB_NRA_Oth_Sp_Beliefs_F,SB_OSB_NRA_Oth_Sp_Beliefs_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
POA6155,1407,1697,3106,1694,2021,3710,0,4,4,440,518,958,74,62,136,4166,4777,8944,49,72,124,113,116,227,44,59,96,52,42,89,44,52,91,64,63,131,258,255,507,474,528,1005,486,542,1029,11,22,36,60,60,124,394,488,878,1186,1357,2548,42,49,95,9647,11084,20741,1931,1955,3880,1552,1602,3152,9,4,13,3,0,3,745,682,1431,88,122,209,840,805,1645,8847,8331,17178,52,40,92,24,36,60,8923,8403,17329,1971,1054,3028,94,89,183,26369,26700,53067
POA6156,82,144,227,806,1150,1953,0,0,0,96,120,220,15,15,27,2158,2724,4887,16,14,33,70,106,176,22,25,46,4,4,8,16,19,37,10,6,9,29,32,61,42,57,99,87,126,207,6,4,6,6,15,18,152,218,368,190,227,409,3,0,9,3713,4863,8580,43,49,91,74,80,155,0,3,4,0,4,4,10,9,18,23,43,64,31,54,84,3851,3879,7733,32,30,63,15,15,37,3899,3930,7826,425,453,875,16,20,31,8277,9592,17871
POA6157,42,96,139,684,866,1546,0,0,0,64,84,151,0,0,0,1586,2085,3667,5,8,15,30,43,76,28,28,59,3,8,7,16,16,29,6,0,5,25,31,57,35,48,90,66,98,165,0,6,9,9,5,10,110,134,239,94,160,253,4,5,5,2756,3626,6375,19,32,48,39,26,62,3,5,10,0,0,0,7,13,14,25,31,52,28,43,66,3232,3327,6560,29,25,50,15,16,34,3275,3367,6642,303,334,639,14,12,35,6480,7540,14016
POA6158,22,49,65,344,464,806,0,0,0,26,39,72,0,0,0,816,1039,1854,3,7,6,18,21,38,13,10,23,0,0,0,7,8,15,0,0,0,13,15,29,13,11,19,35,50,88,0,0,0,0,0,0,56,69,126,53,73,122,3,0,3,1397,1813,3201,13,6,16,10,5,17,6,4,12,0,0,0,0,0,6,20,26,46,24,27,49,1903,1844,3744,20,13,29,4,11,16,1925,1870,3794,218,231,450,34,3,34,3629,4009,7641
POA6159,19,24,37,222,298,520,0,0,0,15,13,22,0,0,0,292,391,684,0,0,4,10,12,17,0,0,3,0,0,0,4,8,8,0,0,0,6,9,14,0,3,6,25,35,63,0,0,0,5,5,5,30,55,81,37,37,74,0,0,0,652,858,1511,5,5,13,6,0,6,10,5,13,0,0,0,3,0,3,0,5,3,0,8,10,960,945,1907,9,13,17,6,7,15,973,962,1936,106,113,220,12,10,23,1782,1983,3762
POA6160,44,76,123,324,388,704,0,0,0,22,29,47,0,0,0,737,848,1583,4,11,11,25,33,61,9,9,17,0,5,5,8,15,21,5,4,9,12,5,22,18,21,33,36,32,66,0,0,0,3,0,6,43,55,93,57,66,123,0,3,8,1297,1519,2816,22,13,30,28,23,51,18,22,41,0,0,0,0,0,0,23,19,41,23,17,42,2628,2570,5200,28,25,48,18,23,37,2665,2616,5284,722,499,1223,66,39,107,4887,4834,9720
POA6161,9,3,6,24,23,46,0,0,0,4,3,6,0,0,0,31,39,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,3,3,9,5,3,8,0,0,0,65,75,146,4,0,4,4,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,90,188,0,4,4,0,0,0,95,95,190,33,29,59,0,4,4,206,213,412
POA6162,66,101,167,368,456,828,0,0,0,42,48,86,0,0,0,1167,1385,2557,7,5,8,47,44,94,5,16,27,3,5,3,12,11,24,0,0,0,15,14,26,12,24,34,54,52,103,7,6,8,4,0,3,45,70,111,88,109,195,7,8,12,1877,2244,4121,9,15,23,35,37,70,16,13,34,0,0,6,5,5,5,27,34,53,26,34,63,3191,3207,6398,28,23,49,21,30,50,3241,3257,6501,369,337,703,25,30,51,5657,6074,11732
POA6163,334,543,882,1971,2483,4454,0,0,0,318,417,739,28,18,48,6584,7568,14149,26,33,58,271,287,561,92,130,227,30,31,65,50,41,98,9,7,13,86,121,211,194,234,434,291,331,628,22,22,46,28,32,64,274,469,740,632,794,1427,25,16,39,10942,13057,23994,227,201,429,309,335,642,33,55,84,0,0,0,41,45,89,115,139,247,157,181,338,11865,11483,23353,96,75,172,74,92,171,12033,11657,23693,1664,1616,3275,40,47,85,25740,27689,53429
POA6164,569,792,1358,2222,2801,5024,0,0,0,509,571,1085,16,28,42,7360,8243,15606,46,49,92,306,338,643,81,92,171,25,36,61,47,64,112,40,43,84,230,263,496,464,513,976,418,437,856,16,27,44,55,60,115,281,418,699,1139,1308,2450,33,43,75,13295,15337,28632,897,919,1819,596,620,1213,10,30,40,0,0,0,190,152,342,116,162,281,311,310,623,14387,13437,27830,100,67,165,27,63,93,14519,13573,28092,1362,1321,2678,64,67,133,31618,32971,64585
POA6165,0,0,0,7,5,10,0,0,0,0,0,0,0,0,0,4,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,13,35,0,0,0,0,0,0,22,13,35,4,11,14,0,0,0,40,36,75
POA6166,26,60,82,455,564,1018,0,0,0,49,47,92,0,0,0,1977,2143,4117,6,3,10,69,86,153,11,9,16,0,0,5,4,20,25,3,3,6,19,15,31,34,49,82,46,49,94,0,0,10,0,0,0,48,55,104,125,146,270,3,4,6,2847,3200,6046,13,13,23,36,42,83,5,0,3,0,0,0,6,3,8,14,12,30,21,18,36,1902,1728,3627,8,11,16,8,17,23,1919,1749,3670,332,305,640,13,5,14,5202,5394,10598
POA6167,129,259,384,1015,1238,2253,0,0,0,164,178,341,0,0,0,2214,2452,4667,21,39,56,73,85,159,102,138,239,44,58,97,21,24,45,9,11,16,86,97,179,154,179,330,144,156,297,25,45,73,37,45,82,108,147,259,523,586,1108,19,16,32,4768,5496,10266,295,263,557,185,182,366,10,0,9,0,3,3,212,174,382,44,83,128,253,256,512,6468,6008,12480,52,44,94,20,39,66,6545,6097,12644,2206,908,3109,21,14,42,14407,13478,27892
POA6168,124,200,328,1466,1815,3280,0,0,0,139,191,329,0,0,0,1833,2094,3928,31,52,89,90,116,205,49,65,120,33,37,72,37,36,70,0,0,0,57,56,110,74,94,171,185,206,391,30,41,68,28,28,61,165,240,405,326,360,695,17,25,43,4562,5467,10031,57,52,113,103,108,209,9,4,9,0,0,0,25,15,42,60,76,135,87,93,180,5870,5296,11167,40,19,63,21,41,60,5931,5352,11289,1461,1033,2500,39,25,69,12383,12345,24726
POA6169,127,271,401,1951,2480,4423,0,0,0,251,289,538,0,0,0,2362,2837,5203,72,90,168,73,89,162,68,99,169,65,57,121,47,62,107,0,0,0,80,95,174,110,135,246,245,268,515,40,56,99,20,31,48,221,302,523,533,597,1130,19,15,33,6159,7511,13668,65,48,114,76,73,152,3,8,15,0,3,10,9,8,18,57,86,144,71,104,170,8757,8326,17088,53,43,94,24,62,84,8834,8426,17262,1085,1103,2187,23,22,46,16437,17566,34007
POA6170,82,139,226,448,579,1024,0,0,0,96,127,222,0,0,0,1494,1664,3164,15,21,37,45,54,101,54,67,122,35,34,71,4,15,19,4,7,20,128,123,247,154,162,316,88,76,172,9,14,21,40,46,83,53,86,140,443,563,1009,31,41,69,3150,3684,6834,375,409,786,176,168,346,5,0,7,0,0,0,300,263,566,19,37,58,321,300,622,3586,3429,7012,24,17,41,14,19,35,3621,3464,7087,482,427,907,19,15,29,8237,8605,16842
POA6171,88,189,276,1605,2013,3618,0,0,0,268,298,573,0,0,0,2503,2930,5432,39,49,84,60,67,124,125,162,284,97,115,214,32,43,82,29,34,65,84,104,182,229,259,485,258,306,564,18,22,42,44,36,80,215,295,506,754,904,1661,26,40,59,6394,7672,14063,211,219,423,159,163,319,3,4,8,0,0,0,147,135,288,41,62,111,192,204,396,9285,9452,18738,47,47,96,17,46,60,9349,9546,18893,888,970,1866,13,36,49,17295,19004,36304
POA6172,27,65,94,727,914,1636,0,0,0,83,95,179,0,0,0,869,1053,1926,32,31,61,40,44,86,33,49,86,23,30,52,28,41,67,0,0,0,36,39,73,64,73,137,85,107,186,10,12,22,12,12,21,67,91,156,208,232,440,3,0,3,2316,2823,5137,25,27,55,45,41,84,5,3,4,0,0,0,0,0,0,18,39,56,19,39,56,3404,3259,6663,23,12,34,9,26,35,3434,3302,6732,411,392,808,8,10,21,6284,6700,12987
POA6173,23,47,68,747,942,1688,0,0,0,84,98,185,0,0,0,854,943,1805,5,8,12,17,29,46,21,24,49,20,14,30,18,27,47,0,0,0,17,27,50,53,47,97,81,88,164,8,3,6,11,7,17,76,100,172,168,184,356,11,3,17,2192,2544,4736,11,14,27,15,24,42,0,0,0,0,0,0,3,3,7,15,24,37,22,24,41,3318,3182,6508,23,15,37,8,11,22,3352,3211,6561,189,193,382,3,4,10,5802,6065,11869
POA6174,8,15,23,222,300,522,0,0,0,35,54,88,0,0,0,347,444,785,6,3,11,5,9,13,16,12,26,10,14,21,9,7,14,0,0,0,8,5,15,35,37,76,45,41,91,0,0,5,8,9,16,20,33,53,103,130,231,3,3,6,873,1104,1976,12,14,27,23,26,49,0,0,3,0,0,0,0,0,0,11,10,23,9,10,24,1543,1472,3011,3,8,12,12,14,16,1555,1491,3044,173,146,312,0,5,9,2657,2810,5465
POA6175,13,21,30,242,284,529,0,0,0,50,54,103,0,0,0,240,263,507,7,5,9,0,5,5,6,9,18,5,4,12,5,4,8,0,0,0,10,6,11,5,8,18,42,32,73,3,4,4,0,0,0,15,22,36,49,64,110,0,9,13,686,777,1460,8,4,10,4,4,13,0,0,0,0,0,3,0,0,0,7,9,19,6,11,23,1046,1064,2111,10,9,12,0,4,8,1055,1075,2130,87,71,154,0,0,7,1857,1964,3823
POA6176,4,4,10,94,117,217,0,0,0,17,26,42,0,0,0,125,134,262,0,0,0,4,5,5,4,5,12,9,3,14,0,3,11,0,0,0,4,4,3,12,10,23,13,15,18,0,0,0,0,0,0,10,10,20,29,31,64,0,0,0,311,379,689,4,3,11,5,7,15,0,0,0,0,0,0,4,0,0,3,4,11,6,4,16,569,598,1166,5,3,8,0,0,0,568,606,1177,57,50,108,0,0,0,965,1059,2023
POA6180,14,32,42,302,461,763,0,0,0,76,110,188,0,0,0,425,502,927,7,3,10,4,13,16,34,33,64,17,16,30,12,15,20,0,0,6,14,26,46,53,63,118,47,44,87,10,6,14,9,4,10,40,56,97,140,159,301,5,9,17,1185,1530,2718,44,40,81,18,18,35,4,0,3,0,0,0,10,3,16,16,20,36,30,25,53,1615,1593,3203,11,3,19,3,9,12,1625,1609,3230,149,168,323,0,0,3,3072,3419,6495
POA6181,0,4,4,28,26,53,0,0,0,4,3,6,0,0,0,22,34,58,0,0,0,0,0,0,3,3,13,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,4,0,3,4,0,8,9,11,15,0,0,0,73,90,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,139,270,0,0,0,0,0,0,132,141,273,9,11,16,0,0,0,214,239,456
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,0,3,6,69,73,135,0,0,0,7,8,19,0,0,3,74,85,161,5,0,6,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5,6,7,5,4,10,18,0,0,0,0,0,0,10,15,24,19,15,32,0,0,0,197,222,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,321,643,0,0,0,6,0,4,330,322,644,52,55,108,0,3,3,587,609,1198
POA6208,35,59,90,871,1072,1944,0,0,0,95,129,221,0,0,0,785,978,1764,6,6,11,5,10,12,64,78,138,13,17,29,16,19,35,0,0,0,27,31,62,49,55,99,86,90,179,11,6,18,3,10,19,110,182,286,153,148,299,9,6,10,2304,2841,5146,3,4,11,14,18,33,3,0,3,0,3,0,0,0,0,6,28,39,13,29,45,3073,2894,5967,13,19,26,12,20,31,3095,2930,6031,431,467,894,8,5,12,5906,6367,12271
POA6209,7,10,20,155,183,340,0,0,0,18,19,41,0,0,0,130,130,261,0,3,4,6,0,7,4,11,18,0,0,0,0,5,5,0,0,0,7,11,14,4,8,10,13,12,23,4,0,0,0,0,0,19,24,41,12,15,30,0,0,0,374,419,793,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,5,3,10,478,430,907,10,0,9,0,7,0,485,437,921,92,71,163,0,0,4,970,943,1909
POA6210,223,498,725,4965,6593,11555,0,0,0,654,775,1420,3,9,12,5069,6228,11298,64,81,145,99,115,211,221,324,543,121,129,247,85,118,205,4,6,12,151,206,358,330,453,779,504,602,1104,51,86,139,35,61,102,547,844,1392,998,1229,2231,32,39,69,13919,17893,31814,179,213,394,138,158,300,16,18,36,0,0,0,78,69,149,113,217,326,189,281,470,16347,16253,32605,96,82,176,61,134,190,16506,16466,32967,2266,2487,4756,40,40,80,33474,38064,71541
POA6211,19,35,56,565,650,1219,0,0,0,60,72,127,0,0,0,615,708,1325,3,7,11,16,24,36,48,44,92,14,12,23,4,22,25,0,0,0,22,19,38,25,26,50,53,45,104,0,5,5,5,8,9,57,80,139,90,108,197,0,3,3,1572,1831,3404,14,10,27,8,10,20,0,5,7,0,0,0,0,0,0,6,15,19,6,15,19,2042,1953,3996,6,8,15,4,14,25,2058,1979,4033,163,179,342,3,5,5,3844,4068,7918
POA6213,4,4,6,46,53,103,0,0,0,10,13,17,0,0,0,44,60,104,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,4,8,0,0,0,0,7,3,0,4,3,6,6,14,0,0,0,117,142,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,167,154,328,0,0,0,0,0,0,169,154,324,43,34,77,0,0,0,330,336,672
POA6214,0,0,0,56,64,126,0,0,0,0,0,4,0,0,0,52,46,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,3,0,0,0,0,0,0,13,15,25,3,8,9,0,0,0,129,139,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,174,358,0,0,0,0,0,0,183,174,358,30,25,56,0,0,0,347,334,681
POA6215,6,16,19,283,333,610,0,0,0,17,23,39,0,0,0,448,469,923,3,3,7,0,5,4,7,13,17,0,3,4,4,4,12,0,0,0,7,5,16,9,12,24,22,24,51,3,0,3,3,0,4,40,48,85,40,51,95,0,0,0,891,997,1889,0,4,6,6,3,11,0,0,3,0,0,0,0,0,0,5,7,16,5,4,11,912,855,1767,3,0,11,5,10,8,922,863,1788,202,165,363,4,0,5,2042,2064,4098
POA6218,0,0,3,41,43,87,0,0,0,0,0,5,0,0,0,35,40,82,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,11,0,0,0,0,0,0,3,3,8,9,9,15,3,4,5,114,105,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,131,266,0,0,3,0,0,0,137,129,269,17,11,29,0,0,0,269,251,516
POA6219,0,0,4,33,51,87,0,0,0,3,7,16,0,0,0,47,47,92,0,0,5,0,0,0,0,5,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,4,0,0,5,9,14,23,0,0,3,102,135,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,124,280,0,0,5,0,0,0,161,125,288,27,33,58,0,0,0,293,298,591
POA6220,5,16,17,237,287,527,0,0,0,16,29,46,0,0,0,673,657,1335,33,40,71,3,4,12,10,13,28,14,10,20,4,6,11,0,0,0,7,12,24,3,4,7,24,33,57,0,0,0,15,27,42,30,32,63,57,67,121,0,0,0,1146,1218,2364,3,0,9,14,11,27,0,0,0,0,0,0,0,3,3,4,5,5,0,7,11,787,701,1482,4,4,8,3,6,5,794,704,1504,207,154,361,11,6,15,2183,2123,4300
POA6221,0,0,0,12,25,38,0,0,0,0,6,3,0,0,0,50,36,88,4,0,8,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,19,18,34,0,0,0,93,94,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,69,179,0,0,0,0,0,0,107,69,179,26,12,36,4,0,3,223,179,405
POA6223,0,0,0,5,6,10,0,0,0,0,0,4,0,0,0,24,29,47,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,29,43,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,24,58,0,0,0,0,0,0,34,24,58,5,12,14,0,0,0,75,77,150
POA6224,0,4,9,85,96,177,0,0,0,10,8,21,0,0,0,132,124,254,0,0,0,0,0,0,3,0,5,6,6,12,0,0,0,0,0,0,0,0,0,0,0,0,9,9,17,0,0,0,3,0,3,11,15,23,26,24,53,0,0,0,281,290,568,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,292,255,545,0,0,0,0,0,0,292,253,542,62,50,107,0,0,0,633,601,1230
POA6225,14,23,35,490,625,1119,0,0,0,51,64,112,0,0,0,699,719,1418,19,23,42,3,3,4,25,28,52,4,9,8,4,3,16,0,0,0,20,15,36,13,18,30,30,28,61,8,10,18,6,16,25,87,100,188,74,83,156,4,3,3,1550,1741,3291,6,8,13,6,9,17,0,0,0,0,3,3,0,0,0,12,24,30,12,25,37,2479,2152,4632,13,13,21,6,7,15,2502,2172,4669,462,402,865,8,3,3,4556,4376,8931
POA6226,0,0,0,62,63,125,0,0,0,3,5,4,0,0,0,86,92,177,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,3,3,0,0,0,17,13,30,3,4,4,0,0,7,13,6,17,32,29,63,0,0,0,222,218,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,196,407,0,0,0,0,0,0,209,196,409,31,11,43,0,0,0,465,434,892
POA6227,0,4,8,65,60,122,0,0,0,5,0,3,0,0,0,64,74,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,5,0,0,3,0,0,0,5,4,4,27,26,49,0,4,6,170,182,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,173,182,355,0,0,6,0,0,0,175,183,357,26,24,55,0,0,0,378,393,770
POA6228,0,0,0,14,12,24,0,0,0,0,0,0,0,0,0,13,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,9,0,6,4,3,7,0,0,0,36,36,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,51,0,0,0,0,0,0,32,20,51,6,6,17,0,0,0,76,62,143
POA6229,0,0,0,13,14,21,0,0,0,0,0,0,0,0,0,4,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,4,0,4,7,5,14,4,4,10,0,0,0,35,30,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,27,75,0,0,0,0,0,0,45,27,75,15,14,29,0,0,0,97,71,170
POA6230,139,256,401,2304,3099,5407,0,0,0,443,454,897,0,0,0,3513,4215,7730,39,65,101,87,105,199,91,160,245,100,137,237,51,65,116,11,16,25,92,106,201,161,178,343,241,258,496,40,58,97,59,76,131,323,464,788,678,820,1494,38,43,82,8274,10317,18589,149,140,294,202,189,394,5,13,20,3,0,5,48,39,93,71,118,189,128,164,288,10362,9931,20296,79,40,121,34,54,77,10472,10024,20492,2059,1446,3506,35,27,64,21457,22580,44036
POA6232,37,49,93,590,762,1359,0,0,0,131,149,280,0,0,0,807,960,1763,17,30,48,9,14,22,35,50,84,21,14,36,18,16,33,0,3,4,19,28,47,44,52,98,50,61,106,3,9,16,13,16,27,73,108,186,149,166,311,3,6,10,1985,2436,4428,24,22,45,60,61,123,0,0,0,5,0,4,14,19,35,9,24,32,29,36,63,2781,2694,5475,17,12,26,7,15,19,2808,2716,5530,316,333,647,7,3,17,5269,5666,10932
POA6233,54,88,138,949,1259,2208,0,0,0,183,199,382,0,0,0,1556,1785,3348,17,26,41,20,21,36,82,113,199,35,40,77,9,20,33,0,0,0,32,37,72,52,65,119,112,146,257,8,9,13,22,20,42,135,219,358,343,364,705,6,18,25,3569,4337,7908,65,57,123,55,61,120,4,11,17,0,0,0,21,14,28,24,37,62,47,48,93,5158,4870,10027,26,18,43,21,16,33,5198,4901,10101,521,458,979,8,10,22,9524,9974,19500
POA6236,5,7,18,128,159,294,0,0,0,5,7,12,0,0,0,214,224,442,0,0,0,4,4,9,0,0,3,0,3,4,0,4,9,0,0,0,5,3,10,0,0,3,17,19,37,0,4,3,8,10,15,27,25,52,28,23,56,4,0,4,441,487,933,0,0,0,4,0,0,3,0,6,0,0,0,0,0,0,0,4,3,0,4,3,517,456,969,0,0,0,0,0,0,516,458,973,99,87,185,0,0,3,1068,1049,2118
POA6237,6,9,9,194,202,403,0,0,0,20,14,38,0,0,0,181,218,398,0,6,5,3,3,7,0,3,9,3,7,13,4,9,14,0,0,0,3,4,8,4,6,16,15,23,32,0,7,5,0,3,3,35,43,78,22,29,51,3,6,10,497,596,1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11,4,7,11,634,607,1240,4,5,3,5,3,5,638,614,1245,96,87,182,0,0,4,1234,1304,2539
POA6239,4,16,20,279,371,656,0,0,0,20,24,45,0,0,0,302,375,677,6,5,7,0,3,9,22,28,46,0,0,0,8,7,11,0,0,0,23,33,58,5,12,15,22,28,48,4,3,5,15,16,27,39,42,81,71,94,169,0,0,0,819,1037,1855,4,3,6,14,14,30,0,0,0,0,0,0,0,0,5,5,18,21,6,20,25,1162,1053,2210,0,4,8,0,0,4,1162,1059,2217,169,147,321,4,22,26,2186,2309,4499
POA6240,0,0,0,10,10,19,0,0,0,0,0,0,0,0,0,8,8,19,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,8,9,0,0,3,0,0,6,0,0,0,31,31,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,46,86,0,5,5,0,0,0,41,46,89,5,7,16,0,0,0,78,84,166
POA6243,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,4,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,3,7,0,0,0,21,30,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,33,0,0,0,0,0,0,16,15,33,3,5,9,0,0,0,43,46,89
POA6244,0,3,3,116,134,251,0,0,0,19,22,40,0,6,9,97,98,197,4,0,8,0,0,0,0,6,3,0,0,3,0,5,9,0,0,0,0,0,6,0,3,3,8,7,11,5,0,8,11,11,22,11,16,33,23,26,51,0,0,0,299,332,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,12,9,3,12,343,325,665,3,5,10,6,0,3,346,335,677,102,91,193,0,0,0,756,765,1524
POA6251,0,0,0,14,29,47,0,0,0,0,0,0,0,0,0,42,39,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,9,13,6,5,11,0,0,0,78,76,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,58,116,0,0,0,0,0,0,63,58,118,10,5,11,0,0,0,148,141,288
POA6252,0,0,0,9,3,17,0,0,0,0,0,0,0,0,0,19,13,31,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,5,0,0,0,29,30,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,31,64,0,0,0,0,0,0,35,30,67,6,3,9,0,0,0,75,65,138
