Date,Category,Description1,Description2,Description3,Description4,Description5,Description6,Description7,Estimate,Value
2023-09-30,Proportion Priority - Applications,Proportion Priority,Applications,Number,,Actual,change from prior month,Percentage,N,0.7553263665838549
2023-09-30,Proportion Priority - Applications,Proportion Priority,Applications,12 month rolling average,,Actual,change from prior month,Percentage,N,1.0314992228201145
2023-09-30,Proportion Priority - Applications,Proportion Priority,Applications,Difference,12 month rolling average,Actual,change from prior month,Percentage,N,-3.9747401381438805
2023-09-30,Proportion Priority - Applications,Proportion Priority,Applications,Difference,12 month rolling average,Percentage,change from prior month,Percentage,N,-4.955127261769101
2023-09-30,Proportion Priority - Applications,Proportion Priority,Applications,Difference,prior month,Actual,change from prior month,Percentage,N,-3.3254064312804337
2023-09-30,Proportion Priority - Applications,Proportion Priority,Applications,Difference,prior month,Percentage,change from prior month,Percentage,N,-4.080732797864267
2023-09-30,Proportion Priority - Applications,Proportion Priority,Applications,Difference,prior year,Actual,change from prior month,Percentage,N,1.794006160623515
2023-09-30,Proportion Priority - Applications,Proportion Priority,Applications,Difference,prior year,Percentage,change from prior month,Percentage,N,1.1719655392779647
2023-09-30,Proportion Priority - Applications,Proportion Priority,Applications,Difference,calendar year to date,Actual,change from prior month,Percentage,N,-0.004320251590204047
2023-09-30,Proportion Priority - Applications,Proportion Priority,Applications,Difference,calendar year to date,Percentage,change from prior month,Percentage,N,-0.004320251590207148
2023-09-30,Proportion Priority - Applications,Proportion Priority,Applications,Difference,financial year to date,Actual,change from prior month,Percentage,N,65.91821612817228
2023-09-30,Proportion Priority - Applications,Proportion Priority,Applications,Difference,financial year to date,Percentage,change from prior month,Percentage,N,65.91821612817228
2023-09-30,Proportion Priority - Applications,Proportion Priority,Applications,12 month rolling average,,Actual,change from prior year,Actual,N,2.942660839841132
2023-09-30,Proportion Priority - Applications,Proportion Priority,Applications,Difference,12 month rolling average,Actual,change from prior year,Actual,N,0.1274220950438405
2023-09-30,Proportion Priority - Applications,Proportion Priority,Applications,Difference,12 month rolling average,Percentage,change from prior year,Actual,N,-0.16905956568223957
2023-09-30,Proportion Priority - Applications,Proportion Priority,Applications,Difference,prior month,Actual,change from prior year,Actual,N,0.05410679770396243
2023-09-30,Proportion Priority - Applications,Proportion Priority,Applications,Difference,prior month,Percentage,change from prior year,Actual,N,0.14049139917971043
2023-09-30,Proportion Priority - Applications,Proportion Priority,Applications,Difference,prior year,Actual,change from prior year,Actual,N,1.2469799010663642
2023-09-30,Proportion Priority - Applications,Proportion Priority,Applications,Difference,prior year,Percentage,change from prior year,Actual,N,4.839478317379907
2023-09-30,Proportion Priority - Applications,Proportion Priority,Applications,Difference,calendar year to date,Actual,change from prior year,Actual,N,-688.9299170651152
2023-09-30,Proportion Priority - Applications,Proportion Priority,Applications,Difference,calendar year to date,Percentage,change from prior year,Actual,N,-0.02381420254079103
2023-09-30,Proportion Priority - Applications,Proportion Priority,Applications,Difference,financial year to date,Actual,change from prior year,Actual,N,-0.2387890555404404
2023-09-30,Proportion Priority - Applications,Proportion Priority,Applications,Difference,financial year to date,Percentage,change from prior year,Actual,N,-1.3927218304433466
2023-09-30,Proportion Priority - Applications,Proportion Priority,Applications,Number,,Actual,change from prior year,Percentage,N,13.684478198130689
2023-09-30,Proportion Priority - Applications,Proportion Priority,Applications,12 month rolling average,,Actual,change from prior year,Percentage,N,13.866567881880687
2023-09-30,Proportion Priority - Applications,Proportion Priority,Applications,Difference,12 month rolling average,Actual,change from prior year,Percentage,N,10.500209024234916
2023-09-30,Proportion Priority - Applications,Proportion Priority,Applications,Difference,12 month rolling average,Percentage,change from prior year,Percentage,N,-2.9564067138107197
2023-09-30,Proportion Priority - Applications,Proportion Priority,Applications,Difference,prior month,Actual,change from prior year,Percentage,N,39.46693728660328
2023-09-30,Proportion Priority - Applications,Proportion Priority,Applications,Difference,prior month,Percentage,change from prior year,Percentage,N,22.850261717037696
2023-09-30,Proportion Priority - Applications,Proportion Priority,Applications,Difference,prior year,Actual,change from prior year,Percentage,N,68.398761777851
2023-09-30,Proportion Priority - Applications,Proportion Priority,Applications,Difference,prior year,Percentage,change from prior year,Percentage,N,54.71428357972032
2023-09-30,Proportion Priority - Applications,Proportion Priority,Applications,Difference,calendar year to date,Actual,change from prior year,Percentage,N,18.43751887050145
2023-09-30,Proportion Priority - Applications,Proportion Priority,Applications,Difference,calendar year to date,Percentage,change from prior year,Percentage,N,0.023957185849235757
2023-09-30,Proportion Priority - Applications,Proportion Priority,Applications,Difference,financial year to date,Actual,change from prior year,Percentage,N,-33.16296233632855
2023-09-30,Proportion Priority - Applications,Proportion Priority,Applications,Difference,financial year to date,Percentage,change from prior year,Percentage,N,-42.00082493094674
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Number,,Actual,-,-,N,1.7849220466673643
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,12 month rolling average,,Actual,-,-,N,1.7815224366931173
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,12 month rolling average,Actual,-,-,N,0.003399609974247042
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,12 month rolling average,Percentage,-,-,N,0.19082611053484333
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,prior month,Actual,-,-,N,-0.0015234360351397136
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,prior month,Percentage,-,-,N,-0.08527749936343346
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,prior year,Actual,-,-,N,0.017596618472370817
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,prior year,Percentage,-,-,N,0.9956637409072201
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,calendar year to date,Actual,-,-,N,-4449.215077953332
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,calendar year to date,Percentage,-,-,N,-99.95989840380436
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,financial year to date,Actual,-,-,N,0.002003150434020551
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,financial year to date,Percentage,-,-,N,0.11235230263431925
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,12 month rolling average,,Actual,change from prior month,Actual,N,0.0016444294551971606
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,12 month rolling average,Actual,change from prior month,Actual,N,-0.003167865490336874
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,12 month rolling average,Percentage,change from prior month,Actual,N,-0.1781584736825641
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,prior month,Actual,change from prior month,Actual,N,1.0432294804685327e-05
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,prior month,Percentage,change from prior month,Actual,N,0.000510310717185436
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,prior year,Actual,change from prior month,Actual,N,-0.005304400480330651
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,prior year,Percentage,change from prior month,Actual,N,-0.30291530960377855
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,calendar year to date,Actual,change from prior month,Actual,N,-0.0015234360344038578
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,calendar year to date,Percentage,change from prior month,Actual,N,-3.422682620168871e-05
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,financial year to date,Actual,change from prior month,Actual,N,-0.0015234360351397136
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,financial year to date,Percentage,change from prior month,Actual,N,-0.08544617696061091
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Number,,Actual,change from prior month,Percentage,N,-0.08527749936343346
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,12 month rolling average,,Actual,change from prior month,Percentage,N,0.09239000923153415
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,12 month rolling average,Actual,change from prior month,Percentage,N,-48.235665400199174
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,12 month rolling average,Percentage,change from prior month,Percentage,N,-48.283446328910124
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,prior month,Actual,change from prior month,Percentage,N,-0.6801297478424035
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,prior month,Percentage,change from prior month,Percentage,N,-0.594852248478977
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,prior year,Actual,change from prior month,Percentage,N,-23.162290251303116
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,prior year,Percentage,change from prior month,Percentage,N,-23.32667460518322
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,calendar year to date,Actual,change from prior month,Percentage,N,3.424056893958505e-05
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,calendar year to date,Percentage,change from prior month,Percentage,N,3.424056893583847e-05
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,financial year to date,Actual,change from prior month,Percentage,N,-43.198601493598645
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,financial year to date,Percentage,change from prior month,Percentage,N,-43.198601493598645
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,12 month rolling average,,Actual,change from prior year,Actual,N,0.028425846443521863
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,12 month rolling average,Actual,change from prior year,Actual,N,-0.010829227971151045
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,12 month rolling average,Percentage,change from prior year,Actual,N,-0.6208141621424466
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,prior month,Actual,change from prior year,Actual,N,-0.005304400480330651
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,prior month,Percentage,change from prior year,Actual,N,-0.2996732530804404
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,prior year,Actual,change from prior year,Actual,N,-0.010003556740543429
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,prior year,Percentage,change from prior year,Actual,N,-0.590803729493898
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,calendar year to date,Actual,change from prior year,Actual,N,-691.9824033815271
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,calendar year to date,Percentage,change from prior year,Actual,N,-0.006914243873396231
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,financial year to date,Actual,change from prior year,Actual,N,-0.005332765437952469
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,financial year to date,Percentage,change from prior year,Actual,N,-0.3044635829495842
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Number,,Actual,change from prior year,Percentage,N,0.9956637409072201
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,12 month rolling average,,Actual,change from prior year,Percentage,N,1.6214649324869637
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,12 month rolling average,Actual,change from prior year,Percentage,N,-76.10760634640195
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,12 month rolling average,Percentage,change from prior year,Percentage,N,-76.48883169567459
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,prior month,Actual,change from prior year,Percentage,N,-140.2922602744227
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,prior month,Percentage,change from prior year,Percentage,N,-139.77574083673133
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,prior year,Actual,change from prior year,Percentage,N,-36.24454070807029
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,prior year,Percentage,change from prior year,Percentage,N,-37.2402044489775
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,calendar year to date,Actual,change from prior year,Percentage,N,18.41734231858263
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,calendar year to date,Percentage,change from prior year,Percentage,N,0.006917496192342805
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,financial year to date,Actual,change from prior year,Percentage,N,-72.6939284885529
2023-09-30,Average Number Of Individuals Per Application - Total,Average Number Of Individuals Per Application,Total,Difference,financial year to date,Percentage,change from prior year,Percentage,N,-73.04510060192916
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Number,,Actual,-,-,N,1.9626666666666666
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,12 month rolling average,,Actual,-,-,N,1.997863661841919
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,12 month rolling average,Actual,-,-,N,-0.03519699517525243
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,12 month rolling average,Percentage,-,-,N,-1.7617315859683218
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,prior month,Actual,-,-,N,-0.009129268629890941
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,prior month,Percentage,-,-,N,-0.46299256766232766
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,prior year,Actual,-,-,N,-0.07750246652572224
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,prior year,Percentage,-,-,N,-3.7988255613126034
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,calendar year to date,Actual,-,-,N,-4449.037333333334
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,calendar year to date,Percentage,-,-,N,-99.9559050400659
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,financial year to date,Actual,-,-,N,-0.012805031446540882
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,financial year to date,Percentage,-,-,N,-0.6482012098057944
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,12 month rolling average,,Actual,change from prior month,Actual,N,-0.005178578996760885
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,12 month rolling average,Actual,change from prior month,Actual,N,-0.003950689633130056
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,12 month rolling average,Percentage,change from prior month,Actual,N,-0.2017891691254572
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,prior month,Actual,change from prior month,Actual,N,0.0004086886910013021
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,prior month,Percentage,change from prior month,Actual,N,0.018398143738267425
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,prior year,Actual,change from prior month,Actual,N,-0.019310208197722556
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,prior year,Percentage,change from prior month,Actual,N,-0.9321951783990445
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,calendar year to date,Actual,change from prior month,Actual,N,-0.009129268630204024
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,calendar year to date,Percentage,change from prior month,Actual,N,-0.00020510601279966068
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,financial year to date,Actual,change from prior month,Actual,N,-0.009129268629890941
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,financial year to date,Percentage,change from prior month,Actual,N,-0.4621310767757592
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Number,,Actual,change from prior month,Percentage,N,-0.46299256766232766
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,12 month rolling average,,Actual,change from prior month,Percentage,N,-0.25853568592705256
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,12 month rolling average,Actual,change from prior month,Percentage,N,12.643701597951246
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,12 month rolling average,Percentage,change from prior month,Percentage,N,12.935680634536123
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,prior month,Actual,change from prior month,Percentage,N,-4.284866006960395
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,prior month,Percentage,change from prior month,Percentage,N,-3.821873439298081
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,prior year,Actual,change from prior month,Percentage,N,33.18346589830024
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,prior year,Percentage,change from prior month,Percentage,N,32.51884805084598
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,calendar year to date,Actual,change from prior month,Percentage,N,0.00020519691517944025
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,calendar year to date,Percentage,change from prior month,Percentage,N,0.0002051969151684013
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,financial year to date,Actual,change from prior month,Percentage,N,248.363920232788
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,financial year to date,Percentage,change from prior month,Percentage,N,248.363920232788
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,12 month rolling average,,Actual,change from prior year,Actual,N,-0.02817246615501534
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,12 month rolling average,Actual,change from prior year,Actual,N,-0.049330000370706895
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,12 month rolling average,Percentage,change from prior year,Actual,N,-2.4593008444902433
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,prior month,Actual,change from prior year,Actual,N,-0.019310208197722556
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,prior month,Percentage,change from prior year,Actual,N,-0.9645196011596743
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,prior year,Actual,change from prior year,Actual,N,-0.0776277160099379
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,prior year,Percentage,change from prior year,Actual,N,-3.8049651098397654
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,calendar year to date,Actual,change from prior year,Actual,N,-692.0775024665259
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,calendar year to date,Percentage,change from prior year,Actual,N,-0.010179292079527613
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,financial year to date,Actual,change from prior year,Actual,N,-0.030757308807005
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,financial year to date,Percentage,change from prior year,Actual,N,-1.5359535450061994
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Number,,Actual,change from prior year,Percentage,N,-3.7988255613126034
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,12 month rolling average,,Actual,change from prior year,Percentage,N,-1.39052141103073
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,12 month rolling average,Actual,change from prior year,Percentage,N,-349.0411252843287
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,12 month rolling average,Percentage,change from prior year,Percentage,N,-352.5529278198487
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,prior month,Actual,change from prior year,Percentage,N,-189.67019761846336
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,prior month,Percentage,change from prior year,Percentage,N,-192.3165725352225
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,prior year,Actual,change from prior year,Percentage,N,-61978.47160494025
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,prior year,Percentage,change from prior year,Percentage,N,-61974.672779378954
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,calendar year to date,Actual,change from prior year,Percentage,N,18.421211128755914
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,calendar year to date,Percentage,change from prior year,Percentage,N,0.01018481981430076
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,financial year to date,Actual,change from prior year,Percentage,N,-171.32817296339852
2023-09-30,Average Number Of Individuals Per Application - Priority,Average Number Of Individuals Per Application,Priority,Difference,financial year to date,Percentage,change from prior year,Percentage,N,-173.0159960277059
2023-09-30,Average Number Of Individuals Per Application - Nonpriority,Average Number Of Individuals Per Application,Nonpriority,Number,,Actual,-,-,N,1.7240677013835242
2023-09-30,Average Number Of Individuals Per Application - Nonpriority,Average Number Of Individuals Per Application,Nonpriority,12 month rolling average,,Actual,-,-,N,1.7129764154372513
2023-09-30,Average Number Of Individuals Per Application - Nonpriority,Average Number Of Individuals Per Application,Nonpriority,Difference,12 month rolling average,Actual,-,-,N,0.011091285946272844
2023-09-30,Average Number Of Individuals Per Application - Nonpriority,Average Number Of Individuals Per Application,Nonpriority,Difference,12 month rolling average,Percentage,-,-,N,0.6474862027473801
2023-09-30,Average Number Of Individuals Per Application - Nonpriority,Average Number Of Individuals Per Application,Nonpriority,Difference,prior month,Actual,-,-,N,0.00044360635294848905
2023-09-30,Average Number Of Individuals Per Application - Nonpriority,Average Number Of Individuals Per Application,Nonpriority,Difference,prior month,Percentage,-,-,N,0.02573683868933266
2023-09-30,Average Number Of Individuals Per Application - Nonpriority,Average Number Of Individuals Per Application,Nonpriority,Difference,prior year,Actual,-,-,N,0.035658950194503936
2023-09-30,Average Number Of Individuals Per Application - Nonpriority,Average Number Of Individuals Per Application,Nonpriority,Difference,prior year,Percentage,-,-,N,2.1119856296286077
2023-09-30,Average Number Of Individuals Per Application - Nonpriority,Average Number Of Individuals Per Application,Nonpriority,Difference,calendar year to date,Actual,-,-,N,-4449.275932298617
2023-09-30,Average Number Of Individuals Per Application - Nonpriority,Average Number Of Individuals Per Application,Nonpriority,Difference,calendar year to date,Percentage,-,-,N,-99.9612656099442
2023-09-30,Average Number Of Individuals Per Application - Nonpriority,Average Number Of Individuals Per Application,Nonpriority,Difference,financial year to date,Actual,-,-,N,0.00541390905214989
2023-09-30,Average Number Of Individuals Per Application - Nonpriority,Average Number Of Individuals Per Application,Nonpriority,Difference,financial year to date,Percentage,-,-,N,0.31500870485415555
2023-09-30,Average Number Of Individuals Per Application - Nonpriority,Average Number Of Individuals Per Application,Nonpriority,12 month rolling average,,Actual,change from prior month,Actual,N,0.0028448254246358218
2023-09-30,Average Number Of Individuals Per Application - Nonpriority,Average Number Of Individuals Per Application,Nonpriority,Difference,12 month rolling average,Actual,change from prior month,Actual,N,-0.0024012190716873327
2023-09-30,Average Number Of Individuals Per Application - Nonpriority,Average Number Of Individuals Per Application,Nonpriority,Difference,12 month rolling average,Percentage,change from prior month,Actual,N,-0.14148846427579576
2023-09-30,Average Number Of Individuals Per Application - Nonpriority,Average Number Of Individuals Per Application,Nonpriority,Difference,prior month,Actual,change from prior month,Actual,N,-5.1619797492019615e-05
2023-09-30,Average Number Of Individuals Per Application - Nonpriority,Average Number Of Individuals Per Application,Nonpriority,Difference,prior month,Percentage,change from prior month,Actual,N,-0.003003098258178242
2023-09-30,Average Number Of Individuals Per Application - Nonpriority,Average Number Of Individuals Per Application,Nonpriority,Difference,prior year,Actual,change from prior month,Actual,N,-0.000880173972811038
2023-09-30,Average Number Of Individuals Per Application - Nonpriority,Average Number Of Individuals Per Application,Nonpriority,Difference,prior year,Percentage,change from prior month,Actual,N,-0.05382846974176081
2023-09-30,Average Number Of Individuals Per Application - Nonpriority,Average Number Of Individuals Per Application,Nonpriority,Difference,calendar year to date,Actual,change from prior month,Actual,N,0.00044360635274642846
2023-09-30,Average Number Of Individuals Per Application - Nonpriority,Average Number Of Individuals Per Application,Nonpriority,Difference,calendar year to date,Percentage,change from prior month,Actual,N,9.96644243400624e-06
2023-09-30,Average Number Of Individuals Per Application - Nonpriority,Average Number Of Individuals Per Application,Nonpriority,Difference,financial year to date,Actual,change from prior month,Actual,N,0.00044360635294848905
2023-09-30,Average Number Of Individuals Per Application - Nonpriority,Average Number Of Individuals Per Application,Nonpriority,Difference,financial year to date,Percentage,change from prior month,Actual,N,0.025811268966900613
2023-09-30,Average Number Of Individuals Per Application - Nonpriority,Average Number Of Individuals Per Application,Nonpriority,Number,,Actual,change from prior month,Percentage,N,0.02573683868933266
2023-09-30,Average Number Of Individuals Per Application - Nonpriority,Average Number Of Individuals Per Application,Nonpriority,12 month rolling average,,Actual,change from prior month,Percentage,N,0.16635125865459485
2023-09-30,Average Number Of Individuals Per Application - Nonpriority,Average Number Of Individuals Per Application,Nonpriority,Difference,12 month rolling average,Actual,change from prior month,Percentage,N,-17.796688372478023
2023-09-30,Average Number Of Individuals Per Application - Nonpriority,Average Number Of Individuals Per Application,Nonpriority,Difference,12 month rolling average,Percentage,change from prior month,Percentage,N,-17.933207514714738
2023-09-30,Average Number Of Individuals Per Application - Nonpriority,Average Number Of Individuals Per Application,Nonpriority,Difference,prior month,Actual,change from prior month,Percentage,N,-10.42347974679917
2023-09-30,Average Number Of Individuals Per Application - Nonpriority,Average Number Of Individuals Per Application,Nonpriority,Difference,prior month,Percentage,change from prior month,Percentage,N,-10.449216585488484
2023-09-30,Average Number Of Individuals Per Application - Nonpriority,Average Number Of Individuals Per Application,Nonpriority,Difference,prior year,Actual,change from prior month,Percentage,N,-2.4088535039336616
