LGA_CODE_2021,C11_PI_S_R225_274,C11_PI_S_R275_349,C11_PI_S_R350_449,C11_PI_S_R450_549,C11_PI_S_R550_649,C11_PI_S_R650more,C11_PI_S_R_NS,C11_PI_S_R_Tot,C11_AI_NS_R1_74,C11_AI_NS_R75_99,C11_AI_NS_R100_149,C11_AI_NS_R150_199,C11_AI_NS_R200_224,C11_AI_NS_R225_274,C11_AI_NS_R275_349,C11_AI_NS_R350_449,C11_AI_NS_R450_549,C11_AI_NS_R550_649,C11_AI_NS_R650more,C11_AI_NS_R_NS,C11_AI_NS_R_Tot,C11_Tot_R1_74,C11_Tot_R75_99,C11_Tot_R100_149,C11_Tot_R150_199,C11_Tot_R200_224,C11_Tot_R225_274,C11_Tot_R275_349,C11_Tot_R350_449,C11_Tot_R450_549,C11_Tot_R550_649,C11_Tot_R650more,C11_Tot_R_NS,C11_Tot_R_Tot,C16_Neg_Ni_inc_R1_74,C16_Neg_Ni_inc_R75_99,C16_Neg_Ni_inc_R100_149,C16_Neg_Ni_inc_R150_199,C16_Neg_Ni_inc_R200_224,C16_Neg_Ni_inc_R225_274,C16_Neg_Ni_inc_R275_349,C16_Neg_Ni_inc_R350_449,C16_Neg_Ni_inc_R450_549,C16_Neg_Ni_inc_R550_649,C16_Neg_Ni_inc_R650more,C16_Neg_Ni_inc_R_NS,C16_Neg_Ni_inc_R_Tot,C16_1_149_R1_74,C16_1_149_R75_99,C16_1_149_R100_149,C16_1_149_R150_199,C16_1_149_R200_224,C16_1_149_R225_274,C16_1_149_R275_349,C16_1_149_R350_449,C16_1_149_R450_549,C16_1_149_R550_649,C16_1_149_R650more,C16_1_149_R_NS,C16_1_149_R_Tot,C16_150_299_R1_74,C16_150_299_R75_99,C16_150_299_R100_149,C16_150_299_R150_199,C16_150_299_R200_224,C16_150_299_R225_274,C16_150_299_R275_349,C16_150_299_R350_449,C16_150_299_R450_549,C16_150_299_R550_649,C16_150_299_R650more,C16_150_299_R_NS,C16_150_299_R_Tot,C16_300_399_R1_74,C16_300_399_R75_99,C16_300_399_R100_149,C16_300_399_R150_199,C16_300_399_R200_224,C16_300_399_R225_274,C16_300_399_R275_349,C16_300_399_R350_449,C16_300_399_R450_549,C16_300_399_R550_649,C16_300_399_R650more,C16_300_399_R_NS,C16_300_399_R_Tot,C16_400_499_R1_74,C16_400_499_R75_99,C16_400_499_R100_149,C16_400_499_R150_199,C16_400_499_R200_224,C16_400_499_R225_274,C16_400_499_R275_349,C16_400_499_R350_449,C16_400_499_R450_549,C16_400_499_R550_649,C16_400_499_R650more,C16_400_499_R_NS,C16_400_499_R_Tot,C16_500_649_R1_74,C16_500_649_R75_99,C16_500_649_R100_149,C16_500_649_R150_199,C16_500_649_R200_224,C16_500_649_R225_274,C16_500_649_R275_349,C16_500_649_R350_449,C16_500_649_R450_549,C16_500_649_R550_649,C16_500_649_R650more,C16_500_649_R_NS,C16_500_649_R_Tot,C16_650_799_R1_74,C16_650_799_R75_99,C16_650_799_R100_149,C16_650_799_R150_199,C16_650_799_R200_224,C16_650_799_R225_274,C16_650_799_R275_349,C16_650_799_R350_449,C16_650_799_R450_549,C16_650_799_R550_649,C16_650_799_R650more,C16_650_799_R_NS,C16_650_799_R_Tot,C16_800_999_R1_74,C16_800_999_R75_99,C16_800_999_R100_149,C16_800_999_R150_199,C16_800_999_R200_224,C16_800_999_R225_274,C16_800_999_R275_349,C16_800_999_R350_449,C16_800_999_R450_549,C16_800_999_R550_649,C16_800_999_R650more,C16_800_999_R_NS,C16_800_999_R_Tot,C16_1000_1249_R1_74,C16_1000_1249_R75_99,C16_1000_1249_R100_149,C16_1000_1249_R150_199,C16_1000_1249_R200_224,C16_1000_1249_R225_274,C16_1000_1249_R275_349,C16_1000_1249_R350_449,C16_1000_1249_R450_549,C16_1000_1249_R550_649,C16_1000_1249_R650more,C16_1000_1249_R_NS,C16_1000_1249_R_Tot,C16_1250_1499_R1_74,C16_1250_1499_R75_99,C16_1250_1499_R100_149,C16_1250_1499_R150_199,C16_1250_1499_R200_224,C16_1250_1499_R225_274,C16_1250_1499_R275_349,C16_1250_1499_R350_449,C16_1250_1499_R450_549,C16_1250_1499_R550_649,C16_1250_1499_R650more,C16_1250_1499_R_NS,C16_1250_1499_R_Tot,C16_1500_1999_R1_74,C16_1500_1999_R75_99,C16_1500_1999_R100_149,C16_1500_1999_R150_199,C16_1500_1999_R200_224,C16_1500_1999_R225_274,C16_1500_1999_R275_349,C16_1500_1999_R350_449,C16_1500_1999_R450_549,C16_1500_1999_R550_649,C16_1500_1999_R650more,C16_1500_1999_R_NS,C16_1500_1999_R_Tot,C16_2000_2499_R1_74,C16_2000_2499_R75_99,C16_2000_2499_R100_149,C16_2000_2499_R150_199,C16_2000_2499_R200_224,C16_2000_2499_R225_274,C16_2000_2499_R275_349,C16_2000_2499_R350_449,C16_2000_2499_R450_549,C16_2000_2499_R550_649,C16_2000_2499_R650more,C16_2000_2499_R_NS,C16_2000_2499_R_Tot,C16_2500_2999_R1_74,C16_2500_2999_R75_99,C16_2500_2999_R100_149,C16_2500_2999_R150_199,C16_2500_2999_R200_224,C16_2500_2999_R225_274,C16_2500_2999_R275_349,C16_2500_2999_R350_449,C16_2500_2999_R450_549,C16_2500_2999_R550_649
LGA53290,23,26,18,0,0,0,9,118,6,0,10,8,3,8,8,0,0,0,0,16,52,53,95,239,238,174,201,218,110,23,5,14,89,1460,0,0,0,3,0,0,3,0,0,0,0,0,10,0,3,0,3,0,6,0,0,0,0,0,0,12,3,0,12,5,0,4,0,0,0,0,0,0,36,0,3,17,16,9,0,8,0,0,0,0,0,63,9,3,34,20,14,13,13,3,0,0,0,0,109,0,4,6,10,9,20,24,0,0,0,0,6,83,0,0,12,24,10,21,23,6,0,0,0,3,99,0,4,8,14,15,21,19,6,0,4,0,6,96,4,4,12,18,15,26,38,14,5,0,0,6,134,0,5,8,16,16,29,27,10,0,0,0,6,118,0,3,6,18,13,26,43,36,9,0,0,12,167,3,0,0,14,3,10,40,42,6,0,0,7,131,0,0,0,6,5,10,14,20,0,0
LGA53360,0,0,9,4,4,0,0,38,0,3,3,0,3,0,0,4,0,0,0,3,24,35,29,53,37,30,35,52,88,39,19,78,56,547,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,6,3,0,0,5,0,0,0,0,3,20,0,0,6,0,0,0,0,6,0,0,0,0,16,0,0,5,10,0,3,0,4,3,0,4,5,29,0,0,0,4,0,3,0,3,3,0,0,0,17,0,0,0,8,0,0,8,8,3,0,0,4,37,0,0,0,4,0,0,3,3,7,0,5,5,24,0,0,8,0,0,7,6,10,7,0,0,0,53,0,0,4,0,3,13,4,14,10,0,10,0,66,0,0,0,5,6,8,4,6,12,5
LGA53430,22,66,83,72,28,37,21,382,6,14,13,0,0,0,8,10,0,5,10,31,99,226,380,286,218,157,292,610,755,459,189,210,200,3979,3,3,8,5,0,8,4,10,13,4,3,10,74,7,5,8,4,0,5,0,0,0,5,0,0,32,36,36,63,16,4,15,7,16,8,0,0,18,220,12,26,132,36,6,11,18,15,0,0,0,12,266,0,17,149,46,12,16,15,18,4,0,0,13,298,5,4,31,32,11,15,31,25,13,3,4,13,178,0,3,20,28,10,14,37,41,8,6,5,13,179,0,0,23,23,20,18,42,40,25,10,12,7,224,0,0,17,13,18,27,63,58,35,17,8,3,259,0,0,3,3,8,7,43,80,55,21,14,6,241,0,0,3,8,9,26,54,120,107,40,15,7,387,0,0,4,0,4,11,43,105,87,70,43,9,384,0,0,0,0,0,4,11,38,62,26
LGA53570,8,8,3,0,0,0,0,30,0,0,0,3,0,0,0,0,0,0,0,4,12,12,10,32,46,34,39,56,30,4,0,3,19,291,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,3,0,0,0,0,13,0,0,3,0,0,0,0,0,0,0,0,0,12,0,0,3,0,0,6,0,0,0,0,0,0,20,0,0,0,9,3,4,5,5,0,0,0,5,26,0,0,3,4,4,3,15,0,0,0,0,3,31,0,0,0,4,6,8,8,5,0,0,0,3,30,0,0,0,4,0,4,11,3,0,0,0,0,26,0,0,0,3,4,3,3,3,0,0,0,0,25,0,0,0,3,0,4,7,13,0,0,0,0,35,0,0,3,0,4,0,4,7,3,0,0,6,21,0,0,0,3,0,0,0,0,0,0
LGA53640,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,4,3,14,3,36,19,5,0,0,0,0,0,0,6,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,9,0,0,3,3,0,4,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,5,5,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
LGA53710,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,14,3,27,22,3,3,0,0,0,0,3,9,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,4,0,0,0,0,0,0,0,0,8,0,0,7,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
LGA53780,51,213,276,72,5,12,46,773,17,14,20,11,11,21,48,19,6,4,0,48,207,160,254,505,465,398,718,2432,2131,520,59,67,304,8026,3,4,8,12,8,13,47,58,20,0,0,18,192,5,5,5,8,0,4,18,11,7,4,4,4,72,13,19,36,31,17,23,29,40,5,0,0,17,235,3,13,72,51,23,21,60,55,8,0,0,9,318,6,16,104,76,38,57,130,115,22,0,0,23,587,0,9,40,69,27,47,162,147,28,6,0,17,548,4,5,40,67,35,70,201,209,43,7,0,21,689,4,0,15,40,30,63,256,282,48,0,4,25,774,4,9,16,29,28,62,263,383,80,12,5,24,911,3,0,8,20,26,46,201,367,95,10,4,19,800,8,4,11,17,15,59,252,506,181,13,6,22,1083,0,6,13,13,6,21,141,430,175,18,8,14,848,3,0,3,6,3,3,51,157,116,11
LGA53800,49,80,89,8,0,0,18,374,11,18,15,12,4,10,14,7,4,0,0,40,135,124,237,445,598,406,630,721,652,125,17,34,205,4192,0,0,7,0,8,3,13,9,0,0,0,9,57,7,0,3,8,3,5,4,3,5,0,0,0,47,18,8,32,36,16,23,19,8,0,0,0,6,167,8,16,80,39,17,35,23,12,0,0,0,8,238,0,12,75,64,40,58,43,11,0,0,0,6,306,0,6,34,48,48,64,83,22,0,0,4,11,321,3,8,28,62,40,80,84,32,3,0,4,10,354,3,6,25,43,43,63,100,19,0,0,0,7,307,6,0,22,27,38,56,133,47,5,0,0,11,344,0,7,21,25,22,43,120,66,3,0,0,9,310,0,7,8,18,44,61,206,119,11,0,0,10,492,0,0,3,16,40,48,128,113,16,0,0,9,371,0,0,3,3,20,17,38,77,20,0
LGA53920,0,0,0,0,0,0,0,30,9,0,0,0,0,0,0,0,0,0,0,0,14,307,46,71,17,14,11,7,6,5,0,7,46,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,8,16,3,6,0,0,5,0,0,0,0,0,10,45,10,6,3,0,0,0,0,0,0,0,0,4,22,12,10,8,0,0,0,0,0,0,0,0,7,46,9,9,14,7,4,0,0,0,0,0,0,4,40,10,5,0,4,0,0,0,0,0,0,0,0,30,13,4,16,4,0,5,0,0,0,0,0,9,58,5,10,13,4,0,0,0,0,0,0,0,4,43,6,5,7,3,0,0,0,0,0,0,0,3,26,12,5,7,4,4,4,0,0,0,0,0,12,47,3,0,13,3,4,0,3,3,0,0,0,7,39,0,0,0,0,0,3,0,5,0,0
LGA53990,21,43,51,0,0,5,6,165,0,3,8,3,0,11,8,0,0,0,0,10,49,34,66,160,232,165,297,480,333,25,11,17,60,1878,0,0,0,0,0,5,0,6,0,0,0,3,17,0,0,3,0,0,0,4,3,0,0,0,0,12,7,0,6,4,6,0,4,4,0,0,0,3,41,5,3,22,8,5,10,7,3,0,0,0,0,69,0,4,38,22,10,15,39,11,0,0,0,7,144,0,0,4,10,12,24,47,19,4,0,0,4,121,0,0,4,13,11,29,69,39,0,0,0,5,181,0,0,6,4,9,23,55,39,3,0,0,3,145,0,0,3,11,14,17,46,54,3,0,0,4,155,0,0,0,6,11,7,43,58,7,0,0,6,133,0,0,0,5,7,22,63,120,9,3,0,3,242,0,0,0,7,3,11,40,104,11,0,0,0,182,0,0,0,0,7,7,20,57,7,4
LGA54060,9,11,3,0,0,0,0,35,0,0,9,0,0,0,3,0,0,0,0,6,16,10,25,72,58,32,77,62,17,0,0,9,31,405,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,0,0,0,6,22,0,0,20,5,6,3,0,0,0,0,0,0,29,0,0,18,5,0,8,3,0,0,0,0,0,42,0,0,0,3,0,9,7,6,0,0,0,0,34,0,0,6,11,0,12,11,0,0,0,0,4,31,0,0,3,5,3,3,6,0,0,0,0,0,26,0,0,0,0,5,6,9,0,0,0,0,4,19,0,0,0,3,0,5,13,5,0,0,0,3,26,0,0,3,4,0,4,13,0,0,0,0,0,31,0,0,0,3,0,4,5,0,0,0,0,3,20,0,0,0,0,0,0,8,0,0,0
LGA54130,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,8,11,16,27,19,10,10,0,0,0,0,0,9,109,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,11,0,0,0,0,5,3,0,0,0,0,0,4,5,0,0,6,0,0,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,4,0,0,0,9,0,0,5,0,0,0,0,0,0,0,0,0,11,0,0,4,3,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
LGA54170,20,136,420,180,69,73,34,1004,4,5,16,10,3,6,16,35,13,7,15,40,166,84,140,264,279,226,430,1807,3784,1197,458,469,232,9368,0,0,0,4,6,0,15,46,30,3,13,16,140,4,0,4,5,0,0,10,22,5,4,3,4,62,9,7,16,14,5,3,24,49,18,6,3,9,164,4,9,50,20,8,18,32,65,9,3,4,5,220,7,13,54,46,19,23,53,99,23,3,0,13,359,0,4,16,34,16,25,74,168,49,4,9,7,399,0,4,8,42,19,26,70,209,59,17,4,8,469,4,0,14,16,17,14,88,299,81,11,16,11,582,0,0,4,22,12,28,76,376,155,30,15,21,734,4,0,3,11,11,13,82,394,153,38,22,18,751,0,0,7,18,11,17,103,571,333,67,55,15,1205,6,0,3,8,14,17,65,470,372,134,72,12,1173,0,0,4,8,6,3,14,209,216,84
LGA54200,11,58,108,40,7,6,8,285,0,0,9,0,0,5,6,6,0,0,3,15,48,49,80,187,154,134,231,712,948,231,41,38,110,2923,0,0,3,6,0,0,4,13,10,0,0,8,53,0,0,3,0,0,3,0,9,0,0,0,0,18,3,4,16,11,9,3,7,7,4,0,0,6,62,0,4,19,17,6,5,3,15,4,0,0,5,89,3,8,47,35,9,20,27,35,12,0,0,8,199,0,0,16,17,12,9,32,43,14,0,0,5,149,3,0,12,23,7,17,41,66,12,3,0,8,187,0,0,10,14,8,14,45,112,25,0,4,4,244,0,0,4,13,10,18,62,120,54,5,0,3,293,0,0,7,8,5,14,44,147,51,6,4,3,286,0,0,3,10,10,11,57,230,85,14,9,8,436,0,0,7,5,0,8,37,171,100,13,9,8,354,0,0,6,5,6,0,14,66,56,10
LGA54280,39,83,76,30,9,3,21,348,11,9,13,12,4,13,8,10,0,0,0,27,111,138,164,421,451,244,447,766,650,216,88,35,163,3781,0,0,3,3,3,0,4,4,5,0,0,0,33,0,0,5,6,0,0,4,0,0,0,0,4,27,14,3,17,18,5,7,8,4,0,0,0,4,84,8,6,46,17,7,10,8,8,0,0,0,5,115,0,22,48,29,12,12,7,9,0,0,0,10,157,6,4,8,25,13,29,17,9,3,0,0,5,106,0,3,20,31,20,31,41,13,5,0,0,4,161,0,0,8,26,13,32,35,20,4,0,4,4,151,0,3,19,13,13,47,68,29,7,4,0,5,214,0,0,14,21,28,59,91,44,8,0,3,3,273,3,3,23,52,48,115,173,115,24,10,5,23,582,0,4,15,43,37,76,131,144,45,9,6,9,518,3,0,7,11,12,39,81,86,40,6
LGA54310,11,11,12,8,7,55,71,355,3,4,3,0,0,0,0,5,0,0,12,26,61,858,123,362,326,112,105,113,109,94,44,711,609,3566,3,5,3,0,0,0,0,0,0,0,0,5,31,0,4,0,3,0,4,0,0,4,0,5,0,25,8,0,17,12,4,7,0,3,0,0,0,0,49,5,9,19,3,0,8,4,3,0,0,0,0,46,6,0,22,9,5,5,0,0,0,0,0,3,57,7,3,12,10,0,4,10,11,0,0,3,4,62,4,3,11,13,3,13,21,8,5,0,3,4,107,4,0,13,12,4,10,28,18,13,0,0,11,112,10,10,18,15,11,16,29,29,7,3,6,17,175,8,0,6,22,10,17,32,25,9,9,8,17,164,35,10,33,27,19,53,70,61,31,15,37,51,445,94,21,50,67,26,49,63,96,69,29,78,63,710,27,10,20,30,12,22,34,61,38,19
LGA54340,0,0,0,0,0,0,0,38,0,0,3,0,0,0,0,0,0,0,0,7,10,35,39,151,148,38,45,13,0,0,0,0,25,492,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,6,0,0,0,0,0,0,0,0,24,0,0,4,3,0,0,0,0,0,0,0,0,17,4,0,7,13,0,3,0,0,0,0,0,0,28,0,0,3,9,3,7,5,0,0,0,0,6,31,0,0,8,14,3,9,5,0,0,0,0,0,48,0,0,9,9,4,0,0,0,0,0,0,0,27,0,7,10,6,4,5,3,0,0,0,0,0,37,0,0,14,8,8,14,0,0,0,0,0,0,47,0,0,7,7,5,15,9,5,0,0,0,3,51,0,0,6,6,5,5,5,6,0,0,0,4,42,0,0,3,0,0,0,0,3,0,0
LGA54410,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,31,10,36,17,4,5,0,0,0,0,0,6,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,13,0,0,5,0,0,0,0,0,0,0,0,0,13,4,0,3,0,5,0,0,0,0,0,0,0,7,0,0,7,7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54480,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,13,6,0,0,0,0,0,0,0,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
LGA54550,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,10,18,53,35,15,6,0,0,0,0,0,23,176,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,0,0,0,0,0,0,0,14,0,5,3,3,0,0,0,0,0,0,0,0,12,0,6,0,0,0,9,0,0,0,0,0,0,15,0,0,4,3,0,0,0,0,0,0,0,0,16,0,0,3,3,0,0,0,0,0,0,0,0,16,0,0,0,8,4,0,0,0,0,0,0,0,13,0,0,3,6,0,8,0,0,0,0,0,0,18,0,0,0,0,5,5,0,4,0,0,0,7,17,0,0,5,0,0,4,3,0,0,0,0,0,14,0,0,0,0,0,5,0,0,0,0
LGA54620,0,0,0,0,0,0,4,9,0,0,3,0,0,0,0,0,0,0,0,0,3,10,10,42,13,7,0,0,0,0,0,0,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,3,5,0,0,0,0,0,0,7,0,0,0,7,3,0,0,0,0,0,0,0,14,3,0,3,0,0,4,4,0,0,0,0,0,7,4,0,4,5,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,7,7,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54760,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,3,11,14,14,14,5,0,0,0,0,0,0,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA54830,44,69,60,7,0,4,13,246,5,8,9,3,7,16,18,8,0,0,5,17,86,71,138,232,201,230,591,710,448,36,5,16,97,2773,0,0,6,0,0,7,19,6,0,0,0,5,46,0,0,5,0,4,4,3,5,0,0,0,0,25,13,9,24,16,4,12,23,11,0,0,0,5,115,5,8,50,9,8,23,38,22,3,0,0,0,166,5,5,56,37,26,47,54,37,0,0,0,3,267,0,0,26,22,16,33,91,50,3,0,0,8,249,0,0,15,35,18,40,99,81,0,4,4,12,304,0,4,7,17,19,40,112,93,5,5,0,3,303,5,0,5,10,16,41,124,144,13,0,0,5,363,0,3,0,4,7,28,83,141,12,0,0,9,287,0,0,5,6,12,26,108,194,19,6,3,5,378,0,0,0,4,9,15,52,169,18,0,0,5,275,0,0,0,0,0,3,31,95,14,3
LGA54900,0,0,0,0,0,0,0,16,4,0,3,4,0,0,0,0,0,0,0,0,7,21,6,55,19,4,7,0,0,0,0,0,20,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,5,3,3,0,0,0,0,0,0,12,0,0,0,8,3,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,4,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
LGA54970,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,49,13,30,6,9,4,0,0,0,0,0,10,122,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0,0,0,0,0,0,0,0,0,7,3,5,0,0,0,0,0,0,0,0,0,0,7,3,0,6,0,0,0,0,0,0,0,0,0,16,6,0,4,0,0,0,0,0,0,0,0,0,13,6,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,3,0,0,0,0,0,0,0,0,15,8,0,3,3,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA55040,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,20,10,30,11,8,9,3,4,0,3,3,40,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,5,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,10,0,0,3,4,0,0,3,0,0,0,0,0,12,4,0,0,3,0,0,0,0,0,0,0,11,20,3,0,9,3,0,0,0,0,0,0,0,8,22,0,0,0,0,0,0,0,0,0,0
