LGA_CODE_2021,C11_Neg_Ni_inc_R1_74,C11_Neg_Ni_inc_R75_99,C11_Neg_Ni_inc_R100_149,C11_Neg_Ni_inc_R150_199,C11_Neg_Ni_inc_R200_224,C11_Neg_Ni_inc_R225_274,C11_Neg_Ni_inc_R275_349,C11_Neg_Ni_inc_R350_449,C11_Neg_Ni_inc_R450_549,C11_Neg_Ni_inc_R550_649,C11_Neg_Ni_inc_R650more,C11_Neg_Ni_inc_R_NS,C11_Neg_Ni_inc_R_Tot,C11_1_149_R1_74,C11_1_149_R75_99,C11_1_149_R100_149,C11_1_149_R150_199,C11_1_149_R200_224,C11_1_149_R225_274,C11_1_149_R275_349,C11_1_149_R350_449,C11_1_149_R450_549,C11_1_149_R550_649,C11_1_149_R650more,C11_1_149_R_NS,C11_1_149_R_Tot,C11_150_299_R1_74,C11_150_299_R75_99,C11_150_299_R100_149,C11_150_299_R150_199,C11_150_299_R200_224,C11_150_299_R225_274,C11_150_299_R275_349,C11_150_299_R350_449,C11_150_299_R450_549,C11_150_299_R550_649,C11_150_299_R650more,C11_150_299_R_NS,C11_150_299_R_Tot,C11_300_399_R1_74,C11_300_399_R75_99,C11_300_399_R100_149,C11_300_399_R150_199,C11_300_399_R200_224,C11_300_399_R225_274,C11_300_399_R275_349,C11_300_399_R350_449,C11_300_399_R450_549,C11_300_399_R550_649,C11_300_399_R650more,C11_300_399_R_NS,C11_300_399_R_Tot,C11_400_499_R1_74,C11_400_499_R75_99,C11_400_499_R100_149,C11_400_499_R150_199,C11_400_499_R200_224,C11_400_499_R225_274,C11_400_499_R275_349,C11_400_499_R350_449,C11_400_499_R450_549,C11_400_499_R550_649,C11_400_499_R650more,C11_400_499_R_NS,C11_400_499_R_Tot,C11_500_649_R1_74,C11_500_649_R75_99,C11_500_649_R100_149,C11_500_649_R150_199,C11_500_649_R200_224,C11_500_649_R225_274,C11_500_649_R275_349,C11_500_649_R350_449,C11_500_649_R450_549,C11_500_649_R550_649,C11_500_649_R650more,C11_500_649_R_NS,C11_500_649_R_Tot,C11_650_799_R1_74,C11_650_799_R75_99,C11_650_799_R100_149,C11_650_799_R150_199,C11_650_799_R200_224,C11_650_799_R225_274,C11_650_799_R275_349,C11_650_799_R350_449,C11_650_799_R450_549,C11_650_799_R550_649,C11_650_799_R650more,C11_650_799_R_NS,C11_650_799_R_Tot,C11_800_999_R1_74,C11_800_999_R75_99,C11_800_999_R100_149,C11_800_999_R150_199,C11_800_999_R200_224,C11_800_999_R225_274,C11_800_999_R275_349,C11_800_999_R350_449,C11_800_999_R450_549,C11_800_999_R550_649,C11_800_999_R650more,C11_800_999_R_NS,C11_800_999_R_Tot,C11_1000_1249_R1_74,C11_1000_1249_R75_99,C11_1000_1249_R100_149,C11_1000_1249_R150_199,C11_1000_1249_R200_224,C11_1000_1249_R225_274,C11_1000_1249_R275_349,C11_1000_1249_R350_449,C11_1000_1249_R450_549,C11_1000_1249_R550_649,C11_1000_1249_R650more,C11_1000_1249_R_NS,C11_1000_1249_R_Tot,C11_1250_1499_R1_74,C11_1250_1499_R75_99,C11_1250_1499_R100_149,C11_1250_1499_R150_199,C11_1250_1499_R200_224,C11_1250_1499_R225_274,C11_1250_1499_R275_349,C11_1250_1499_R350_449,C11_1250_1499_R450_549,C11_1250_1499_R550_649,C11_1250_1499_R650more,C11_1250_1499_R_NS,C11_1250_1499_R_Tot,C11_1500_1999_R1_74,C11_1500_1999_R75_99,C11_1500_1999_R100_149,C11_1500_1999_R150_199,C11_1500_1999_R200_224,C11_1500_1999_R225_274,C11_1500_1999_R275_349,C11_1500_1999_R350_449,C11_1500_1999_R450_549,C11_1500_1999_R550_649,C11_1500_1999_R650more,C11_1500_1999_R_NS,C11_1500_1999_R_Tot,C11_2000_2499_R1_74,C11_2000_2499_R75_99,C11_2000_2499_R100_149,C11_2000_2499_R150_199,C11_2000_2499_R200_224,C11_2000_2499_R225_274,C11_2000_2499_R275_349,C11_2000_2499_R350_449,C11_2000_2499_R450_549,C11_2000_2499_R550_649,C11_2000_2499_R650more,C11_2000_2499_R_NS,C11_2000_2499_R_Tot,C11_2500_2999_R1_74,C11_2500_2999_R75_99,C11_2500_2999_R100_149,C11_2500_2999_R150_199,C11_2500_2999_R200_224,C11_2500_2999_R225_274,C11_2500_2999_R275_349,C11_2500_2999_R350_449,C11_2500_2999_R450_549,C11_2500_2999_R550_649,C11_2500_2999_R650more,C11_2500_2999_R_NS,C11_2500_2999_R_Tot,C11_3000_3999_R1_74,C11_3000_3999_R75_99,C11_3000_3999_R100_149,C11_3000_3999_R150_199,C11_3000_3999_R200_224,C11_3000_3999_R225_274,C11_3000_3999_R275_349,C11_3000_3999_R350_449,C11_3000_3999_R450_549,C11_3000_3999_R550_649,C11_3000_3999_R650more,C11_3000_3999_R_NS,C11_3000_3999_R_Tot,C11_4000more_R1_74,C11_4000more_R75_99,C11_4000more_R100_149,C11_4000more_R150_199,C11_4000more_R200_224,C11_4000more_R225_274,C11_4000more_R275_349,C11_4000more_R350_449,C11_4000more_R450_549,C11_4000more_R550_649,C11_4000more_R650more,C11_4000more_R_NS,C11_4000more_R_Tot,C11_PI_S_R1_74,C11_PI_S_R75_99,C11_PI_S_R100_149,C11_PI_S_R150_199,C11_PI_S_R200_224
LGA53290,0,0,6,4,3,0,0,0,0,0,0,4,14,0,3,0,0,0,0,0,0,0,0,0,0,11,5,16,14,4,5,9,0,0,0,0,0,3,52,7,39,32,12,5,8,0,0,0,0,0,8,115,7,9,29,32,18,14,18,0,0,0,6,6,133,0,0,19,19,4,5,8,0,0,0,0,6,62,3,9,28,31,27,21,26,3,0,0,4,8,153,0,3,17,25,20,16,19,9,4,0,0,11,120,4,0,9,20,27,22,20,6,3,0,0,4,128,4,0,20,19,9,24,21,13,0,0,0,3,116,4,7,23,15,18,25,34,24,4,0,0,9,153,6,0,12,10,9,13,19,12,0,0,0,8,96,7,0,5,9,3,6,14,8,9,0,4,9,65,0,0,10,11,3,0,12,6,0,0,0,0,52,0,0,0,0,0,0,3,0,0,0,0,0,9,0,3,15,17,21
LGA53360,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,4,0,0,0,0,0,0,0,0,0,12,14,6,4,0,0,0,4,0,0,0,0,0,32,0,0,0,0,0,0,3,4,4,0,0,0,21,0,0,4,3,0,0,0,0,0,0,5,0,19,7,0,6,4,4,0,4,9,3,0,3,8,46,0,3,4,0,6,4,0,4,0,0,5,3,33,0,0,4,0,4,3,4,3,8,0,9,3,43,0,6,0,3,3,3,8,12,0,0,3,0,50,0,3,3,4,0,3,8,9,3,0,11,0,51,0,3,6,7,5,4,7,5,6,0,8,8,49,0,0,9,3,0,6,8,4,4,4,5,14,64,0,0,5,0,0,4,4,4,4,0,14,0,39,0,0,0,0,0,0,0,0,0,3,12,0,21,0,0,5,0,3
LGA53430,5,4,6,0,0,5,11,6,5,0,3,7,56,20,18,9,6,0,6,0,5,0,0,0,8,78,86,84,49,17,4,7,13,8,0,3,0,16,280,79,184,53,18,10,20,18,15,0,0,4,19,419,6,37,42,31,20,26,44,23,15,3,6,14,266,0,11,37,13,6,9,8,6,3,0,0,8,109,10,18,32,31,20,39,53,42,19,0,6,18,288,3,0,14,23,15,39,65,64,24,4,4,6,258,0,0,6,19,22,29,79,66,32,9,4,10,277,0,0,5,9,9,13,58,67,24,10,5,5,220,5,0,8,13,11,42,91,108,56,24,15,10,387,0,0,0,6,15,10,32,89,50,16,12,4,230,0,3,0,0,5,19,38,87,79,39,57,14,334,0,0,0,0,6,6,26,53,53,29,30,8,205,3,0,0,0,4,0,8,29,30,13,18,4,104,6,7,14,16,18
LGA53570,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,18,3,0,4,4,0,3,5,0,0,0,0,0,19,0,0,5,4,4,4,3,0,0,0,0,0,15,0,0,3,9,0,0,0,0,0,0,0,0,15,0,0,5,5,0,7,0,0,0,0,0,0,15,0,0,0,0,0,5,4,0,0,0,0,3,19,0,4,0,4,8,6,7,6,0,0,0,3,30,0,0,0,9,5,9,6,7,0,0,0,0,31,3,0,0,6,4,3,8,6,0,0,0,0,34,4,0,4,3,0,0,9,9,0,0,0,0,23,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0
LGA53640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,10,3,0,4,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,10,0,4,5,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0
LGA53710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,5,4,0,0,0,0,0,0,0,0,7,0,0,11,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,5,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
LGA53780,3,4,3,11,9,11,35,32,14,3,0,9,137,6,3,13,7,0,4,21,11,3,0,0,5,81,28,58,50,24,16,28,61,26,3,0,0,13,308,42,94,79,41,30,38,80,19,4,0,3,31,471,9,32,87,60,39,67,175,66,11,0,4,16,571,4,5,61,51,20,35,80,32,6,0,0,8,298,21,17,52,67,54,89,230,129,15,4,3,17,695,14,13,33,48,45,83,295,173,14,11,3,22,762,0,4,22,42,40,79,288,195,25,3,7,25,739,4,0,19,24,26,61,245,240,38,3,6,9,681,0,3,13,32,41,75,300,328,64,4,8,8,878,0,3,13,8,20,34,188,257,54,0,3,14,607,0,0,3,5,11,10,102,165,94,11,3,7,425,0,0,8,4,8,16,52,122,70,6,3,8,294,0,0,3,3,0,5,15,35,27,0,0,3,102,7,16,22,33,26
LGA53800,3,0,3,11,4,0,4,4,0,0,0,10,36,3,4,4,16,9,4,5,3,0,0,0,7,50,30,54,44,20,11,21,12,8,0,0,4,12,213,26,94,68,55,31,26,12,8,0,0,0,23,351,11,20,70,72,39,73,36,20,0,0,3,13,350,5,8,52,24,17,16,16,8,0,0,0,11,149,3,7,45,63,40,59,54,21,3,0,3,13,326,10,9,24,52,39,60,73,33,3,0,3,8,317,5,4,22,48,43,78,83,56,3,5,3,15,360,8,0,21,41,25,72,78,59,7,0,5,12,335,4,4,24,59,48,66,127,114,17,0,7,12,474,0,0,9,30,21,39,52,80,15,0,0,4,255,3,0,12,22,20,32,40,87,27,8,4,8,263,0,0,4,12,5,25,17,53,20,3,6,0,153,0,0,0,7,9,0,4,15,13,0,0,0,51,10,8,22,49,42
LGA53920,0,0,0,0,0,0,0,0,0,0,0,5,6,0,4,0,0,0,0,0,0,0,0,0,0,5,22,0,3,0,0,0,0,0,0,0,0,5,30,21,4,0,0,0,0,0,0,0,0,0,0,24,10,0,0,0,0,0,0,0,0,0,0,0,13,50,9,4,3,3,0,0,0,0,0,0,0,71,37,6,5,3,0,0,0,0,0,0,0,4,64,31,5,11,0,4,3,0,0,0,0,0,4,62,40,6,9,0,0,0,0,0,0,0,0,9,61,16,3,7,0,0,0,0,0,0,0,0,0,37,24,0,5,0,4,0,0,0,0,0,0,6,44,11,6,7,0,0,5,4,0,0,0,0,6,34,5,0,4,0,0,0,0,0,0,0,0,5,21,0,0,4,0,0,0,0,0,0,0,0,4,13,6,0,0,0,0,0,0,0,4,0,3,0,7,16,0,6,3,0
LGA53990,0,0,0,6,6,3,3,5,0,0,0,5,25,0,4,4,0,0,0,4,5,0,0,0,0,17,7,13,8,13,7,16,4,3,0,0,0,3,80,9,17,32,22,8,15,8,0,0,0,0,5,119,4,7,20,28,18,29,32,3,0,0,0,0,137,0,4,18,17,10,8,5,0,0,0,0,3,66,0,6,18,28,25,27,36,10,4,0,0,5,152,0,3,8,28,20,28,35,13,0,0,0,4,144,0,0,13,21,21,34,52,19,0,0,0,0,162,0,0,4,17,12,25,38,27,0,0,0,6,137,0,0,8,20,18,37,87,61,0,0,0,7,237,0,0,3,8,10,20,32,38,0,0,0,0,116,9,0,5,11,5,17,49,64,5,0,0,7,163,0,0,0,0,3,11,25,29,4,0,3,0,79,0,0,0,0,0,3,16,4,0,0,0,0,32,0,0,10,14,14
LGA54060,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,5,3,12,0,3,0,5,0,0,0,0,0,0,25,0,4,13,4,3,5,0,0,0,0,0,3,30,0,10,14,3,6,6,0,0,0,0,0,0,37,0,0,7,7,0,0,4,0,0,0,0,3,29,0,3,8,6,0,9,4,0,0,0,3,0,37,0,0,4,9,0,8,3,0,0,0,0,0,23,0,0,0,9,4,7,9,0,0,0,0,0,32,0,0,0,6,6,9,4,3,0,0,0,0,28,0,0,7,6,0,12,11,7,0,0,0,5,49,0,0,0,5,0,7,6,0,0,0,0,0,15,0,0,0,0,4,0,3,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0
LGA54130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,6,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,3,9,3,0,3,0,0,0,0,0,0,0,0,0,12,0,0,5,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0
LGA54170,0,3,4,4,4,8,13,56,22,6,8,11,135,3,5,0,0,8,4,20,31,6,4,0,4,87,27,24,28,11,6,17,34,43,7,0,3,6,211,21,50,40,34,9,27,47,72,11,0,4,18,323,6,15,37,41,25,32,145,118,17,0,7,11,469,0,8,36,23,7,13,53,46,10,6,3,7,214,4,8,21,40,19,47,200,200,37,4,7,11,603,0,4,23,24,22,49,190,257,45,20,8,13,664,0,0,11,22,18,53,208,389,47,22,11,7,786,0,4,6,13,10,28,180,422,60,22,8,19,777,3,6,9,22,23,46,270,642,180,48,38,9,1305,0,0,7,8,17,34,141,470,133,43,21,13,884,5,0,3,4,9,23,91,342,218,105,149,12,950,0,0,5,10,9,16,49,182,143,68,60,13,548,0,0,4,0,5,0,17,66,63,35,48,5,239,3,7,17,12,19
LGA54200,0,3,4,3,0,0,5,6,5,0,0,6,32,0,3,3,0,0,5,9,3,4,0,0,0,29,14,11,20,4,3,10,11,12,4,0,0,3,93,13,32,42,23,3,5,17,12,0,0,4,5,151,3,4,32,17,10,24,51,35,3,0,0,7,207,0,5,18,15,3,13,17,16,0,0,0,5,94,5,5,18,20,15,20,72,63,13,3,0,9,233,0,6,16,16,15,26,76,83,10,0,0,8,259,4,6,7,16,15,35,86,97,14,3,0,7,278,0,0,6,7,4,14,80,85,17,3,0,6,228,0,0,4,3,16,22,93,157,32,9,3,10,346,3,0,0,0,16,12,67,110,25,8,0,6,246,0,0,0,3,10,10,35,81,44,6,8,0,211,0,0,6,0,3,3,19,60,24,3,8,6,124,0,0,4,0,5,0,5,26,12,3,3,0,57,4,8,6,14,14
LGA54280,0,3,0,3,4,0,13,4,0,0,0,8,42,5,6,10,4,0,4,0,3,0,0,0,0,40,20,23,25,11,0,3,0,3,3,0,0,12,114,36,44,37,5,6,16,3,4,0,0,0,5,161,9,16,24,21,18,23,17,7,0,0,0,4,130,4,7,10,11,0,6,3,3,0,0,0,0,47,4,6,25,27,15,32,26,22,4,0,0,4,171,3,9,26,23,17,41,46,19,0,0,5,7,186,11,7,20,42,36,31,66,28,13,3,0,8,261,17,8,46,48,24,43,62,56,12,3,0,5,324,6,9,56,69,25,78,151,84,33,6,5,13,528,0,4,23,39,23,33,92,62,20,10,6,4,311,4,6,32,50,25,52,97,127,42,21,11,25,489,5,5,32,33,22,35,70,101,47,15,4,8,373,0,0,12,17,6,8,23,37,14,12,6,3,150,6,3,27,35,19
LGA54310,6,0,0,0,0,0,0,0,0,0,5,14,24,4,4,0,4,0,0,0,0,3,0,5,3,18,3,12,11,0,0,0,0,0,0,0,0,5,38,13,8,4,8,0,0,0,4,0,0,4,0,45,5,7,12,10,0,0,3,0,0,0,5,3,42,5,4,14,5,0,0,0,0,0,0,3,3,37,7,4,9,12,0,0,4,0,0,0,4,5,53,4,0,11,7,4,5,6,3,3,0,20,9,73,17,4,16,20,4,3,10,8,0,5,14,20,120,18,9,17,18,7,13,0,5,3,0,31,22,131,45,13,30,32,16,6,16,9,9,4,42,55,283,27,5,11,22,4,8,10,10,11,0,39,35,176,283,13,40,44,17,22,21,25,23,8,189,163,860,174,19,62,73,23,9,13,15,14,7,117,95,620,169,15,63,46,19,13,21,5,9,11,180,72,631,87,8,45,32,12
LGA54340,0,0,0,3,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,9,4,9,8,3,0,0,0,0,0,0,0,0,27,9,11,16,8,4,0,0,0,0,0,0,3,48,0,0,15,13,3,0,0,0,0,0,0,0,39,3,0,11,4,0,0,0,0,0,0,0,0,22,4,3,22,12,8,7,0,0,0,0,0,0,53,0,3,14,11,4,0,0,0,0,0,0,0,32,0,0,4,18,6,4,0,0,0,0,0,3,38,5,0,21,19,0,4,3,0,0,0,0,0,54,0,0,16,12,5,5,6,0,0,0,0,0,50,0,0,10,5,0,4,0,0,0,0,0,0,19,0,0,8,3,0,7,0,0,0,0,0,0,21,0,0,0,4,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,16,3
LGA54410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,6,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,17,6,0,6,0,0,0,0,0,0,0,0,0,11,0,0,5,4,0,0,0,0,0,0,0,0,15,0,0,5,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
LGA54480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,4,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
LGA54550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,3,3,4,3,0,0,0,0,0,0,0,0,20,0,4,8,4,5,0,0,0,0,0,0,0,22,0,4,0,0,0,0,0,0,0,0,0,5,10,0,0,3,4,0,0,0,0,0,0,0,0,13,0,0,4,7,4,0,0,0,0,0,0,4,21,0,0,6,7,3,0,0,0,0,0,0,0,18,0,3,4,0,0,0,0,0,0,0,0,3,18,6,0,3,0,0,0,0,0,0,0,0,0,17,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
LGA54620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,10,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,5,3,0,8,3,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,3,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
LGA54830,0,0,0,7,0,11,8,5,0,0,0,4,36,5,3,4,7,0,3,3,0,0,0,0,4,33,19,24,25,5,13,13,4,3,0,0,0,6,121,27,69,48,26,14,33,29,6,0,0,4,7,258,0,18,42,21,19,66,46,13,3,0,0,3,237,6,4,41,23,7,26,21,6,0,0,0,7,142,0,11,18,30,35,70,75,23,3,0,0,5,281,0,4,12,23,40,72,73,34,0,0,0,4,261,0,0,12,14,29,74,101,31,5,0,0,6,274,0,0,3,5,22,46,69,32,0,0,0,0,181,0,0,4,3,13,72,87,74,0,0,0,0,262,0,0,0,3,4,30,39,57,4,0,0,3,154,0,0,0,3,7,12,30,44,3,3,0,0,109,0,0,0,0,0,0,20,32,0,0,0,0,58,0,0,0,3,0,0,10,11,0,0,0,0,29,0,0,14,14,19
LGA54900,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,5,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,0,0,0,0,0,8,17,0,0,7,0,0,0,0,0,0,0,0,5,12,5,0,5,3,0,0,0,0,0,0,0,7,18,6,0,4,0,0,0,0,0,0,0,0,0,11,0,0,11,5,0,0,0,0,0,0,0,0,18,3,0,4,0,0,0,0,0,0,0,0,3,11,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6
LGA54970,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,17,3,0,4,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,11,4,5,0,0,0,0,0,0,0,0,0,0,13,4,0,5,0,0,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,6,5,0,6,0,0,0,0,0,0,0,0,5,17,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0
LGA55040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,4,6,3,0,0,0,0,0,0,0,0,6,14,0,0,4,5,0,0,0,0,0,0,0,3,5,0,5,7,0,4,3,0,0,0,0,0,9,30,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,3,0,0,0,0,0,0,0,5,11,23,5,0,4,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,5,0,0
