LGA_CODE_2021,C21_CF_1P1NW_Tot,C21_CF_1A1NW_Neg_ni_inc,C21_CF_1A1NW_1_149,C21_CF_1A1NW_150_399,C21_CF_1A1NW_400_649,C21_CF_1A1NW_650_799,C21_CF_1A1NW_800_1249,C21_CF_1A1NW_1250_1999,C21_CF_1A1NW_2000_2499,C21_CF_1A1NW_2500_2999,C21_CF_1A1NW_3000_3999,C21_CF_1A1NW_4000more,C21_CF_1A1NW_Ns,C21_CF_1A1NW_Tot,C21_CF_BA_Neg_ni_inc,C21_CF_BA_1_149,C21_CF_BA_150_399,C21_CF_BA_400_649,C21_CF_BA_650_799,C21_CF_BA_800_1249,C21_CF_BA_1250_1999,C21_CF_BA_2000_2499,C21_CF_BA_2500_2999,C21_CF_BA_3000_3999,C21_CF_BA_4000more,C21_CF_BA_Ns,C21_CF_BA_Tot,C21_CF_BNW_Neg_ni_inc,C21_CF_BNW_1_149,C21_CF_BNW_150_399,C21_CF_BNW_400_649,C21_CF_BNW_650_799,C21_CF_BNW_800_1249,C21_CF_BNW_1250_1999,C21_CF_BNW_2000_2499,C21_CF_BNW_2500_2999,C21_CF_BNW_3000_3999,C21_CF_BNW_4000more,C21_CF_BNW_Ns,C21_CF_BNW_Tot,C21_CF_LFns_Neg_ni_inc,C21_CF_LFns_1_149,C21_CF_LFns_150_399,C21_CF_LFns_400_649,C21_CF_LFns_650_799,C21_CF_LFns_800_1249,C21_CF_LFns_1250_1999,C21_CF_LFns_2000_2499,C21_CF_LFns_2500_2999,C21_CF_LFns_3000_3999,C21_CF_LFns_4000more,C21_CF_LFns_Ns,C21_CF_LFns_Tot,C21_C_f_c_Tot_Fi_Neg_ni_inc,C21_C_f_c_Tot_Fi_1_149,C21_C_f_c_Tot_Fi_150_399,C21_C_f_c_Tot_Fi_400_649,C21_CF_c_Tot_Fi_650_799,C21_CF_c_Tot_Fi_800_1249,C21_CF_c_Tot_Fi_1250_1999,C21_CF_c_Tot_Fi_2000_2499,C21_CF_c_Tot_Fi_2500_2999,C21_CF_c_Tot_Fi_3000_3999,C21_CF_c_Tot_Fi_4000more,C21_C_f_with_c_TotFI_Ns,C21_C_f_with_c_Tot_Tot,C21_1PF_F_Neg_ni_inc,C21_1PF_F_1_149,C21_1PF_F_150_399,C21_1PF_F_400_649,C21_1PF_F_650_799,C21_1PF_F_800_1249,C21_1PF_F_1250_1999,C21_1PF_F_2000_2499,C21_1PF_F_2500_2999,C21_1PF_F_3000_3999,C21_1PF_F_4000more,C21_1PF_F_Ns,C21_1PF_F_Tot,C21_1PF_P_Neg_ni_inc,C21_1PF_P_1_149,C21_1PF_P_150_399,C21_1PF_P_400_649,C21_1PF_P_650_799,C21_1PF_P_800_1249,C21_1PF_P_1250_1999,C21_1PF_P_2000_2499,C21_1PF_P_2500_2999,C21_1PF_P_3000_3999,C21_1PF_P_4000more,C21_1PF_P_Ns,C21_1PF_P_Tot,C21_1PF_A_Neg_ni_inc,C21_1PF_A_1_149,C21_1PF_A_150_399,C21_1PF_A_400_649,C21_1PF_A_650_799,C21_1PF_A_800_1249,C21_1PF_A_1250_1999,C21_1PF_A_2000_2499,C21_1PF_A_2500_2999,C21_1PF_A_3000_3999,C21_1PF_A_4000_more,C21_1PF_A_Ns,C21_1PF_A_Tot,C21_1PF_U_Neg_ni_inc,C21_1PF_U_1_149,C21_1PF_U_150_399,C21_1PF_U_400_649,C21_1PF_U_650_799,C21_1PF_U_800_1249,C21_1PF_U_1250_1999,C21_1PF_U_2000_2499,C21_1PF_U_2500_2999,C21_1PF_U_3000_3999,C21_1PF_U_4000_more,C21_1PF_U_Ns,C21_1PF_U_Tot,C21_1PF_N_lf_Fi_Neg_ni_inc,C21_1PF_N_lf_Fi_1_149,C21_1PF_N_lf_Fi_150_399,C21_1PF_N_lf_Fi_400_649,C21_1PF_N_lf_Fi_650_799,C21_1PF_N_lf_Fi_800_1249,C21_1PF_N_lf_Fi_1250_1999,C21_1PF_N_lf_Fi_2000_2499,C21_1PF_N_lf_Fi_2500_2999,C21_1PF_N_lf_Fi_3000_3999,C21_1PF_N_lf_Fi_4000_more,C21_1PF_N_lf_Fi_Ns,C21_1PF_N_the_lf_Tot,C21_1PF_LFns_Neg_ni_inc,C21_1PF_LFns_1_149,C21_1PF_LFns_150_399,C21_1PF_LFns_400_649,C21_1PF_LFns_Fi_650_799,C21_1PF_LFns_Fi_800_1249,C21_1PF_LFns_Fi_1250_1999,C21_1PF_LFns_Fi_2000_2499,C21_1PF_LFns_Fi_2500_2999,C21_1PF_LFns_Fi_3000_3999,C21_1PF_LFns_4000more,C21_1PF_LFns_Ns,C21_1PF_LFns_Tot,C21_1PF_TotFI_Neg_ni_inc,C21_1PF_TotFI_1_149,C21_1PF_TotFI_150_399,C21_1PF_TotFI_400_649,C21_1PF_TotFI_650_799,C21_1PF_TotFI_800_1249,C21_1PF_TotFI_1250_1999,C21_1PF_TotFI_2000_2499,C21_1PF_TotFI_2500_2999,C21_1PF_TotFI_3000_3999,C21_1PF_TotFI_4000more,C21_One_par_f_TotFI_Ns,C21_One_parent_f_Tot_Tot,C21_TotFI_Neg_ni_inc,C21_TotFI_1_149,C21_TotFI_150_399,C21_TotFI_400_649,C21_TotFI_650_799,C21_TotFI_800_1249,C21_TotFI_1250_1999,C21_TotFI_2000_2499,C21_TotFI_2500_2999,C21_TotFI_3000_3999,C21_TotFI_4000_more,C21_TotFI_Ns,C21_Tot_Tot
LGA53920,19,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,57,23,34,22,3,3,0,0,15,163,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,4,64,36,58,40,13,15,9,3,51,294,0,0,0,4,0,9,5,0,0,0,0,7,23,0,0,5,9,0,0,0,5,0,0,0,6,27,0,0,0,0,3,0,0,0,0,3,3,0,8,0,0,6,4,4,3,0,0,0,0,0,3,18,0,0,48,41,18,31,12,0,3,0,0,34,193,0,0,0,0,0,0,0,0,0,0,0,18,22,0,5,60,54,23,44,24,11,3,3,6,63,298,3,7,67,153,78,115,79,35,29,24,20,137,733
LGA53990,116,0,0,0,0,0,0,13,8,4,6,9,5,50,0,0,0,0,0,0,0,4,3,0,4,4,24,0,0,5,13,15,38,54,14,5,5,7,28,173,0,0,0,0,0,0,0,0,0,0,0,399,408,3,0,5,27,27,123,523,540,424,623,538,618,3449,0,0,0,6,17,62,113,64,22,26,13,36,360,0,3,11,38,49,93,59,15,5,7,0,28,302,0,0,0,8,0,11,6,3,3,0,0,3,37,3,3,8,15,5,6,0,0,0,3,0,3,54,9,0,17,91,43,77,53,17,6,5,5,40,366,0,0,0,0,0,0,0,0,0,0,0,5,12,19,9,36,146,120,247,238,100,41,38,16,121,1131,90,38,92,326,513,884,1336,1017,762,1022,789,1026,7912
LGA54060,13,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,8,4,0,0,0,11,21,0,0,0,0,0,0,0,0,0,0,0,47,49,0,0,0,4,3,7,47,44,30,54,43,85,316,0,0,0,0,5,3,9,5,0,3,5,3,35,0,0,0,7,11,8,6,0,0,0,0,4,41,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,6,13,11,8,0,0,0,0,0,7,42,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,20,20,23,22,8,0,8,5,12,125,13,0,22,63,89,119,159,100,61,95,74,179,976
LGA54130,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,13,27,7,5,16,16,28,123,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,3,0,0,0,0,5,20,5,5,0,13,19,33,59,31,22,26,27,36,279
LGA54170,813,0,0,0,3,8,9,36,38,20,29,54,37,237,0,0,0,0,0,3,11,12,15,46,51,34,180,27,7,21,38,51,162,269,154,93,89,67,99,1083,0,0,0,0,0,5,13,4,5,3,9,1713,1743,44,12,40,82,125,535,1998,2315,2525,4811,6992,2858,22347,0,0,7,22,26,262,645,444,173,272,203,244,2304,0,13,49,152,160,397,367,160,44,41,39,118,1535,0,0,3,22,10,26,35,25,14,10,9,23,182,5,8,24,58,22,28,37,6,8,4,7,12,214,56,19,81,230,115,361,309,121,66,33,34,135,1565,0,0,0,3,0,3,4,0,0,0,0,20,40,67,39,159,494,332,1080,1398,753,303,364,298,558,5840,425,209,400,1286,1950,4279,6742,4986,4415,7261,9354,4693,46009
LGA54200,267,0,0,0,0,0,9,14,21,7,13,12,13,92,3,0,0,0,0,0,0,0,6,14,20,9,57,12,0,12,20,23,78,95,56,38,27,27,39,426,0,0,0,0,0,0,0,0,0,0,0,639,646,14,7,19,34,46,284,1013,1021,957,1479,1558,978,7406,0,0,3,8,13,123,265,177,73,81,56,80,881,0,5,16,59,67,177,140,41,23,20,5,39,605,0,0,6,9,3,5,14,12,3,8,7,25,83,0,4,7,38,13,17,13,3,4,0,0,11,111,23,10,42,118,70,153,145,44,20,11,8,79,724,0,0,5,3,0,0,0,0,0,0,0,10,17,28,16,81,233,165,476,574,281,123,121,80,238,2415,173,88,166,541,849,1738,2814,2035,1609,2307,2239,1756,16337
LGA54280,73,0,0,0,0,0,0,9,5,4,9,11,7,58,0,0,0,0,0,0,0,4,0,4,13,9,38,5,0,3,4,9,19,21,13,3,3,3,15,99,0,0,0,0,0,0,0,4,0,5,3,300,315,7,4,0,10,13,76,275,398,376,737,963,469,3319,0,0,5,3,11,55,145,87,27,49,38,39,466,0,0,5,23,34,43,39,10,5,3,3,7,173,0,0,0,5,3,6,7,10,3,0,3,8,39,4,0,10,9,0,7,9,0,0,0,0,0,36,15,6,24,77,26,55,24,23,16,3,3,29,304,0,0,0,0,0,0,0,0,0,0,0,26,34,16,10,47,117,72,165,218,130,56,62,52,109,1054,50,20,62,178,198,395,785,850,749,1304,1500,825,6920
LGA54310,44,0,0,0,0,0,4,7,3,0,10,27,0,61,0,0,0,0,0,0,0,5,4,3,25,4,42,6,0,3,10,5,15,14,3,4,0,3,7,65,0,0,0,0,0,0,0,4,0,0,5,221,228,6,0,7,13,3,31,165,240,243,533,1113,346,2696,0,0,0,0,4,30,79,41,6,42,33,13,243,0,0,0,9,12,18,17,9,4,9,0,4,85,0,0,0,0,0,0,8,3,0,0,0,7,24,5,0,5,3,0,3,0,0,0,0,0,0,21,5,0,21,23,6,16,18,5,6,0,3,4,115,0,0,0,0,0,0,0,0,0,0,0,4,7,10,4,21,43,23,68,119,61,15,51,41,35,491,21,5,32,69,47,145,383,465,410,938,1693,556,4779
LGA54340,24,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,6,8,0,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,31,33,3,0,0,4,13,44,83,53,47,31,32,64,373,0,0,0,0,7,0,8,3,0,0,0,5,27,0,0,0,7,6,13,8,4,0,0,0,3,38,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,10,0,0,0,0,0,0,0,0,13,0,0,4,15,5,17,12,0,5,0,0,8,70,0,0,0,0,0,0,0,0,0,0,0,4,5,6,0,10,36,14,30,37,9,5,0,0,21,159,10,5,17,62,94,143,217,116,89,71,59,111,990
LGA54410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,10,4,0,0,0,3,7,20,16,9,8,5,17,92,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,11,0,0,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,6,3,0,0,0,12,39,8,0,4,9,33,33,46,35,26,14,18,43,276
LGA54480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,9,11,5,9,11,17,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,8,18,18,15,11,11,15,119
LGA54550,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,15,36,34,18,32,23,44,206,0,0,0,0,0,0,4,0,3,0,0,0,9,0,0,0,0,4,5,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,3,4,0,0,0,0,0,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,11,4,0,3,0,0,5,47,0,3,3,18,33,59,91,69,37,46,56,60,472
LGA54620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,8,11,8,23,71,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,3,0,0,0,0,7,29,0,0,4,13,17,16,34,21,16,24,13,38,200
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,4,4,9,4,35,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,4,0,0,4,12,8,16,9,7,8,5,11,95
LGA54760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,4,13,10,5,16,7,24,84,0,0,0,0,0,4,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,9,4,4,0,7,10,21,30,30,13,26,24,35,194
LGA54830,277,0,0,6,0,0,17,28,24,6,10,12,13,111,0,0,0,0,3,5,6,10,8,8,3,4,54,14,4,9,22,32,80,81,30,28,9,3,20,327,0,0,0,0,0,6,0,4,0,4,0,607,627,15,3,13,44,79,330,1165,938,757,962,626,851,5783,0,0,0,5,20,135,250,102,45,39,22,52,682,0,0,18,58,69,151,94,30,17,10,8,41,497,0,0,0,10,3,10,22,7,0,8,0,19,82,7,0,26,49,16,14,20,0,0,4,0,4,142,25,6,62,197,102,203,144,32,12,18,11,67,873,0,0,0,0,0,0,0,0,0,0,0,20,16,32,12,101,325,213,508,522,178,77,66,36,205,2287,122,38,150,518,647,1288,2367,1620,1235,1443,863,1426,11707
LGA54900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,11,33,16,11,20,21,27,146,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,6,18,7,0,0,9,13,31,71,46,32,35,34,41,317
LGA54970,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,5,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,10,3,7,5,3,5,0,8,35,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,5,3,0,0,0,4,25,0,0,6,12,17,12,14,8,4,6,8,15,111
LGA55040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,4,7,10,7,21,14,17,85,0,0,0,0,0,0,7,5,0,3,3,3,18,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,0,4,3,3,31,0,0,0,5,11,11,28,26,16,35,32,41,208
LGA55110,429,0,0,0,0,6,13,40,39,19,30,20,18,188,0,0,0,0,0,5,9,17,13,23,23,18,102,21,6,11,54,60,156,183,39,30,23,23,65,676,0,0,0,0,0,3,7,0,0,0,6,1333,1348,30,5,17,87,110,475,1282,1130,933,1490,1501,1809,8872,0,0,3,15,37,173,343,186,80,82,54,109,1096,0,6,41,174,160,318,207,43,31,17,12,76,1078,0,0,6,12,13,15,27,31,3,7,4,27,148,10,9,37,98,38,41,20,3,0,3,4,18,289,52,20,97,366,181,400,255,64,36,23,19,139,1652,0,0,0,3,0,3,4,0,0,0,0,36,45,72,31,180,668,433,957,850,325,156,127,94,403,4306,338,143,336,1366,2263,3692,4179,2507,1785,2476,2354,3370,24809
LGA55180,40,0,0,0,0,0,10,3,0,0,0,6,0,16,0,0,0,0,3,0,3,0,0,0,0,4,12,0,0,0,8,8,13,16,3,5,0,0,5,52,0,0,0,0,0,0,0,0,0,0,0,73,75,8,0,7,12,10,95,177,128,101,114,57,136,829,0,0,0,0,0,21,28,8,0,5,3,6,87,0,0,3,9,15,21,19,5,0,0,0,5,82,0,0,0,5,6,0,0,4,0,0,0,0,11,0,0,0,6,0,0,0,0,0,0,0,0,15,0,4,9,23,18,32,14,3,3,0,0,14,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,42,32,80,64,18,5,10,5,27,305,26,18,36,128,196,360,475,284,202,204,105,285,2318
LGA55250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,4,3,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,8,5,10,12,3,3,3,0,8,52,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,5,0,6,0,0,0,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,8,3,0,0,0,0,10,42,3,0,8,18,14,23,25,20,4,12,4,32,166
LGA55320,622,0,0,0,0,3,0,21,14,17,17,33,11,125,0,0,0,0,0,0,0,0,7,10,30,18,76,33,7,18,38,45,111,179,124,71,80,94,71,872,0,0,0,0,0,0,3,3,5,0,4,829,848,41,11,32,85,103,358,1133,1192,1286,2549,5373,1365,13519,0,0,10,13,15,140,304,278,114,142,192,132,1340,5,5,25,92,86,209,240,92,34,37,32,63,916,0,0,0,6,3,14,20,13,6,8,4,21,100,11,4,17,38,18,10,14,7,3,4,3,5,135,53,17,70,175,86,229,224,103,40,44,34,80,1149,0,0,7,4,0,3,3,0,0,0,0,17,33,70,23,121,318,206,612,802,484,195,237,263,318,3670,360,187,280,846,1121,2532,3955,2819,2354,4050,7386,2376,28256
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,4,3,9,4,0,3,0,5,35
LGA55460,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,5,3,3,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,22,26,0,0,0,8,5,22,55,47,34,46,27,45,293,0,0,0,0,0,7,15,5,0,0,0,0,23,0,0,0,4,5,11,5,0,0,0,0,0,23,0,0,0,0,0,3,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,9,4,9,7,0,0,0,0,4,41,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,14,10,26,22,8,0,0,0,17,111,7,4,9,31,56,96,148,104,67,83,59,94,756
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,12,12,7,3,5,10,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,13,17,14,6,11,12,12,99
LGA55600,4,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,19,17,0,0,0,0,3,12,28,29,28,32,24,44,205,0,0,0,0,0,3,0,0,4,0,0,3,16,0,0,0,5,3,6,4,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,3,13,5,5,5,0,0,0,0,5,35,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,6,19,15,20,13,6,4,0,0,10,89,10,0,5,35,43,56,96,68,63,62,43,75,552
LGA55670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,3,10,13,14,0,9,6,9,56,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,4,0,0,0,0,19,3,0,3,4,8,17,33,20,11,11,9,25,140
LGA55740,64,0,0,0,0,0,3,0,0,0,0,7,0,17,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,4,0,3,7,10,0,5,7,9,0,49,0,0,0,0,0,0,0,0,0,0,0,67,67,6,0,4,11,7,18,70,34,55,129,654,126,1104,0,4,0,0,0,13,13,16,3,8,20,8,84,0,0,0,11,4,23,19,5,10,3,6,6,76,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,3,0,11,14,3,7,6,3,14,13,12,0,0,6,4,82,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,5,19,7,44,49,29,14,15,34,24,262,26,12,18,63,43,160,246,156,126,235,942,213,2248
LGA55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,0,0,5,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,0,0,0,15,4,0,0,7,9,8,9,9,8,5,9,8,69
LGA55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,17,4,5,0,6,15,48,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,14,0,0,3,4,9,12,29,12,8,8,11,25,118
LGA55950,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,7,7,8,10,4,14,60,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,0,14,0,0,6,8,7,15,25,19,14,20,9,20,150
