LGA_CODE_2021,C16_2500_2999_R650more,C16_2500_2999_R_NS,C16_2500_2999_R_Tot,C16_3000_3999_R1_74,C16_3000_3999_R75_99,C16_3000_3999_R100_149,C16_3000_3999_R150_199,C16_3000_3999_R200_224,C16_3000_3999_R225_274,C16_3000_3999_R275_349,C16_3000_3999_R350_449,C16_3000_3999_R450_549,C16_3000_3999_R550_649,C16_3000_3999_R650more,C16_3000_3999_R_NS,C16_3000_3999_R_Tot,C16_4000more_R1_74,C16_4000more_R75_99,C16_4000more_R100_149,C16_4000more_R150_199,C16_4000more_R200_224,C16_4000more_R225_274,C16_4000more_R275_349,C16_4000more_R350_449,C16_4000more_R450_549,C16_4000more_R550_649,C16_4000more_R650more,C16_4000more_R_NS,C16_4000more_R_Tot,C16_PI_S_R1_74,C16_PI_S_R75_99,C16_PI_S_R100_149,C16_PI_S_R150_199,C16_PI_S_R200_224,C16_PI_S_R225_274,C16_PI_S_R275_349,C16_PI_S_R350_449,C16_PI_S_R450_549,C16_PI_S_R550_649,C16_PI_S_R650more,C16_PI_S_R_NS,C16_PI_S_R_Tot,C16_AI_NS_R1_74,C16_AI_NS_R75_99,C16_AI_NS_R100_149,C16_AI_NS_R150_199,C16_AI_NS_R200_224,C16_AI_NS_R225_274,C16_AI_NS_R275_349,C16_AI_NS_R350_449,C16_AI_NS_R450_549,C16_AI_NS_R550_649,C16_AI_NS_R650more,C16_AI_NS_R_NS,C16_AI_NS_R_Tot,C16_Tot_R1_74,C16_Tot_R75_99,C16_Tot_R100_149,C16_Tot_R150_199,C16_Tot_R200_224,C16_Tot_R225_274,C16_Tot_R275_349,C16_Tot_R350_449,C16_Tot_R450_549,C16_Tot_R550_649,C16_Tot_R650more,C16_Tot_R_NS,C16_Tot_R_Tot,C21_Neg_Ni_inc_R1_74,C21_Neg_Ni_inc_R75_99,C21_Neg_Ni_inc_R100_149,C21_Neg_Ni_inc_R150_199,C21_Neg_Ni_inc_R200_224,C21_Neg_Ni_inc_R225_274,C21_Neg_Ni_inc_R275_349,C21_Neg_Ni_inc_R350_449,C21_Neg_Ni_inc_R450_549,C21_Neg_Ni_inc_R550_649,C21_Neg_Ni_inc_R650more,C21_Neg_Ni_inc_R_NS,C21_Neg_Ni_inc_R_Tot,C21_1_149_R1_74,C21_1_149_R75_99,C21_1_149_R100_149,C21_1_149_R150_149,C21_1_149_R200_224,C21_1_149_R225_274,C21_1_149_R275_349,C21_1_149_R350_449,C21_1_149_R450_549,C21_1_149_R550_649,C21_1_149_R650more,C21_1_149_R_NS,C21_1_149_R_Tot,C21_150_299_R1_74,C21_150_299_R75_99,C21_150_299_R100_149,C21_150_299_R150_199,C21_150_299_R150_224,C21_150_299_R225_274,C21_150_299_R275_349,C21_150_299_R350_449,C21_150_299_R450_549,C21_150_299_R550_649,C21_150_299_R650more,C21_150_299_R_NS,C21_150_299_R_Tot,C21_300_399_R1_74,C21_300_399_R75_99,C21_300_399_R100_149,C21_300_399_R150_199,C21_300_399_R200_224,C21_300_399_R225_274,C21_300_399_R275_349,C21_300_399_R350_449,C21_300_399_R450_549,C21_300_399_R550_649,C21_300_399_R650more,C21_300_399_R_NS,C21_300_399_R_Tot,C21_400_499_R1_74,C21_400_499_R75_99,C21_400_499_R100_149,C21_400_499_R150_199,C21_400_499_R200_224,C21_400_499_R225_274,C21_400_499_R275_349,C21_400_499_R350_449,C21_400_499_R450_549,C21_400_499_R550_649,C21_400_499_R650more,C21_400_499_R_NS,C21_400_499_R_Tot,C21_500_649_R1_74,C21_500_649_R75_99,C21_500_649_R100_149,C21_500_649_R150_199,C21_500_649_R200_224,C21_500_649_R225_274,C21_500_649_R275_349,C21_500_649_R350_449,C21_500_649_R450_549,C21_500_649_R550_649,C21_500_649_R650more,C21_500_649_R_NS,C21_500_649_R_Tot,C21_650_799_R1_74,C21_650_799_R75_99,C21_650_799_R100_149,C21_650_799_R150_199,C21_650_799_R200_224,C21_650_799_R225_274,C21_650_799_R275_349,C21_650_799_R350_449,C21_650_799_R450_549,C21_650_799_R550_649,C21_650_799_R650more,C21_650_799_R_NS,C21_650_799_R_Tot,C21_800_999_R1_74,C21_800_999_R75_99,C21_800_999_R100_149,C21_800_999_R150_199,C21_800_999_R200_224,C21_800_999_R225_274,C21_800_999_R275_349,C21_800_999_R350_449,C21_800_999_R450_549,C21_800_999_R550_649,C21_800_999_R650more,C21_800_999_R_NS,C21_800_999_R_Tot,C21_1000_1249_R1_74,C21_1000_1249_R75_99,C21_1000_1249_R100_149,C21_1000_1249_R150_199,C21_1000_1249_R200_224,C21_1000_1249_R225_274,C21_1000_1249_R275_349,C21_1000_1249_R350_449,C21_1000_1249_R450_549,C21_1000_1249_R550_649,C21_1000_1249_R650more,C21_1000_1249_R_NS,C21_1000_1249_R_Tot,C21_1250_1499_R1_74,C21_1250_1499_R75_99,C21_1250_1499_R100_149,C21_1250_1499_R150_199,C21_1250_1499_R200_224,C21_1250_1499_R225_274,C21_1250_1499_R275_349,C21_1250_1499_R350_449,C21_1250_1499_R450_549,C21_1250_1499_R550_649,C21_1250_1499_R650more,C21_1250_1499_R_NS,C21_1250_1499_R_Tot,C21_1500_1999_R1_74,C21_1500_1999_R75_99
LGA53290,0,4,65,0,0,3,10,4,8,12,22,11,0,0,0,70,4,0,0,5,0,6,7,9,5,0,0,0,41,0,0,8,14,11,18,20,30,8,0,0,7,118,0,4,13,8,6,0,5,6,0,0,0,3,47,32,41,131,197,122,223,313,210,44,4,6,63,1398,0,0,0,3,6,4,4,5,0,0,0,5,17,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,5,6,4,4,0,4,0,0,0,4,23,0,3,23,12,6,9,3,3,0,0,0,4,60,0,0,39,24,5,12,18,3,0,0,0,11,118,5,0,28,25,16,26,18,4,0,0,0,6,110,0,3,3,10,7,13,26,3,0,0,0,5,74,0,6,3,11,17,15,14,4,0,0,0,9,77,0,0,10,7,7,25,30,19,0,0,0,10,116,4,0,11,13,6,23,30,8,0,0,6,7,111,4,5
LGA53360,6,0,35,0,0,0,0,0,7,0,5,8,3,6,5,37,0,0,3,4,0,0,3,4,12,5,10,3,44,0,0,0,5,3,0,3,8,10,3,6,4,48,3,0,3,0,0,0,0,0,0,0,0,14,28,16,4,44,50,23,39,48,67,76,18,53,49,486,0,0,4,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,4,3,0,0,0,0,0,0,0,0,12,0,0,11,6,3,3,0,0,0,0,0,4,26,0,0,4,4,0,0,0,4,0,0,0,4,29,0,0,5,0,0,3,0,8,0,0,0,9,30,0,0,0,0,0,7,3,6,0,0,3,4,35,0,0,0,7,0,3,4,7,5,5,0,11,43,0,0,0,0,4,0,4,7,3,0,7,9,40,0,0
LGA53430,27,3,169,5,3,5,0,0,3,13,47,64,76,71,7,282,0,0,0,0,0,0,3,13,28,42,90,0,178,3,4,8,15,6,15,31,65,84,55,55,10,352,3,8,32,15,4,3,9,6,0,5,6,19,112,83,105,502,247,127,184,423,694,600,374,354,143,3837,3,9,12,11,0,6,9,7,6,4,7,7,71,3,0,4,3,4,3,8,4,0,0,0,7,29,16,24,25,19,7,5,3,6,0,0,4,10,116,9,26,98,31,17,18,29,11,4,0,0,15,244,3,5,177,37,9,20,15,15,3,4,3,18,318,6,7,41,26,24,26,44,36,15,4,6,3,227,6,0,18,31,22,31,40,37,17,0,0,10,205,0,0,29,21,17,39,50,48,23,14,7,9,246,0,3,11,10,15,27,58,78,25,13,12,8,257,0,0,6,14,9,28,56,92,34,20,13,10,284,3,0
LGA53570,0,0,11,0,0,0,0,0,4,0,10,0,0,0,0,14,0,0,0,3,0,0,0,3,0,0,0,4,14,0,0,3,6,5,4,5,7,4,0,0,0,24,0,0,6,0,0,0,0,3,0,0,0,9,25,3,4,27,39,28,47,63,69,10,0,4,24,321,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,0,0,0,0,15,0,3,3,0,0,0,3,0,0,0,0,4,20,0,0,0,5,5,3,9,0,0,0,0,0,26,0,0,4,4,3,0,0,0,0,0,0,0,13,3,0,3,0,0,5,8,3,0,0,0,8,31,0,0,0,0,0,4,6,0,0,0,0,0,21,0,0,0,0,4,3,11,5,0,0,0,4,29,0,0
LGA53640,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,30,28,23,9,0,0,0,0,0,4,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,0,0,3,5,0,0,0,4,4,7,0,0,0,0,0,0,12,0,0,5,0,0,5,0,0,0,0,0,0,13,0,0
LGA53710,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,9,10,11,24,10,9,8,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,5,5,0,0,0,0,0,0,0,15,3,0,0,3,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
LGA53780,8,6,366,4,0,8,8,4,7,39,144,135,34,3,11,393,0,5,7,5,5,4,13,56,77,16,4,7,193,3,4,18,17,18,19,113,291,128,25,6,34,680,0,0,18,19,3,10,26,31,10,0,6,45,171,66,88,425,487,284,538,1991,3272,1176,151,68,322,8862,4,5,9,14,6,35,46,42,9,0,0,38,223,0,5,10,10,4,5,8,11,3,0,0,3,59,9,19,37,20,13,18,36,6,5,0,3,3,163,6,15,63,67,37,41,72,32,12,0,0,23,369,3,9,112,67,39,78,109,70,10,0,0,28,525,3,6,42,85,77,95,197,119,19,4,3,15,668,3,6,25,58,51,115,265,149,24,4,0,28,732,5,0,30,37,54,139,269,215,27,0,3,28,805,3,0,21,32,43,163,424,281,54,3,3,22,1038,3,0,15,25,31,121,353,349,56,8,3,29,999,5,4
LGA53800,0,0,188,0,0,4,8,13,14,36,60,14,3,0,4,164,0,0,4,0,9,9,20,24,10,0,5,3,82,9,3,27,26,29,46,118,104,15,4,0,31,403,6,0,24,10,12,8,11,5,4,0,3,25,112,63,73,392,449,426,646,1181,719,103,12,25,164,4246,0,4,8,16,6,9,14,10,0,0,0,8,68,0,3,9,5,0,4,4,5,0,0,0,3,28,10,3,18,28,15,23,12,0,0,0,0,14,114,3,5,50,53,35,35,9,0,0,0,5,5,207,4,4,77,68,29,54,16,9,0,0,0,14,287,4,0,34,69,64,66,38,17,0,0,0,4,299,5,0,26,68,65,77,56,17,0,0,0,9,325,5,4,19,58,69,85,90,20,3,0,5,4,363,0,3,16,52,35,80,109,41,0,0,5,11,362,4,5,7,33,34,75,107,44,11,3,3,12,336,0,4
LGA53920,0,8,15,3,0,3,4,0,0,0,0,0,0,0,3,17,4,0,3,0,0,0,0,0,0,0,0,4,14,19,8,12,0,0,0,0,0,0,0,0,19,68,8,0,0,0,4,0,0,4,0,0,0,27,40,135,66,115,40,20,11,16,10,0,3,0,124,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,16,3,4,5,0,0,0,0,0,0,0,4,42,14,12,3,0,0,0,0,0,0,0,0,5,31,27,15,9,3,0,0,0,0,0,0,0,5,55,11,14,10,3,6,6,0,0,0,0,0,4,47,27,6,12,4,0,0,3,0,0,0,0,0,59,13,17,14,4,0,3,0,3,0,0,0,3,61,12,11,20,7,0,3,4,0,0,0,0,8,68,16,10,17,4,0,4,7,0,0,0,0,11,68,13,11
LGA53990,0,8,107,0,0,0,0,4,3,14,53,17,0,0,0,87,4,0,4,4,0,0,9,20,8,3,0,0,47,3,0,5,9,16,15,47,63,11,3,0,6,175,0,3,4,6,0,10,5,8,0,0,0,12,46,20,16,112,117,124,202,508,668,80,15,6,54,1916,0,0,5,0,0,3,0,6,0,0,0,3,19,0,0,0,3,0,0,0,0,0,0,0,0,13,0,4,0,5,4,5,3,3,0,0,0,0,20,0,6,19,15,9,3,11,10,0,0,0,0,68,0,0,40,15,13,18,24,19,0,0,0,0,133,0,0,5,23,23,29,37,24,3,0,0,5,150,0,0,8,7,15,14,61,29,7,0,0,5,144,0,0,3,10,12,17,44,50,0,0,0,6,146,0,0,8,4,15,32,59,47,3,0,0,4,174,5,0,0,9,10,23,62,77,6,0,0,3,183,0,0
LGA54060,0,0,13,0,0,0,0,0,0,0,3,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,4,8,15,0,0,0,0,28,0,0,0,0,0,4,4,0,0,0,0,3,12,7,0,63,40,18,55,97,35,9,0,8,32,368,0,0,0,0,0,3,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,4,0,0,0,3,13,0,0,12,9,3,0,9,0,0,0,0,3,30,0,0,11,10,4,4,3,0,0,0,0,0,33,0,4,8,4,9,17,4,0,0,0,0,0,41,0,0,0,10,6,3,7,4,0,0,0,3,33,0,0,0,4,0,9,5,6,0,0,0,4,21,0,0,0,0,0,3,5,3,0,0,0,7,28,0,0,0,0,0,6,4,0,0,0,0,5,20,0,0
LGA54130,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,5,4,8,20,21,12,9,6,0,3,0,0,17,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,4,7,0,0,4,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
LGA54170,55,13,605,4,0,3,9,5,8,22,184,231,153,164,18,791,0,0,0,0,3,0,11,57,113,98,187,7,467,0,3,14,11,9,11,32,287,242,104,88,16,820,0,3,8,12,0,3,13,27,15,4,5,36,131,43,49,221,272,162,220,792,3525,2092,758,717,215,9071,0,0,7,6,8,8,22,33,15,8,4,18,126,0,0,0,5,0,0,8,7,3,0,0,3,35,0,7,7,8,7,0,13,23,6,0,0,7,86,3,8,40,26,11,6,37,52,14,9,5,7,219,4,3,60,38,17,27,57,70,19,8,5,20,328,0,4,20,45,21,41,146,141,31,4,6,11,470,4,0,20,22,14,25,103,181,50,16,11,16,461,5,4,14,13,17,44,110,223,70,15,10,13,533,0,0,8,13,9,36,145,332,110,16,15,23,705,3,0,4,12,9,28,123,356,112,27,22,9,719,0,0
LGA54200,4,5,174,0,0,0,0,0,5,17,68,66,16,3,7,184,0,0,0,3,0,0,0,25,41,12,15,0,96,3,0,0,5,9,10,33,120,82,13,9,7,292,4,0,3,3,0,0,7,13,5,0,0,11,52,20,26,161,166,90,149,434,1258,618,95,57,96,3177,0,0,5,3,0,3,9,15,9,0,0,14,56,0,0,3,5,0,0,3,8,0,0,0,4,19,0,8,0,4,6,0,4,9,0,0,0,4,41,0,5,21,18,9,7,16,23,4,0,0,8,110,0,0,51,20,14,8,32,22,10,3,0,4,160,0,0,12,23,12,19,62,57,13,0,3,7,206,0,0,12,9,5,20,65,69,10,4,0,7,195,0,0,13,17,11,22,69,79,20,0,0,10,235,0,0,6,11,6,24,87,150,33,8,3,8,329,0,0,7,5,19,14,76,142,43,6,3,9,317,0,0
LGA54280,6,3,307,0,8,15,32,23,45,73,110,55,27,8,15,414,0,0,5,24,10,19,31,56,44,23,6,11,240,0,0,20,20,13,42,77,82,43,23,8,9,342,0,7,19,9,5,9,15,9,4,0,0,28,98,33,60,289,384,268,571,872,748,290,112,45,151,3825,0,0,8,3,4,4,0,5,0,0,0,9,40,3,0,5,0,0,5,5,0,0,0,0,7,18,6,5,15,3,3,7,3,5,0,0,0,3,48,0,4,20,13,6,7,15,0,0,0,0,5,67,4,7,56,15,5,15,12,5,0,0,0,7,123,0,0,27,16,16,15,20,16,3,0,3,3,125,0,0,16,18,18,17,22,17,0,0,0,4,116,0,4,4,15,22,25,57,11,6,0,0,8,161,4,4,4,13,21,36,52,46,5,0,0,9,195,0,3,18,15,23,39,74,45,9,0,0,13,231,0,0
LGA54310,50,27,362,157,29,36,81,35,48,69,63,45,43,111,99,824,258,21,48,68,38,35,41,63,59,40,113,69,853,65,3,33,20,14,23,33,46,35,17,34,58,382,10,0,7,7,5,0,7,3,5,3,14,38,97,707,134,351,394,191,322,448,503,326,198,460,471,4493,0,0,0,4,0,3,3,4,0,0,4,13,28,0,0,5,0,0,0,0,3,0,0,0,3,12,4,8,10,0,0,5,0,0,0,0,0,4,33,7,3,11,0,0,0,4,3,0,0,0,4,42,5,5,22,3,0,3,4,6,0,3,4,0,55,4,3,10,3,6,6,6,0,0,0,0,3,46,0,7,8,8,9,7,7,4,7,0,0,4,65,0,0,12,9,6,6,9,15,0,0,8,12,88,6,3,9,14,4,15,21,17,14,15,10,16,133,9,3,16,15,14,12,13,18,18,8,8,20,148,26,9
LGA54340,0,0,13,0,0,0,8,0,0,3,0,0,0,0,0,16,6,0,0,0,0,0,3,0,0,0,0,0,10,0,0,9,5,5,4,8,0,0,0,0,3,38,3,0,4,0,0,0,0,0,0,0,0,8,14,16,14,94,102,45,78,48,24,0,0,4,23,443,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,4,0,0,0,0,0,0,0,0,14,0,0,14,9,0,3,3,0,0,0,0,0,30,0,0,11,9,5,6,5,0,0,0,0,0,40,0,0,6,18,3,5,0,0,0,0,0,0,38,0,0,12,12,4,9,6,0,0,0,0,0,46,0,0,9,3,3,9,6,0,0,0,0,8,30,0,0,5,13,5,0,3,0,0,0,0,0,28,0,0
LGA54410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,7,11,30,21,9,3,3,0,0,0,0,5,90,0,0,0,3,0,0,0,0,0,0,0,0,5,0,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,0,0,0,8,0,0,10,3,0,0,0,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,3,3,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,9,0,0
LGA54480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,3,0,0,0,0,0,0,0,8,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3
LGA54550,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,8,40,37,20,21,17,7,0,0,0,11,166,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0,0,0,0,0,13,0,0,0,0,3,6,0,0,0,0,0,0,13,0,0,4,7,4,0,4,3,0,0,0,0,22,0,0,4,3,0,0,7,0,0,0,0,0,14,0,0,0,3,4,0,3,0,0,0,0,0,10,0,0,0,3,4,0,0,0,0,0,0,0,12,0,0
LGA54620,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,24,19,9,8,4,0,0,0,0,8,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,10,3,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
LGA54760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,21,5,0,0,0,0,0,0,9,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
LGA54830,0,0,148,0,0,4,0,0,3,9,48,23,0,0,0,90,0,0,0,0,0,0,6,34,4,0,3,0,46,0,0,8,6,12,10,66,121,19,5,0,11,268,0,0,6,13,0,3,13,5,0,0,0,16,69,27,35,213,187,141,340,933,1245,140,26,14,89,3393,4,0,6,0,4,6,14,13,0,0,0,9,67,0,0,4,3,0,0,11,3,0,0,0,3,21,0,10,25,11,8,8,12,3,4,0,0,7,86,7,11,35,22,25,30,27,13,0,0,0,11,175,3,4,73,42,14,42,49,6,3,0,0,11,254,6,0,32,64,33,55,80,42,8,0,0,8,326,0,0,5,39,34,70,80,67,9,0,0,12,316,0,0,11,42,27,78,100,91,0,4,0,8,367,0,0,6,20,33,62,134,110,10,0,0,10,381,6,0,5,11,17,55,125,143,7,0,0,5,384,3,0
LGA54900,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,20,31,20,6,6,0,0,0,4,12,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,4,8,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
LGA54970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,44,18,21,15,3,3,4,0,0,0,0,10,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,12,9,5,0,0,0,0,0,0,0,0,0,0,16,3,3,0,0,0,0,0,0,0,0,0,0,9,6,3,0,0,0,0,0,0,0,0,0,0,17,4,0,0,0,4,0,0,0,0,0,0,0,13,3,0,0,0,0,0,3,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,3,6,0,0
LGA55040,0,3,0,4,0,3,0,0,3,3,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,6,15,0,0,0,0,0,0,0,0,0,0,0,0,9,15,8,27,15,17,13,11,5,0,0,0,32,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,4,5,0,0,0,0,0,0,4,14,8,3,0,0,0,0,0,0,0,0,0,0,13,5,0
