region,date,type,publish status,bytes,link
Western Australia,7/03/2019,listings,archived,12303150,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2019-03-07/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=X8VT4%2F6trg3cg9DtTYmrVaaIfBQ%3D&Expires=1702607558
Western Australia,7/03/2019,calendar,archived,12749355,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2019-03-07/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=IIRJ%2BBYOaz82aTzo3w1n6MOZeF4%3D&Expires=1702607558
Western Australia,7/03/2019,reviews,archived,26963345,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2019-03-07/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=JCNtoTlSh6Tzbq268IqjqRcDzvc%3D&Expires=1702607558
Western Australia,7/03/2019,listingssummary,archived,590294,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2019-03-07/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=7yXmXdIhgQW6G2ANCepHb6LPyaY%3D&Expires=1702607558
Western Australia,3/02/2019,listings,archived,12419565,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2019-02-03/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=W6yH3H5l%2FVFg1lMSiv0v9jsTAjA%3D&Expires=1702607559
Western Australia,3/02/2019,calendar,archived,12541600,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2019-02-03/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=jDiDCY5p7E33WqaXdOw3l63B20A%3D&Expires=1702607560
Western Australia,3/02/2019,reviews,archived,26249524,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2019-02-03/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=Uop1Uw6vKQXTKkHLLMkYVmkAbEA%3D&Expires=1702607560
Western Australia,3/02/2019,listingssummary,archived,726246,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2019-02-03/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=mJ24an52mkBVJbrSMRxWbjAfo6E%3D&Expires=1702607560
Western Australia,13/01/2019,listings,archived,12291792,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2019-01-13/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=dly%2FOoPHOPjH6u%2FbTcicLfaSN48%3D&Expires=1702607560
Western Australia,13/01/2019,calendar,archived,12755706,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2019-01-13/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=yKD%2Bj4jChIdUL3iL2HYDsi0LMNY%3D&Expires=1702607561
Western Australia,13/01/2019,reviews,archived,25470258,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2019-01-13/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=jBFaUGGIbR%2Fs9RHpxlZ2SfxI4uA%3D&Expires=1702607561
Western Australia,13/01/2019,listingssummary,archived,722080,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2019-01-13/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=IA8u6M4X7vfSQLzqr1RMSHy0N8A%3D&Expires=1702607561
Western Australia,8/12/2018,listings,archived,11937139,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2018-12-08/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=YaLqnKZQIu6rdgnFD34ey7EGJ7Q%3D&Expires=1702607562
Western Australia,8/12/2018,calendar,archived,11728448,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2018-12-08/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=DZwJiG17AzHbx%2FVFQfjVnz1y8u4%3D&Expires=1702607562
Western Australia,8/12/2018,reviews,archived,24305650,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2018-12-08/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=v4kV1vP8vS5GhPqjjrOdUhCxb4w%3D&Expires=1702607562
Western Australia,8/12/2018,listingssummary,archived,709806,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2018-12-08/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=WvZHlILIy%2F6NPYZ%2B8AFOOa%2BJL4k%3D&Expires=1702607562
Western Australia,6/11/2018,listings,archived,11568237,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2018-11-06/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=ETZ%2FfzdTA9DJXyZZ0QvZZTwcjGQ%3D&Expires=1702607563
Western Australia,6/11/2018,calendar,archived,11277671,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2018-11-06/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=UgtCHXqqQWjl%2FUNnfPJjyvBIIiE%3D&Expires=1702607563
Western Australia,6/11/2018,reviews,archived,23274069,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2018-11-06/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=d72TbTJk1lV58YswiZsdGcvlJM8%3D&Expires=1702607563
Western Australia,6/11/2018,listingssummary,archived,691240,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2018-11-06/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=AFh2J9mldDSProA9y09HVCpv8%2BQ%3D&Expires=1702607563
Western Australia,9/10/2018,listings,archived,11405516,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2018-10-09/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=quG7ipdfFjXCVpfhlIY1lwCvUjY%3D&Expires=1702607563
Western Australia,9/10/2018,calendar,archived,11312363,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2018-10-09/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=xRLtC0n5NAQobjvgshIJ4%2FGeaC4%3D&Expires=1702607564
Western Australia,9/10/2018,reviews,archived,22802243,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2018-10-09/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=mxWTNJ0ubnDCrSAUKbF2vpsPH6M%3D&Expires=1702607564
Western Australia,9/10/2018,listingssummary,archived,682860,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2018-10-09/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=jxk1nnz%2BKi86zqDsbMo%2FGM6xGdw%3D&Expires=1702607565
Western Australia,14/09/2018,listings,archived,11314908,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2018-09-14/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=3tr1DzubF2O7Yrtgapq%2BKQk4xJE%3D&Expires=1702607565
Western Australia,14/09/2018,calendar,archived,11224935,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2018-09-14/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=77%2B9NIdXza%2F9RrLEqQB6wPXBhGI%3D&Expires=1702607565
Western Australia,14/09/2018,reviews,archived,22168005,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2018-09-14/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=StLSHdgDMdU4N6a7z2fH9JiNJ3M%3D&Expires=1702607565
Western Australia,14/09/2018,listingssummary,archived,680379,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2018-09-14/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=ncgJqvHMIjeW3bWEu%2Fh0i%2FHSIHM%3D&Expires=1702607566
Western Australia,14/08/2018,listings,archived,11203517,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2018-08-14/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=uZ%2BEh2VU381Hm%2Faunxrf%2FxoF7hU%3D&Expires=1702607566
Western Australia,14/08/2018,calendar,archived,10637407,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2018-08-14/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=N5vt92T6BuzAGsLZfGCssUY%2BFBg%3D&Expires=1702607566
Western Australia,14/08/2018,reviews,archived,21601301,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2018-08-14/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=Kzo6eEZSDM0wFAxQKmQZtMSiqeU%3D&Expires=1702607566
Western Australia,14/08/2018,listingssummary,archived,673523,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2018-08-14/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=DHhCHZblt3SUSvVlD6V%2BC%2BwCcCo%3D&Expires=1702607566
Western Australia,10/07/2018,listings,archived,10995110,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2018-07-10/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=aLJHNMAUAj3wLHioU%2FkaxIWYLlY%3D&Expires=1702607567
Western Australia,10/07/2018,calendar,archived,10408203,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2018-07-10/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=M4H%2F3KLHIDeN0jf546AzezHA4P8%3D&Expires=1702607568
Western Australia,10/07/2018,reviews,archived,20993559,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2018-07-10/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=XqbmoIGuPrZeCfLYD0cgIlvPGtM%3D&Expires=1702607568
Western Australia,10/07/2018,listingssummary,archived,662261,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2018-07-10/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=fBoObEBVJxTikxQOhk3yYkNu35E%3D&Expires=1702607568
Western Australia,9/06/2018,listings,archived,10885733,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2018-06-09/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=xxUJpEzfX6eWVSODMWf%2Fke8oCWk%3D&Expires=1702607568
Western Australia,9/06/2018,calendar,archived,10270889,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2018-06-09/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=b9EfapDlZkIkMNLBaSFaj9yypQ8%3D&Expires=1702607569
Western Australia,9/06/2018,reviews,archived,20562483,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2018-06-09/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=FT2s58fxnxpZg6SBjikMqJLjX6c%3D&Expires=1702607569
Western Australia,9/06/2018,listingssummary,archived,655041,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2018-06-09/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=eRvM1nprzg%2FbCSj9Zk%2FVfgZi%2Bnk%3D&Expires=1702607569
Western Australia,13/05/2018,listings,archived,10770995,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2018-05-13/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=yZn5qYUc0NW6Fn%2FCVDAr87whfaM%3D&Expires=1702607569
Western Australia,13/05/2018,calendar,archived,10255157,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2018-05-13/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=u6uqRzXCUtzV%2Ba6sEPV2IHOZLLk%3D&Expires=1702607570
Western Australia,13/05/2018,reviews,archived,20008802,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2018-05-13/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=RpTGHLGIm3cAVK0ZuLLaUsdMHyY%3D&Expires=1702607570
Western Australia,13/05/2018,listingssummary,archived,649919,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2018-05-13/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=hgkIlbqTOs5Xl%2BGgzTcVV14DmwM%3D&Expires=1702607570
Western Australia,11/04/2018,listings,archived,10661055,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2018-04-11/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=jv4nNN9PRn5jLJzudwJ9%2Fes%2FII4%3D&Expires=1702607570
Western Australia,11/04/2018,calendar,archived,10150554,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2018-04-11/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=nVFjGS0c7UIm3CXQarwWkjrkdas%3D&Expires=1702607571
Western Australia,11/04/2018,reviews,archived,19295476,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2018-04-11/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=53a1q4NLGpXiidybsWuFnpxd9V0%3D&Expires=1702607571
Western Australia,11/04/2018,listingssummary,archived,644689,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2018-04-11/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=SXIL%2Frzjo300jlgU3H4ty52uhwE%3D&Expires=1702607571
Western Australia,19/03/2018,listings,archived,10513999,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2018-03-19/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=49s1mQ6EjIVnR8%2BrW3mODqgSeRA%3D&Expires=1702607572
Western Australia,19/03/2018,calendar,archived,11003494,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2018-03-19/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=R4Q3WDG48gbWyj9ZMl9DMZNnDSM%3D&Expires=1702607572
Western Australia,19/03/2018,reviews,archived,18922891,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2018-03-19/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=1V8e6h6O%2BihWU4uI6N8jUyXbTZg%3D&Expires=1702607573
Western Australia,19/03/2018,listingssummary,archived,635306,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2018-03-19/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=nniUt2ZXHerc9fAY9Dwa0tGFlBg%3D&Expires=1702607573
Western Australia,11/02/2018,listings,archived,10324348,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2018-02-11/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=kGU%2FKwPVOh%2F4u%2F95bHfntTtULrQ%3D&Expires=1702607573
Western Australia,11/02/2018,calendar,archived,10928236,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2018-02-11/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=QAR7HEWPpsi1UIPhZoHd9O7aIP0%3D&Expires=1702607573
Western Australia,11/02/2018,reviews,archived,17792622,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2018-02-11/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=uzCkOTeH9%2F4O0heJyODjmxEvfgc%3D&Expires=1702607574
Western Australia,11/02/2018,listingssummary,archived,625083,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2018-02-11/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=7fUPcGJoS97LDBgpGG3oEXmvKuw%3D&Expires=1702607574
Western Australia,16/01/2018,listings,archived,10195487,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2018-01-16/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=K89wKbqVi469HYtzc7q%2FnL8aCnM%3D&Expires=1702607574
Western Australia,16/01/2018,calendar,archived,10521694,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2018-01-16/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=9%2BYFWn%2BEbksRRe0CSgfbfNlOWgc%3D&Expires=1702607575
Western Australia,16/01/2018,reviews,archived,17125774,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2018-01-16/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=%2FNNcJ4uCSwN2ZHL56xe2FOJ3WRw%3D&Expires=1702607575
Western Australia,16/01/2018,listingssummary,archived,619544,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2018-01-16/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=FRlgE13OxV%2Bp%2BHrFNPHGHLSKkHg%3D&Expires=1702607575
Western Australia,9/12/2017,listings,archived,9997992,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2017-12-09/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=In5pqSdrtnQwjZ3XRCI5uytLQ0o%3D&Expires=1702607575
Western Australia,9/12/2017,calendar,archived,10519697,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2017-12-09/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=8g%2Fvl0F67F9lzCL%2FIt%2BR5eL9Jxg%3D&Expires=1702607576
Western Australia,9/12/2017,reviews,archived,16581057,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2017-12-09/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=Q0dLlgkjH0IFXdJ0VlF4w2zUG7Q%3D&Expires=1702607576
Western Australia,9/12/2017,listingssummary,archived,577520,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2017-12-09/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=6EgDofhNyIcw0I60okwJ0hNQib4%3D&Expires=1702607577
Western Australia,10/11/2017,listings,archived,9693729,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2017-11-10/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=imcM1RGCvJ56SOMOToJP3v%2Brz1g%3D&Expires=1702607577
Western Australia,10/11/2017,calendar,archived,10164051,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2017-11-10/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=H%2BYBDSJ8fDKjpJj1wlOJLDBmAac%3D&Expires=1702607577
Western Australia,10/11/2017,reviews,archived,15710604,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2017-11-10/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=jy6mdZQjg0sLwEstdbl%2BcpPr1C4%3D&Expires=1702607578
Western Australia,10/11/2017,listingssummary,archived,556637,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2017-11-10/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=zPpagWkscmWxk%2FDzXZkC1JP9r84%3D&Expires=1702607578
Western Australia,6/10/2017,listings,archived,9441944,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2017-10-06/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=%2Fjg2IaD1IOKpn7QK171cpnGOPf8%3D&Expires=1702607578
Western Australia,6/10/2017,calendar,archived,9796475,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2017-10-06/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=t9Eozooe6%2F%2FFjScUctbKZi4een8%3D&Expires=1702607579
Western Australia,6/10/2017,reviews,archived,15159409,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2017-10-06/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=uKBD8Yu9PnokOFoDWEakjUgPd38%3D&Expires=1702607579
Western Australia,6/10/2017,listingssummary,archived,544486,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2017-10-06/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=nC3GZY%2FnkSyZierKzSjqOL3uqxY%3D&Expires=1702607579
Western Australia,23/09/2017,listings,archived,8858390,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2017-09-23/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=0VdQN6q7bBvkHB8z3NvhodvTc6c%3D&Expires=1702607580
Western Australia,23/09/2017,calendar,archived,9197692,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2017-09-23/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=QqPILYT7HZNa73ON0cxxTbhLbH8%3D&Expires=1702607580
Western Australia,23/09/2017,reviews,archived,14607038,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2017-09-23/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=3fzcD0zuG8w%2F7N08N1DzeZ%2Bvld8%3D&Expires=1702607580
Western Australia,23/09/2017,listingssummary,archived,512909,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2017-09-23/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=bXcBWg%2FOJMSqtSZ2MJcd4IFfNmg%3D&Expires=1702607580
Western Australia,6/08/2017,listings,archived,6755585,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2017-08-06/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=WxvJctHpRYd15n2qACCbf%2BrApRc%3D&Expires=1702607580
Western Australia,6/08/2017,calendar,archived,7107632,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2017-08-06/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=sIRI7J%2BnXZWYEMtXc6hi4pMHLnw%3D&Expires=1702607581
Western Australia,6/08/2017,reviews,archived,13148925,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2017-08-06/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=Kdd2yBcI9mCPKUk6z0DGGoXiiFc%3D&Expires=1702607581
Western Australia,6/08/2017,listingssummary,archived,394666,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2017-08-06/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=QlcmpC2kGkNVBt3nKDHYHSEE3EI%3D&Expires=1702607581
Western Australia,6/07/2017,listings,archived,6833521,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2017-07-06/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=Fw2wWUX6rRarJyYaErPyodQzt0o%3D&Expires=1702607582
Western Australia,6/07/2017,calendar,archived,7264889,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2017-07-06/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=z%2FP8Lw%2F%2Flz2ihsgCf3jOcsK%2B%2Bo0%3D&Expires=1702607582
Western Australia,6/07/2017,reviews,archived,12934558,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2017-07-06/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=gZAQIvI2Eu0j2j%2Fcr2XytrszAS4%3D&Expires=1702607582
Western Australia,6/07/2017,listingssummary,archived,400703,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2017-07-06/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=72VcuFHwGClwtKBVZkCt8M8gWB4%3D&Expires=1702607583
Western Australia,4/06/2017,listings,archived,6962158,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2017-06-04/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=kt711NpYGfuUNdw2SGKI30rkQbY%3D&Expires=1702607583
Western Australia,4/06/2017,calendar,archived,7477144,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2017-06-04/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=5dTW%2FeiWhI7q%2BuWyRiQXm%2FZr1Jg%3D&Expires=1702607583
Western Australia,4/06/2017,reviews,archived,12562000,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2017-06-04/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=Z7TOcZFGh2qXl0ydJxk%2FRjO2VaM%3D&Expires=1702607583
