LGA_CODE_2021,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,D_5_9_FPEFT_MPEFT,D_5_9_FPEFT_MPEPT,D_5_9_FPEFT_MPEAW,D_5_9_FPEFT_MPEHNS,D_5_9_FPEFT_MPET,D_5_9_FPEFT_MPULFTW,D_5_9_FPEFT_MPULPTW,D_5_9_FPEFT_MPUT,D_5_9_FPEFT_MPTLF,D_5_9_FPEFT_MPNLF,D_5_9_FPEFT_MPLFSNS,D_5_9_FPEFT_T,D_5_9_FPEPT_MPEFT,D_5_9_FPEPT_MPEPT,D_5_9_FPEPT_MPEAW,D_5_9_FPEPT_MPEHNS,D_5_9_FPEPT_MPET,D_5_9_FPEPT_MPULFTW,D_5_9_FPEPT_MPULPTW,D_5_9_FPEPT_MPUT,D_5_9_FPEPT_MPTLF,D_5_9_FPEPT_MPNLF,D_5_9_FPEPT_MPLFSNS,D_5_9_FPEPT_T,D_5_9_FPEAW_MPEFT,D_5_9_FPEAW_MPEPT,D_5_9_FPEAW_MPEAW,D_5_9_FPEAW_MPEHNS,D_5_9_FPEAW_MPET,D_5_9_FPEAW_MPULFTW,D_5_9_FPEAW_MPULPTW,D_5_9_FPEAW_MPUT,D_5_9_FPEAW_MPTLF,D_5_9_FPEAW_MPNLF,D_5_9_FPEAW_MPLFSNS,D_5_9_FPEAW_T,D_5_9_FPHNS_MPEFT,D_5_9_FPHNS_MPEPT,D_5_9_FPHNS_MPEAW,D_5_9_FPHNS_MPEHNS,D_5_9_FPHNS_MPET,D_5_9_FPHNS_MPULFTW,D_5_9_FPHNS_MPULPTW,D_5_9_FPHNS_MPUT,D_5_9_FPHNS_MPTLF,D_5_9_FPHNS_MPNLF,D_5_9_FPHNS_MPLFSNS,D_5_9_FPHNS_T,D_5_9_FPET_MPEFT,D_5_9_FPET_MPEPT,D_5_9_FPET_MPEAW,D_5_9_FPET_MP_E_HNS,D_5_9_FPET_MPET,D_5_9_FPET_MPULFTW,D_5_9_FPET_MPULPTW,D_5_9_FPET_MPUT
LGA54170,881,112,20,4,1016,10,0,11,1028,39,0,1064,2658,278,63,17,3017,14,0,19,3037,31,0,3077,770,65,106,6,941,5,0,5,945,15,6,964,47,0,0,14,68,0,0,0,68,0,4,71,4360,452,185,45,5042,29,4,37,5078,88,7,5176,17,3,0,0,24,0,0,0,27,5,0,26,89,8,3,0,98,0,0,0,103,0,0,100,108,12,3,0,125,0,6,6,127,4,0,126,4466,466,188,48,5168,29,5,37,5206,92,7,5307,1361,138,80,19,1596,23,5,31,1629,57,3,1689,13,0,0,9,26,0,0,0,26,0,13,36,5845,606,266,72,6788,58,9,70,6856,151,24,7036,1655,199,29,6,1893,11,11,24,1916,78,0,1989,3560,319,80,11,3972,33,3,30,4006,64,11,4069,180,23,17,0,217,4,0,4,223,8,0,233,34,0,0,19,61,0,0,0,61,0,9,67,5421,547,129,48,6141,46,11,58
LGA54200,340,42,5,3,391,3,0,9,402,7,0,408,834,96,17,6,948,5,0,3,956,8,9,971,243,40,30,0,315,0,0,0,319,3,0,315,10,0,0,5,11,0,0,0,11,0,0,11,1427,179,54,16,1672,13,0,11,1680,24,9,1711,9,0,0,0,11,0,0,0,10,0,0,14,42,0,0,0,39,7,0,7,45,0,0,48,47,3,0,0,50,7,0,3,56,0,0,55,1476,185,56,16,1722,18,5,15,1741,24,9,1773,623,77,51,15,757,14,8,22,780,49,0,830,3,5,0,9,18,0,0,0,18,3,5,22,2100,261,104,37,2497,31,8,35,2533,72,13,2626,531,49,10,6,592,3,3,4,597,29,0,630,1119,127,27,7,1286,3,0,5,1287,18,5,1311,57,13,12,0,83,0,0,0,83,0,0,83,8,0,0,3,14,0,0,0,14,0,0,14,1710,193,45,17,1974,5,8,10
LGA54280,229,20,8,0,260,0,0,0,258,14,0,269,496,34,21,3,551,0,0,0,549,3,0,557,119,12,9,11,147,0,0,0,147,6,0,152,3,4,0,4,15,0,0,0,15,0,0,14,841,71,37,14,967,3,0,3,970,17,4,994,6,0,0,0,6,0,0,0,6,0,0,6,12,5,4,0,17,0,0,0,20,0,0,20,14,5,4,0,21,0,0,0,23,0,0,23,855,74,44,21,991,0,0,0,993,17,4,1019,486,23,20,20,548,10,0,13,561,17,0,580,7,0,0,0,7,0,0,0,7,0,19,18,1347,97,60,38,1547,16,3,15,1560,39,20,1617,391,31,14,0,435,0,0,0,436,8,0,441,534,34,15,5,593,4,0,5,596,7,4,605,35,6,0,5,39,0,0,0,39,4,0,42,14,0,0,4,11,0,0,0,13,0,0,19,970,68,31,5,1075,8,0,14
LGA54310,203,21,9,0,233,3,0,3,231,17,0,247,377,34,16,10,443,0,0,0,438,3,0,447,115,3,26,0,153,0,0,0,153,3,0,157,3,0,0,3,9,0,0,0,9,0,0,13,699,59,55,16,833,3,0,3,830,30,0,860,9,0,0,0,8,5,0,5,10,0,0,10,15,0,0,0,12,0,0,0,16,0,0,16,18,0,4,0,26,5,0,6,28,0,0,28,717,65,56,16,854,10,0,4,861,30,0,889,396,28,34,13,462,3,0,3,465,22,0,491,3,0,0,0,3,0,0,0,3,0,6,8,1116,92,85,30,1318,9,0,15,1330,49,11,1387,342,29,22,0,395,5,0,5,401,16,0,420,545,44,25,10,623,0,0,0,623,3,0,633,40,0,8,0,49,0,0,0,49,0,0,49,4,0,0,8,15,0,0,0,15,0,0,15,937,74,54,21,1089,5,0,5
LGA54340,11,3,0,0,16,0,0,0,16,4,0,19,45,9,0,0,53,3,0,3,54,3,0,52,9,0,3,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,67,8,3,0,78,3,0,3,79,10,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,67,8,3,0,79,0,0,0,80,9,0,91,59,10,3,0,78,0,0,0,78,6,0,85,0,0,0,0,0,0,0,0,0,0,6,8,123,24,6,3,158,0,0,5,159,16,6,178,19,0,0,6,31,0,0,0,31,11,0,35,53,7,0,0,61,5,0,5,67,4,0,64,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,75,9,0,6,93,5,0,5
LGA54410,0,0,0,0,4,0,0,0,4,0,0,4,8,0,0,4,12,0,0,0,12,0,0,14,4,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,4,20,0,0,0,20,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,4,20,0,0,0,20,0,0,26,10,0,0,0,13,0,0,0,13,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,28,4,0,4,35,0,0,0,35,5,0,43,7,4,0,0,12,0,0,0,12,0,0,12,11,0,0,0,14,0,0,0,14,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,19,0,0,0
LGA54480,6,0,0,0,6,0,0,0,6,0,0,6,13,0,0,0,13,0,0,0,13,0,0,13,4,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,26,0,0,0,26,0,0,26,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,29,0,0,0,25,0,0,0,25,0,0,25,15,0,0,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,38,0,0,0,38,0,0,38,12,0,0,0,12,0,0,0,12,0,0,12,12,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,33,0,0,0
LGA54550,11,0,0,0,13,0,0,0,13,0,0,13,33,6,0,0,43,0,0,0,43,0,0,43,3,6,3,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,49,11,3,0,70,0,0,0,70,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,11,3,0,70,0,0,0,70,0,0,70,15,0,0,0,19,0,0,0,19,8,0,22,0,0,0,0,0,0,0,0,0,0,0,0,63,11,5,5,83,0,0,0,83,8,0,90,32,3,0,0,33,0,0,0,33,0,0,31,53,14,0,0,63,0,0,0,66,3,0,61,0,4,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,86,19,0,0,105,0,0,0
LGA54620,6,0,0,0,6,0,0,0,6,0,0,6,19,0,0,0,19,0,0,0,19,0,0,19,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,29,0,0,0,29,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,29,0,0,0,29,0,0,29,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,29,0,0,0,29,0,0,29,9,0,0,0,9,0,0,0,9,0,0,9,16,0,0,0,21,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,29,0,0,0
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,11,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,18,0,0,0
LGA54760,8,0,0,0,8,0,0,0,8,0,0,8,10,4,0,0,15,0,0,0,15,0,0,15,6,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,26,0,0,0,26,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,26,0,0,0,26,0,0,26,11,0,0,0,12,0,0,0,12,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,28,4,0,0,32,0,0,0,32,0,0,33,8,0,0,0,8,0,0,0,8,0,0,8,27,0,0,0,28,0,0,0,28,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,37,0,0,0
LGA54830,341,36,11,7,390,3,0,5,400,18,3,421,772,78,17,7,880,8,3,10,891,22,0,912,193,32,20,4,246,3,0,3,255,10,0,259,0,0,0,10,11,0,0,0,11,0,6,16,1308,149,46,30,1536,16,0,17,1554,46,8,1605,6,0,3,0,16,3,0,3,17,3,0,19,52,8,0,3,67,4,0,4,63,0,0,68,62,8,4,9,78,3,0,3,80,8,0,90,1368,162,49,37,1618,21,0,22,1638,51,8,1698,737,95,42,29,901,32,5,34,938,69,4,1013,7,0,0,4,14,0,0,0,14,0,5,15,2112,255,95,72,2532,53,9,61,2590,121,10,2722,447,48,11,4,516,14,0,14,526,19,4,552,790,81,21,7,903,4,4,7,917,37,0,952,49,7,3,4,58,0,0,0,58,3,0,61,3,0,0,10,17,0,0,0,17,0,3,16,1282,135,41,28,1496,23,4,22
LGA54900,10,0,0,0,11,0,0,0,11,0,0,11,43,0,0,0,44,0,0,0,44,0,0,44,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,55,4,0,0,62,0,0,0,62,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,4,0,0,62,0,0,0,62,0,0,62,22,0,0,0,27,0,0,0,27,4,0,29,0,0,0,0,0,0,0,0,0,0,0,0,76,3,0,0,84,0,0,0,84,4,0,85,16,0,0,0,18,0,0,0,18,0,0,18,36,3,0,0,41,0,0,0,41,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,3,0,0,58,0,0,0
LGA54970,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,5,0,0,0,5,0,0,0,5,0,0,5,0,4,0,0,3,5,0,5,3,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,9,5,0,5,14,11,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55040,17,0,0,0,13,0,0,0,13,0,0,13,14,0,0,0,14,0,0,0,14,0,0,14,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,32,0,3,0,37,0,0,0,37,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,5,0,0,0,5,0,0,0,5,0,0,5,30,0,3,0,36,0,0,0,36,0,0,36,8,8,0,3,20,0,0,0,20,0,0,20,4,0,0,0,4,0,0,0,4,0,0,4,41,7,3,3,54,0,0,0,54,0,0,56,15,7,0,0,22,0,0,0,22,0,0,22,13,0,5,0,21,0,0,0,21,0,0,21,0,3,5,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,34,11,7,0,45,0,0,0
LGA55110,253,40,13,0,308,0,0,0,313,22,3,335,864,100,42,10,1020,14,4,16,1030,30,4,1069,189,30,41,3,260,3,0,3,267,4,0,269,13,0,4,12,29,0,0,0,29,9,3,41,1317,171,102,26,1617,17,3,24,1642,70,7,1713,14,0,4,0,16,11,0,11,20,3,0,27,46,8,0,4,52,4,0,4,53,0,0,53,52,8,3,4,68,10,0,10,76,3,0,78,1375,175,103,33,1681,32,3,35,1719,67,7,1794,822,115,64,32,1028,19,12,33,1054,125,3,1184,4,0,0,9,7,0,0,0,7,0,8,20,2194,291,166,64,2722,47,13,66,2784,189,18,2998,486,49,24,4,567,5,4,10,574,40,0,612,1068,121,48,17,1252,14,0,17,1271,36,0,1305,47,12,17,5,71,3,0,3,73,0,0,77,6,0,0,8,26,0,0,4,26,5,3,33,1610,183,83,37,1916,23,5,33
LGA55180,23,5,0,0,30,0,0,0,34,0,0,35,104,14,3,3,124,0,0,0,124,6,0,128,5,6,0,0,14,0,0,0,14,5,0,20,3,0,0,3,4,0,0,0,4,0,0,4,147,26,3,7,173,0,0,5,178,11,0,191,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,5,0,0,0,5,0,0,0,5,0,0,5,146,26,3,7,176,0,0,5,175,11,0,187,76,13,6,5,103,5,0,3,107,16,0,119,0,0,0,0,0,0,0,0,0,0,0,0,227,34,6,12,276,3,3,4,284,19,0,305,43,10,0,0,55,0,0,0,55,0,0,58,152,8,5,0,173,0,0,0,174,11,0,180,0,3,5,0,11,0,0,0,11,0,0,17,3,0,0,3,0,0,0,0,0,6,0,6,200,27,11,3,243,0,0,0
LGA55250,3,0,0,0,3,0,0,0,3,3,0,12,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,10,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,10,3,0,16,4,0,0,0,4,0,0,0,8,11,0,19,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,15,0,0,0,17,15,0,32,4,3,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,8,0,0,0
LGA55320,544,83,7,0,643,5,4,5,647,33,0,681,1620,181,21,7,1833,10,4,12,1847,31,0,1878,372,49,39,0,467,4,0,4,472,4,0,480,13,0,0,9,27,0,0,0,27,0,4,29,2558,315,70,17,2965,20,3,26,2986,69,4,3060,18,4,3,0,26,0,0,0,26,0,0,26,53,11,0,0,63,5,0,3,67,0,0,66,69,13,6,0,87,5,0,3,93,0,0,94,2627,332,71,23,3051,23,6,24,3077,66,4,3157,816,100,40,10,964,18,0,24,986,56,8,1058,0,0,0,4,3,0,0,0,3,0,3,8,3442,430,112,34,4025,37,12,48,4072,126,15,4221,1059,137,10,9,1214,16,5,19,1231,57,0,1285,2179,215,31,8,2426,16,0,18,2448,39,0,2487,81,12,6,0,103,3,0,3,112,0,0,108,16,0,0,9,29,0,0,0,29,0,0,27,3335,363,44,24,3768,35,6,40
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55460,14,4,0,0,15,0,0,0,15,0,0,15,46,0,0,0,51,0,0,0,49,0,0,51,13,0,0,0,21,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,3,73,8,0,3,84,4,0,4,87,5,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,8,0,3,86,4,0,4,84,5,0,91,32,6,0,0,44,0,0,0,44,5,0,44,0,0,0,3,3,0,0,0,3,0,0,3,107,14,5,6,130,4,0,4,132,6,0,139,35,5,0,0,35,0,0,0,33,0,0,33,54,3,0,0,59,0,0,0,59,6,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,10,0,0,92,0,0,0
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,10,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,23,0,0,0,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,23,0,0,0,23,0,0,23,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,33,0,0,0,33,0,0,33,3,0,0,0,3,0,0,0,3,0,0,3,11,0,3,0,17,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,3,0,23,0,0,0
LGA55600,6,4,0,0,9,0,0,0,9,3,0,14,18,0,0,0,22,4,0,4,25,0,0,25,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,40,3,0,0,44,4,0,4,45,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,41,3,0,0,44,4,0,4,47,3,0,47,18,3,0,0,20,0,0,0,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,61,4,4,0,69,4,0,3,73,4,0,76,11,0,0,0,11,0,0,0,11,0,0,11,37,0,0,0,38,0,0,0,37,0,0,37,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,4,4,0,0,0,4,0,0,4,56,0,0,4,55,0,0,0
LGA55670,0,0,0,0,5,0,0,0,5,0,0,4,10,0,0,0,8,0,0,0,8,0,0,8,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,12,0,0,0,12,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,12,0,0,0,12,0,0,17,12,0,0,0,12,3,0,3,9,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,23,3,0,3,25,4,4,30,0,0,0,0,8,0,0,0,8,0,0,3,9,0,0,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,0,0,0
LGA55740,44,11,0,0,54,0,0,0,60,0,0,57,112,19,7,0,135,0,0,0,135,4,0,136,38,4,3,0,42,0,0,0,46,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,196,35,9,0,238,3,0,3,237,8,0,248,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,5,0,0,0,5,0,0,0,5,0,0,5,197,35,9,0,242,3,0,3,244,8,0,250,68,8,10,0,84,5,0,5,85,3,0,86,0,0,0,0,0,0,0,0,0,0,0,0,265,43,16,0,327,6,0,6,329,12,0,343,95,15,0,0,110,0,0,0,110,3,0,111,161,22,4,0,189,3,0,3,190,9,0,196,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,4,4,0,0,0,4,0,0,4,263,32,4,0,307,5,0,5
