LGA_CODE_2021,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
LGA55600,0,49,11,60,3,53,12,61,5,96,25,127,12,92,11,116,25,120,20,160,16,147,26,179,11,112,16,139,7,56,9,76,0,18,0,17,76,736,125,938,3,50,4,59,0,45,5,53,13,96,13,120,17,93,16,124,31,112,18,161,30,107,19,152,18,93,18,133,5,57,5,76,0,23,7,40,112,682,115,917,5,98,16,117,6,96,17,115,15,194,41,244,24,186,31,235,50,227,41,324,43,255,43,337,27,206,31,268,15,116,22,149,4,39,14,57,190,1421,243,1851
LGA55670,0,6,11,19,0,15,0,15,0,25,3,31,0,22,3,31,10,28,0,44,8,30,7,44,5,35,11,50,4,7,3,13,0,11,3,12,23,184,46,253,0,13,11,21,0,13,0,13,5,24,0,33,6,25,5,35,8,22,6,32,8,35,8,45,4,24,16,48,0,14,3,26,0,3,3,8,29,170,56,260,0,20,21,42,0,23,0,23,3,51,3,62,9,43,10,63,18,54,8,77,6,59,12,83,7,64,30,98,5,20,9,36,0,10,8,18,54,357,99,506
LGA55740,10,226,11,243,8,241,16,263,20,413,51,484,36,479,40,557,86,536,35,652,87,438,45,568,60,409,22,491,29,231,29,289,3,68,9,82,337,3034,250,3623,22,354,14,390,13,256,18,288,36,454,28,528,68,494,19,585,124,541,21,681,154,399,27,578,107,361,36,504,40,248,19,309,13,88,31,126,585,3196,223,4006,34,574,26,638,16,495,31,553,62,868,80,1009,112,977,55,1139,206,1077,49,1334,238,834,73,1141,172,765,59,995,67,475,54,594,11,157,42,211,918,6234,474,7622
LGA55810,0,4,3,13,0,10,12,21,0,19,26,44,6,13,21,43,5,20,33,63,7,23,21,52,3,20,19,38,0,12,9,17,0,0,0,0,25,131,140,297,0,3,11,15,0,3,10,9,0,14,16,24,13,16,27,57,0,16,21,41,4,30,18,49,0,19,6,26,0,8,5,6,0,0,0,0,19,102,108,233,0,7,12,25,0,13,13,30,0,30,40,70,16,36,52,97,9,40,55,104,8,52,40,103,6,38,22,72,0,16,9,23,0,0,0,9,41,235,248,531
LGA55880,0,0,0,9,0,3,0,3,0,19,4,25,3,28,0,32,6,30,10,45,11,36,4,49,0,24,0,30,0,13,0,13,0,8,0,4,24,161,22,206,0,0,0,7,0,12,0,8,6,16,0,22,9,18,4,28,4,22,4,35,13,29,5,44,3,16,0,19,0,6,0,6,0,12,0,12,29,131,16,175,0,8,0,5,0,14,0,18,3,33,3,42,11,46,9,62,13,50,11,75,24,60,11,100,0,42,0,45,0,20,0,20,0,13,0,16,53,289,41,385
LGA55950,0,20,3,24,0,4,0,8,0,28,5,31,0,28,0,31,6,29,6,43,8,33,3,40,5,27,0,37,0,12,0,20,0,4,3,6,24,190,27,241,0,5,0,8,5,4,0,3,0,20,4,27,4,25,0,28,8,22,0,36,11,27,0,39,3,24,4,28,0,19,3,26,0,0,0,3,34,161,26,215,0,24,5,34,5,15,0,16,0,54,6,62,8,51,8,60,21,48,13,82,12,61,3,85,10,54,8,68,3,38,8,46,0,4,4,11,52,351,52,459
LGA56090,60,1097,71,1226,60,864,219,1142,103,1566,756,2418,170,1756,723,2649,320,2100,471,2885,399,2188,304,2888,264,1824,127,2217,154,946,92,1187,36,232,52,318,1554,12565,2807,16925,61,1026,46,1134,50,758,28,841,184,1543,99,1822,341,1857,86,2287,602,2069,98,2767,678,2046,108,2829,447,1783,97,2330,155,993,87,1244,26,328,99,457,2548,12400,759,15701,122,2124,120,2359,110,1619,250,1982,281,3103,854,4241,508,3614,805,4932,925,4163,566,5655,1080,4232,406,5720,711,3609,226,4548,313,1937,180,2428,57,559,151,775,4096,24965,3568,32630
LGA56160,0,0,0,0,0,0,0,0,0,9,0,9,0,9,0,9,0,6,0,11,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,29,10,40,0,0,0,0,0,0,0,0,0,9,0,8,0,4,0,4,0,4,0,8,0,7,0,7,0,0,0,3,0,0,0,0,0,0,0,0,5,23,4,36,0,0,0,0,0,0,0,0,0,16,0,13,0,13,4,17,4,10,6,17,0,7,0,10,0,3,0,5,0,0,0,0,0,0,0,0,3,55,10,72
LGA56230,23,419,43,490,17,364,32,422,59,716,78,853,93,761,120,973,137,892,110,1139,164,973,106,1241,127,1015,102,1247,73,587,68,731,21,149,34,204,720,5886,690,7298,32,493,51,575,28,347,34,406,91,746,73,914,181,781,71,1033,231,850,73,1148,285,902,65,1259,193,980,85,1258,82,551,72,701,10,148,47,203,1134,5794,568,7497,58,912,92,1065,47,714,64,821,152,1463,152,1768,273,1549,188,2009,369,1737,180,2285,449,1875,169,2496,321,1998,185,2502,152,1141,142,1433,33,301,78,409,1852,11681,1260,14791
LGA56300,4,29,10,36,0,7,0,11,0,31,8,43,5,68,17,93,10,68,21,97,15,105,8,130,16,150,18,180,7,58,13,79,0,11,0,15,55,533,94,687,0,19,3,26,0,3,0,3,4,41,9,51,6,67,15,85,19,61,9,83,19,116,16,151,11,132,15,151,3,57,11,71,0,11,4,14,64,501,84,644,5,52,9,65,0,15,0,16,6,68,11,94,14,136,32,178,28,127,30,182,34,220,25,280,28,277,32,336,10,115,28,151,0,22,0,30,126,1029,179,1330
LGA56370,0,7,0,6,0,18,5,19,0,45,9,53,0,29,5,38,0,40,11,53,5,45,11,66,0,40,7,54,0,19,4,34,3,10,3,17,15,253,66,338,0,7,0,11,0,11,0,14,0,40,5,45,6,27,3,33,3,33,8,44,7,36,5,58,3,28,4,36,7,29,5,40,0,18,11,27,34,224,41,298,0,13,4,16,0,25,3,32,0,88,13,106,5,61,11,69,4,73,21,98,17,84,21,119,5,68,12,89,9,45,13,68,4,28,13,41,49,479,108,641
LGA56460,10,142,20,171,7,105,18,130,14,231,28,274,16,190,31,237,34,243,29,306,46,234,31,310,31,249,33,304,15,115,24,157,7,39,20,59,168,1546,230,1941,7,137,20,159,9,109,13,134,26,209,35,266,38,216,40,288,48,213,27,289,71,254,18,343,36,205,26,262,20,133,25,174,0,64,30,100,241,1541,227,2013,11,271,41,325,9,220,32,261,40,442,58,536,51,401,66,524,79,456,55,592,116,492,50,654,59,455,56,567,35,248,49,326,6,100,48,159,414,3084,457,3953
LGA56580,26,831,14,883,42,669,15,731,48,875,60,977,99,991,45,1136,163,1276,46,1487,224,1056,38,1317,153,990,53,1204,70,605,34,713,29,200,23,257,857,7501,343,8697,35,716,25,776,47,599,18,658,79,774,34,890,181,1103,33,1315,342,1267,50,1657,407,1012,46,1460,271,979,51,1300,113,616,57,782,21,321,50,397,1481,7392,364,9234,67,1546,44,1655,88,1266,38,1389,119,1651,91,1863,273,2095,74,2448,505,2542,96,3143,628,2070,85,2774,429,1969,102,2506,182,1222,98,1499,53,528,77,650,2343,14886,703,17937
LGA56620,9,51,9,69,0,47,5,55,18,75,14,107,12,71,12,104,4,59,18,84,0,40,17,60,0,19,0,27,0,6,0,6,0,0,0,0,51,374,80,504,4,44,17,60,11,37,8,56,10,93,19,123,18,77,13,103,5,77,16,98,10,55,12,73,0,25,4,31,0,10,0,10,0,0,0,0,64,410,84,561,15,95,25,135,14,83,13,107,28,167,29,230,31,147,26,210,14,138,29,180,10,93,31,135,0,48,5,52,0,14,0,14,0,0,0,3,116,782,164,1065
LGA56730,16,294,38,355,17,234,60,312,41,445,189,679,57,442,164,668,81,500,120,700,86,616,111,813,81,576,78,727,37,269,43,346,4,70,15,91,419,3443,825,4685,12,272,32,321,11,209,30,256,64,436,43,553,101,458,81,634,146,567,75,783,153,627,61,848,94,563,54,707,41,272,46,361,6,118,28,147,635,3520,452,4609,32,568,77,674,32,446,95,569,109,885,237,1227,156,903,241,1305,226,1066,199,1488,241,1246,171,1662,174,1136,127,1438,77,541,89,706,8,184,40,237,1048,6968,1277,9299
LGA56790,6,57,7,71,4,38,5,47,5,90,23,121,14,123,31,159,29,164,34,227,31,232,38,307,25,249,49,326,21,121,23,157,8,28,6,37,135,1102,213,1448,0,29,10,43,4,27,13,48,3,100,18,121,26,115,24,170,29,129,18,174,51,211,34,302,30,206,33,271,9,96,19,122,4,35,5,50,166,947,182,1301,3,90,15,110,10,68,22,97,9,191,42,239,35,233,53,324,55,289,57,408,89,444,76,606,56,455,86,597,22,216,37,282,9,58,11,86,305,2045,393,2744
LGA56860,0,6,0,10,0,8,7,14,0,10,3,8,0,11,3,12,0,9,3,14,0,18,4,23,0,17,6,22,0,0,3,3,0,5,0,5,4,84,27,112,0,0,0,6,0,9,0,9,0,10,0,6,3,0,0,8,0,10,10,24,7,15,0,24,3,11,9,21,4,0,3,5,0,0,0,0,16,63,25,102,0,11,5,12,0,14,7,19,0,12,3,17,3,15,4,20,0,21,16,37,3,32,7,46,3,32,14,44,3,3,3,14,0,3,0,4,24,140,56,217
LGA56930,3,51,4,59,3,44,0,47,3,56,0,59,0,46,3,49,13,77,3,97,21,78,6,105,6,74,0,84,7,43,7,54,6,15,0,23,70,483,26,582,8,146,7,164,0,48,3,54,8,48,0,53,3,58,5,68,34,83,3,121,34,80,0,114,28,59,4,99,8,47,8,64,7,19,0,26,136,585,30,748,14,199,13,219,4,91,3,104,13,101,0,112,5,104,8,119,43,165,6,215,57,156,5,220,34,137,6,183,18,90,6,114,12,32,3,41,200,1065,59,1326
LGA57000,0,8,5,15,3,12,5,22,0,37,19,54,8,33,25,66,7,40,20,62,10,44,23,78,3,21,8,28,3,7,3,17,0,0,4,4,28,190,118,347,0,3,3,11,0,15,0,16,0,14,7,24,3,20,11,32,8,27,9,40,3,24,11,40,3,16,9,23,0,7,0,11,0,3,0,3,18,133,52,197,0,13,13,24,3,24,15,34,0,50,24,76,6,55,40,95,12,60,28,102,13,72,35,117,6,37,17,55,3,16,3,26,0,5,4,11,47,327,167,541
LGA57080,16,470,53,542,53,1507,188,1739,124,3804,538,4470,128,2291,346,2764,109,1149,222,1485,137,1053,155,1343,106,803,97,1006,42,397,51,491,8,100,11,123,718,11575,1674,13968,14,623,62,699,62,1619,200,1883,139,3588,341,4068,136,1737,189,2060,126,954,107,1193,182,859,94,1137,127,704,70,899,37,335,41,412,4,132,17,151,833,10547,1121,12503,33,1095,114,1241,111,3124,389,3628,270,7392,883,8545,265,4029,534,4824,240,2110,332,2682,316,1908,250,2481,228,1503,167,1901,82,729,92,901,13,227,27,268,1554,22122,2792,26472
LGA57140,0,21,0,25,0,25,3,31,0,33,0,38,10,42,6,57,8,49,3,61,13,74,5,90,7,74,4,84,6,45,4,50,0,9,0,10,47,364,31,443,0,14,0,14,0,17,5,14,5,44,3,51,14,31,4,43,13,44,7,61,29,55,4,88,7,72,3,81,7,39,4,54,0,8,3,13,70,325,37,432,0,36,0,38,0,41,3,45,10,80,5,89,16,71,6,94,17,91,15,123,42,127,16,177,19,146,6,172,9,82,10,107,0,16,5,23,117,686,65,866
LGA57210,14,130,25,168,4,83,12,95,16,170,34,222,26,201,65,299,53,282,57,388,65,340,43,447,47,341,39,434,19,141,26,192,3,28,15,49,248,1727,318,2287,10,113,19,138,15,67,10,87,33,173,27,233,50,198,33,279,78,266,35,383,85,333,42,459,59,299,36,396,20,116,23,160,9,40,22,61,345,1614,244,2199,18,242,40,303,18,150,21,183,49,347,59,455,78,407,98,573,127,549,92,769,149,673,91,910,104,646,76,823,37,262,48,352,16,70,37,117,589,3341,564,4488
LGA57280,18,339,78,436,17,320,89,420,66,1162,285,1506,71,1175,258,1507,53,869,203,1130,56,723,180,959,13,189,46,247,4,48,9,61,0,12,3,13,288,4838,1151,6280,15,306,64,382,23,317,78,418,81,1233,248,1561,125,1003,193,1323,81,660,156,893,66,489,98,653,28,166,33,223,11,29,10,49,0,16,3,16,414,4230,877,5520,30,647,143,820,36,638,165,844,142,2393,527,3066,198,2184,454,2832,134,1536,355,2024,118,1214,277,1608,35,356,76,468,13,85,21,111,0,25,4,33,703,9068,2030,11803
LGA57350,0,15,3,15,0,5,5,11,0,24,6,32,0,27,9,40,3,29,24,54,6,49,15,77,10,69,29,104,0,37,5,41,0,11,3,16,32,257,101,392,0,11,0,13,0,4,5,7,0,35,19,50,7,24,11,37,14,29,22,68,14,54,22,91,8,57,18,87,8,23,9,42,0,21,4,23,52,263,106,419,0,21,8,29,0,8,8,21,3,57,20,87,7,48,18,81,19,58,45,121,20,102,38,160,21,122,47,190,7,65,18,81,4,28,9,39,80,517,206,812
LGA57420,0,26,0,31,4,30,15,45,6,129,19,153,13,111,20,135,9,136,26,171,22,137,25,177,12,93,14,122,0,48,8,57,0,10,0,11,69,712,124,902,0,21,4,28,3,37,6,40,6,124,15,147,16,90,11,115,18,93,9,126,31,102,13,143,11,79,6,99,3,55,10,70,4,15,0,18,95,607,75,784,0,46,7,58,4,68,18,84,13,252,36,297,30,199,31,257,26,227,36,299,50,234,38,323,25,167,26,221,8,101,16,126,4,22,0,32,161,1323,202,1688
LGA57490,182,4100,252,4536,180,3560,408,4142,468,7597,880,8950,717,7271,873,8860,881,7173,699,8747,958,6280,520,7755,585,4291,271,5146,356,2354,240,2947,81,635,138,853,4402,43258,4283,51935,186,3832,236,4249,238,3462,265,3968,846,7948,582,9380,1319,7735,467,9524,1607,7122,407,9141,1572,5928,299,7800,935,4551,270,5757,358,2592,311,3268,55,926,240,1225,7117,44113,3080,54306,374,7928,488,8784,419,7020,670,8106,1312,15550,1462,18324,2040,15011,1340,18382,2489,14296,1110,17886,2526,12208,818,15559,1516,8846,539,10901,713,4942,547,6210,134,1559,387,2083,11520,87373,7360,106248
LGA57630,0,0,0,0,0,0,4,4,0,0,5,9,0,3,5,12,0,3,5,10,0,12,3,16,0,7,0,15,0,10,3,15,0,0,0,0,0,40,30,70,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,7,5,7,0,10,3,10,0,8,0,11,0,0,0,0,0,0,0,0,0,28,12,37,0,0,0,0,0,0,4,4,0,0,12,13,0,5,5,7,0,8,8,11,0,22,8,31,0,21,3,22,0,10,9,15,0,0,0,0,0,70,38,113
LGA57700,43,853,59,961,33,776,64,869,88,1966,225,2276,194,1931,277,2403,186,1643,234,2064,213,1333,153,1690,108,879,88,1072,66,397,35,500,7,90,14,113,948,9871,1138,11948,41,928,41,1007,52,769,48,869,252,2243,134,2619,316,1935,116,2371,377,1542,91,2006,353,1272,70,1694,173,826,48,1049,50,369,36,455,5,114,12,138,1615,10003,587,12207,82,1778,104,1969,84,1546,107,1740,339,4202,351,4896,511,3870,384,4765,559,3186,320,4066,559,2604,223,3391,284,1710,133,2123,122,762,69,955,18,208,25,249,2559,19876,1727,24159
LGA57770,0,8,3,13,0,14,0,20,7,56,6,66,3,57,11,75,0,47,12,68,9,62,16,86,8,63,9,81,4,26,12,39,0,0,0,0,33,331,72,433,0,9,7,14,0,20,8,25,0,76,9,90,0,47,13,65,3,47,11,60,7,56,11,82,5,50,7,65,3,17,3,22,0,6,5,3,29,327,70,431,0,18,7,28,0,32,12,49,3,131,18,152,6,108,26,133,5,96,24,124,23,118,29,166,12,112,18,145,6,41,17,63,0,3,5,8,64,660,144,860
LGA57840,54,1260,43,1352,58,1575,90,1729,128,2944,232,3307,191,2454,149,2797,299,2088,144,2538,415,1851,123,2388,264,1881,116,2263,92,928,101,1121,33,326,79,439,1541,15310,1078,17937,62,989,45,1094,111,1555,73,1741,164,2961,174,3302,327,2455,137,2920,534,2099,108,2739,663,1989,121,2771,483,1878,138,2508,171,1071,140,1382,44,577,165,794,2562,15570,1114,19244,116,2246,84,2449,166,3133,166,3465,291,5907,406,6604,519,4909,293,5719,831,4189,253,5276,1074,3841,245,5155,752,3767,256,4773,266,1996,245,2503,82,905,249,1233,4101,30886,2193,37180
LGA57910,226,5232,238,5700,303,5776,427,6505,815,15979,1374,18166,1219,14884,1186,17286,1694,11408,815,13918,1750,9350,596,11691,1128,7625,417,9163,595,4583,363,5545,241,1775,225,2235,7971,76603,5637,90216,241,4970,257,5472,400,6108,364,6871,1250,17038,1121,19413,1925,14839,883,17640,2657,11037,584,14275,2968,9082,469,12516,1940,8463,531,10941,835,5773,495,7100,174,3142,339,3659,12391,80447,5046,97883,467,10205,501,11170,708,11883,794,13378,2067,33010,2497,37576,3143,29715,2071,34928,4352,22450,1392,28195,4715,18426,1062,24207,3073,16084,953,20107,1431,10359,854,12645,415,4916,562,5894,20361,157051,10691,188101
LGA57980,22,389,14,426,16,412,20,447,56,1121,72,1247,67,1006,58,1133,109,845,58,1015,172,727,51,947,113,768,76,962,54,420,48,522,17,106,28,157,627,5797,434,6864,13,343,9,366,33,508,26,566,74,1265,71,1414,124,1091,65,1279,212,863,44,1120,274,735,41,1041,181,755,46,983,80,501,55,631,12,217,52,287,1004,6272,408,7681,37,729,27,792,46,920,52,1013,124,2383,149,2660,190,2087,128,2411,324,1713,100,2135,446,1459,89,1989,298,1529,121,1947,127,922,103,1153,32,328,81,439,1627,12066,842,14538
LGA58050,212,4551,262,5025,203,4391,299,4883,619,9682,866,11163,913,9664,799,11373,1038,7922,710,9670,939,6756,502,8202,575,4459,268,5306,277,1993,175,2443,63,538,110,712,4844,49950,3985,58782,262,4057,244,4571,300,4131,290,4726,1076,10311,763,12150,1536,9341,626,11505,1716,7909,514,10143,1742,6420,352,8511,851,4413,287,5551,310,2220,224,2756,40,871,146,1055,7826,49689,3450,60964,474,8613,513,9598,501,8524,583,9608,1700,19994,1624,23311,2448,19004,1426,22878,2759,15830,1227,19814,2679,13178,852,16713,1429,8870,556,10855,589,4212,399,5197,102,1416,256,1767,12673,99638,7434,119743
LGA58190,0,14,0,14,0,10,0,10,4,23,3,28,0,8,0,12,9,21,3,31,8,24,11,46,0,12,4,17,3,8,0,12,0,0,0,0,21,131,26,173,0,7,0,4,0,3,4,4,0,15,4,15,5,22,0,23,8,17,12,33,3,13,3,24,0,14,3,21,4,6,4,10,0,0,4,5,24,89,29,140,0,15,0,20,0,13,4,12,4,37,8,45,4,25,0,37,16,40,13,64,11,42,12,69,3,23,6,40,5,21,4,25,0,4,4,6,42,224,50,315
LGA58260,0,11,0,11,0,13,0,8,0,21,5,28,0,32,4,38,9,25,6,34,8,28,9,44,5,32,6,41,0,18,3,25,0,4,0,4,17,189,38,241,0,10,0,11,0,7,0,8,0,27,10,38,0,29,7,36,3,29,4,39,0,28,5,38,3,19,4,29,0,16,4,19,0,0,0,3,11,165,36,216,0,14,0,19,0,16,3,25,0,48,15,62,3,66,11,77,6,57,8,71,6,60,9,76,8,56,8,72,0,37,6,45,0,9,0,6,33,358,73,455
LGA58330,7,96,11,114,4,74,15,95,13,125,19,160,17,158,24,201,30,243,51,323,52,371,71,489,41,364,44,444,21,136,23,186,0,24,3,34,179,1595,266,2044,6,85,11,101,5,46,0,58,26,132,25,186,32,151,20,212,59,240,36,332,88,333,55,474,61,284,31,374,15,131,23,168,0,26,5,35,286,1439,203,1931,8,181,23,210,12,122,17,150,32,262,47,338,50,310,53,412,90,478,85,659,135,706,127,967,95,647,74,818,38,273,49,353,6,53,7,72,463,3040,472,3977
LGA58400,0,6,0,5,0,3,0,3,0,14,0,16,0,3,0,6,3,12,0,16,3,27,6,38,0,22,5,34,4,13,3,14,0,0,0,0,12,106,15,137,0,9,0,12,0,6,0,7,5,10,4,18,0,9,4,10,3,17,3,23,9,14,0,25,0,19,3,20,0,13,5,14,0,0,0,0,18,91,19,127,4,14,0,20,0,10,0,13,4,28,9,34,0,11,5,16,4,32,3,38,10,44,8,61,4,39,5,47,4,19,5,29,0,0,0,0,33,199,37,266
LGA58470,0,4,0,4,0,3,0,3,0,3,0,4,3,6,3,13,0,14,5,15,3,13,0,21,0,11,3,10,0,0,0,0,0,0,0,0,6,61,11,76,0,6,0,6,0,4,0,4,0,14,0,14,0,10,0,11,0,8,0,8,0,9,0,7,0,4,0,3,0,0,0,0,0,0,0,0,11,45,0,55,0,8,0,8,0,6,0,10,0,13,3,22,7,15,3,24,5,27,5,24,0,23,0,25,0,10,3,15,0,0,0,0,0,0,0,0,15,99,11,129
LGA58510,27,660,45,737,61,1305,127,1500,152,3445,319,3920,222,2608,240,3075,216,1814,171,2204,251,1523,146,1916,147,1141,109,1404,63,557,88,707,20,222,101,343,1162,13280,1360,15803,30,699,33,760,84,1358,99,1546,207,3343,271,3815,277,2413,188,2883,382,1608,131,2118,387,1283,106,1777,217,1125,95,1432,93,682,145,913,13,424,236,677,1682,12936,1304,15928,53,1361,81,1495,145,2666,230,3045,362,6784,593,7737,501,5025,431,5954,601,3417,303,4324,637,2799,251,3695,363,2266,206,2834,151,1244,229,1626,34,647,335,1022,2849,26218,2667,31730
LGA58540,0,14,5,18,0,11,0,12,0,31,3,38,5,40,4,43,7,48,15,65,8,60,13,77,8,41,8,57,3,17,3,29,0,4,0,6,34,275,45,356,0,15,3,17,0,4,0,5,3,36,0,36,7,39,6,55,7,39,6,49,9,53,9,73,6,32,3,45,3,19,0,26,0,3,0,3,33,240,37,314,3,25,4,38,5,22,0,19,3,65,4,75,7,73,18,101,15,84,17,114,21,115,15,152,12,79,14,102,5,42,6,50,0,7,0,12,69,514,88,670
LGA58570,40,600,19,658,55,1021,101,1174,187,3531,368,4087,226,2840,206,3269,306,1949,145,2397,321,1516,123,1962,160,986,77,1217,57,454,47,554,19,174,27,221,1365,13063,1116,15548,26,594,15,632,71,1213,93,1373,214,3729,270,4222,285,2609,134,3031,437,1740,83,2257,478,1322,72,1869,212,974,78,1267,59,529,50,645,8,395,36,438,1799,13112,838,15743,60,1187,34,1286,122,2237,194,2549,397,7263,646,8305,511,5451,344,6304,746,3685,225,4660,803,2836,195,3835,378,1965,145,2485,115,985,102,1197,28,568,61,667,3163,26173,1954,31291
LGA58610,0,35,7,43,0,26,5,29,3,69,12,83,9,75,13,97,9,81,10,100,12,114,12,130,13,118,14,145,11,62,9,78,3,15,0,14,67,588,81,732,4,32,8,41,3,30,3,37,5,69,15,86,16,59,15,89,15,80,12,107,23,109,13,145,20,99,17,143,10,53,9,73,0,24,3,31,106,552,90,743,5,62,13,87,0,50,10,66,11,139,21,173,27,137,23,191,22,161,22,207,42,218,25,277,33,221,33,284,17,114,21,152,6,42,5,47,173,1138,170,1479
LGA58680,0,10,3,12,0,13,3,14,0,13,3,27,8,21,4,32,6,29,7,48,6,36,13,55,5,28,8,41,0,15,7,20,0,5,3,6,28,168,55,249,0,5,3,12,0,3,0,7,0,13,3,19,5,19,4,29,7,29,11,51,4,23,6,33,6,23,8,31,0,15,6,21,0,0,0,3,29,136,46,209,0,16,10,27,0,15,5,24,8,31,9,47,12,36,14,57,15,62,17,96,5,61,17,84,7,53,15,72,5,33,15,48,0,7,0,9,59,304,100,463
LGA58760,250,6493,361,7110,292,6143,427,6865,653,12273,967,13891,1105,12880,961,14944,1358,11797,911,14063,1127,8898,641,10667,738,5935,315,6984,410,2940,231,3582,102,780,150,1028,6036,68140,4953,79132,315,6135,341,6785,375,5888,311,6573,1294,13186,722,15201,2051,13248,679,15975,2290,11745,584,14617,2023,8676,404,11111,1135,6302,343,7789,392,3497,330,4224,72,1258,261,1597,9947,69934,3976,83860,568,12627,697,13890,669,12034,736,13443,1944,25461,1690,29094,3157,26123,1639,30915,3642,23541,1495,28677,3150,17580,1044,21776,1872,12241,657,14772,801,6441,560,7804,180,2038,411,2623,15986,138081,8933,162994
LGA58820,4,109,4,118,4,87,13,96,10,148,17,172,19,190,35,240,24,230,37,293,40,255,28,322,34,263,26,329,12,125,16,152,4,32,10,47,141,1446,189,1775,4,110,14,124,5,61,10,74,22,157,13,190,43,180,13,236,62,201,24,288,66,252,22,335,37,242,17,297,16,109,27,151,5,40,17,61,256,1342,162,1756,10,213,22,244,7,148,19,173,30,297,38,369,58,376,49,482,92,431,57,578,99,506,50,660,73,509,49,627,29,233,42,305,8,70,27,106,402,2785,350,3533
