LGA_CODE_2021,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
LGA54170,22,29,0,4,4,0,0,0,0,56,66,376,7,7,9,5,0,3,6,481,733,1150,77,64,128,31,36,27,20,2274,24,47,0,0,7,3,0,0,0,84,176,425,22,28,34,8,7,11,3,713,90,94,15,35,23,4,3,3,4,265,2016,4240,542,440,583,298,168,206,77,8566,8,4,11,0,0,0,0,0,0,25,525,577,405,167,148,80,80,95,27,2105,655,523,625,297,178,137,117,114,29,2674,1463,636,6543,626,511,417,999,975,211,12379,38,23,93,63,30,50,55,109,10,477,112,59,124,67,44,40,55,62,12,583,86,88,66,26,9,15,19,20,6,336,74,86,94,53,39,38,45,57,74,573,6081,8355,8620,1881,1758,1137,1599,1683,477,31588,14,91,3,0,11,0,0,0,0,116,46,340,6,11,18,6,0,0,3,425,330,1290,41,93,175,51,10,15,17,2028,29,93,0,7,11,0,0,0,3,153
LGA54200,0,9,0,3,0,0,0,0,0,15,22,102,0,0,0,0,0,0,3,130,160,225,29,18,34,3,16,7,10,508,10,10,0,0,3,3,3,0,0,23,40,99,4,16,12,0,4,3,4,182,25,24,9,4,5,0,0,0,0,68,450,1001,175,99,142,45,71,42,15,2046,3,3,0,0,0,0,0,3,0,10,116,139,137,48,41,26,55,22,3,590,193,148,226,65,59,38,82,43,16,881,530,237,2551,212,181,142,591,345,97,4888,16,9,55,15,15,25,46,61,5,250,26,20,41,25,11,15,40,26,7,205,16,23,29,9,0,6,5,8,0,99,27,32,46,7,7,4,48,19,32,219,1630,2071,3301,521,527,307,968,581,193,10103,3,17,0,0,0,0,0,0,0,24,16,80,0,0,0,0,0,0,0,101,68,332,17,49,53,9,4,6,13,557,0,23,0,5,6,3,0,0,0,30
LGA54280,0,6,0,0,0,0,0,0,0,6,3,38,0,0,0,0,0,0,0,41,49,152,11,7,9,0,13,5,3,252,0,4,0,0,0,0,0,0,0,10,16,26,3,0,0,0,7,4,0,55,0,7,6,3,0,0,0,0,0,18,118,392,98,32,22,11,59,22,8,769,0,0,0,0,0,0,0,0,0,0,34,40,33,12,6,0,23,11,0,156,70,50,100,36,12,13,49,13,6,343,264,84,1966,91,66,47,519,163,54,3254,10,5,44,17,8,9,40,34,0,165,13,0,21,9,3,0,49,8,0,108,4,4,14,0,0,0,10,3,0,35,8,11,30,7,0,9,44,15,19,144,583,819,2320,214,138,97,815,282,95,5371,0,3,0,0,0,0,0,0,0,4,0,23,0,0,0,0,0,0,0,25,33,139,5,18,22,4,0,4,0,230,0,5,0,5,0,0,0,0,0,12
LGA54310,0,4,0,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,0,13,39,78,15,6,5,3,3,11,0,156,0,3,0,0,0,0,0,0,0,8,9,27,0,0,0,0,4,0,0,50,11,3,3,0,0,0,0,0,0,26,117,238,117,24,20,15,31,25,6,592,0,0,7,0,0,0,0,0,0,5,32,41,67,17,15,6,16,9,6,202,64,41,117,30,18,8,25,8,4,318,238,104,1647,67,104,34,323,193,65,2781,11,9,30,9,10,6,23,25,0,114,14,12,19,0,3,0,15,14,3,81,0,4,12,0,0,0,3,11,0,40,17,4,30,8,0,0,26,11,12,101,551,591,2058,172,180,69,462,308,102,4494,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5,0,0,0,0,14,39,98,7,14,14,8,0,0,0,180,0,7,0,0,4,0,0,0,0,10
LGA54340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,14,27,0,11,0,0,0,9,0,58,0,0,0,0,0,0,0,0,0,0,6,3,3,4,0,0,0,0,0,21,8,5,3,7,0,0,3,3,0,30,37,13,123,10,10,15,24,41,7,283,3,3,9,0,0,0,3,9,0,20,3,0,4,0,0,0,0,10,0,22,0,0,0,0,0,0,0,4,0,8,0,0,6,0,0,0,0,11,3,29,79,51,145,29,11,22,40,92,16,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
LGA54410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,0,0,3,0,0,0,3,0,13,20,0,29,0,0,0,12,10,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,41,7,32,4,0,0,15,17,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA54480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,14,0,3,0,0,5,4,8,0,36,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,4,48,0,7,0,0,5,13,15,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,16,0,0,0,0,3,4,0,57,0,0,0,0,0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,19,7,0,3,0,0,0,0,0,0,18,31,0,44,0,0,3,12,25,0,120,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,4,0,5,3,0,4,0,0,0,3,4,0,23,101,19,54,4,4,5,26,51,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
LGA54620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,5,17,0,21,0,0,0,14,4,0,57,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,4,24,3,5,0,14,13,3,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,7,0,0,0,3,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,6,7,0,0,0,9,4,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,12,20,0,12,0,0,0,5,9,0,48,3,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,46,3,16,0,0,0,13,15,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54830,0,5,0,0,0,0,0,0,0,6,0,34,5,0,0,0,0,0,0,37,74,169,38,25,35,10,29,18,4,407,0,10,0,5,4,0,0,4,0,17,7,44,5,7,5,6,3,0,0,76,0,12,4,4,3,0,0,0,0,30,172,594,228,99,106,52,150,89,23,1517,0,0,0,0,0,0,0,0,0,5,46,54,89,36,21,21,49,12,4,341,94,112,179,95,53,27,96,46,7,707,243,115,1861,201,140,114,518,325,62,3581,3,3,47,24,15,31,48,71,0,247,11,13,40,12,9,3,37,27,0,155,6,8,28,6,3,0,17,8,0,92,10,11,45,10,13,11,55,23,22,197,687,1188,2576,527,419,273,1002,626,125,7413,0,7,0,0,0,0,0,0,0,8,0,39,0,4,3,0,0,0,0,54,46,199,12,63,48,32,3,11,0,417,0,10,0,4,0,4,0,0,0,23
LGA54900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,4,0,3,0,0,0,0,0,0,13,42,3,33,0,3,3,18,10,5,117,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,18,83,14,47,0,0,8,21,22,3,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,21,3,0,0,0,5,4,0,35,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,15,4,3,6,6,0,0,5,0,0,20,4,5,59,5,0,0,37,4,4,111,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,9,17,35,71,10,0,0,64,12,8,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,3,0,0,9,0,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,3,3,5,5,0,0,11,0,0,22,8,0,82,4,7,3,33,13,0,156,0,0,0,0,0,0,8,0,0,11,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,3,9,22,24,101,11,5,3,68,22,10,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
LGA55110,0,5,0,0,0,0,0,0,0,11,6,44,0,0,0,0,0,4,0,58,121,184,17,22,13,11,15,6,8,404,3,10,0,0,0,0,0,0,0,19,30,70,15,12,8,5,9,0,0,143,17,14,3,0,6,0,0,0,0,43,278,765,134,106,79,60,90,66,15,1592,5,0,0,0,0,0,0,0,0,9,147,121,157,68,44,25,56,34,12,667,195,168,248,110,55,65,105,74,13,1031,611,255,3518,269,173,199,1024,634,139,6821,16,4,76,37,21,34,57,91,5,338,25,17,57,17,6,19,68,37,6,242,20,26,28,11,8,0,14,11,0,125,26,24,63,26,5,17,62,48,44,313,1502,1711,4329,688,402,430,1500,1007,252,11821,0,15,0,0,3,0,0,0,0,26,5,46,0,3,5,6,0,0,0,59,86,243,10,30,34,13,8,9,0,434,5,33,0,4,0,3,0,0,0,44
LGA55180,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,7,7,9,0,0,0,0,0,3,0,26,3,0,0,0,0,0,0,0,0,3,10,7,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,52,71,10,7,3,10,4,17,0,171,0,0,0,0,0,0,0,0,0,4,22,13,10,0,0,4,3,4,0,48,35,13,12,16,5,8,0,6,0,89,127,19,304,28,15,10,77,87,17,691,6,0,12,0,0,6,10,8,0,48,15,4,8,0,0,5,7,3,0,48,0,5,0,0,0,0,0,6,0,18,11,0,5,0,0,4,6,12,3,42,282,141,356,66,28,36,122,153,28,1209,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,11,12,27,0,4,8,0,0,4,0,53,0,0,0,0,0,0,0,0,0,0
LGA55250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,3,6,0,6,0,0,0,22,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,11,4,5,4,0,0,3,0,0,0,12,17,5,54,5,0,0,17,8,0,102,0,0,4,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,23,28,66,8,3,9,24,15,3,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
LGA55320,9,29,0,0,3,4,0,0,0,47,91,574,10,6,8,0,5,8,0,701,698,1252,72,51,144,50,30,40,28,2367,27,42,3,0,3,0,0,0,6,86,172,391,18,30,37,9,5,19,6,677,39,76,6,9,20,3,0,8,8,174,1756,4048,417,304,538,282,181,202,82,7818,3,5,4,0,0,0,0,0,0,19,291,298,189,75,84,70,49,51,21,1122,319,288,297,108,120,118,72,57,14,1388,724,287,2208,256,233,199,297,349,74,4632,26,21,50,32,12,48,25,52,0,273,56,65,58,34,19,28,32,29,9,330,50,68,32,23,13,4,13,16,8,227,49,62,52,20,13,23,19,32,50,321,4329,7495,3408,953,1256,843,735,852,302,20176,15,71,0,0,10,5,0,0,0,95,61,443,7,4,14,0,0,0,4,535,343,1330,40,99,255,52,8,20,15,2152,15,87,0,7,7,0,0,0,0,120
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,8,3,0,41,0,0,0,24,0,0,71,0,0,5,0,0,0,6,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,50,0,0,0,39,9,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55460,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,21,26,0,0,5,0,0,5,0,57,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,3,3,3,5,0,4,4,0,0,26,35,0,132,12,7,5,36,29,3,261,0,0,0,0,0,0,4,6,0,12,0,0,0,0,0,0,9,0,0,10,0,0,0,0,0,0,3,0,0,5,0,0,0,3,0,0,3,0,0,18,82,49,148,24,15,8,51,37,5,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9,0,0,0,7,6,0,26,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,12,0,0,0,9,5,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,18,4,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,11,0,0,3,0,0,0,0,0,19,40,10,64,0,4,8,22,23,6,173,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,4,4,0,5,0,0,0,7,5,0,17,88,30,79,6,8,6,33,34,6,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
LGA55670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,18,0,6,0,0,4,7,5,5,39,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,36,7,11,0,0,4,7,3,5,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
