"Table_Number","Year","Measure","Indigenous_Status","Remoteness","Housing_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Total","Aust"
"18A.45","2021","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","All households","Sample size","","","AIHW (unpublished) National Social Housing Survey","no.","472","465","935","509","546","503","571","455","","4456"
"18A.45","2021","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","All households","Very satisfied","","","AIHW (unpublished) National Social Housing Survey","%","27.9","26.3","45.7","40.5","41.2","31.5","19.3","36.2","","33.4"
"18A.45","2021","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","All households","Very satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","5.2","4.2","3.3","4.7","4.8","4.2","3.2","4.6","","2.2"
"18A.45","2021","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","All households","Very satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","9.4","8.1","3.7","5.9","6.0","6.8","8.6","6.5","","3.3"
"18A.45","2021","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","All households","Satisfied","","","AIHW (unpublished) National Social Housing Survey","%","37.1","40.6","37.4","39.1","37.7","41.6","44.0","42.6","","38.5"
"18A.45","2021","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","All households","Satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","5.7","4.7","3.2","4.6","4.7","4.4","4.1","4.8","","2.3"
"18A.45","2021","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","All households","Satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","7.8","5.9","4.4","6.0","6.4","5.4","4.7","5.8","","3.1"
"18A.45","2021","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","All households","Satisfied or very satisfied","","","AIHW (unpublished) National Social Housing Survey","%","65.0","66.9","83.1","79.6","78.9","73.0","63.2","78.8","","71.9"
"18A.45","2021","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","All households","Satisfied or very satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","5.6","4.5","2.5","3.8","4.1","4.0","4.0","4.2","","2.2"
"18A.45","2021","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","All households","Satisfied or very satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","4.4","3.4","1.5","2.4","2.6","2.8","3.2","2.7","","1.6"
"18A.45","2021","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","Households with a member with disability","Satisfied or very satisfied","","","AIHW (unpublished) National Social Housing Survey","%","52.1","59.6","78.2","70.5","73.5","64.1","59.4","76.8","","62.7"
"18A.45","2021","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","Households with a member with disability","Satisfied or very satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","10.7","8.8","5.4","8.2","9.0","8.6","7.6","8.1","","4.6"
"18A.45","2021","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","Households with a member with disability","Satisfied or very satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","10.4","7.5","3.5","5.9","6.2","6.9","6.5","5.4","","3.7"
"18A.45","2018","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","All households","Sample size","","","AIHW (unpublished) National Social Housing Survey","no.","555","656","1078","622","568","511","514","539","","5043"
"18A.45","2018","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","All households","Very satisfied","","","AIHW (unpublished) National Social Housing Survey","%","23.5","32.9","44.5","32.9","40.1","35.5","29.6","29.7","","32.2"
"18A.45","2018","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","All households","Very satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","3.7","3.7","3.1","3.8","4.3","4.2","3.9","3.9","","1.7"
"18A.45","2018","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","All households","Very satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","8.1","5.7","3.5","5.9","5.4","6.0","6.8","6.6","","2.7"
"18A.45","2018","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","All households","Satisfied","","","AIHW (unpublished) National Social Housing Survey","%","42.8","40.4","42.2","42.8","39.1","41.5","43.6","49.0","","41.9"
"18A.45","2018","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","All households","Satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","4.4","3.8","3.1","4.0","4.2","4.3","4.3","4.2","","1.9"
"18A.45","2018","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","All households","Satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","5.2","4.8","3.7","4.8","5.5","5.3","5.0","4.4","","2.3"
"18A.45","2018","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","All households","Satisfied or very satisfied","","","AIHW (unpublished) National Social Housing Survey","%","66.4","73.3","86.8","75.7","79.2","77.0","73.2","78.6","","74.1"
"18A.45","2018","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","All households","Satisfied or very satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","4.2","3.5","2.1","3.4","3.6","3.7","3.8","3.5","","1.8"
"18A.45","2018","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","All households","Satisfied or very satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","3.2","2.4","1.2","2.3","2.3","2.4","2.7","2.3","","1.2"
"18A.45","2018","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","Households with a member with disability","Satisfied or very satisfied","","","AIHW (unpublished) National Social Housing Survey","%","65.9","69.4","84.4","66.1","81.1","75.4","69.1","71.8","","72.1"
"18A.45","2018","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","Households with a member with disability","Satisfied or very satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","8.2","6.6","4.1","7.6","6.4","7.0","8.2","7.9","","3.4"
"18A.45","2018","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","Households with a member with disability","Satisfied or very satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","6.4","4.9","2.5","5.9","4.0","4.7","6.0","5.6","","2.4"
"18A.45","2016","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","All households","Sample size","","","AIHW (unpublished) National Social Housing Survey","no.","543","540","621","766","502","684","717","660","","5033"
"18A.45","2016","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","All households","Very satisfied","","","AIHW (unpublished) National Social Housing Survey","%","21.2","31.8","47.3","31.3","39.1","37.6","29.9","28.7","","31.4"
"18A.45","2016","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","All households","Very satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","3.4","3.9","4.0","3.5","4.3","3.6","3.4","3.5","","1.7"
"18A.45","2016","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","All households","Very satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","8.3","6.3","4.3","5.7","5.6","4.9","5.7","6.2","","2.8"
"18A.45","2016","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","All households","Satisfied","","","AIHW (unpublished) National Social Housing Survey","%","40.5","42.7","38.5","45.4","43.6","41.5","45.0","45.5","","41.7"
"18A.45","2016","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","All households","Satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","4.1","4.2","3.9","3.7","4.3","3.7","3.6","3.9","","1.9"
"18A.45","2016","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","All households","Satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","5.2","5.0","5.1","4.2","5.1","4.5","4.1","4.3","","2.3"
"18A.45","2016","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","All households","Satisfied or very satisfied","","","AIHW (unpublished) National Social Housing Survey","%","61.7","74.5","85.8","76.7","82.7","79.1","74.8","74.1","","73.1"
"18A.45","2016","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","All households","Satisfied or very satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","4.1","3.7","2.8","3.2","3.3","3.0","3.2","3.4","","1.8"
"18A.45","2016","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","All households","Satisfied or very satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","3.4","2.5","1.7","2.1","2.0","2.0","2.2","2.3","","1.3"
"18A.45","2016","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","Households with a member with disability","Satisfied or very satisfied","","","AIHW (unpublished) National Social Housing Survey","%","54.9","70.4","81.1","74.1","73.2","70.0","72.5","69.4","","66.6"
"18A.45","2016","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","Households with a member with disability","Satisfied or very satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","7.7","7.8","6.2","7.0","7.8","6.3","6.9","7.4","","3.8"
"18A.45","2016","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","Households with a member with disability","Satisfied or very satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","7.2","5.7","3.9","4.8","5.5","4.6","4.9","5.4","","2.9"
"18A.45","2014","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","All households","Sample size","","","AIHW (unpublished) National Social Housing Survey","no.","4775","568","548","925","605","485","490","484","","8880"
"18A.45","2014","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","All households","Very satisfied","","","AIHW (unpublished) National Social Housing Survey","%","21.1","29.2","39.9","29.9","37.1","29.5","24.7","29.8","","28.9"
"18A.45","2014","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","All households","Very satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","1.2","3.8","4.2","3.5","3.9","4.1","3.8","4.1","","1.3"
"18A.45","2014","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","All households","Very satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","3.0","6.6","5.3","6.0","5.3","7.0","7.9","7.0","","2.2"
"18A.45","2014","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","All households","Satisfied","","","AIHW (unpublished) National Social Housing Survey","%","43.7","46.3","43.9","43.1","38.6","43.7","51.0","41.8","","43.8"
"18A.45","2014","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","All households","Satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","1.5","4.1","4.3","3.8","3.9","4.4","4.4","4.4","","1.3"
"18A.45","2014","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","All households","Satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","1.8","4.5","5.0","4.5","5.1","5.2","4.4","5.4","","1.6"
"18A.45","2014","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","All households","Satisfied or very satisfied","","","AIHW (unpublished) National Social Housing Survey","%","64.8","75.5","83.8","73.0","75.7","73.2","75.7","71.6","","72.7"
"18A.45","2014","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","All households","Satisfied or very satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","1.5","3.6","3.2","3.4","3.4","3.9","3.8","4.0","","1.2"
"18A.45","2014","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","All households","Satisfied or very satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","1.2","2.4","1.9","2.4","2.3","2.8","2.6","2.9","","0.8"
"18A.45","2014","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","Households with a member with disability","Satisfied or very satisfied","","","AIHW (unpublished) National Social Housing Survey","%","58.5","63.7","81.1","70.1","71.7","75.8","73.0","60.6","","66.4"
"18A.45","2014","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","Households with a member with disability","Satisfied or very satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","2.8","7.5","6.3","7.0","7.1","6.7","8.9","8.6","","2.4"
"18A.45","2014","Customer satisfaction","All people","All areas","Public housing","","Customer satisfaction","Public housing","","Households with a member with disability","Satisfied or very satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","2.4","6.0","4.0","5.1","5.0","4.5","6.2","7.3","","1.8"
"18A.46","2021","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","All households","Sample size","","","AIHW (unpublished) National Social Housing Survey","no.","530","..","516","..","255","51","..","na","","1352"
"18A.46","2021","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","All households","Very satisfied","","","AIHW (unpublished) National Social Housing Survey","%","22.1","..","39.3","..","22.6","23.6","..","na","","28.0"
"18A.46","2021","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","All households","Very satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","5.7","..","4.8","..","5.6","12.1","..","na","","3.4"
"18A.46","2021","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","All households","Very satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","13.1","..","6.3","..","12.7","26.1","..","na","","6.2"
"18A.46","2021","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","All households","Satisfied","","","AIHW (unpublished) National Social Housing Survey","%","31.6","..","40.5","..","42.3","49.3","..","na","","36.5"
"18A.46","2021","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","All households","Satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","5.8","..","4.8","..","6.3","14.0","..","na","","3.5"
"18A.46","2021","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","All households","Satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","9.4","..","6.1","..","7.7","14.4","..","na","","4.9"
"18A.46","2021","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","All households","Dissatisfied","","","AIHW (unpublished) National Social Housing Survey","%","28.2","..","6.8","..","15.7","9.5","..","na","","18.8"
"18A.46","2021","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","All households","Dissatisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","6.2","..","2.3","..","4.6","7.5","..","na","","3.4"
"18A.46","2021","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","All households","Dissatisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","11.2","..","17.1","..","14.8","40.5","..","na","","9.2"
"18A.46","2021","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","All households","Satisfied or very satisfied","","","AIHW (unpublished) National Social Housing Survey","%","53.7","..","79.8","..","64.9","72.9","..","na","","64.5"
"18A.46","2021","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","All households","Satisfied or very satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","6.7","..","4.0","..","6.1","12.2","..","na","","3.9"
"18A.46","2021","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","All households","Satisfied or very satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","6.3","..","2.6","..","4.8","8.5","..","na","","3.0"
"18A.46","2021","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","Households with a member with disability","Satisfied or very satisfied","","","AIHW (unpublished) National Social Housing Survey","%","42.3","..","71.4","..","51.8","50.0","..","na","","54.7"
"18A.46","2021","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","Households with a member with disability","Satisfied or very satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","17.6","..","10.2","..","14.0","31.7","..","na","","9.7"
"18A.46","2021","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","Households with a member with disability","Satisfied or very satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","21.1","..","7.2","..","13.7","32.1","..","na","","9.0"
"18A.46","2018","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","All households","Sample size","","","AIHW (unpublished) National Social Housing Survey","no.","534","..","525","..","287","65","..","na","","1411"
"18A.46","2018","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","All households","Very satisfied","","","AIHW (unpublished) National Social Housing Survey","%","13.3","..","14.1","..","26.6","30.6","..","na","","15.9"
"18A.46","2018","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","All households","Very satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","2.9","..","3.0","..","5.3","11.2","..","na","","1.9"
"18A.46","2018","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","All households","Very satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","11.2","..","10.8","..","10.1","18.7","..","na","","6.2"
"18A.46","2018","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","All households","Satisfied","","","AIHW (unpublished) National Social Housing Survey","%","46.3","..","60.3","..","41.9","38.4","..","na","","50.3"
"18A.46","2018","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","All households","Satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","4.3","..","4.2","..","5.8","11.8","..","na","","2.7"
"18A.46","2018","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","All households","Satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","4.7","..","3.5","..","7.1","15.7","..","na","","2.7"
"18A.46","2018","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","All households","Dissatisfied","","","AIHW (unpublished) National Social Housing Survey","%","27.4","..","18.5","..","15.0","18.6","..","na","","22.3"
"18A.46","2018","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","All households","Dissatisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","3.8","..","3.3","..","4.0","9.5","..","na","","2.3"
"18A.46","2018","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","All households","Dissatisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","7.1","..","9.2","..","13.6","26.0","..","na","","5.2"
"18A.46","2018","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","All households","Satisfied or very satisfied","","","AIHW (unpublished) National Social Housing Survey","%","59.6","..","74.3","..","68.5","69.0","..","na","","66.2"
"18A.46","2018","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","All households","Satisfied or very satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","4.2","..","3.7","..","5.4","11.3","..","na","","2.6"
"18A.46","2018","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","All households","Satisfied or very satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","3.6","..","2.6","..","4.0","8.3","..","na","","2.0"
"18A.46","2018","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","Households with a member with disability","Satisfied or very satisfied","","","AIHW (unpublished) National Social Housing Survey","%","49.1","..","68.8","..","59.2","66.2","..","na","","59.0"
"18A.46","2018","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","Households with a member with disability","Satisfied or very satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","12.3","..","10.0","..","12.8","24.2","..","na","","6.8"
"18A.46","2018","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","Households with a member with disability","Satisfied or very satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","12.7","..","7.4","..","10.9","18.6","..","na","","5.9"
"18A.46","2016","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","All households","Sample size","","","AIHW (unpublished) National Social Housing Survey","no.","494","..","513","..","332","60","..","na","","1399"
"18A.46","2016","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","All households","Very satisfied","","","AIHW (unpublished) National Social Housing Survey","%","10.5","..","21.7","..","23.4","35.8","..","na","","17.1"
"18A.46","2016","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","All households","Very satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","2.7","..","3.6","..","4.7","12.4","..","na","","2.0"
"18A.46","2016","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","All households","Very satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","13.2","..","8.4","..","10.3","17.6","..","na","","5.9"
"18A.46","2016","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","All households","Satisfied","","","AIHW (unpublished) National Social Housing Survey","%","47.5","..","57.7","..","45.7","39.2","..","na","","50.5"
"18A.46","2016","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","All households","Satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","4.4","..","4.3","..","5.4","12.5","..","na","","2.7"
"18A.46","2016","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","All households","Satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","4.8","..","3.8","..","6.1","16.3","..","na","","2.8"
"18A.46","2016","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","All households","Dissatisfied","","","AIHW (unpublished) National Social Housing Survey","%","28.3","..","12.4","..","16.2","10.8","..","na","","20.5"
"18A.46","2016","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","All households","Dissatisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","4.0","..","2.9","..","4.0","8.2","..","na","","2.3"
"18A.46","2016","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","All households","Dissatisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","7.2","..","11.8","..","12.8","38.4","..","na","","5.7"
"18A.46","2016","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","All households","Satisfied or very satisfied","","","AIHW (unpublished) National Social Housing Survey","%","58.0","..","79.4","..","69.1","75.0","..","na","","67.6"
"18A.46","2016","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","All households","Satisfied or very satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","4.4","..","3.5","..","5.0","11.1","..","na","","2.6"
"18A.46","2016","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","All households","Satisfied or very satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","3.8","..","2.3","..","3.7","7.6","..","na","","2.0"
"18A.46","2016","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","Households with a member with disability","Satisfied or very satisfied","","","AIHW (unpublished) National Social Housing Survey","%","55.3","..","74.6","..","67.1","64.9","..","na","","64.6"
"18A.46","2016","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","Households with a member with disability","Satisfied or very satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","15.5","..","13.8","..","11.3","32.7","..","na","","7.9"
"18A.46","2016","Customer satisfaction","Aboriginal and Torres Strait Islander","All areas","State owned and managed Indigenous housing","","Customer satisfaction","State owned and managed Indigenous housing","","Households with a member with disability","Satisfied or very satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","14.2","..","9.4","..","8.5","25.5","..","na","","6.2"
"18A.47","2021","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Sample size","","","AIHW (unpublished) National Social Housing Survey","no.","559","305","498","439","672","340","201","na","","3014"
"18A.47","2021","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Very satisfied","","","AIHW (unpublished) National Social Housing Survey","%","32.4","38.1","39.6","43.0","43.7","42.3","37.3","na","","36.8"
"18A.47","2021","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Very satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","4.7","6.3","4.5","6.3","3.9","5.4","6.7","na","","2.6"
