UCL_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
UCL521011,0,0,0,0,0,0,0,0,27,0,0,0,31,0,0,0,31,0,0,31,65,3,0,0,73,0,0,0,73,0,0,73,3,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,98,3,5,0,108,0,0,0,108,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3,5,0,107,0,0,0,107,0,0,107,19,0,0,0,20,0,0,0,20,0,0,22,0,0,0,3,3,0,0,0,3,0,0,3,121,3,5,3,130,0,0,0,130,0,0,131
UCL521012,0,0,0,0,0,0,0,0,19,0,0,0,18,0,0,0,18,0,0,18,18,3,0,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,0,0,40,0,0,0,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,0,0,40,0,0,0,40,0,0,40,16,0,0,0,16,0,0,0,16,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,50,3,0,0,54,0,0,0,57,0,0,62
UCL521013,0,0,0,0,0,0,0,0,25,3,5,0,29,0,0,0,29,7,6,39,56,6,13,6,76,0,0,0,76,5,0,79,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,3,0,0,0,3,0,0,3,82,8,16,6,113,0,0,0,113,12,6,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,8,16,6,113,0,0,0,118,12,6,124,15,0,5,0,19,0,0,0,19,9,0,29,0,0,0,0,0,0,0,0,0,0,0,0,94,8,23,6,132,0,0,0,140,18,6,154
UCL521014,0,0,0,0,0,0,0,0,7,5,0,0,14,0,3,3,15,0,0,21,9,4,4,0,14,0,0,0,14,3,0,15,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,8,4,0,32,0,3,3,35,5,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,9,9,22,8,4,0,32,0,3,3,35,5,9,45,13,0,0,0,13,0,0,0,13,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,32,8,4,0,38,0,3,3,45,8,9,62
UCL521015,0,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,15,0,0,15,26,4,0,0,32,3,0,3,37,0,0,37,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,45,4,0,0,50,3,0,3,52,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,5,0,0,0,5,0,0,0,5,0,0,5,51,4,0,0,55,3,0,3,58,0,0,58,5,0,0,3,5,3,0,3,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,50,6,0,3,62,6,0,6,66,0,0,66
UCL521016,0,0,0,0,0,0,0,0,18,0,4,0,19,0,0,0,19,0,0,18,39,0,0,0,39,0,0,0,46,0,0,46,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,60,0,4,0,62,0,0,0,66,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,4,0,64,0,0,0,64,0,0,64,34,4,0,0,35,0,0,0,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,95,4,4,0,99,0,0,0,107,0,0,106
UCL521017,0,0,0,0,0,0,0,0,27,0,0,0,27,0,0,0,27,0,0,27,60,4,0,0,65,0,0,0,65,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,4,0,0,93,0,0,0,93,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,4,0,0,93,0,0,0,93,0,0,93,33,0,0,0,33,0,0,0,33,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,121,4,0,0,126,0,0,0,126,7,0,134
UCL521018,0,0,0,0,0,0,0,0,18,4,0,0,22,0,0,0,22,0,0,22,47,0,0,0,49,0,0,0,49,0,0,49,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,69,7,0,0,73,0,0,0,73,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,7,0,0,73,0,0,0,73,0,0,73,15,5,4,0,32,0,0,0,32,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,82,12,4,3,101,0,0,0,101,0,0,104
UCL521019,0,0,0,0,0,0,0,0,6,4,0,0,12,0,0,0,12,3,0,12,17,4,0,0,22,0,0,0,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,8,3,0,33,0,0,0,33,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,8,3,0,33,0,0,0,33,3,0,33,3,0,0,0,3,0,0,0,3,13,0,21,0,0,0,0,0,0,0,0,0,0,0,0,24,8,3,0,35,0,0,0,35,13,0,51
UCL521020,0,0,0,0,0,0,0,0,10,5,0,0,18,0,0,0,18,0,0,18,16,3,0,0,23,0,0,0,23,9,0,26,5,0,6,0,9,0,0,0,9,0,0,9,0,0,0,6,6,0,0,0,6,0,0,6,34,7,6,6,46,0,0,0,46,9,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,7,6,6,45,0,0,0,45,9,0,55,15,8,6,0,28,3,0,3,28,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,48,16,9,6,75,3,0,3,80,8,0,85
UCL521021,3,0,0,0,3,0,0,3,38,6,3,0,45,0,0,0,45,0,0,45,71,5,0,7,83,0,0,0,83,0,0,81,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,4,4,0,0,0,4,0,0,4,117,9,3,5,136,0,0,0,136,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,9,3,5,136,0,0,0,136,0,0,138,23,0,0,0,23,0,0,0,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,135,9,3,5,154,0,0,0,154,0,0,157
UCL521022,0,0,0,0,0,0,0,0,18,0,3,0,25,0,0,0,23,0,0,28,33,18,4,0,53,0,0,0,53,0,0,58,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,56,18,4,0,84,0,0,0,80,5,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,18,4,0,84,0,0,0,80,5,0,85,12,4,0,3,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,66,24,4,3,100,0,0,0,100,5,0,106
UCL521023,0,0,0,0,0,0,0,0,15,6,0,0,17,0,0,0,16,0,0,16,32,0,0,0,32,0,0,0,32,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,4,0,0,51,0,0,0,54,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,4,0,0,51,0,0,0,54,0,0,54,28,0,4,0,31,5,0,5,33,11,4,46,0,0,0,0,0,0,7,7,4,0,0,4,73,4,4,0,86,5,3,9,94,11,4,105
UCL521024,0,0,0,0,0,0,0,0,17,0,0,0,17,0,0,0,17,4,0,22,0,0,0,0,5,0,0,0,5,0,0,7,0,3,0,5,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,3,0,3,24,5,0,6,32,0,0,0,32,8,0,43,0,0,0,0,0,4,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,11,0,0,11,24,5,0,6,32,11,0,11,38,8,0,49,9,8,4,0,25,11,0,11,35,66,0,103,0,0,0,0,0,0,0,0,0,0,10,11,30,8,4,7,61,21,0,21,76,81,11,167
UCL521025,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,47,4,4,0,57,0,0,0,57,0,0,57,6,0,0,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,57,4,10,0,66,0,0,0,66,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,4,10,0,69,0,0,0,69,0,0,72,31,7,0,0,40,0,0,0,40,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,86,15,10,6,112,0,0,0,112,0,0,116
UCL521026,0,0,0,0,0,0,0,0,31,3,0,0,35,4,0,4,39,4,0,43,40,5,3,0,43,0,0,0,43,3,0,43,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,77,4,3,3,84,4,0,4,81,9,0,95,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,8,0,0,0,8,0,0,0,8,0,0,8,80,4,3,3,92,4,0,4,93,9,0,97,38,7,0,4,48,0,0,0,48,7,0,46,0,0,0,0,0,0,0,0,0,0,0,0,119,8,3,3,136,4,0,4,141,10,0,150
UCL521027,0,0,0,0,0,0,0,0,16,0,0,0,16,0,0,0,16,0,0,16,24,4,0,0,28,0,0,0,28,0,0,28,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,41,4,0,0,45,0,0,0,45,0,0,45,0,0,5,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,0,5,41,4,0,0,48,0,0,0,48,0,0,48,30,4,5,0,36,0,3,3,41,4,0,45,0,0,0,0,0,0,0,0,0,0,0,0,74,9,8,0,83,0,3,3,89,4,0,91
UCL521028,0,0,0,0,0,0,0,0,6,3,0,0,12,0,0,0,12,0,0,12,19,4,0,0,25,0,0,0,25,6,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,7,0,0,33,0,0,0,33,6,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,7,0,0,33,0,0,0,33,9,0,45,12,0,0,0,16,0,0,0,16,5,0,20,0,0,0,0,0,0,0,0,0,0,5,5,38,8,0,0,51,0,0,0,51,12,5,64
UCL521029,0,0,0,0,0,0,0,0,17,8,0,0,24,0,0,0,24,6,0,26,17,20,0,0,44,4,0,4,46,0,0,46,7,4,8,0,14,0,0,0,14,0,0,14,3,0,0,0,3,0,0,0,3,0,0,3,47,27,5,0,76,4,0,4,81,5,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,27,5,0,76,4,0,4,81,5,0,91,13,0,0,0,15,0,0,0,15,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,64,27,5,0,98,4,0,4,102,10,0,113
UCL521030,0,0,0,0,0,0,0,0,10,0,0,0,13,0,0,0,13,0,0,13,18,0,0,0,24,0,0,0,24,0,0,21,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,35,3,0,0,39,0,0,0,39,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3,0,0,39,0,0,0,39,0,0,42,5,3,0,0,6,0,0,0,6,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,38,6,0,0,49,0,0,0,49,8,0,61
UCL521031,0,0,0,0,0,0,0,0,17,0,0,0,17,0,0,0,17,0,0,18,10,0,0,0,10,0,0,0,10,0,0,10,0,8,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,24,8,0,0,31,0,0,0,31,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,8,0,0,31,0,0,0,31,0,0,34,3,0,0,0,4,0,0,0,4,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,29,3,0,0,35,0,0,0,35,4,0,39
UCL521032,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,4,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,9,0,0,0,9,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,9,0,0,0,9,3,0,15,8,0,0,0,8,9,0,9,15,26,0,39,0,0,0,0,0,0,0,0,0,0,8,8,14,0,0,0,23,9,0,9,25,31,8,65
UCL521033,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,11,0,0,0,11,0,0,12,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,7,0,0,0,15,0,0,0,15,0,0,16,6,0,0,0,6,0,0,0,12,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,20,0,0,0,17,6,0,24
UCL521034,0,0,0,0,0,0,0,0,17,0,0,0,17,0,0,0,17,5,0,25,42,9,0,0,50,0,0,0,50,0,0,48,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,5,0,0,0,5,0,0,5,59,9,0,5,68,0,0,0,68,5,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,9,0,5,68,0,0,0,68,5,0,73,13,0,4,0,15,0,0,0,15,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,67,9,4,4,84,0,0,0,84,11,0,96
UCL521035,0,0,0,0,0,0,0,0,14,3,0,0,15,0,0,0,15,0,0,15,15,4,0,0,19,0,0,0,19,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,27,12,0,0,39,0,0,0,39,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,12,0,0,39,0,0,0,39,3,0,42,5,0,0,0,6,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,31,11,0,0,42,0,0,0,45,3,0,48
UCL521036,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,12,4,0,13,0,0,0,0,5,0,0,0,5,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,16,0,0,0,16,14,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,16,0,0,0,16,14,0,22,0,0,0,0,3,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,4,4,11,0,0,0,18,0,0,0,15,17,4,32
UCL521037,0,0,0,0,4,0,0,4,15,0,0,0,16,0,0,0,21,6,0,21,15,5,0,4,25,3,0,3,27,3,0,34,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,33,5,3,4,46,3,0,3,50,12,0,63,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,37,5,3,4,49,3,0,4,57,12,0,64,25,4,0,3,29,0,0,0,29,13,0,44,0,0,0,0,0,0,0,0,0,0,0,0,63,11,3,5,81,3,0,4,87,25,0,111
UCL521038,0,0,0,0,0,0,0,0,4,0,0,0,8,0,6,6,9,0,0,7,23,4,0,0,23,0,0,0,23,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,7,0,0,31,0,6,6,37,11,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,7,0,0,31,0,6,6,37,11,0,42,6,5,0,3,16,0,0,0,16,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,33,14,0,3,56,0,6,4,54,11,0,71
UCL521039,0,0,0,0,0,0,0,0,18,9,0,0,19,0,0,0,19,4,0,23,54,19,3,0,69,0,0,0,69,4,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,27,3,0,97,0,0,0,97,3,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,27,3,0,102,0,0,0,102,3,0,101,19,0,4,0,26,0,0,0,26,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,87,27,9,0,123,0,0,0,123,3,0,130
UCL521040,0,0,0,0,0,0,0,0,16,0,0,4,21,0,0,0,23,7,0,37,32,3,4,3,39,0,0,0,39,0,0,39,13,0,0,0,13,0,0,0,13,0,0,13,0,0,0,3,3,0,0,0,3,0,0,3,59,8,8,7,77,0,0,0,79,7,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,8,8,7,78,0,0,0,84,7,0,92,34,0,0,5,35,0,0,0,32,0,4,37,0,0,0,0,0,0,0,0,0,0,0,0,88,8,8,10,119,0,6,6,117,10,4,135
UCL521041,0,0,0,0,0,0,0,0,5,5,0,0,8,0,0,0,8,0,0,8,10,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,0,22,0,0,0,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,18,5,0,0,23,0,0,0,23,0,0,23,13,0,3,0,21,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,33,5,3,0,41,0,0,0,41,0,0,41
UCL521042,0,0,0,0,0,0,0,0,22,6,0,0,22,0,0,0,22,0,0,25,17,0,0,0,20,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,47,0,0,0,47,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,47,0,0,0,47,0,0,48,3,4,0,0,6,0,0,0,6,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,43,3,0,0,51,0,0,0,51,7,0,59
UCL521043,0,0,0,0,0,0,0,0,16,0,0,0,16,0,0,0,16,0,0,16,30,6,0,0,38,0,0,0,38,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,5,0,0,54,0,0,0,54,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,0,0,5,0,5,0,0,5,0,0,0,5,0,0,5,54,7,0,0,56,0,0,0,56,0,0,56,16,0,0,0,17,0,0,0,17,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,66,13,0,0,72,0,0,0,72,0,0,81
UCL521044,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,18,19,3,0,0,20,0,0,0,20,7,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0,0,30,0,0,0,30,8,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,32,3,0,0,30,0,0,0,30,10,0,42,10,0,0,0,3,0,0,0,3,16,0,22,0,0,0,0,0,0,0,0,0,0,0,0,36,3,0,0,38,0,0,0,38,28,0,69
UCL521045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,14,0,0,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,0,13,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,0,13,3,0,20,9,0,0,0,9,0,0,0,11,0,0,14,0,0,0,0,0,0,0,0,0,0,3,3,22,9,0,0,25,0,0,0,25,7,3,35
UCL521046,0,0,0,0,0,0,0,0,12,0,0,0,14,0,0,0,14,0,0,14,7,3,4,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6,4,0,32,0,0,0,32,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6,4,0,32,0,0,0,33,0,0,38,3,0,3,0,7,8,0,8,13,15,0,29,3,0,0,0,3,0,0,0,3,0,0,3,31,4,6,0,41,10,0,10,51,14,0,67
