DATE,MONTH,AGE GROUP,MEASURE,VALUE
2018-07-31,Jul18,15 to 19,proportion of national per 10k,0.6170857912677938
2018-07-31,Jul18,20 to 24,proportion of national per 10k,0.5831702872794036
2018-07-31,Jul18,25 to 29,proportion of national per 10k,0.6501735258657648
2018-07-31,Jul18,30 to 34,proportion of national per 10k,0.6916327328204012
2018-07-31,Jul18,35 to 39,proportion of national per 10k,0.650262125073157
2018-07-31,Jul18,40 to 44,proportion of national per 10k,0.7269528823699364
2018-07-31,Jul18,45 to 49,proportion of national per 10k,0.6721480449403233
2018-07-31,Jul18,5 to 9,proportion of national per 10k,0.6778706243952558
2018-07-31,Jul18,50 to 54,proportion of national per 10k,0.709150427512763
2018-07-31,Jul18,55 to 59,proportion of national per 10k,0.667449862418894
2018-07-31,Jul18,60 to 64,proportion of national per 10k,0.7473528679394007
2018-07-31,Jul18,65+,proportion of national per 10k,0.6941588967581035
2019-07-31,Jul19,0 to 4,proportion of national per 10k,0.6876483545146924
2019-07-31,Jul19,10 to 14,proportion of national per 10k,0.6562988511274466
2019-07-31,Jul19,15 to 19,proportion of national per 10k,0.6297942322172173
2019-07-31,Jul19,20 to 24,proportion of national per 10k,0.6483799044562005
2019-07-31,Jul19,25 to 29,proportion of national per 10k,0.6956601709707895
2019-07-31,Jul19,30 to 34,proportion of national per 10k,0.7331116919426335
2019-07-31,Jul19,35 to 39,proportion of national per 10k,0.7384554256281806
2019-07-31,Jul19,40 to 44,proportion of national per 10k,0.7361354428376177
2019-07-31,Jul19,45 to 49,proportion of national per 10k,0.7169408676761686
2019-07-31,Jul19,5 to 9,proportion of national per 10k,0.720777162821531
2019-07-31,Jul19,50 to 54,proportion of national per 10k,0.7153806013744057
2019-07-31,Jul19,55 to 59,proportion of national per 10k,0.7121764247648608
2019-07-31,Jul19,60 to 64,proportion of national per 10k,0.7421696934782256
2019-07-31,Jul19,65+,proportion of national per 10k,0.774295428352121
2020-07-31,Jul20,0 to 4,proportion of national per 10k,0.587189602163141
2020-07-31,Jul20,10 to 14,proportion of national per 10k,0.6311292999513912
2020-07-31,Jul20,15 to 19,proportion of national per 10k,0.5939542354865083
2020-07-31,Jul20,20 to 24,proportion of national per 10k,0.5752015894669578
2020-07-31,Jul20,25 to 29,proportion of national per 10k,0.6883352009312343
2020-07-31,Jul20,30 to 34,proportion of national per 10k,0.699485720621023
2020-07-31,Jul20,35 to 39,proportion of national per 10k,0.684916747718895
2020-07-31,Jul20,40 to 44,proportion of national per 10k,0.6352272659725796
2020-07-31,Jul20,45 to 49,proportion of national per 10k,0.6640537109806903
2020-07-31,Jul20,5 to 9,proportion of national per 10k,0.6043781867152618
2020-07-31,Jul20,50 to 54,proportion of national per 10k,0.6580593811078337
2020-07-31,Jul20,55 to 59,proportion of national per 10k,0.732577870131645
2020-07-31,Jul20,60 to 64,proportion of national per 10k,0.6620683429095272
2020-07-31,Jul20,65+,proportion of national per 10k,0.7956207455148103
2021-07-31,Jul21,0 to 4,proportion of national per 10k,0.6123161610100273
2021-07-31,Jul21,10 to 14,proportion of national per 10k,0.7072217916661598
2021-07-31,Jul21,15 to 19,proportion of national per 10k,0.588409862638677
2021-07-31,Jul21,20 to 24,proportion of national per 10k,0.6161453036071592
2021-07-31,Jul21,25 to 29,proportion of national per 10k,0.7153410591639396
2021-07-31,Jul21,30 to 34,proportion of national per 10k,0.7692211017499104
2021-07-31,Jul21,35 to 39,proportion of national per 10k,0.7720639967502774
2021-07-31,Jul21,40 to 44,proportion of national per 10k,0.7269293179315982
2021-07-31,Jul21,45 to 49,proportion of national per 10k,0.7099745464238544
2021-07-31,Jul21,5 to 9,proportion of national per 10k,0.5774475249409291
2021-07-31,Jul21,50 to 54,proportion of national per 10k,0.706066295828585
2021-07-31,Jul21,55 to 59,proportion of national per 10k,0.7642952119053205
2021-07-31,Jul21,60 to 64,proportion of national per 10k,0.7686977062371092
2021-07-31,Jul21,65+,proportion of national per 10k,0.7975038715050268
2022-07-31,Jul22,0 to 4,proportion of national per 10k,0.6950474856464818
2022-07-31,Jul22,10 to 14,proportion of national per 10k,0.6203457800252299
2022-07-31,Jul22,15 to 19,proportion of national per 10k,0.5877573332104494
2022-07-31,Jul22,20 to 24,proportion of national per 10k,0.5917192813493155
2022-07-31,Jul22,25 to 29,proportion of national per 10k,0.7200460570270618
2022-07-31,Jul22,30 to 34,proportion of national per 10k,0.7195683282265335
2022-07-31,Jul22,35 to 39,proportion of national per 10k,0.7071293604485087
2022-07-31,Jul22,40 to 44,proportion of national per 10k,0.7156467978039073
2022-07-31,Jul22,45 to 49,proportion of national per 10k,0.7270241661483694
2022-07-31,Jul22,5 to 9,proportion of national per 10k,0.6871349406292004
2022-07-31,Jul22,50 to 54,proportion of national per 10k,0.7432799484352831
2022-07-31,Jul22,55 to 59,proportion of national per 10k,0.7090051279900244
2022-07-31,Jul22,60 to 64,proportion of national per 10k,0.7053719712212566
2022-07-31,Jul22,65+,proportion of national per 10k,0.8437234237629968
2018-06-30,Jun18,0 to 4,proportion of national per 10k,0.5642205069500397
2018-06-30,Jun18,10 to 14,proportion of national per 10k,0.5990915373349743
2018-06-30,Jun18,15 to 19,proportion of national per 10k,0.616412723081767
2018-06-30,Jun18,20 to 24,proportion of national per 10k,0.576094865719345
2018-06-30,Jun18,25 to 29,proportion of national per 10k,0.6720922874834594
2018-06-30,Jun18,30 to 34,proportion of national per 10k,0.69514124695381
2018-06-30,Jun18,35 to 39,proportion of national per 10k,0.6396354398792699
2018-06-30,Jun18,40 to 44,proportion of national per 10k,0.6935646442381211
2018-06-30,Jun18,45 to 49,proportion of national per 10k,0.6221968639289648
2018-06-30,Jun18,5 to 9,proportion of national per 10k,0.6655548388614884
2018-06-30,Jun18,50 to 54,proportion of national per 10k,0.6480146057843118
2018-06-30,Jun18,55 to 59,proportion of national per 10k,0.6372702046215397
2018-06-30,Jun18,60 to 64,proportion of national per 10k,0.6858947328989717
2018-06-30,Jun18,65+,proportion of national per 10k,0.7874979927045911
2019-06-30,Jun19,0 to 4,proportion of national per 10k,0.670058955659108
2019-06-30,Jun19,10 to 14,proportion of national per 10k,0.682348127313648
2019-06-30,Jun19,15 to 19,proportion of national per 10k,0.6206533740819814
2019-06-30,Jun19,20 to 24,proportion of national per 10k,0.6270599757309073
2019-06-30,Jun19,25 to 29,proportion of national per 10k,0.7284309007601998
2019-06-30,Jun19,30 to 34,proportion of national per 10k,0.7400100511120051
2019-06-30,Jun19,35 to 39,proportion of national per 10k,0.7316386635375244
2019-06-30,Jun19,40 to 44,proportion of national per 10k,0.7437101127271598
2019-06-30,Jun19,45 to 49,proportion of national per 10k,0.764777082851915
2019-06-30,Jun19,5 to 9,proportion of national per 10k,0.7238257116638176
2019-06-30,Jun19,50 to 54,proportion of national per 10k,0.6933301946633519
2019-06-30,Jun19,55 to 59,proportion of national per 10k,0.6618617113172512
2019-06-30,Jun19,60 to 64,proportion of national per 10k,0.7308500555575794
2019-06-30,Jun19,65+,proportion of national per 10k,0.7023408641289816
2020-06-30,Jun20,0 to 4,proportion of national per 10k,0.5584866124115635
2020-06-30,Jun20,10 to 14,proportion of national per 10k,0.6549364295167462
2020-06-30,Jun20,15 to 19,proportion of national per 10k,0.6022451606138121
2020-06-30,Jun20,20 to 24,proportion of national per 10k,0.5850370140085609
2020-06-30,Jun20,25 to 29,proportion of national per 10k,0.6484492268413512
2020-06-30,Jun20,30 to 34,proportion of national per 10k,0.680682781669015
2020-06-30,Jun20,35 to 39,proportion of national per 10k,0.6781318778235439
2020-06-30,Jun20,40 to 44,proportion of national per 10k,0.6533433783125497
2020-06-30,Jun20,45 to 49,proportion of national per 10k,0.673685723874832
2020-06-30,Jun20,5 to 9,proportion of national per 10k,0.5668669014098471
2020-06-30,Jun20,50 to 54,proportion of national per 10k,0.6593696485966799
2020-06-30,Jun20,55 to 59,proportion of national per 10k,0.7186603523456023
2020-06-30,Jun20,60 to 64,proportion of national per 10k,0.805036195466688
2020-06-30,Jun20,65+,proportion of national per 10k,0.7694815444867945
2021-06-30,Jun21,0 to 4,proportion of national per 10k,0.6641305229240582
2021-06-30,Jun21,10 to 14,proportion of national per 10k,0.704572703792282
2021-06-30,Jun21,15 to 19,proportion of national per 10k,0.6174872272372779
2021-06-30,Jun21,20 to 24,proportion of national per 10k,0.5981620166241708
2021-06-30,Jun21,25 to 29,proportion of national per 10k,0.7175418954156668
2021-06-30,Jun21,30 to 34,proportion of national per 10k,0.7718725670772013
2021-06-30,Jun21,35 to 39,proportion of national per 10k,0.7745381974827616
2021-06-30,Jun21,40 to 44,proportion of national per 10k,0.7200209068430791
2021-06-30,Jun21,45 to 49,proportion of national per 10k,0.647260026413843
2021-06-30,Jun21,5 to 9,proportion of national per 10k,0.5952777865446648
2021-06-30,Jun21,50 to 54,proportion of national per 10k,0.6918812039829597
2021-06-30,Jun21,55 to 59,proportion of national per 10k,0.7588000780165726
2021-06-30,Jun21,60 to 64,proportion of national per 10k,0.8607176580210116
2021-06-30,Jun21,65+,proportion of national per 10k,0.8011750033582651
2022-06-30,Jun22,0 to 4,proportion of national per 10k,0.6802850995293007
2022-06-30,Jun22,10 to 14,proportion of national per 10k,0.5739956409893733
2022-06-30,Jun22,15 to 19,proportion of national per 10k,0.5798563816532321
2022-06-30,Jun22,20 to 24,proportion of national per 10k,0.6192757760945655
2022-06-30,Jun22,25 to 29,proportion of national per 10k,0.7170864956666693
2022-06-30,Jun22,30 to 34,proportion of national per 10k,0.7002289579857655
2022-06-30,Jun22,35 to 39,proportion of national per 10k,0.7289159519742442
2022-06-30,Jun22,40 to 44,proportion of national per 10k,0.6900314181676553
2022-06-30,Jun22,45 to 49,proportion of national per 10k,0.7499381971185874
2022-06-30,Jun22,5 to 9,proportion of national per 10k,0.6264823779605039
2022-06-30,Jun22,50 to 54,proportion of national per 10k,0.73183007447564
2022-06-30,Jun22,55 to 59,proportion of national per 10k,0.7005646603859823
2022-06-30,Jun22,60 to 64,proportion of national per 10k,0.6995591851450715
2022-06-30,Jun22,65+,proportion of national per 10k,0.9224181440614552
2023-06-30,Jun23,0 to 4,proportion of national per 10k,0.6891644071243007
2023-06-30,Jun23,10 to 14,proportion of national per 10k,0.6915649508118592
2023-06-30,Jun23,15 to 19,proportion of national per 10k,0.5461983017555966
2023-06-30,Jun23,20 to 24,proportion of national per 10k,0.641734830293177
2023-06-30,Jun23,25 to 29,proportion of national per 10k,0.7600500616688242
2023-06-30,Jun23,30 to 34,proportion of national per 10k,0.7677049046167285
2023-06-30,Jun23,35 to 39,proportion of national per 10k,0.7884474812993806
2023-06-30,Jun23,40 to 44,proportion of national per 10k,0.7658408767522792
2023-06-30,Jun23,45 to 49,proportion of national per 10k,0.8289283468313932
2023-06-30,Jun23,5 to 9,proportion of national per 10k,0.7057007819430485
2023-06-30,Jun23,50 to 54,proportion of national per 10k,0.9101069413818742
2023-06-30,Jun23,55 to 59,proportion of national per 10k,0.8655040289091285
2023-06-30,Jun23,60 to 64,proportion of national per 10k,0.729691310965758
2023-06-30,Jun23,65+,proportion of national per 10k,0.7735654590373907
2018-03-31,Mar18,0 to 4,proportion of national per 10k,0.6019847680312709
2018-03-31,Mar18,10 to 14,proportion of national per 10k,0.6043198512082708
2018-03-31,Mar18,15 to 19,proportion of national per 10k,0.5967126239555797
2018-03-31,Mar18,20 to 24,proportion of national per 10k,0.5673909426071025
2018-03-31,Mar18,25 to 29,proportion of national per 10k,0.6957912992216894
2018-03-31,Mar18,30 to 34,proportion of national per 10k,0.7076614355080734
2018-03-31,Mar18,35 to 39,proportion of national per 10k,0.6820862597855809
2018-03-31,Mar18,40 to 44,proportion of national per 10k,0.7219522606271824
2018-03-31,Mar18,45 to 49,proportion of national per 10k,0.7015070732067945
2018-03-31,Mar18,5 to 9,proportion of national per 10k,0.7099703170594268
2018-03-31,Mar18,50 to 54,proportion of national per 10k,0.6988932258407702
2018-03-31,Mar18,55 to 59,proportion of national per 10k,0.725806947770325
2018-03-31,Mar18,60 to 64,proportion of national per 10k,0.6976355212590942
2018-03-31,Mar18,65+,proportion of national per 10k,0.6743251160441263
2019-03-31,Mar19,0 to 4,proportion of national per 10k,0.6704696550989536
2019-03-31,Mar19,10 to 14,proportion of national per 10k,0.6446790005808669
2019-03-31,Mar19,15 to 19,proportion of national per 10k,0.5991414549815121
2019-03-31,Mar19,20 to 24,proportion of national per 10k,0.6488289515488433
2019-03-31,Mar19,25 to 29,proportion of national per 10k,0.7922633839696984
2019-03-31,Mar19,30 to 34,proportion of national per 10k,0.7337223867395538
2019-03-31,Mar19,35 to 39,proportion of national per 10k,0.7744554814842484
2019-03-31,Mar19,40 to 44,proportion of national per 10k,0.7576256395453755
2019-03-31,Mar19,45 to 49,proportion of national per 10k,0.7253819866635804
2019-03-31,Mar19,5 to 9,proportion of national per 10k,0.6815018757047432
2019-03-31,Mar19,50 to 54,proportion of national per 10k,0.704429977784904
2019-03-31,Mar19,55 to 59,proportion of national per 10k,0.8341386545211483
2019-03-31,Mar19,60 to 64,proportion of national per 10k,0.8566213265580591
2019-03-31,Mar19,65+,proportion of national per 10k,0.7858369919456444
2020-03-31,Mar20,0 to 4,proportion of national per 10k,0.5722861547364527
2020-03-31,Mar20,10 to 14,proportion of national per 10k,0.5692906939750352
2020-03-31,Mar20,15 to 19,proportion of national per 10k,0.6152082152911064
2020-03-31,Mar20,20 to 24,proportion of national per 10k,0.5920461173088454
2020-03-31,Mar20,25 to 29,proportion of national per 10k,0.6577085678105338
2020-03-31,Mar20,30 to 34,proportion of national per 10k,0.7025781318517018
2020-03-31,Mar20,35 to 39,proportion of national per 10k,0.6943928509859072
2020-03-31,Mar20,40 to 44,proportion of national per 10k,0.6828216370115826
2020-03-31,Mar20,45 to 49,proportion of national per 10k,0.6803790969866147
2020-03-31,Mar20,5 to 9,proportion of national per 10k,0.5493414336071389
2020-03-31,Mar20,50 to 54,proportion of national per 10k,0.6723931579543996
2020-03-31,Mar20,55 to 59,proportion of national per 10k,0.7135350734439871
2020-03-31,Mar20,60 to 64,proportion of national per 10k,0.7053996544968824
2020-03-31,Mar20,65+,proportion of national per 10k,0.803037044902479
2021-03-31,Mar21,0 to 4,proportion of national per 10k,0.6708745561562579
2021-03-31,Mar21,10 to 14,proportion of national per 10k,0.7037587732004051
2021-03-31,Mar21,15 to 19,proportion of national per 10k,0.6724436398853922
2021-03-31,Mar21,20 to 24,proportion of national per 10k,0.6470697018748205
2021-03-31,Mar21,25 to 29,proportion of national per 10k,0.8157051237512631
2021-03-31,Mar21,30 to 34,proportion of national per 10k,0.7604774020229278
2021-03-31,Mar21,35 to 39,proportion of national per 10k,0.7667759851673629
2021-03-31,Mar21,40 to 44,proportion of national per 10k,0.7679546139104572
2021-03-31,Mar21,45 to 49,proportion of national per 10k,0.6815885821363087
2021-03-31,Mar21,5 to 9,proportion of national per 10k,0.6053163185851305
2021-03-31,Mar21,50 to 54,proportion of national per 10k,0.7653921134565583
2021-03-31,Mar21,55 to 59,proportion of national per 10k,0.7987587599455668
2021-03-31,Mar21,60 to 64,proportion of national per 10k,0.8908586178986531
2021-03-31,Mar21,65+,proportion of national per 10k,0.7724870223008679
2022-03-31,Mar22,0 to 4,proportion of national per 10k,0.6298497941395914
2022-03-31,Mar22,10 to 14,proportion of national per 10k,0.5331470157465278
2022-03-31,Mar22,15 to 19,proportion of national per 10k,0.5440079198393141
2022-03-31,Mar22,20 to 24,proportion of national per 10k,0.6155788594832794
2022-03-31,Mar22,25 to 29,proportion of national per 10k,0.7307635447218213
2022-03-31,Mar22,30 to 34,proportion of national per 10k,0.7277753674119887
2022-03-31,Mar22,35 to 39,proportion of national per 10k,0.7459477436976386
2022-03-31,Mar22,40 to 44,proportion of national per 10k,0.7438588454052515
2022-03-31,Mar22,45 to 49,proportion of national per 10k,0.7348372079841893
2022-03-31,Mar22,5 to 9,proportion of national per 10k,0.5481560508037959
2022-03-31,Mar22,50 to 54,proportion of national per 10k,0.7902675255990453
2022-03-31,Mar22,55 to 59,proportion of national per 10k,0.7369946849643967
2022-03-31,Mar22,60 to 64,proportion of national per 10k,0.8145755892489273
2022-03-31,Mar22,65+,proportion of national per 10k,1.1893616474501234
2023-03-31,Mar23,0 to 4,proportion of national per 10k,0.7461225548306675
2023-03-31,Mar23,10 to 14,proportion of national per 10k,0.6384659674553012
2023-03-31,Mar23,15 to 19,proportion of national per 10k,0.5571629979250786
2023-03-31,Mar23,20 to 24,proportion of national per 10k,0.622949985267233
2023-03-31,Mar23,25 to 29,proportion of national per 10k,0.7826500180400112
2023-03-31,Mar23,30 to 34,proportion of national per 10k,0.8052369879708362
2023-03-31,Mar23,35 to 39,proportion of national per 10k,0.7435666538603881
2023-03-31,Mar23,40 to 44,proportion of national per 10k,0.7675445736241766
2023-03-31,Mar23,45 to 49,proportion of national per 10k,0.7942550889473515
2023-03-31,Mar23,5 to 9,proportion of national per 10k,0.6810268595205375
2023-03-31,Mar23,50 to 54,proportion of national per 10k,0.8149540493367841
2023-03-31,Mar23,55 to 59,proportion of national per 10k,0.800222501206344
2023-03-31,Mar23,60 to 64,proportion of national per 10k,0.6980915897487348
2023-03-31,Mar23,65+,proportion of national per 10k,0.8159183633827566
2018-05-31,May18,0 to 4,proportion of national per 10k,0.5474706964761443
2018-05-31,May18,10 to 14,proportion of national per 10k,0.5610675420048289
2018-05-31,May18,15 to 19,proportion of national per 10k,0.5794883719911194
2018-05-31,May18,20 to 24,proportion of national per 10k,0.5543546905683919
2018-05-31,May18,25 to 29,proportion of national per 10k,0.6588449242996799
2018-05-31,May18,30 to 34,proportion of national per 10k,0.6713746530761996
2018-05-31,May18,35 to 39,proportion of national per 10k,0.6338456458411471
2018-05-31,May18,40 to 44,proportion of national per 10k,0.6977335658723612
2018-05-31,May18,45 to 49,proportion of national per 10k,0.6490734880763038
2018-05-31,May18,5 to 9,proportion of national per 10k,0.6656433980944232
2018-05-31,May18,50 to 54,proportion of national per 10k,0.6056427161395627
2018-05-31,May18,55 to 59,proportion of national per 10k,0.6699998190288661
2018-05-31,May18,60 to 64,proportion of national per 10k,0.7106158768080477
2018-05-31,May18,65+,proportion of national per 10k,0.6567107996479442
2019-05-31,May19,0 to 4,proportion of national per 10k,0.684715168624727
2019-05-31,May19,10 to 14,proportion of national per 10k,0.645842799768599
2019-05-31,May19,15 to 19,proportion of national per 10k,0.6147172861510533
2019-05-31,May19,20 to 24,proportion of national per 10k,0.636042285069377
2019-05-31,May19,25 to 29,proportion of national per 10k,0.7328815135245544
2019-05-31,May19,30 to 34,proportion of national per 10k,0.7611093905724797
2019-05-31,May19,35 to 39,proportion of national per 10k,0.7539945818695686
2019-05-31,May19,40 to 44,proportion of national per 10k,0.7021610062192266
2019-05-31,May19,45 to 49,proportion of national per 10k,0.7624768874382978
2019-05-31,May19,5 to 9,proportion of national per 10k,0.6996306772552269
2019-05-31,May19,50 to 54,proportion of national per 10k,0.7251302382578996
2019-05-31,May19,55 to 59,proportion of national per 10k,0.725370987037524
2019-05-31,May19,60 to 64,proportion of national per 10k,0.8425911788382768
2019-05-31,May19,65+,proportion of national per 10k,0.8106704498303753
2020-05-31,May20,0 to 4,proportion of national per 10k,0.5572233188373868
2020-05-31,May20,10 to 14,proportion of national per 10k,0.6123699788852274
2020-05-31,May20,15 to 19,proportion of national per 10k,0.5854659485356902
2020-05-31,May20,20 to 24,proportion of national per 10k,0.5961795879933268
2020-05-31,May20,25 to 29,proportion of national per 10k,0.6392461451680519
2020-05-31,May20,30 to 34,proportion of national per 10k,0.6667489989570993
2020-05-31,May20,35 to 39,proportion of national per 10k,0.6557707750678837
2020-05-31,May20,40 to 44,proportion of national per 10k,0.6202568380504904
2020-05-31,May20,45 to 49,proportion of national per 10k,0.6737399180353091
2020-05-31,May20,5 to 9,proportion of national per 10k,0.5707492084841793
2020-05-31,May20,50 to 54,proportion of national per 10k,0.6209597661541548
2020-05-31,May20,55 to 59,proportion of national per 10k,0.604349068312221
2020-05-31,May20,60 to 64,proportion of national per 10k,0.6701590561093747
2020-05-31,May20,65+,proportion of national per 10k,0.6541152055219287
2021-05-31,May21,0 to 4,proportion of national per 10k,0.6587252828447082
2021-05-31,May21,10 to 14,proportion of national per 10k,0.6627800437716241
2021-05-31,May21,15 to 19,proportion of national per 10k,0.6447014814895562
2021-05-31,May21,20 to 24,proportion of national per 10k,0.585560089881732
2021-05-31,May21,25 to 29,proportion of national per 10k,0.7601049927785153
2021-05-31,May21,30 to 34,proportion of national per 10k,0.7350026820330451
2021-05-31,May21,35 to 39,proportion of national per 10k,0.7787581775760524
2021-05-31,May21,40 to 44,proportion of national per 10k,0.7476155860945912
2021-05-31,May21,45 to 49,proportion of national per 10k,0.6416715649719305
2021-05-31,May21,5 to 9,proportion of national per 10k,0.5806812562281813
2021-05-31,May21,50 to 54,proportion of national per 10k,0.7737133719765458
2021-05-31,May21,55 to 59,proportion of national per 10k,0.674616326012922
2021-05-31,May21,60 to 64,proportion of national per 10k,0.8399048891913266
2021-05-31,May21,65+,proportion of national per 10k,0.7892648960013169
2022-05-31,May22,0 to 4,proportion of national per 10k,0.6573673392333236
2022-05-31,May22,10 to 14,proportion of national per 10k,0.5238422812941059
2022-05-31,May22,15 to 19,proportion of national per 10k,0.5503327130658201
2022-05-31,May22,20 to 24,proportion of national per 10k,0.6294930419638585
2022-05-31,May22,25 to 29,proportion of national per 10k,0.7679304067770257
2022-05-31,May22,30 to 34,proportion of national per 10k,0.723819246331808
2022-05-31,May22,35 to 39,proportion of national per 10k,0.7338078255402085
2022-05-31,May22,40 to 44,proportion of national per 10k,0.7139446137605543
2022-05-31,May22,45 to 49,proportion of national per 10k,0.7293666620768168
2022-05-31,May22,5 to 9,proportion of national per 10k,0.5754155567094094
2022-05-31,May22,50 to 54,proportion of national per 10k,0.7649791828456476
2022-05-31,May22,55 to 59,proportion of national per 10k,0.7238692936655303
2022-05-31,May22,60 to 64,proportion of national per 10k,0.6917871884915643
2022-05-31,May22,65+,proportion of national per 10k,0.8570995021414712
2023-05-31,May23,0 to 4,proportion of national per 10k,0.6927219583097879
2023-05-31,May23,10 to 14,proportion of national per 10k,0.6391811079212835
2023-05-31,May23,15 to 19,proportion of national per 10k,0.5517048092074044
2023-05-31,May23,20 to 24,proportion of national per 10k,0.6143662913357977
2023-05-31,May23,25 to 29,proportion of national per 10k,0.7381542633366663
2023-05-31,May23,30 to 34,proportion of national per 10k,0.7804826434032793
2023-05-31,May23,35 to 39,proportion of national per 10k,0.755600132456355
2023-05-31,May23,40 to 44,proportion of national per 10k,0.7575848496874114
2023-05-31,May23,45 to 49,proportion of national per 10k,0.8079433871661316
2023-05-31,May23,5 to 9,proportion of national per 10k,0.6356252683933253
2023-05-31,May23,50 to 54,proportion of national per 10k,0.8504579949245449
2023-05-31,May23,55 to 59,proportion of national per 10k,0.8408644130304151
2023-05-31,May23,60 to 64,proportion of national per 10k,0.7505485117278766
2023-05-31,May23,65+,proportion of national per 10k,0.8290823526956319
2017-11-30,Nov17,0 to 4,proportion of national per 10k,
2017-11-30,Nov17,10 to 14,proportion of national per 10k,
2017-11-30,Nov17,15 to 19,proportion of national per 10k,
2017-11-30,Nov17,20 to 24,proportion of national per 10k,
2017-11-30,Nov17,25 to 29,proportion of national per 10k,
2017-11-30,Nov17,30 to 34,proportion of national per 10k,
2017-11-30,Nov17,35 to 39,proportion of national per 10k,
2017-11-30,Nov17,40 to 44,proportion of national per 10k,
2017-11-30,Nov17,45 to 49,proportion of national per 10k,
2017-11-30,Nov17,5 to 9,proportion of national per 10k,
2017-11-30,Nov17,50 to 54,proportion of national per 10k,
2017-11-30,Nov17,55 to 59,proportion of national per 10k,
2017-11-30,Nov17,60 to 64,proportion of national per 10k,
2017-11-30,Nov17,65+,proportion of national per 10k,
2018-11-30,Nov18,0 to 4,proportion of national per 10k,
2018-11-30,Nov18,10 to 14,proportion of national per 10k,
2018-11-30,Nov18,15 to 19,proportion of national per 10k,
2018-11-30,Nov18,20 to 24,proportion of national per 10k,
2018-11-30,Nov18,25 to 29,proportion of national per 10k,
2018-11-30,Nov18,30 to 34,proportion of national per 10k,
2018-11-30,Nov18,35 to 39,proportion of national per 10k,
2018-11-30,Nov18,40 to 44,proportion of national per 10k,
2018-11-30,Nov18,45 to 49,proportion of national per 10k,
2018-11-30,Nov18,5 to 9,proportion of national per 10k,
2018-11-30,Nov18,50 to 54,proportion of national per 10k,
2018-11-30,Nov18,55 to 59,proportion of national per 10k,
2018-11-30,Nov18,60 to 64,proportion of national per 10k,
2018-11-30,Nov18,65+,proportion of national per 10k,
2019-11-30,Nov19,0 to 4,proportion of national per 10k,
2019-11-30,Nov19,10 to 14,proportion of national per 10k,
2019-11-30,Nov19,15 to 19,proportion of national per 10k,
2019-11-30,Nov19,20 to 24,proportion of national per 10k,
2019-11-30,Nov19,25 to 29,proportion of national per 10k,
2019-11-30,Nov19,30 to 34,proportion of national per 10k,
2019-11-30,Nov19,35 to 39,proportion of national per 10k,
2019-11-30,Nov19,40 to 44,proportion of national per 10k,
2019-11-30,Nov19,45 to 49,proportion of national per 10k,
2019-11-30,Nov19,5 to 9,proportion of national per 10k,
2019-11-30,Nov19,50 to 54,proportion of national per 10k,
2019-11-30,Nov19,55 to 59,proportion of national per 10k,
2019-11-30,Nov19,60 to 64,proportion of national per 10k,
2019-11-30,Nov19,65+,proportion of national per 10k,
2020-11-30,Nov20,0 to 4,proportion of national per 10k,
2020-11-30,Nov20,10 to 14,proportion of national per 10k,
2020-11-30,Nov20,15 to 19,proportion of national per 10k,
2020-11-30,Nov20,20 to 24,proportion of national per 10k,
2020-11-30,Nov20,25 to 29,proportion of national per 10k,
2020-11-30,Nov20,30 to 34,proportion of national per 10k,
2020-11-30,Nov20,35 to 39,proportion of national per 10k,
2020-11-30,Nov20,40 to 44,proportion of national per 10k,
2020-11-30,Nov20,45 to 49,proportion of national per 10k,
2020-11-30,Nov20,5 to 9,proportion of national per 10k,
2020-11-30,Nov20,50 to 54,proportion of national per 10k,
2020-11-30,Nov20,55 to 59,proportion of national per 10k,
2020-11-30,Nov20,60 to 64,proportion of national per 10k,
2020-11-30,Nov20,65+,proportion of national per 10k,
2021-11-30,Nov21,0 to 4,proportion of national per 10k,
2021-11-30,Nov21,10 to 14,proportion of national per 10k,
2021-11-30,Nov21,15 to 19,proportion of national per 10k,
2021-11-30,Nov21,20 to 24,proportion of national per 10k,
2021-11-30,Nov21,25 to 29,proportion of national per 10k,
2021-11-30,Nov21,30 to 34,proportion of national per 10k,
2021-11-30,Nov21,35 to 39,proportion of national per 10k,
2021-11-30,Nov21,40 to 44,proportion of national per 10k,
2021-11-30,Nov21,45 to 49,proportion of national per 10k,
2021-11-30,Nov21,5 to 9,proportion of national per 10k,
2021-11-30,Nov21,50 to 54,proportion of national per 10k,
2021-11-30,Nov21,55 to 59,proportion of national per 10k,
2021-11-30,Nov21,60 to 64,proportion of national per 10k,
2021-11-30,Nov21,65+,proportion of national per 10k,
2022-11-30,Nov22,0 to 4,proportion of national per 10k,
2022-11-30,Nov22,10 to 14,proportion of national per 10k,
2022-11-30,Nov22,15 to 19,proportion of national per 10k,
2022-11-30,Nov22,20 to 24,proportion of national per 10k,
2022-11-30,Nov22,25 to 29,proportion of national per 10k,
2022-11-30,Nov22,30 to 34,proportion of national per 10k,
2022-11-30,Nov22,35 to 39,proportion of national per 10k,
2022-11-30,Nov22,40 to 44,proportion of national per 10k,
2022-11-30,Nov22,45 to 49,proportion of national per 10k,
2022-11-30,Nov22,5 to 9,proportion of national per 10k,
2022-11-30,Nov22,50 to 54,proportion of national per 10k,
2022-11-30,Nov22,55 to 59,proportion of national per 10k,
2022-11-30,Nov22,60 to 64,proportion of national per 10k,
