UCL_CODE_2021,M_SEO_Before_2005,M_SEO_2005_2010,M_SEO_2011_2015,M_SEO_2016,M_SEO_2017,M_SEO_2018,M_SEO_2019,M_SEO_2020,M_SEO_2021,M_SEO_Yr_arr_ns,M_SEO_Tot,M_Sol_sp_En_Vww_B_2005,M_Sol_sp_En_Vww_2005_2010,M_Sol_sp_En_Vww_2011_2015,M_Sol_sp_En_Vww_2016,M_Sol_sp_En_Vww_2017,M_Sol_sp_En_Vww_2018,M_Sol_sp_En_Vww_2019,M_Sol_sp_En_Vww_2020,M_Sol_sp_En_Vww_2021,M_Sol_sp_En_Vww_Yr_arr_ns,M_Sol_sp_En_Vww_Tot,M_Sol_sp_En_Nwna_B_2005,M_Sol_sp_En_Nwna_2005_2010,M_Sol_sp_En_Nwna_2011_2015,M_Sol_sp_En_Nwna_2016,M_Sol_sp_En_Nwna_2017,M_Sol_sp_En_Nwna_2018,M_Sol_sp_En_Nwna_2019,M_Sol_sp_En_Nwna_2020,M_Sol_sp_En_Nwna_2021,M_Sol_sp_En_Nwna_Yr_arr_ns,M_Sol_sp_En_Nwna_Tot,M_Sol_sp_E_Pr_E_ns_B_2005,M_Sol_sp_E_Pr_E_ns_2005_2010,M_Sol_sp_E_Pr_E_ns_2011_2015,M_Sol_sp_E_Pr_E_ns_2016,M_Sol_sp_E_Pr_E_ns_2017,M_Sol_sp_E_Pr_E_ns_2018,M_Sol_sp_E_Pr_E_ns_2019,M_Sol_sp_E_Pr_E_ns_2020,M_Sol_sp_E_Pr_E_ns_2021,M_So_sp_E_Pr_E_ns_Yr_ar_ns,M_Sol_sp_E_Pr_E_ns_Tot,M_Sol_sp_En_Tot_B_2005,M_Sol_sp_En_Tot_2005_2010,M_Sol_sp_En_Tot_2011_2015,M_Sol_sp_En_Tot_2016,M_Sol_sp_En_Tot_2017,M_Sol_sp_En_Tot_2018,M_Sol_sp_En_Tot_2019,M_Sol_sp_En_Tot_2020,M_Sol_sp_En_Tot_2021,M_Sol_sp_En_Tot_Yr_arr_ns,M_Sol_sp_En_Tot_YoA_Tot,M_LanProf_En_ns_B_2005,M_LanProf_En_ns_2005_2010,M_LanProf_En_ns_2011_2015,M_LanProf_En_ns_2016,M_LanProf_En_ns_2017,M_LanProf_En_ns_2018,M_LanProf_En_ns_2019,M_LanProf_En_ns_2020,M_LanProf_En_ns_2021,M_LanProf_En_ns_Yr_arr_ns,M_LanProf_En_ns_Tot,M_Tot_B_2005,M_Tot_2005_2010,M_Tot_2011_2015,M_Tot_2016,M_Tot_2017,M_Tot_2018,M_Tot_2019,M_Tot_2020,M_Tot_2021,M_Tot_Yr_arrival_ns,M_Tot_YoA_Tot,F_SEO_B_2005,F_SEO_2005_2010,F_SEO_2011_2015,F_SEO_2016,F_SEO_2017,F_SEO_2018,F_SEO_2019,F_SEO_2020,F_SEO_2021,F_SEO_Yr_arr_ns,F_SEO_Tot,F_Sol_sp_En_Vww_B_2005,F_Sol_sp_En_Vww_2005_2010,F_Sol_sp_En_Vww_2011_2015,F_Sol_sp_En_Vww_2016,F_Sol_sp_En_Vww_2017,F_Sol_sp_En_Vww_2018,F_Sol_sp_En_Vww_2019,F_Sol_sp_En_Vww_2020,F_Sol_sp_En_Vww_2021,F_Sol_sp_En_Vww_Yr_arr_ns,F_Sol_sp_En_Vww_Tot,F_Sol_sp_En_Nwna_B_2005,F_Sol_sp_En_Nwna_2005_2010,F_Sol_sp_En_Nwna_2011_2015,F_Sol_sp_En_Nwna_2016,F_Sol_sp_En_Nwna_2017,F_Sol_sp_En_Nwna_2018,F_Sol_sp_En_Nwna_2019,F_Sol_sp_En_Nwna_2020,F_Sol_sp_En_Nwna_2021,F_Sol_sp_En_Nwna_Yr_arr_ns,F_Sol_sp_En_Nwna_Tot,F_Sol_sp_En_Pr_En_ns_B_2005,F_Sol_sp_E_Pr_En_ns_2005_2010,F_Sol_sp_E_Pr_En_ns_2011_2015,F_Sol_sp_En_Prof_En_ns_2016,F_Sol_sp_En_Prof_En_ns_2017,F_Sol_sp_En_Prof_En_ns_2018,F_Sol_sp_En_Prof_En_ns_2019,F_Sol_sp_En_Prof_En_ns_2020,F_Sol_sp_En_Prof_En_ns_2021,F_So_sp_En_Pro_En_ns_Yr_ar_ns,F_Sol_sp_En_Prof_En_ns_Tot,F_Sol_sp_En_Tot_B_2005,F_Sol_sp_En_Tot_2005_2010,F_Sol_sp_En_Tot_2011_2015,F_Sol_sp_En_Tot_2016,F_Sol_sp_En_Tot_2017,F_Sol_sp_En_Tot_2018,F_Sol_sp_En_Tot_2019,F_Sol_sp_En_Tot_2020,F_Sol_sp_En_Tot_2021,F_Sol_sp_En_Tot_Yr_arr_ns,F_Sol_sp_En_Tot_YoA_Tot,F_LanProf_En_ns_B_2005,F_LanProf_En_ns_2005_2010,F_LanProf_En_ns_2011_2015,F_LanProf_En_ns_2016,F_LanProf_En_ns_2017,F_LanProf_En_ns_2018,F_LanProf_En_ns_2019,F_LanProf_En_ns_2020,F_LanProf_En_ns_2021,F_LanProf_En_ns_Yr_arr_ns,F_LanProf_En_ns_Tot,F_Tot_B_2005,F_Tot_2005_2010,F_Tot_2011_2015,F_Tot_2016,F_Tot_2017,F_Tot_2018,F_Tot_2019,F_Tot_2020,F_Tot_2021,F_Tot_Yr_arrival_ns,F_Tot_YoA_Tot,P_SEO_B_2005,P_SEO_2005_2010,P_SEO_2011_2015,P_SEO_2016,P_SEO_2017,P_SEO_2018,P_SEO_2019,P_SEO_2020,P_SEO_2021,P_SEO_Yr_arr_ns,P_SEO_Tot,P_Sol_sp_En_Vww_B_2005,P_Sol_sp_En_Vww_2005_2010,P_Sol_sp_En_Vww_2011_2015,P_Sol_sp_En_Vww_2016,P_Sol_sp_En_Vww_2017,P_Sol_sp_En_Vww_2018,P_Sol_sp_En_Vww_2019,P_Sol_sp_En_Vww_2020,P_Sol_sp_En_Vww_2021,P_Sol_sp_En_Vww_Yr_arr_ns,P_Sol_sp_En_Vww_Tot,P_Sol_sp_En_Nwna_B_2005,P_Sol_sp_En_Nwna_2005_2010,P_Sol_sp_En_Nwna_2011_2015,P_Sol_sp_En_Nwna_2016,P_Sol_sp_En_Nwna_2017,P_Sol_sp_En_Nwna_2018,P_Sol_sp_En_Nwna_2019,P_Sol_sp_En_Nwna_2020,P_Sol_sp_En_Nwna_2021,P_Sol_sp_En_Nwna_Yr_arr_ns,P_Sol_sp_En_Nwna_Tot,P_Sol_sp_En_Pr_En_ns_B_2005,P_Sol_sp_E_Pr_En_ns_2005_2010,P_Sol_sp_E_Pr_En_ns_2011_2015,P_Sol_sp_En_Prof_En_ns_2016,P_Sol_sp_En_Prof_En_ns_2017,P_Sol_sp_En_Prof_En_ns_2018,P_Sol_sp_En_Prof_En_ns_2019,P_Sol_sp_En_Prof_En_ns_2020,P_Sol_sp_En_Prof_En_ns_2021,P_So_sp_En_Pro_En_ns_Yr_ar_ns,P_Sol_sp_En_Prof_En_ns_Tot,P_Sol_sp_En_Tot_B_2005,P_Sol_sp_En_Tot_2005_2010
UCL521008,26,3,0,0,0,0,0,0,0,0,29,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,25,4,4,0,0,0,0,0,0,0,38,14,0,4,0,0,0,0,0,0,4,19,0,3,3,0,0,0,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,6,0,0,5,19,0,0,0,0,0,0,0,0,0,0,0,16,3,6,4,4,0,6,0,0,5,41,34,3,0,4,0,0,0,0,0,3,51,6,6,5,0,0,0,4,0,0,0,25,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,6
UCL521009,20,0,0,0,0,0,0,0,0,0,25,8,4,5,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,28,8,3,0,0,0,0,0,0,0,41,21,0,4,0,0,0,0,0,0,0,26,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,34,36,4,7,0,0,0,0,0,0,0,52,14,6,8,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6
UCL521010,32,4,0,0,0,0,0,0,0,0,43,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,34,4,5,0,0,0,0,0,0,0,49,33,3,0,0,0,0,0,0,0,0,43,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,34,3,3,0,0,0,0,0,0,0,57,65,11,5,0,0,0,0,0,0,5,88,9,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
UCL521011,14,5,0,3,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,5,0,3,0,0,0,0,0,0,24,24,7,0,5,0,0,0,0,0,0,36,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,31,7,7,5,0,0,0,0,0,0,48,43,9,0,8,0,0,0,0,0,3,62,6,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
UCL521012,29,4,3,0,0,0,0,0,0,4,39,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,28,4,4,0,0,0,0,3,0,4,46,33,0,0,0,0,0,0,0,0,0,36,3,4,7,0,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,0,0,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,43,9,6,0,0,0,4,3,0,0,61,65,5,4,0,0,0,0,0,0,4,74,11,8,8,0,0,0,0,4,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4
UCL521013,58,11,7,0,0,0,0,3,0,4,82,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,60,14,7,0,0,0,0,3,0,4,87,59,8,4,0,0,0,0,5,0,3,80,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,64,11,6,0,0,0,0,5,0,3,87,120,18,12,0,0,4,0,5,0,4,167,7,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3
UCL521014,36,7,6,0,0,0,0,0,0,0,61,7,5,7,0,0,0,6,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,7,0,0,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,35,14,15,4,0,0,4,0,0,0,79,26,4,5,0,6,0,0,0,0,7,43,8,6,7,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,7,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,29,14,13,0,6,0,4,0,0,8,69,57,15,14,0,6,0,4,0,3,4,99,17,13,8,0,0,0,3,0,0,0,40,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,17,13
UCL521015,19,4,3,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,21,7,6,3,0,0,0,0,0,0,32,19,3,0,0,5,3,0,0,0,0,34,0,3,3,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,23,12,3,0,4,3,0,0,0,0,41,38,7,4,0,5,3,0,0,0,0,62,3,0,4,0,4,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
UCL521016,25,0,0,0,0,0,3,0,0,0,34,0,4,13,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,26,8,13,0,0,0,5,0,0,0,55,22,0,5,0,3,0,0,0,0,7,29,0,3,12,4,0,0,4,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,3,13,4,0,0,3,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,22,3,21,4,0,0,3,0,4,4,66,41,0,5,0,3,0,6,0,0,6,65,0,3,27,4,4,4,4,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,3
UCL521017,19,0,14,5,0,0,5,0,0,0,41,0,3,24,4,3,9,3,0,3,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,4,3,9,3,0,5,0,53,0,0,0,0,0,0,0,0,0,0,0,24,0,31,8,5,14,3,0,5,5,92,13,4,4,0,0,4,0,0,0,0,29,8,5,20,0,0,4,5,0,0,0,40,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,5,20,0,0,4,5,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,22,7,24,0,0,9,4,0,0,0,71,33,6,14,3,0,4,4,0,0,3,71,7,5,38,0,5,14,8,6,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5
UCL521018,30,3,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,0,0,0,0,0,0,0,0,35,21,10,0,0,0,0,0,0,0,0,32,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,21,11,0,0,0,0,0,0,0,0,41,47,14,4,0,0,0,0,0,0,0,72,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL521019,89,12,5,0,0,3,0,0,0,10,121,11,4,9,0,0,0,5,0,0,0,29,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,4,9,0,0,0,4,0,0,3,31,0,0,0,0,0,0,0,0,0,0,0,100,14,15,3,0,3,5,0,0,18,152,79,12,8,4,0,0,0,0,0,11,121,10,5,14,4,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,7,14,4,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,89,20,23,5,0,7,9,0,0,11,157,173,25,11,4,0,7,3,0,0,24,241,15,6,19,3,0,0,6,0,0,6,60,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,19,12
UCL521020,61,10,5,0,0,0,0,0,0,5,80,14,0,0,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,74,10,5,0,0,0,0,0,0,5,103,55,13,7,0,0,0,0,0,0,7,76,12,0,0,0,0,0,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,65,13,4,0,0,0,0,4,0,8,99,114,21,12,0,0,0,0,0,0,10,163,25,7,0,0,0,0,0,4,0,0,37,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,26,7
UCL521021,45,11,3,0,0,0,0,0,0,0,60,0,3,10,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,45,15,17,0,0,0,5,3,0,0,89,43,16,11,0,0,3,0,0,0,0,68,0,19,9,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,9,0,0,0,5,8,0,0,33,0,0,0,0,0,0,0,0,0,0,0,41,25,11,3,0,3,10,9,0,0,103,82,26,18,0,0,3,0,0,0,3,129,5,20,15,0,0,5,6,4,0,0,54,0,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,20
UCL521022,35,4,3,0,0,0,0,0,0,3,43,0,8,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,35,10,3,0,0,0,0,0,0,3,52,40,8,6,0,4,0,4,0,0,9,63,3,8,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,48,11,7,0,4,0,4,0,0,3,77,76,6,11,5,0,0,4,0,0,7,110,3,12,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12
UCL521023,22,4,6,0,0,0,0,0,0,0,34,0,0,13,3,0,0,0,6,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,6,0,0,28,0,0,0,0,0,0,0,0,0,0,0,22,3,16,3,4,0,0,6,0,0,62,14,3,0,0,0,0,0,0,0,0,25,0,5,9,0,3,3,5,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,3,3,5,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,14,5,8,0,7,3,5,4,0,0,46,36,7,7,0,0,0,0,0,0,0,57,0,3,21,4,8,6,7,3,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL521024,38,4,3,3,0,0,3,0,0,6,60,8,9,11,3,3,0,8,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,11,3,3,0,8,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,50,13,16,5,3,0,6,0,3,3,92,35,4,4,0,0,5,0,0,0,3,55,6,3,6,0,0,4,4,0,3,0,38,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,3,6,0,3,4,4,0,3,0,37,0,0,0,0,0,0,0,0,0,0,0,40,13,16,0,3,6,7,0,3,0,93,77,12,12,4,0,5,8,0,0,6,118,15,7,16,3,3,6,9,0,5,5,70,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,16,8
UCL521025,32,10,11,0,3,0,0,9,0,7,73,3,11,3,0,5,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,0,5,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,38,17,13,0,7,0,0,9,0,7,93,35,10,9,0,5,4,0,3,0,4,67,0,8,5,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,36,16,11,0,5,6,3,3,0,7,86,62,14,16,0,5,5,3,7,0,14,141,5,16,3,0,5,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16
UCL521026,50,13,3,0,0,0,0,0,0,6,78,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,51,18,7,0,0,0,0,0,0,6,82,57,17,5,0,0,0,0,0,0,3,82,3,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,56,17,9,0,0,0,0,0,0,3,90,106,29,11,0,0,0,0,0,0,8,155,8,6,6,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6
UCL521027,40,20,15,0,0,0,0,0,6,9,77,5,4,8,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,41,21,22,0,0,0,0,0,6,8,93,26,14,9,0,0,3,0,0,0,0,52,3,0,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,39,12,14,0,4,3,0,0,0,0,73,65,29,23,0,0,3,0,0,3,9,134,12,9,11,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,8
UCL521028,24,0,3,0,0,0,0,0,0,5,31,5,5,0,7,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,7,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,23,5,3,7,3,3,0,5,0,5,48,21,0,10,0,0,0,0,0,0,4,32,3,5,3,3,0,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,0,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,28,4,10,3,0,4,0,4,0,4,57,39,0,7,0,0,0,0,6,0,6,61,6,3,5,12,0,4,6,5,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3
UCL521029,27,0,4,9,0,5,0,0,0,3,54,0,7,11,6,0,0,0,3,4,0,33,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,8,6,0,0,0,3,3,0,38,0,0,0,0,0,0,0,0,0,3,5,32,11,16,8,4,9,0,3,3,9,95,28,0,4,0,0,4,0,0,0,4,38,5,9,3,6,5,0,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,8,6,6,5,0,0,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,31,8,7,3,5,4,0,3,0,4,72,57,5,13,9,0,6,6,0,0,4,91,8,13,9,9,0,3,0,6,4,0,59,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,13
UCL521030,28,0,9,0,0,0,0,0,0,3,40,7,0,0,0,0,4,6,0,10,0,20,0,0,0,0,0,3,0,5,0,0,16,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,12,3,5,9,0,41,0,0,0,0,0,0,0,0,0,0,0,33,3,10,0,0,10,3,5,9,3,79,38,0,7,0,0,0,0,0,0,3,53,8,5,3,4,5,11,6,0,18,3,52,0,0,0,0,0,3,10,4,9,0,33,0,0,0,0,0,0,0,0,0,0,0,10,5,3,4,5,13,15,4,25,3,79,0,0,0,0,0,0,0,0,0,0,0,44,3,11,6,5,15,15,4,23,5,136,58,5,17,0,0,0,0,0,0,3,90,10,3,3,4,5,14,10,0,24,3,69,4,0,3,0,0,11,7,5,11,0,45,0,0,0,0,0,0,0,0,0,0,3,17,3
UCL521031,46,15,3,0,3,0,5,0,0,3,78,13,7,13,0,0,4,5,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,13,0,4,4,5,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,57,26,14,0,6,4,7,0,0,7,121,21,8,8,0,0,0,0,0,0,9,46,3,9,0,5,0,0,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,5,0,0,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,24,11,8,3,0,3,7,0,0,9,68,67,23,11,5,3,0,6,0,0,7,121,13,11,13,5,6,3,6,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11
UCL521032,15,5,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,5,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,19,4,5,0,0,3,9,3,0,0,40,8,0,3,0,0,0,0,0,0,0,12,0,7,0,0,0,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,13,8,3,0,0,9,0,0,0,0,39,23,3,3,0,0,0,0,0,0,0,35,9,4,0,0,0,3,12,3,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4
