LGA_CODE_2021,F_Tot_LF_15_19_yr,F_Tot_LF_20_24_yr,F_Tot_LF_25_34_yr,F_Tot_LF_35_44_yr,F_Tot_LF_45_54_yr,F_Tot_LF_55_64_yr,F_Tot_LF_65_74_yr,F_Tot_LF_75_84_yr,F_Tot_LF_85_yr_over,F_Tot_LF_Tot,F_NILF_15_19_yr,F_NILF_20_24_yr,F_NILF_25_34_yr,F_NILF_35_44_yr,F_NILF_45_54_yr,F_NILF_55_64_yr,F_NILF_65_74_yr,F_NILF_75_84_yr,F_NILF_85_yr_over,F_NILF_Tot,F_LF_st_ns_15_19,F_LF_st_ns_20_24,F_LF_st_ns_25_34,F_LF_st_ns_35_44,F_LF_st_ns_45_54,F_LF_st_ns_55_64,F_LF_st_ns_65_74,F_LF_st_ns_75_84,F_LF_st_ns_85_yr_over,F_LF_st_ns_Total,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Emp_wrk_Ft_15_19,P_Emp_wrk_Ft_20_24,P_Emp_wrk_Ft_25_34,P_Emp_wrk_Ft_35_44,P_Emp_wrk_Ft_45_54,P_Emp_wrk_Ft_55_64,P_Emp_wrk_Ft_65_74,P_Emp_wrk_Ft_75_84,P_Emp_wrk_Ft_85_yr_over,P_Emp_wrk_Ft_Tot,P_Emp_wrk_Pt_15_19,P_Emp_wrk_Pt_20_24,P_Emp_wrk_Pt_25_34,P_Emp_wrk_Pt_35_44,P_Emp_wrk_Pt_45_54,P_Emp_wrk_Pt_55_64,P_Emp_wrk_Pt_65_74,P_Emp_wrk_Pt_75_84,P_Emp_wrk_Pt_85_yr_over,P_Emp_wrk_Pt_Tot,P_Emp_a_f_wrk_15_19,P_Emp_a_f_wrk_20_24,P_Emp_a_f_wrk_25_34,P_Emp_a_f_wrk_35_44,P_Emp_a_f_wrk_45_54,P_Emp_a_f_wrk_55_64,P_Emp_a_f_wrk_65_74,P_Emp_a_f_wrk_75_84,P_Emp_a_f_wrk_85_yr_over,P_Emp_a_f_wrk_Tot,P_Hr_wrk_ns_15_19,P_Hr_wrk_ns_20_24,P_Hr_wrk_ns_25_34,P_Hr_wrk_ns_35_44,P_Hr_wrk_ns_45_54,P_Hr_wrk_ns_55_64,P_Hr_wrk_ns_65_74,P_Hr_wrk_ns_75_84,P_Hr_wrk_ns_85_yr_over,P_Hr_wrk_ns_Tot,P_Tot_emp_15_19,P_Tot_emp_20_24,P_Tot_emp_25_34,P_Tot_emp_35_44,P_Tot_emp_45_54,P_Tot_emp_55_64,P_Tot_emp_65_74,P_Tot_emp_75_84,P_Tot_emp_85_yr_over,P_Tot_emp_Tot,P_UE_lk_fr_Ft_wrk_15_19,P_UE_lk_fr_Ft_wrk_20_24,P_UE_lk_fr_Ft_wrk_25_34,P_UE_lk_fr_Ft_wrk_35_44,P_UE_lk_fr_Ft_wrk_45_54,P_UE_lk_fr_Ft_wrk_55_64,P_UE_lk_fr_Ft_wrk_65_74,P_UE_lk_fr_Ft_wrk_75_84,P_UE_lk_for_Ft_wrk_85_over,P_UE_looking_for_Ft_wk_Tot,P_UE_lk_for_Pt_wk_15_19,P_UE_lk_for_Pt_wk_20_24,P_UE_lk_for_Pt_wk_25_34,P_UE_lk_for_Pt_wk_35_44,P_UE_lk_for_Pt_wk_45_54,P_UE_lk_for_Pt_wk_55_64,P_UE_lk_for_Pt_wk_65_74,P_UE_lk_for_Pt_wk_75_84,P_UE_looking_for_Pt_wk_85ov,P_UE_lk_for_Pt_wrk_Tot,P_Tot_unemp_15_19,P_Tot_unemp_20_24,P_Tot_unemp_25_34,P_Tot_unemp_35_44,P_Tot_unemp_45_54,P_Tot_unemp_55_64,P_Tot_unemp_65_74,P_Tot_unemp_75_84,P_Tot_unemp_85_yr_over,P_Tot_unemp_Total,P_Tot_LF_15_19_yr,P_Tot_LF_20_24_yr,P_Tot_LF_25_34_yr,P_Tot_LF_35_44_yr,P_Tot_LF_45_54_yr,P_Tot_LF_55_64_yr,P_Tot_LF_65_74_yr,P_Tot_LF_75_84_yr,P_Tot_LF_85_yr_over,P_Tot_LF_Tot,P_NILF_15_19_yr,P_NILF_20_24_yr,P_NILF_25_34_yr,P_NILF_35_44_yr,P_NILF_45_54_yr,P_NILF_55_64_yr,P_NILF_65_74_yr,P_NILF_75_84_yr,P_NILF_85_yr_over,P_NILF_Tot,P_LF_st_ns_15_19,P_LF_st_ns_20_24,P_LF_st_ns_25_34,P_LF_st_ns_35_44,P_LF_st_ns_45_54,P_LF_st_ns_55_64,P_LF_st_ns_65_74,P_LF_st_ns_75_84,P_LF_st_ns_85_yr_over,P_LF_st_ns_Total,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
LGA54060,46,41,74,146,188,188,58,15,0,765,24,8,34,35,36,126,272,154,33,718,6,10,15,22,21,32,40,25,5,171,77,62,129,204,239,342,367,196,38,1654,22,62,96,173,231,199,61,10,0,853,66,25,46,86,103,125,58,15,0,524,5,3,16,14,15,24,14,4,0,101,3,4,5,7,10,7,9,7,0,53,91,89,164,283,362,366,142,38,0,1529,4,4,6,9,3,6,0,0,0,33,11,3,0,0,3,7,0,0,0,25,12,7,6,11,11,18,0,0,0,62,99,93,170,296,367,385,142,38,0,1589,62,17,50,42,61,218,518,303,70,1336,14,14,44,54,48,77,80,51,14,403,179,122,269,387,479,673,741,388,81,3328
LGA54130,4,20,51,60,50,54,25,0,0,264,4,0,19,9,12,16,34,14,3,111,4,6,8,3,13,5,4,0,0,38,11,25,74,76,71,76,66,15,3,420,8,33,75,95,77,67,32,0,0,385,3,12,17,33,33,55,22,3,0,173,0,0,6,3,0,8,7,0,0,33,0,0,0,4,0,0,3,0,0,4,12,45,98,137,116,129,62,3,0,594,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,9,0,0,8,0,0,7,0,0,0,15,12,50,106,137,117,131,60,3,0,608,8,0,19,15,14,40,71,35,8,212,5,4,7,14,17,10,14,0,0,76,26,51,133,161,147,185,146,42,10,900
LGA54170,3282,3627,6703,9022,9770,7692,1791,122,7,42013,1572,423,1146,1610,1456,3098,6933,3738,1596,21564,75,85,250,243,225,199,184,220,175,1654,4925,4138,8093,10868,11446,10991,8902,4082,1771,65224,846,3250,8437,11141,12848,9061,1604,65,4,47256,4347,3575,3585,5480,5434,5302,2309,248,17,30303,162,185,830,728,504,702,235,24,0,3378,51,92,184,203,158,121,38,12,3,865,5404,7108,13041,17548,18943,15185,4190,349,22,81796,134,251,362,313,350,308,49,0,0,1766,917,266,208,227,194,185,80,3,5,2088,1047,522,569,538,540,493,126,7,5,3850,6448,7632,13610,18087,19487,15680,4319,358,29,85646,3613,982,1691,2108,2037,4661,12605,6996,2548,37231,177,207,482,528,474,388,358,355,269,3236,10243,8818,15776,20727,21990,20733,17272,7717,2839,126111
LGA54200,1057,1201,2486,3193,3183,2387,668,53,6,14234,608,194,626,693,589,1101,2405,1726,665,8617,62,46,130,150,110,89,95,100,69,854,1732,1449,3241,4038,3885,3577,3164,1874,741,23697,358,1187,3198,4119,4323,3106,659,36,5,16981,1291,1090,1334,1867,1640,1514,754,114,8,9620,63,69,299,252,209,228,66,4,3,1191,29,68,91,91,91,53,22,7,0,447,1736,2411,4921,6323,6261,4897,1503,162,17,28235,74,92,127,143,126,128,18,0,0,708,267,76,89,83,72,58,30,4,0,677,332,169,217,228,203,187,53,4,0,1386,2069,2576,5138,6551,6463,5082,1557,167,17,29621,1395,407,810,899,889,1621,4260,3181,1133,14588,114,112,250,298,207,192,174,171,116,1628,3580,3097,6197,7748,7552,6896,5990,3511,1264,45834
LGA54280,474,686,1698,1538,1457,1050,225,15,0,7149,220,148,426,361,232,357,498,282,113,2642,66,95,275,226,178,183,125,35,20,1200,762,932,2398,2123,1870,1590,854,329,136,10992,378,1114,2785,2609,2472,1837,360,22,0,11572,478,262,720,688,522,503,203,23,0,3396,28,56,169,106,120,130,30,0,0,638,11,49,79,52,52,38,11,6,0,300,890,1486,3746,3458,3165,2510,602,54,0,15901,35,53,62,69,65,44,3,0,0,341,61,21,33,27,17,31,6,0,0,200,99,77,103,99,84,71,10,0,0,542,990,1560,3846,3555,3248,2583,612,54,0,16441,485,267,624,524,417,608,1017,557,165,4661,141,249,668,607,482,493,321,83,32,3070,1612,2068,5139,4684,4145,3679,1949,697,197,24174
LGA54310,295,383,1429,1437,1094,538,104,6,0,5290,160,74,331,278,178,304,367,124,11,1835,66,119,394,300,244,201,112,22,4,1467,523,585,2156,2014,1518,1037,588,158,13,8585,186,663,2384,2703,2197,1248,222,4,0,9605,369,131,558,684,445,243,63,11,0,2502,29,36,247,202,144,155,40,4,0,858,16,19,70,48,28,24,3,0,0,215,606,845,3254,3637,2814,1676,327,18,0,13172,26,23,43,46,40,40,3,0,0,224,46,11,32,14,23,7,3,0,0,137,77,41,80,61,65,49,6,0,0,364,677,884,3333,3699,2876,1718,339,18,0,13542,352,174,492,419,302,497,750,276,21,3292,177,307,1172,1232,1020,777,304,68,9,5072,1206,1365,4997,5350,4197,3000,1392,360,24,21901
LGA54340,59,83,147,152,171,166,61,8,0,850,53,24,67,43,46,64,140,99,52,581,14,12,30,27,14,23,22,10,10,161,123,118,249,222,236,251,216,122,59,1593,38,115,237,202,223,231,57,10,0,1120,64,48,89,98,95,108,68,13,0,568,0,8,23,11,16,12,3,4,0,73,4,4,8,10,9,5,0,0,0,46,108,173,356,325,340,361,128,22,0,1814,4,3,12,15,11,4,0,0,0,60,4,0,13,12,6,4,0,0,0,42,7,8,22,22,25,14,0,0,0,98,119,179,375,349,365,377,126,22,0,1910,103,39,96,62,75,106,260,187,80,1010,30,30,64,68,49,37,34,23,15,347,256,249,535,479,485,521,419,226,94,3273
LGA54410,15,12,27,47,59,55,9,3,0,229,14,3,14,9,13,30,46,44,30,201,0,3,3,7,9,8,5,7,0,49,26,20,43,60,81,99,66,56,31,477,10,20,46,41,71,75,20,0,0,283,14,6,16,32,33,41,14,5,0,153,0,3,9,3,3,8,0,0,0,18,0,0,0,3,0,0,3,0,0,16,27,29,69,81,102,120,31,13,0,467,0,0,0,0,4,0,0,0,0,14,0,0,0,0,3,0,0,0,0,3,0,0,0,4,5,3,0,0,0,18,31,30,71,83,109,127,34,13,0,490,21,5,21,20,23,50,102,79,39,363,9,6,12,10,22,23,11,21,5,112,56,39,102,111,151,196,150,110,43,964
LGA54480,0,11,26,28,31,11,10,0,0,118,3,0,5,4,3,0,12,3,0,35,0,0,4,3,7,0,0,0,0,16,3,10,33,40,37,20,24,10,0,170,0,15,37,44,44,27,10,8,0,189,3,0,7,17,12,10,9,0,0,58,0,0,3,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,4,17,51,66,62,43,19,8,0,262,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,4,17,51,66,63,43,19,8,0,265,9,6,3,3,11,4,21,9,0,63,0,3,6,12,7,4,10,0,0,41,11,19,60,79,81,48,46,18,0,373
LGA54550,15,22,68,90,97,94,40,3,0,426,8,9,13,19,14,32,53,50,29,226,0,5,8,4,8,14,9,16,0,66,23,30,90,114,117,139,96,77,34,716,12,46,85,121,116,140,49,8,0,576,14,14,42,58,54,64,38,8,0,296,0,0,14,9,3,8,6,0,0,43,3,3,3,4,0,8,4,0,0,32,32,64,138,197,177,226,93,21,3,950,0,0,0,0,6,4,0,0,0,4,0,0,0,6,0,0,0,0,0,4,0,0,0,6,6,4,0,0,0,11,29,64,142,201,189,229,93,21,3,962,18,9,18,30,25,56,96,94,45,390,3,3,20,13,18,29,13,23,10,129,53,71,175,248,230,317,199,137,55,1491
LGA54620,3,18,34,35,48,53,23,4,0,215,4,0,4,12,12,12,29,14,5,90,3,0,8,7,4,3,0,0,3,35,10,23,42,59,63,73,56,22,10,341,13,41,104,88,113,106,27,10,4,506,4,9,20,30,21,24,18,8,0,130,0,3,4,10,6,14,0,0,0,37,0,0,0,0,3,0,8,0,4,18,16,54,133,126,141,146,56,18,7,691,0,0,0,0,4,0,0,0,0,5,0,0,0,0,4,3,0,0,0,3,0,0,0,0,6,5,0,0,0,12,16,47,131,122,146,150,56,18,7,703,4,4,3,15,14,28,57,22,14,157,3,10,14,14,11,18,10,6,4,92,28,66,148,155,171,191,123,48,23,953
LGA54690,3,3,11,18,20,22,10,0,0,80,0,0,0,5,3,10,14,6,0,46,0,0,0,0,0,0,0,0,0,0,9,3,17,17,24,31,27,10,0,125,3,9,23,17,33,24,19,0,0,128,0,0,4,16,8,11,6,0,0,53,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,11,4,27,30,41,38,23,3,0,184,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,11,5,27,35,41,38,27,3,0,192,3,0,0,9,11,14,32,19,3,94,0,0,0,0,4,0,0,0,0,8,13,5,27,39,55,58,60,24,3,287
LGA54760,6,5,22,39,45,36,19,5,0,167,4,0,9,5,5,10,19,13,4,64,0,0,8,4,0,3,5,3,0,31,10,3,38,44,52,48,38,14,4,262,3,8,39,58,59,52,22,3,0,248,3,0,10,27,27,16,6,13,0,110,0,0,4,6,5,5,6,0,0,24,0,0,0,0,3,0,0,0,0,5,9,12,55,84,97,80,37,16,0,379,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,12,55,84,94,77,37,16,0,383,9,0,9,3,10,11,36,22,10,111,0,5,10,13,11,8,9,3,0,65,14,20,75,100,115,100,82,39,10,557
LGA54830,687,1067,2772,2699,2020,1187,215,10,0,10663,476,263,851,813,553,785,1113,625,219,5694,64,63,148,156,106,93,54,43,19,738,1222,1394,3775,3669,2681,2066,1379,676,235,17092,241,1036,3337,3663,2700,1526,222,9,0,12727,805,817,1495,1499,1092,728,224,22,4,6682,36,61,288,201,159,104,32,0,0,892,28,48,124,105,64,37,12,0,0,424,1109,1959,5246,5470,4021,2387,490,38,4,20726,85,164,238,169,135,91,11,0,0,900,204,94,151,103,77,56,13,0,0,698,290,255,383,272,211,151,27,5,0,1590,1399,2213,5628,5742,4226,2540,519,38,4,22315,1053,619,1562,1432,1027,1279,2020,1187,380,10551,140,124,317,315,221,174,105,67,31,1497,2600,2951,7507,7488,5470,3998,2640,1293,410,34365
LGA54900,7,20,54,71,58,68,26,5,0,309,8,7,17,12,8,7,28,20,8,101,0,8,3,8,7,8,4,0,0,33,15,27,76,90,70,83,55,26,10,446,17,27,87,105,125,124,42,18,0,551,5,11,29,44,29,25,28,6,0,175,0,3,3,5,4,11,3,3,0,27,0,0,5,5,0,0,0,0,0,8,26,42,126,154,158,157,74,23,0,764,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,28,44,123,154,158,157,74,23,0,768,17,8,19,12,11,13,47,28,12,159,5,10,8,13,15,21,10,5,0,86,42,62,149,185,178,198,126,58,12,1011
LGA54970,6,39,108,74,73,60,4,0,0,365,9,6,21,21,20,20,21,5,0,134,3,36,93,50,60,41,5,0,0,287,25,82,219,147,151,121,33,11,0,787,6,93,330,309,329,258,37,0,0,1360,10,11,55,35,45,21,7,0,0,181,0,11,38,49,39,40,6,0,0,186,0,0,7,0,7,3,0,0,0,24,13,117,430,401,417,327,46,0,0,1753,0,0,0,10,7,4,0,0,0,23,0,0,6,0,4,3,6,0,0,9,0,0,5,11,8,4,6,0,0,28,13,119,441,406,421,333,46,0,0,1783,28,14,34,32,36,50,40,13,5,251,19,107,444,396,418,302,51,5,0,1742,63,246,920,834,874,681,140,21,0,3777
LGA55040,13,37,121,81,68,63,10,3,0,396,10,6,11,17,12,31,46,8,0,144,11,45,88,64,50,44,13,3,0,321,33,90,222,165,130,142,75,12,0,866,15,113,372,309,252,188,31,5,0,1281,4,11,47,48,40,24,3,0,0,185,4,3,33,13,23,14,7,0,0,89,0,0,7,9,0,3,0,0,0,27,28,130,457,384,308,231,44,5,0,1585,0,4,0,0,8,3,0,0,0,20,0,0,4,0,0,0,3,0,0,10,0,4,6,0,8,5,3,0,0,27,28,134,464,384,319,241,45,5,0,1606,17,16,20,23,22,44,106,27,5,273,29,167,447,376,299,209,58,3,0,1589,66,312,930,781,640,497,205,32,5,3467
LGA55110,1459,1675,3258,3739,4217,3456,711,54,6,18573,842,422,1278,1209,1151,2395,5157,3520,1300,17271,100,111,207,224,229,175,197,283,281,1800,2399,2207,4737,5165,5603,6024,6066,3857,1588,37652,473,1474,3574,4122,4852,3691,640,35,0,18856,1795,1332,1968,2283,2301,2344,890,120,5,13047,88,136,403,344,378,435,105,8,5,1900,46,70,175,133,115,82,34,17,4,676,2405,3012,6117,6879,7646,6546,1669,184,14,34482,130,240,325,273,281,242,41,4,0,1538,363,115,170,132,137,182,45,6,0,1155,497,355,493,403,426,421,88,7,0,2692,2907,3369,6615,7283,8072,6966,1750,192,18,37170,1805,703,1673,1664,1769,3741,9369,6731,2236,29674,199,218,403,418,430,344,405,484,419,3318,4910,4287,8688,9358,10271,11054,11522,7405,2668,70166
LGA55180,147,116,348,386,477,519,151,24,0,2171,81,34,98,93,96,197,359,237,106,1310,25,10,28,41,52,54,40,33,12,295,254,167,472,529,625,767,554,293,117,3776,109,193,414,454,577,580,173,27,4,2523,163,68,223,241,298,353,182,34,6,1563,4,16,53,35,33,72,27,3,0,249,11,9,17,15,8,6,11,9,0,84,287,280,709,743,924,1012,394,74,9,4425,8,16,16,15,13,22,3,0,0,104,9,4,10,6,9,20,4,0,0,62,24,19,29,25,23,42,5,0,0,161,306,300,733,769,947,1051,401,73,9,4588,175,50,129,139,176,357,677,478,178,2356,45,29,67,81,113,110,77,52,23,591,529,375,929,987,1231,1511,1161,605,209,7540
LGA55250,6,30,79,46,57,55,13,5,0,288,21,21,14,27,13,37,41,10,0,181,10,17,44,30,39,24,18,3,0,182,38,62,137,97,110,114,72,15,0,651,6,61,244,178,192,143,40,0,0,859,0,11,22,32,24,24,12,0,0,128,0,6,23,15,19,29,3,0,0,97,4,5,3,7,5,0,3,0,0,33,10,83,297,237,239,192,57,3,0,1120,0,3,6,0,3,6,0,0,0,21,4,0,0,0,0,0,4,0,0,20,4,5,5,4,3,5,4,0,0,34,18,89,305,235,239,197,62,8,0,1160,37,25,35,35,31,63,94,36,0,358,18,61,165,137,148,100,45,9,0,688,77,176,506,410,422,363,197,47,0,2200
LGA55320,1968,2560,4585,5691,5846,4437,1295,111,5,26500,1240,430,728,1177,1135,2139,4598,3272,1858,16573,93,75,224,212,199,190,203,255,267,1720,3303,3067,5536,7080,7183,6766,6095,3631,2129,44795,374,1815,5885,6940,7611,5275,1119,70,7,29097,2726,2712,2381,3447,3193,2945,1632,263,13,19312,108,121,409,373,258,335,135,21,0,1763,42,78,141,106,86,66,36,14,3,564,3247,4725,8813,10864,11151,8623,2920,368,27,50737,57,122,223,208,236,168,34,3,0,1058,491,229,151,144,150,146,63,4,0,1376,554,350,375,357,386,314,99,9,0,2432,3796,5074,9186,11222,11536,8938,3018,373,27,53169,2582,870,1115,1512,1529,3261,7981,5913,2956,27715,161,138,406,392,377,367,400,444,436,3113,6542,6091,10708,13119,13433,12569,11395,6727,3415,83995
LGA55390,0,21,36,20,31,36,5,0,0,143,3,0,0,3,4,11,7,0,0,39,0,15,20,9,16,14,4,0,0,80,5,38,53,35,52,60,18,6,0,267,7,60,155,145,151,94,18,3,0,628,0,0,12,13,7,8,4,0,0,46,3,5,16,6,0,8,0,0,0,40,0,4,5,0,0,6,0,0,0,9,11,70,181,166,158,111,21,3,0,721,0,0,5,3,3,0,0,0,0,13,0,4,0,4,0,0,0,0,0,6,0,4,5,4,3,0,0,0,0,17,11,71,184,168,168,112,25,3,0,740,0,3,4,8,14,24,21,11,0,92,7,50,124,128,106,76,29,4,0,523,16,125,311,312,284,211,75,11,0,1358
LGA55460,49,50,124,129,142,134,35,5,0,670,25,14,34,33,32,56,113,56,36,396,13,3,27,29,19,30,15,6,0,140,88,70,181,184,190,218,166,71,40,1210,28,83,178,174,198,167,55,8,0,879,59,34,66,73,72,95,37,8,0,449,0,6,23,10,16,13,6,0,0,72,3,0,4,4,10,3,0,3,0,33,92,112,278,258,296,280,96,19,3,1432,0,6,14,4,7,10,0,0,0,45,0,4,3,0,6,0,0,0,0,18,0,15,17,9,16,13,0,0,0,65,93,129,289,270,310,285,96,19,3,1499,50,22,47,48,58,103,231,115,53,722,26,24,58,57,45,51,40,22,7,329,167,174,384,370,415,444,363,155,68,2549
LGA55530,0,6,11,30,21,20,6,6,0,99,0,4,6,3,6,16,21,7,0,57,0,0,0,5,8,15,10,5,0,39,6,11,22,33,31,47,42,16,0,201,5,11,18,31,35,34,9,4,0,144,0,6,0,13,12,13,5,4,0,47,0,0,3,0,5,11,4,0,0,26,0,0,0,4,0,3,0,0,0,9,5,16,30,48,50,53,17,8,0,226,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,16,28,48,54,56,17,8,0,234,5,4,6,3,5,23,55,19,0,118,0,0,3,6,14,30,27,14,5,103,7,18,40,57,72,106,99,41,4,450
LGA55600,27,36,85,92,117,108,46,11,0,516,29,12,27,15,19,30,74,51,26,293,8,9,8,15,18,12,14,6,7,101,55,54,122,124,158,156,134,69,33,911,17,52,114,117,168,165,53,12,0,692,26,12,34,53,59,74,41,19,0,321,0,3,10,7,3,12,9,0,0,51,0,0,5,0,5,0,5,0,0,20,47,71,160,182,237,251,107,33,0,1079,3,4,15,4,4,0,0,0,0,36,10,0,6,0,0,4,0,0,0,25,10,9,20,9,7,6,5,0,0,62,59,78,179,187,242,252,109,33,0,1136,55,19,45,22,38,59,135,98,38,506,11,20,37,28,41,43,33,14,8,234,115,120,253,244,318,355,277,141,47,1874
LGA55670,4,7,18,25,20,33,11,4,0,119,3,5,13,8,7,16,30,10,7,97,11,6,3,5,6,15,21,5,3,64,21,13,30,35,32,61,63,28,7,283,0,13,29,34,43,47,13,9,0,176,3,4,17,13,12,20,6,0,0,67,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,16,37,46,56,66,21,9,0,250,0,4,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,6,0,0,0,14,11,18,40,48,57,66,21,9,0,264,10,9,15,9,13,18,64,30,14,176,21,6,8,11,10,21,43,15,10,150,42,33,61,66,80,105,127,51,20,591
LGA55740,188,230,415,454,537,326,120,13,0,2279,191,39,80,107,132,197,328,267,110,1458,9,15,24,16,16,24,25,24,23,180,394,279,516,575,681,548,466,309,141,3911,24,135,458,537,706,397,93,17,0,2364,215,258,240,310,301,262,176,29,0,1809,14,19,38,36,22,17,16,3,0,160,3,3,7,14,3,4,0,0,0,36,258,417,748,899,1038,682,294,56,0,4372,0,14,23,19,31,19,6,0,0,107,42,15,10,6,12,10,8,5,0,109,40,21,35,27,39,29,14,3,0,217,299,439,776,924,1077,707,302,61,0,4591,321,75,135,136,189,326,585,464,183,2423,16,22,53,43,38,46,36,42,29,337,639,539,968,1110,1305,1078,929,566,218,7352
LGA55810,7,12,28,22,29,33,11,0,0,142,0,0,3,9,4,22,32,6,0,83,15,11,35,37,28,34,7,0,0,170,16,24,68,74,62,87,52,10,0,391,0,25,80,85,93,67,15,0,0,375,0,0,4,3,12,10,9,0,0,45,0,3,4,5,8,21,4,0,0,49,0,0,0,7,5,0,0,0,0,16,8,31,95,100,117,96,28,0,0,479,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,8,0,0,3,0,0,0,0,0,0,13,8,31,100,101,121,103,28,0,0,496,0,0,10,21,7,37,66,17,7,165,21,33,114,128,125,106,39,7,0,580,30,71,227,252,254,240,137,24,3,1231
LGA55880,0,6,11,20,25,29,8,0,0,104,0,0,8,0,3,7,10,5,12,44,0,0,0,4,4,4,0,0,0,13,3,8,18,32,34,38,18,8,12,167,0,8,24,30,43,41,13,5,0,170,0,5,9,11,10,8,7,0,0,53,0,0,0,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,13,34,47,56,57,23,8,0,234,0,0,0,3,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,13,3,13,38,46,56,60,21,8,0,240,0,0,8,11,8,11,21,10,16,95,0,0,4,8,7,5,0,0,0,31,8,12,45,64,73,79,49,13,16,364
LGA55950,5,0,19,24,23,28,11,0,0,118,5,3,4,3,10,20,19,18,0,87,0,0,6,0,3,0,0,5,0,29,11,3,28,36,36,49,39,23,0,235,6,0,28,32,47,36,21,8,0,179,5,0,13,17,9,17,10,5,0,71,0,0,4,3,4,9,0,0,0,18,0,0,0,3,0,4,3,0,0,12,9,0,43,54,57,61,39,9,0,279,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,9,9,39,54,60,61,39,9,0,287,14,11,12,8,12,20,33,27,6,139,3,0,7,8,12,7,6,8,7,57,28,13,60,65,81,93,80,46,9,482
LGA56090,699,692,1353,1778,2221,1883,470,48,4,9153,384,94,364,412,425,789,1694,1082,349,5603,32,29,76,75,79,70,65,72,82,570,1123,819,1792,2257,2726,2744,2224,1203,432,15321,256,766,1711,2144,2766,2258,440,36,0,10372,885,564,703,1018,1217,1229,566,96,0,6279,42,41,201,155,146,219,61,4,0,869,19,29,64,46,68,43,11,6,3,292,1199,1402,2671,3359,4194,3748,1081,147,6,17812,42,53,88,63,79,74,11,0,0,415,132,44,49,44,58,58,32,0,0,421,179,99,136,107,140,135,37,0,0,842,1376,1503,2807,3461,4334,3886,1120,148,9,18651,874,365,1121,1107,918,1359,3084,2085,609,11510,74,64,156,143,143,142,113,116,122,1063,2325,1929,4077,4712,5394,5384,4317,2350,734,31226
LGA56160,0,0,9,4,7,8,7,0,0,32,0,0,3,0,3,4,16,0,0,33,0,0,0,0,0,0,0,0,0,6,0,0,14,9,12,12,15,0,0,71,0,0,15,14,17,10,3,0,0,51,0,0,4,0,6,6,0,0,0,10,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,13,10,18,9,9,0,0,69,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,17,18,11,9,0,0,68,3,4,7,0,8,5,21,0,0,53,0,0,0,4,6,0,5,0,0,10,0,0,23,24,26,22,35,0,0,136
LGA56230,350,300,583,726,843,673,169,18,3,3656,177,65,248,235,216,487,947,602,159,3142,38,20,64,60,55,50,55,54,45,445,559,386,893,1026,1115,1206,1173,678,208,7249,123,317,686,834,1051,759,167,15,0,3959,370,233,347,413,432,470,194,36,7,2506,31,25,87,68,77,89,27,0,0,397,18,12,31,23,23,28,15,3,0,154,534,585,1158,1340,1592,1340,400,61,7,7016,36,31,59,58,60,44,4,0,0,291,50,14,32,35,20,33,12,0,0,196,85,52,90,93,81,73,22,0,0,494,621,636,1248,1431,1672,1419,419,59,7,7512,354,111,313,323,345,801,1794,1196,322,5562,71,44,110,115,127,111,126,103,65,870,1049,787,1669,1870,2143,2332,2337,1362,399,13943
