LGA_CODE_2021,P_400_499_15_19_yr,P_400_499_20_24_yr,P_400_499_25_34_yr,P_400_499_35_44_yr,P_400_499_45_54_yr,P_400_499_55_64_yr,P_400_499_65_74_yr,P_400_499_75_84_yr,P_400_499_85_yr_over,P_400_499_Tot,P_500_649_15_19_yr,P_500_649_20_24_yr,P_500_649_25_34_yr,P_500_649_35_44_yr,P_500_649_45_54_yr,P_500_649_55_64_yr,P_500_649_65_74_yr,P_500_649_75_84_yr,P_500_649_85_yr_over,P_500_649_Tot,P_650_799_15_19_yr,P_650_799_20_24_yr,P_650_799_25_34_yr,P_650_799_35_44_yr,P_650_799_45_54_yr,P_650_799_55_64_yr,P_650_799_65_74_yr,P_650_799_75_84_yr,P_650_799_85_yr_over,P_650_799_Tot,P_800_999_15_19_yr,P_800_999_20_24_yr,P_800_999_25_34_yr,P_800_999_35_44_yr,P_800_999_45_54_yr,P_800_999_55_64_yr,P_800_999_65_74_yr,P_800_999_75_84_yr,P_800_999_85_yr_over,P_800_999_Tot,P_1000_1249_15_19_yr,P_1000_1249_20_24_yr,P_1000_1249_25_34_yr,P_1000_1249_35_44_yr,P_1000_1249_45_54_yr,P_1000_1249_55_64_yr,P_1000_1249_65_74_yr,P_1000_1249_75_84_yr,P_1000_1249_85_yr_over,P_1000_1249_Tot,P_1250_1499_15_19_yr,P_1250_1499_20_24_yr,P_1250_1499_25_34_yr,P_1250_1499_35_44_yr,P_1250_1499_45_54_yr,P_1250_1499_55_64_yr,P_1250_1499_65_74_yr,P_1250_1499_75_84_yr,P_1250_1499_85_yr_over,P_1250_1499_Tot,P_1500_1749_15_19_yr,P_1500_1749_20_24_yr,P_1500_1749_25_34_yr,P_1500_1749_35_44_yr,P_1500_1749_45_54_yr,P_1500_1749_55_64_yr,P_1500_1749_65_74_yr,P_1500_1749_75_84_yr,P_1500_1749_85_yr_over,P_1500_1749_Tot,P_1750_1999_15_19_yr,P_1750_1999_20_24_yr,P_1750_1999_25_34_yr,P_1750_1999_35_44_yr,P_1750_1999_45_54_yr,P_1750_1999_55_64_yr,P_1750_1999_65_74_yr,P_1750_1999_75_84_yr,P_1750_1999_85_yr_over,P_1750_1999_Tot,P_2000_2999_15_19_yr,P_2000_2999_20_24_yr,P_2000_2999_25_34_yr,P_2000_2999_35_44_yr,P_2000_2999_45_54_yr,P_2000_2999_55_64_yr,P_2000_2999_65_74_yr,P_2000_2999_75_84_yr,P_2000_2999_85_yr_over,P_2000_2999_Tot,P_3000_3499_15_19_yr,P_3000_3499_20_24_yr,P_3000_3499_25_34_yr,P_3000_3499_35_44_yr,P_3000_3499_45_54_yr,P_3000_3499_55_64_yr,P_3000_3499_65_74_yr,P_3000_3499_75_84_yr,P_3000_3499_85_yr_over,P_3000_3499_Tot,P_3500_more_15_19_yr,P_3500_more_20_24_yr,P_3500_more_25_34_yr,P_3500_more_35_44_yr,P_3500_more_45_54_yr,P_3500_more_55_64_yr,P_3500_more_65_74_yr,P_3500_more_75_84_yr,P_3500_more_85_yr_over,P_3500_more_Tot,P_Personal_inc_ns_15_19_yr,P_Personal_inc_ns_20_24_yr,P_Personal_inc_ns_25_34_yr,P_Personal_inc_ns_35_44_yr,P_Personal_inc_ns_45_54_yr,P_Personal_inc_ns_55_64_yr,P_Personal_inc_ns_65_74_yr,P_Personal_inc_ns_75_84_yr,P_Personal_inc_ns_85_yr_over,P_Personal_inc_ns_Tot,P_OS_vis_15_19_yr,P_OS_vis_20_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_OS_vis_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
LGA54970,0,0,9,0,3,6,10,8,0,32,5,3,4,0,0,6,3,0,0,28,0,4,4,7,0,10,8,0,0,27,0,3,8,6,11,12,0,0,0,45,0,7,14,4,12,9,4,0,0,47,4,12,25,16,26,18,5,0,0,105,0,19,33,32,34,42,4,0,0,173,4,22,58,38,31,42,5,0,0,190,0,47,201,173,188,122,22,0,0,752,0,0,53,59,49,32,5,0,0,208,0,0,31,48,62,42,7,0,0,188,22,114,443,402,423,303,50,5,0,1756,0,0,3,5,0,0,0,0,0,20,63,246,926,841,876,678,141,21,0,3796
LGA55040,0,8,0,4,4,10,14,0,0,51,6,0,5,0,7,4,13,6,0,50,0,5,14,4,7,3,8,0,0,41,0,0,6,12,4,4,3,4,0,43,0,8,24,12,20,20,12,0,0,95,3,21,26,17,18,15,8,0,0,115,0,18,44,28,23,29,6,0,0,154,4,29,73,45,27,29,8,0,0,211,0,37,177,137,96,70,8,0,0,535,0,4,48,59,40,20,0,0,0,168,0,0,31,61,63,28,8,0,0,195,26,162,450,379,293,208,59,9,0,1585,0,0,7,4,0,3,0,0,4,21,66,316,938,783,640,495,205,32,7,3489
LGA55110,222,364,446,486,518,806,1946,1652,632,7079,254,476,702,660,656,801,1470,947,322,6295,142,478,676,705,631,699,945,607,181,5070,80,523,808,756,814,714,651,322,104,4776,44,381,933,858,994,993,558,228,48,5041,25,225,702,654,774,749,308,116,27,3577,3,157,564,647,687,648,218,86,38,3044,8,80,450,549,679,509,130,34,4,2446,8,121,831,1239,1413,1090,222,45,13,4992,0,13,184,305,334,264,59,18,0,1173,3,12,140,331,523,396,130,50,27,1616,264,256,475,487,510,421,580,610,525,4120,4,3,10,15,11,17,18,3,5,85,4912,4287,8701,9371,10286,11074,11540,7415,2671,70253
LGA55180,29,20,50,50,57,109,153,130,54,656,53,30,77,85,103,117,131,67,18,677,36,49,95,75,94,91,104,44,17,601,18,78,138,122,129,153,74,38,12,755,8,57,109,97,143,161,68,19,5,665,0,28,86,65,90,118,33,3,0,425,3,10,66,83,99,94,42,12,0,407,0,3,39,47,69,65,11,5,0,244,5,8,43,81,104,95,23,4,0,357,0,0,9,17,13,14,3,3,0,55,0,0,12,25,29,21,15,7,0,103,55,30,75,82,121,113,109,60,24,668,0,9,26,3,0,0,0,0,0,45,525,389,956,990,1234,1511,1159,605,209,7581
LGA55250,5,0,6,6,7,6,17,14,0,63,0,9,8,7,9,8,23,8,0,69,0,5,10,9,0,6,11,0,0,47,0,3,12,5,12,7,11,3,0,60,0,7,31,10,15,20,10,0,0,105,5,7,33,17,10,13,6,0,0,94,0,11,34,25,27,23,4,0,0,142,0,14,35,26,29,15,3,0,0,130,0,24,88,67,64,61,12,0,0,321,0,5,21,26,23,18,0,0,0,100,0,3,18,29,33,25,4,0,0,115,29,64,170,145,155,110,42,10,0,724,0,0,5,3,4,0,0,0,0,12,77,176,512,411,429,363,197,47,0,2213
LGA55320,256,538,351,405,390,586,1263,1123,687,5598,245,654,525,536,564,673,1169,834,428,5629,134,563,604,578,595,641,976,616,239,4952,88,522,792,821,794,832,847,445,177,5329,45,576,1231,1059,1062,1034,861,342,129,6324,18,365,1168,1030,1014,869,582,192,46,5286,8,217,1199,1086,1028,926,464,141,71,5142,5,68,873,896,951,781,323,72,45,4012,10,75,1413,2306,2333,1746,543,118,58,8595,0,16,306,732,741,471,130,51,16,2465,4,12,340,1527,1856,1169,337,115,28,5389,235,241,503,464,453,448,501,590,622,4063,12,8,32,41,45,42,48,17,7,256,6551,6100,10743,13162,13479,12612,11434,6743,3422,84251
LGA55390,3,0,0,0,0,0,4,4,0,18,0,4,0,0,4,4,3,3,0,13,0,0,0,0,3,0,4,0,0,12,0,3,3,5,7,0,4,0,0,23,0,6,3,3,12,9,0,0,0,23,5,6,12,13,10,14,0,0,0,56,0,9,16,14,13,19,3,0,0,69,4,14,27,13,18,3,0,0,0,84,0,20,71,53,46,40,9,0,0,250,0,0,27,31,24,15,0,0,0,100,0,4,17,40,30,10,0,0,0,101,7,54,124,129,109,77,29,4,0,532,0,3,0,0,0,0,0,0,0,3,16,128,318,312,284,210,75,11,0,1358
LGA55460,8,4,15,16,20,22,50,29,16,187,11,10,31,31,25,36,43,21,6,211,8,27,25,24,24,31,26,10,0,168,3,18,36,27,44,34,17,6,0,188,0,21,40,33,41,45,22,4,0,214,0,17,24,39,36,29,16,0,0,157,0,7,34,24,31,21,12,3,0,130,0,8,24,28,31,18,7,0,0,119,0,5,42,32,46,41,14,0,0,180,0,0,3,11,3,6,3,0,0,33,0,4,5,12,10,5,4,0,0,43,27,24,59,60,47,56,44,30,3,357,0,0,0,0,0,0,0,0,0,3,167,174,384,370,421,444,363,157,68,2545
LGA55530,0,0,0,4,5,7,18,4,0,37,0,0,5,6,4,9,7,0,0,27,0,0,0,6,3,5,5,3,0,20,0,3,7,5,0,10,0,0,0,28,0,0,6,8,12,11,6,3,0,44,0,0,0,0,0,3,0,0,0,13,0,0,0,3,10,5,0,0,0,22,0,6,0,8,4,4,0,0,0,16,0,0,3,4,6,12,0,0,0,28,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,5,8,0,0,18,0,0,3,4,17,30,28,17,5,105,0,0,0,0,0,0,0,0,0,0,7,18,40,57,72,106,99,41,4,450
LGA55600,8,4,10,8,14,21,31,24,9,119,5,11,22,21,21,14,25,14,6,132,4,11,16,22,25,24,24,13,5,136,7,25,24,18,24,27,10,7,0,148,0,13,32,19,39,41,16,8,0,173,0,9,22,20,27,31,10,0,0,119,0,4,20,20,16,36,10,3,0,112,0,0,14,24,25,21,5,0,0,87,0,0,17,22,23,22,13,0,0,108,0,0,0,5,6,13,3,0,0,28,0,0,0,14,3,6,5,0,0,30,14,19,41,29,42,42,36,27,23,277,0,20,26,9,0,0,0,0,0,51,115,134,279,248,318,355,277,141,47,1929
LGA55670,0,0,6,4,9,4,9,6,4,38,0,3,3,4,3,3,8,0,0,28,0,8,0,0,5,5,4,3,4,31,0,0,3,7,10,8,6,6,0,43,0,0,7,9,15,14,6,4,0,42,0,3,9,5,3,8,4,0,0,31,0,0,0,6,4,0,0,5,0,22,0,0,0,0,4,8,0,0,0,18,0,0,6,8,8,10,0,0,0,29,0,0,0,0,0,0,0,0,0,5,0,0,4,4,0,4,3,0,0,11,24,6,8,14,6,24,47,16,11,159,0,0,0,0,0,0,0,0,0,0,42,33,65,66,80,105,127,51,20,586
LGA55740,17,59,44,25,36,53,115,112,49,506,20,62,56,39,62,45,85,65,25,458,16,49,72,41,45,42,53,33,11,361,3,31,98,65,56,59,59,32,11,418,3,52,98,78,85,71,60,32,10,487,0,30,102,75,60,63,46,9,3,389,0,17,95,82,84,66,26,20,3,404,0,5,60,70,73,59,36,16,3,318,0,7,92,165,184,113,61,27,9,643,0,3,27,51,86,55,16,5,0,248,0,0,37,232,323,220,101,50,6,979,26,28,62,49,44,64,46,38,34,387,4,0,7,0,7,7,4,4,0,29,639,539,970,1113,1314,1088,931,574,218,7379
LGA55810,0,0,4,3,0,5,15,5,0,30,0,3,0,9,5,4,7,0,0,30,0,0,0,9,0,4,15,0,0,31,0,0,3,9,3,10,4,0,0,28,0,0,7,0,5,9,4,0,0,38,0,3,4,3,8,3,4,0,0,27,0,4,10,4,4,9,4,0,0,36,0,6,17,11,10,15,3,0,0,66,0,11,33,27,37,26,11,0,0,143,0,0,12,15,19,11,3,0,0,62,0,0,11,17,16,9,0,0,0,62,20,33,117,130,127,103,42,12,0,587,0,0,0,0,0,0,0,0,0,0,30,71,227,252,254,240,137,24,3,1231
LGA55880,0,0,0,4,0,9,9,0,0,25,0,0,4,7,4,3,4,3,5,32,0,0,0,0,3,3,0,0,4,17,0,0,3,4,5,8,3,5,0,26,0,3,8,6,8,10,5,5,0,40,0,0,3,5,5,4,0,0,3,23,0,0,8,6,11,5,6,0,0,26,0,0,3,5,4,9,0,0,0,17,0,0,0,0,13,13,0,0,0,33,0,0,0,0,5,0,0,0,0,4,0,0,0,0,6,0,0,0,0,6,0,0,4,8,7,5,0,0,5,32,0,0,0,0,0,0,0,0,0,0,8,12,45,64,73,79,49,13,16,364
LGA55950,0,3,0,0,0,0,7,16,4,32,0,3,3,3,3,17,6,3,0,39,4,0,0,3,3,5,6,3,0,27,0,0,6,3,5,8,10,0,3,38,0,0,7,6,10,5,3,0,0,33,0,0,3,0,0,11,3,3,0,24,0,0,5,3,0,8,0,0,0,22,0,0,3,11,11,0,3,0,0,28,0,0,6,9,3,9,0,0,0,36,0,0,0,0,0,0,0,0,0,5,0,0,0,4,3,0,3,0,0,15,8,0,7,5,16,8,8,6,7,59,0,0,0,0,0,0,0,0,0,0,28,13,60,65,81,93,80,46,9,482
LGA56090,118,141,133,127,183,237,609,470,211,2226,104,172,199,207,266,330,517,291,72,2167,84,182,234,240,273,279,346,196,39,1874,55,241,298,300,355,398,313,130,30,2123,29,206,400,332,491,536,273,81,15,2365,10,111,349,339,438,435,148,45,7,1878,7,70,333,389,453,421,147,45,5,1875,0,33,238,299,424,325,92,21,0,1428,4,41,360,664,781,626,130,26,7,2629,0,5,79,175,207,158,47,9,3,682,5,10,82,236,338,224,56,16,3,961,128,266,797,721,505,332,224,167,145,3284,0,0,10,3,6,12,0,3,0,35,2326,1931,4089,4716,5399,5397,4319,2352,734,31259
LGA56160,0,0,0,0,3,0,4,0,0,11,0,0,0,6,0,0,0,0,0,12,0,0,4,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,11,0,0,0,0,3,0,4,0,0,13,0,0,3,4,0,4,0,0,0,6,0,0,0,5,0,4,6,0,0,13,0,0,4,0,3,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,23,24,26,22,35,0,0,136
LGA56230,57,55,97,87,107,172,354,294,96,1324,52,88,126,137,132,177,267,174,49,1207,34,94,114,133,133,128,174,96,28,948,23,86,134,140,155,158,125,53,12,894,12,81,155,172,171,189,101,41,8,923,5,49,119,90,142,124,51,18,0,603,9,34,118,123,154,139,41,19,4,638,5,19,89,105,146,118,37,7,0,519,0,36,166,258,335,232,62,7,0,1091,0,0,43,84,67,51,12,0,0,258,0,0,25,67,95,50,20,5,0,273,90,54,122,125,145,146,158,130,79,1042,0,0,4,3,3,0,3,0,0,14,1049,788,1673,1871,2143,2332,2338,1362,399,13965
LGA56300,0,0,5,0,12,22,46,24,8,113,3,0,6,6,5,21,39,10,3,106,3,3,13,14,22,14,22,7,0,98,6,4,7,15,15,26,21,7,0,104,5,4,17,16,21,24,16,8,0,113,0,0,3,20,8,19,5,4,0,61,0,0,4,12,9,9,8,0,0,43,0,0,4,3,8,9,3,3,0,27,0,0,4,24,6,12,6,0,0,52,0,0,4,0,4,0,0,0,0,4,0,0,0,4,7,5,8,0,0,22,12,0,17,31,25,34,34,33,4,190,0,4,3,0,0,0,0,0,0,3,59,22,104,189,177,288,330,144,26,1350
LGA56370,0,0,6,4,0,0,18,7,0,37,3,0,10,8,4,4,4,4,7,42,4,6,5,5,7,6,7,9,0,45,0,5,9,0,10,17,7,0,0,58,4,8,16,6,11,17,4,3,3,71,0,6,15,3,7,3,3,3,0,37,0,0,11,5,8,9,6,0,0,43,0,0,6,11,7,3,4,0,0,29,0,0,6,6,14,5,0,4,0,34,0,0,0,6,3,3,0,0,0,12,0,0,0,8,4,0,0,0,0,10,4,5,10,10,24,13,11,11,10,104,0,0,0,0,0,0,0,0,0,0,13,24,105,81,109,105,82,62,39,622
LGA56460,12,10,17,20,38,47,84,86,44,367,14,30,35,36,42,43,42,42,21,296,15,29,52,41,38,44,35,15,5,292,11,42,50,59,52,46,30,16,5,304,7,34,72,72,67,70,48,13,5,383,5,8,44,50,36,37,23,5,0,216,0,14,56,36,45,47,13,5,0,219,0,5,20,30,35,30,8,4,0,144,0,5,38,40,65,71,17,7,0,243,0,0,9,6,20,7,3,0,0,42,0,0,11,6,20,13,15,0,0,63,40,29,62,65,64,52,52,40,50,453,0,0,5,0,0,0,0,0,0,8,387,265,540,529,596,638,535,319,162,3970
LGA56580,50,131,59,48,65,98,171,171,88,888,31,128,105,65,78,85,189,142,77,906,28,104,80,85,85,114,157,121,48,807,9,94,105,99,108,125,199,135,46,924,6,88,146,134,162,149,183,118,49,1032,0,63,187,124,128,160,152,71,36,918,4,40,209,143,176,148,140,52,27,932,0,22,142,160,185,138,112,52,15,832,0,14,288,369,425,350,202,99,25,1772,3,8,75,151,197,161,82,24,10,716,3,3,98,682,1086,710,311,81,19,2995,40,40,71,91,102,65,112,104,144,758,3,0,10,8,5,16,12,0,5,58,1643,1385,1839,2472,3144,2739,2487,1540,712,17959
LGA56620,5,10,17,27,34,7,11,6,0,113,3,7,27,28,18,13,3,0,0,106,0,3,6,6,6,3,0,0,0,30,0,4,7,6,3,9,0,0,0,29,0,4,7,0,3,0,0,0,0,14,0,0,11,7,5,10,0,0,0,30,0,0,3,8,4,12,3,0,0,28,0,0,4,4,3,3,0,0,0,13,0,4,12,4,16,20,4,0,0,59,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,40,16,41,32,43,27,10,3,0,219,0,0,5,0,0,3,0,0,0,3,131,118,248,218,206,155,58,21,3,1156
LGA56730,27,27,67,69,92,127,235,162,71,869,50,43,88,63,81,116,147,80,19,688,24,67,66,73,91,71,82,59,19,553,15,74,100,91,111,117,57,22,10,596,15,60,130,139,140,147,75,16,4,730,7,35,110,103,120,111,33,5,0,518,0,24,80,70,90,114,44,10,0,430,0,6,47,73,69,84,23,0,0,312,0,9,79,118,171,133,38,5,0,547,0,0,8,18,22,27,3,0,0,88,0,4,14,28,36,31,5,5,0,124,79,88,238,226,181,149,143,91,59,1259,0,0,0,6,6,0,0,4,0,6,669,556,1210,1261,1460,1596,1403,705,232,9084
LGA56790,4,0,22,15,26,51,126,80,32,371,9,12,14,29,32,57,91,47,7,300,3,12,22,19,34,53,76,39,8,257,5,18,27,28,39,60,56,9,5,250,0,13,29,45,27,78,61,7,3,271,0,6,27,29,42,49,48,0,4,210,0,5,35,28,32,46,23,3,0,162,0,3,14,21,25,39,20,4,0,131,0,0,25,47,47,59,15,0,0,192,0,0,12,7,10,14,5,4,0,56,3,0,3,18,15,16,14,3,0,76,21,31,46,54,73,126,129,55,14,541,0,0,6,0,0,3,0,0,0,13,118,132,316,412,493,861,981,387,93,3792
LGA56860,0,0,0,0,0,9,6,4,0,18,3,3,0,0,0,0,8,4,0,20,0,0,5,0,0,0,5,0,0,12,0,0,5,4,0,0,0,0,0,9,0,8,0,4,0,3,3,0,0,19,0,3,0,0,4,7,0,0,0,12,0,0,0,3,4,3,0,0,0,8,0,0,0,0,0,6,0,0,0,3,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,4,14,10,11,7,0,55,0,0,0,0,0,0,0,0,0,0,10,23,14,20,42,43,52,10,4,216
LGA56930,4,6,0,0,6,5,7,3,3,35,0,11,0,10,5,6,9,5,3,43,0,4,7,5,0,5,5,6,4,36,5,0,4,0,6,3,0,4,6,37,0,8,13,3,7,6,9,4,0,54,0,4,20,7,10,7,13,6,0,62,0,3,5,8,9,12,7,8,3,65,0,0,17,7,10,9,10,3,0,52,0,6,5,17,19,14,22,7,4,95,0,3,5,8,14,18,13,0,3,55,0,0,11,38,108,101,44,25,5,331,12,3,0,6,4,9,8,6,6,59,0,0,0,0,0,0,0,0,0,0,231,96,110,110,213,219,174,98,45,1291
LGA57000,0,3,0,0,5,4,3,0,4,21,3,0,3,3,3,6,3,0,0,23,0,4,3,3,3,7,9,0,0,27,0,0,3,0,6,10,4,0,0,26,3,3,9,5,9,6,7,0,0,46,3,5,3,16,5,8,4,0,0,42,0,7,15,6,13,11,0,0,0,58,0,6,10,13,10,10,0,3,0,44,6,3,53,36,37,31,3,0,0,168,0,0,10,23,14,9,0,0,0,48,0,0,9,12,13,7,5,0,0,47,13,16,70,97,67,71,30,7,4,379,0,0,5,3,0,0,0,0,0,5,26,51,199,221,198,190,81,31,11,1001
LGA57080,88,282,282,129,109,126,217,156,59,1451,67,330,534,218,100,136,160,102,36,1679,43,246,479,198,90,100,122,50,18,1348,30,276,695,242,146,113,128,64,10,1707,17,282,983,367,200,198,123,58,12,2228,21,175,759,335,185,148,101,43,11,1778,8,89,772,384,193,166,93,43,9,1746,0,55,627,372,183,159,81,23,0,1499,5,81,1069,856,503,370,134,51,10,3071,0,12,258,296,176,147,51,20,5,962,5,20,256,545,443,405,144,40,19,1869,166,455,1108,770,589,512,390,226,98,4315,17,116,288,148,119,71,37,15,6,817,1495,3927,9347,5580,3518,3132,2319,1122,388,30826
LGA57140,4,0,4,4,8,14,33,28,4,104,4,3,8,7,8,14,15,14,3,80,3,6,6,0,6,14,12,3,3,54,3,6,5,3,11,17,3,4,0,58,0,8,11,7,11,16,8,4,0,69,0,0,3,9,5,10,6,5,0,36,0,0,3,11,8,17,14,0,0,43,0,0,3,7,0,8,0,0,0,27,0,0,8,0,12,11,0,3,0,35,0,0,0,3,0,0,0,0,0,4,0,0,0,3,4,4,3,5,0,18,0,6,5,13,13,11,3,16,3,71,0,0,0,0,0,0,0,0,0,0,34,46,87,96,116,179,157,97,26,830
LGA57210,9,15,29,30,46,72,139,72,25,440,25,16,41,45,41,58,79,43,13,365,9,30,40,49,53,66,43,18,0,304,13,20,33,55,59,73,57,17,9,330,3,22,75,55,88,86,41,9,6,377,0,17,26,41,53,34,28,7,0,213,0,6,22,29,53,29,22,0,0,166,0,4,16,27,51,35,9,5,0,139,0,3,19,40,52,52,19,0,0,187,0,0,8,11,11,10,0,0,0,39,0,0,10,12,11,34,11,0,0,77,36,22,56,95,82,93,66,43,38,533,0,0,0,0,0,0,0,0,0,6,289,189,459,555,739,859,791,328,116,4324
LGA57280,30,23,57,54,36,42,75,21,13,349,29,38,80,86,52,48,45,22,0,407,39,48,96,86,68,52,39,5,0,443,30,53,130,95,80,87,39,0,3,515,33,88,217,174,123,97,54,9,0,793,18,88,233,178,139,111,38,0,0,810,14,88,303,211,172,140,26,3,0,960,4,61,283,198,184,138,32,0,0,895,10,70,617,695,471,335,50,7,0,2249,0,13,275,273,169,109,13,5,0,848,3,10,208,364,282,188,28,0,0,1087,148,225,831,763,684,530,200,51,7,3440,0,3,13,18,13,11,8,0,0,62,814,937,3683,3472,2695,2173,861,208,35,14890
LGA57350,0,0,3,4,6,11,24,14,3,68,3,0,0,10,0,5,18,11,6,56,0,0,5,8,4,10,3,4,0,33,0,0,10,10,12,9,3,6,0,43,0,0,13,6,3,13,5,8,0,42,0,0,12,3,9,0,9,0,0,33,0,0,10,3,6,13,8,0,0,37,0,0,7,0,9,4,3,0,0,23,0,0,0,7,5,8,0,4,0,30,0,0,0,0,3,3,0,0,0,11,0,0,0,3,5,7,0,0,0,17,8,9,26,20,45,37,47,16,11,217,0,0,0,0,0,0,0,0,0,0,23,18,93,76,120,152,171,87,40,779
LGA57420,9,3,10,4,15,22,38,24,10,134,10,8,17,15,7,17,24,16,0,112,0,8,15,5,10,22,10,18,3,86,0,12,19,12,14,23,12,0,4,96,3,5,30,18,30,36,9,0,0,138,3,16,31,14,27,24,5,0,0,111,0,14,40,20,30,25,4,0,3,139,6,12,43,22,31,26,3,0,0,148,3,32,96,80,80,68,14,0,4,376,0,3,29,28,28,14,4,0,0,104,0,0,16,20,24,12,4,0,0,81,4,25,65,50,75,65,27,19,5,328,0,0,11,4,0,0,0,0,0,13,53,140,465,342,419,414,237,119,30,2223
LGA57490,384,540,705,650,706,945,1753,1432,568,7674,431,726,1161,989,988,936,1280,843,274,7625,282,880,1271,1101,1038,905,800,439,127,6841,183,928,1599,1393,1238,1057,559,228,67,7253,124,833,1981,1842,1786,1414,532,156,33,8697,59,557,1756,1472,1397,1085,318,68,13,6724,24,340,1559,1457,1527,1103,255,55,36,6348,16,160,1093,1206,1205,842,125,18,7,4672,10,208,1713,2466,2500,1549,219,16,8,8691,0,27,327,601,606,351,46,6,4,1961,6,26,233,570,633,424,74,24,11,1996,455,577,1168,931,791,584,554,562,403,6018,4,14,27,24,18,42,33,13,8,184,8721,7819,17577,17500,16949,14706,10455,6054,2063,101841
LGA57630,0,0,0,0,0,0,9,5,0,12,0,0,0,0,0,7,6,0,0,12,0,0,0,0,0,0,4,4,0,9,0,0,0,0,0,6,3,0,0,7,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,6,0,0,0,9,0,0,5,4,0,7,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,41,23,28,23,5,4,0,135,0,0,0,0,0,0,0,0,0,0,6,20,45,33,40,73,47,22,0,276
LGA57700,84,107,159,140,135,166,266,158,59,1275,121,148,285,221,170,156,199,121,25,1446,84,209,298,291,226,200,154,50,13,1533,58,215,465,353,295,230,132,40,6,1799,39,199,586,466,461,343,114,23,3,2221,9,116,489,464,365,246,75,6,0,1771,3,72,444,445,339,262,56,16,0,1637,0,51,302,368,275,169,46,7,0,1211,8,42,461,585,503,329,48,10,4,1979,0,12,86,149,124,82,11,5,0,467,0,5,65,135,162,108,17,5,0,498,105,94,254,288,255,199,132,85,34,1443,0,0,0,4,3,8,9,3,0,37,1941,1669,4656,4551,3855,3219,2071,927,252,23150
LGA57770,0,4,3,9,7,26,75,26,3,156,0,10,19,3,10,34,58,20,5,155,8,14,26,14,11,35,63,15,0,185,0,17,32,31,23,35,39,9,0,193,0,15,52,24,26,50,35,10,0,213,0,0,27,32,16,39,17,3,0,139,0,3,26,24,29,38,10,7,0,136,0,0,17,9,11,27,10,0,0,77,0,5,39,46,41,61,11,3,0,197,0,0,4,9,7,11,3,0,0,39,0,0,4,16,22,22,6,0,0,65,8,24,44,59,65,114,119,52,6,482,0,0,16,0,4,0,0,0,0,20,43,88,355,298,324,625,659,216,14,2625
LGA57840,113,304,200,135,138,185,513,382,195,2168,87,408,336,225,201,265,449,314,139,2429,59,323,361,206,216,248,362,221,73,2066,34,342,512,307,291,282,340,145,56,2307,22,315,712,477,345,420,343,120,32,2792,9,238,737,371,329,346,229,71,16,2342,0,120,705,488,392,378,198,48,16,2346,3,47,526,413,335,320,178,45,16,1876,3,41,831,976,897,655,268,70,16,3764,0,7,176,342,328,236,80,17,6,1193,4,12,209,751,889,567,202,68,20,2718,80,154,322,240,194,217,238,300,412,2151,3,13,43,23,21,22,30,0,0,164,2503,3446,6409,5655,5164,5025,4621,2467,1232,36531
LGA57910,436,1077,1290,1112,1047,1475,2906,2698,1567,13610,387,1408,1933,1631,1391,1479,2180,1595,651,12659,220,1383,2442,1769,1438,1377,1484,1037,414,11570,143,1517,3601,2500,2011,1711,1380,688,253,13813,61,1333,4732,3378,2473,2205,1295,488,155,16113,38,846,4230,2896,2193,1728,860,261,75,13125,18,484,3672,2921,2140,1742,637,200,51,11869,0,196,2685,2371,1905,1302,388,107,26,8983,3,192,3930,5292,4025,2597,704,168,36,16944,3,28,728,1469,1229,701,183,54,20,4411,7,28,810,2674,2755,1438,428,121,31,8289,484,728,1971,1619,1181,930,955,945,860,9666,8,33,97,49,74,96,71,27,6,464,11211,13208,36243,33988,27546,23598,19600,12442,5790,183632
