LGA_CODE_2021,Australia_M,Australia_F,Australia_P,Afghanistan_M,Afghanistan_F,Afghanistan_P,Bangladesh_M,Bangladesh_F,Bangladesh_P,Canada_M,Canada_F,Canada_P,China_excl_SARs_Taiwan_M,China_excl_SARs_Taiwan_F,China_excl_SARs_Taiwan_P,Croatia_M,Croatia_F,Croatia_P,Egypt_M,Egypt_F,Egypt_P,Fiji_M,Fiji_F,Fiji_P,Germany_M,Germany_F,Germany_P,Greece_M,Greece_F,Greece_P,Hong_Kong_SAR_China_M,Hong_Kong_SAR_China_F,Hong_Kong_SAR_China_P,India_M,India_F,India_P,Indonesia_M,Indonesia_F,Indonesia_P,Iran_M,Iran_F,Iran_P,Iraq_M,Iraq_F,Iraq_P,Ireland_M,Ireland_F,Ireland_P,Italy_M,Italy_F,Italy_P,Japan_M,Japan_F,Japan_P,Korea_Republic_South_M,Korea_Republic_South_F,Korea_Republic_South_P,Lebanon_M,Lebanon_F,Lebanon_P,Malaysia_M,Malaysia_F,Malaysia_P,Nepal_M,Nepal_F,Nepal_P,Netherlands_M,Netherlands_F,Netherlands_P,New_Zealand_M,New_Zealand_F,New_Zealand_P,Pakistan_M,Pakistan_F,Pakistan_P,Philippines_M,Philippines_F,Philippines_P,Poland_M,Poland_F,Poland_P,Singapore_M,Singapore_F,Singapore_P,South_Africa_M,South_Africa_F,South_Africad_P,Sri_Lanka_M,Sri_Lanka_F,Sri_Lanka_P,Taiwan_M,Taiwan_F,Taiwan_P,Thailand_M,Thailand_F,Thailand_P,United_Kingdom_CI_IM_M,United_Kingdom_CI_IM_F,United_Kingdom_CI_IM_P,United_States_America_M,United_States_America_F,United_States_America_P,Vietnam_M,Vietnam_F,Vietnam_P,Born_elsewhere_M,Born_elsewhere_F,Born_elsewhere_P,Country_birth_not_stated_M,Country_birth_not_stated_F,Country_birth_not_stated_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
LGA57000,330,177,509,0,0,0,0,0,0,0,3,3,15,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,3,0,0,0,3,0,3,0,4,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,4,39,10,46,0,0,0,4,0,5,0,0,0,3,0,3,10,4,10,0,0,0,0,0,0,0,3,3,21,12,33,0,0,0,0,3,5,23,5,26,303,88,396,5,0,5,782,307,1090
LGA57080,6672,5347,12022,32,17,49,44,31,77,52,77,129,819,989,1807,23,21,46,34,29,64,12,9,23,77,69,148,17,21,40,146,156,307,696,569,1265,220,303,520,147,135,283,19,11,28,183,128,307,151,95,248,179,227,409,165,210,375,17,7,23,358,485,845,83,100,184,38,31,67,362,285,645,103,57,164,179,291,470,58,62,117,260,332,590,246,240,483,75,82,156,49,108,159,85,174,256,1303,838,2133,149,150,297,124,208,337,1450,1473,2922,2551,1774,4324,540,308,849,17739,15458,33193
LGA57140,405,367,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,4,0,0,0,0,0,0,0,0,0,4,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,19,28,44,0,0,0,0,5,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,35,29,62,0,6,6,0,0,0,3,7,16,30,25,58,0,0,0,511,487,995
LGA57210,1890,1739,3632,49,29,84,0,0,0,9,7,9,0,0,4,3,0,3,0,0,0,0,0,3,9,27,32,0,0,0,0,0,0,6,3,8,0,0,0,0,0,3,0,0,0,9,4,9,0,3,5,0,3,7,0,0,0,0,0,0,5,4,9,0,0,0,11,15,27,65,60,123,0,7,8,20,27,53,0,4,4,3,0,3,16,23,46,4,3,0,0,3,3,3,5,7,216,228,439,14,9,19,4,0,7,35,48,79,288,287,585,5,5,7,2679,2543,5227
LGA57280,6178,5135,11314,0,0,0,7,0,3,5,11,20,24,48,69,8,4,15,5,5,4,15,16,30,23,18,44,3,3,9,8,0,6,144,90,234,36,62,100,3,6,8,0,0,0,35,26,61,12,4,13,3,0,3,5,13,17,0,0,7,29,32,59,3,0,3,12,3,15,550,354,904,15,3,17,223,245,459,5,7,10,28,19,50,129,104,233,31,18,48,0,5,0,17,78,91,352,218,571,16,20,36,12,22,30,322,191,517,2451,1248,3699,34,21,60,10743,8049,18788
LGA57350,287,316,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,4,15,3,19,0,0,0,4,7,6,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,18,21,38,0,0,0,0,0,0,8,8,14,121,121,242,0,0,0,443,489,935
LGA57420,991,686,1678,0,0,0,0,0,0,4,5,10,3,0,5,0,0,0,0,0,0,0,0,0,8,5,6,0,0,0,0,0,0,9,8,18,4,0,3,4,0,3,0,0,0,24,7,32,0,0,5,0,0,0,0,0,0,0,0,0,7,4,4,0,0,0,3,5,5,77,38,116,0,0,0,16,16,33,0,0,3,0,0,0,47,25,65,6,0,5,0,0,0,0,6,7,85,57,144,3,8,12,3,0,3,61,30,89,219,104,326,9,4,13,1586,1003,2592
LGA57490,41532,43298,84833,6,3,10,25,19,46,115,156,266,88,187,269,94,87,175,28,28,57,46,53,95,252,308,560,6,11,19,27,41,74,515,483,998,113,226,343,30,25,53,10,17,24,349,366,716,146,125,264,23,73,94,33,49,84,10,18,31,132,167,296,21,28,53,242,236,477,3120,3208,6329,53,32,83,497,898,1399,56,82,140,98,142,241,1226,1233,2459,35,30,69,13,27,42,62,390,452,9430,10019,19447,203,219,417,94,139,237,1790,2096,3889,3086,2878,5959,97,105,203,63702,67513,131213
LGA57630,73,37,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,3,12,0,0,0,0,0,0,0,3,8,112,25,136,0,0,0,203,75,283
LGA57700,10992,11208,22197,21,15,34,5,5,18,43,34,74,9,31,39,12,9,24,3,5,7,16,25,40,34,45,79,7,6,10,12,10,13,356,355,713,21,34,55,10,12,20,8,4,7,60,58,118,42,27,68,4,7,11,8,7,19,6,0,6,46,66,118,0,0,5,84,96,177,538,517,1052,37,29,68,127,183,304,10,10,17,51,51,101,280,281,564,29,19,50,3,7,8,13,36,50,1370,1544,2916,51,35,83,16,22,35,496,541,1032,485,508,993,17,26,46,15298,15868,31167
LGA57770,953,858,1812,0,0,0,0,0,0,0,7,3,0,7,7,4,0,6,0,0,3,0,0,0,8,5,19,3,0,3,6,0,3,0,0,0,0,7,9,0,0,0,0,0,0,6,3,12,17,4,19,0,4,6,0,3,3,0,0,0,3,3,6,0,0,0,4,7,12,39,34,74,0,0,0,6,9,8,0,3,0,3,3,8,17,13,23,0,0,0,0,6,3,0,9,5,118,118,237,10,8,21,3,3,8,54,60,116,281,240,527,14,14,18,1547,1430,2976
LGA57840,12872,13165,26038,15,12,34,22,10,38,62,73,130,337,459,797,24,26,48,37,23,53,13,11,20,66,78,143,26,34,52,106,113,225,457,440,895,217,340,553,152,148,299,35,28,64,157,143,297,147,137,284,57,111,170,80,117,201,22,13,31,511,655,1167,67,58,127,64,73,139,395,359,751,96,32,131,86,195,281,62,75,134,255,300,555,336,361,696,94,81,179,29,50,81,60,138,194,1668,1468,3144,124,132,260,90,139,230,1104,1319,2425,824,934,1764,98,74,172,20864,21953,42818
LGA57910,62360,66290,128649,232,148,383,72,58,130,286,369,655,1277,1852,3133,317,376,691,150,153,307,39,43,81,422,585,1004,357,399,762,376,432,803,3554,3158,6707,277,594,871,553,557,1116,421,387,812,1199,1111,2313,1975,1966,3940,201,518,715,188,309,499,74,58,131,1234,1554,2788,299,276,578,280,333,622,2250,2075,4327,661,340,999,675,1166,1839,366,526,890,524,676,1203,1940,2090,4029,415,383,798,151,289,444,252,640,893,7225,7065,14291,473,513,992,1672,2116,3791,9573,11006,20574,4290,4357,8645,218,288,506,106824,115056,221880
LGA57980,4899,5404,10300,0,0,0,10,3,14,48,56,107,116,177,289,14,10,21,6,3,12,5,3,8,43,55,96,8,8,19,37,35,69,130,120,251,29,62,91,47,51,98,0,5,9,91,106,193,55,46,102,72,112,184,31,42,71,0,3,4,120,182,305,3,9,9,36,38,77,136,147,283,16,8,17,33,64,98,19,36,53,76,92,166,121,153,275,14,29,43,12,30,38,17,44,64,892,778,1674,92,88,178,31,36,68,456,597,1049,419,378,791,32,24,56,8162,9024,17183
LGA58050,46472,47125,93592,435,308,743,69,65,141,93,107,198,307,461,765,175,195,368,84,48,127,36,46,81,237,262,502,37,33,70,112,136,246,3081,2967,6048,137,315,454,183,180,362,330,297,625,387,329,711,398,376,774,35,105,137,53,85,135,39,40,70,490,651,1139,94,96,185,172,171,337,2725,2623,5342,232,168,398,1714,2257,3968,152,193,338,319,354,671,1040,1061,2096,264,256,525,40,95,137,168,454,621,5037,5197,10231,195,187,378,977,1285,2258,4414,4964,9379,2981,2929,5910,149,173,327,73827,76583,150408
LGA58190,160,113,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,20,0,0,0,0,0,0,0,7,5,33,27,58,0,0,0,209,162,374
LGA58260,229,190,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,29,0,0,0,0,0,0,4,6,12,53,55,110,3,0,0,327,284,612
LGA58330,1493,1448,2945,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,15,16,27,0,0,0,0,0,0,0,5,11,3,0,9,0,0,0,0,0,0,4,9,16,5,5,13,3,3,6,0,0,0,0,0,0,4,6,13,0,0,0,14,7,21,76,64,139,0,0,0,0,7,11,5,3,6,0,4,4,18,13,24,0,0,0,0,0,0,0,4,4,250,267,518,11,8,19,0,4,4,44,51,97,263,232,492,0,0,0,2226,2172,4398
LGA58400,106,94,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,24,0,0,0,0,0,0,5,3,7,20,17,36,0,0,0,148,132,285
LGA58470,124,109,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,4,6,0,0,0,0,0,0,0,0,0,9,8,17,0,0,0,0,0,0,4,5,14,23,13,33,0,0,0,169,147,310
LGA58510,10407,10271,20674,47,28,77,40,44,78,40,79,119,305,417,716,22,19,40,29,29,56,16,7,22,75,82,161,9,7,19,78,89,173,609,573,1180,173,255,430,81,60,136,29,24,48,169,140,310,184,208,393,34,99,138,119,141,259,14,4,17,331,450,778,302,254,557,59,70,129,493,376,871,112,44,159,162,266,418,29,53,84,135,207,337,171,147,313,114,97,212,39,79,121,64,136,204,1342,1181,2527,93,99,191,99,177,276,1039,1198,2240,1203,1234,2439,45,55,103,18300,18710,37008
LGA58540,306,240,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,28,48,0,0,0,4,10,12,0,0,0,0,0,0,0,3,6,0,0,3,0,0,0,0,4,4,11,16,33,0,3,0,0,0,0,0,0,3,47,57,102,0,0,0,396,371,771
LGA58570,11084,11155,22244,7,5,9,15,11,23,63,112,174,192,279,470,18,36,58,14,4,20,10,11,18,70,95,166,64,85,149,69,83,156,229,203,437,44,113,157,43,43,94,18,0,17,242,185,429,319,408,725,49,91,146,84,113,187,9,5,14,200,241,444,74,56,127,29,44,77,382,314,695,47,15,62,65,117,184,54,59,114,115,143,257,220,190,407,31,37,67,33,74,110,29,99,131,1500,1131,2630,120,163,284,246,315,563,961,1158,2121,806,685,1495,76,63,138,17641,17948,35588
LGA58610,632,580,1211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,4,9,33,28,59,0,0,0,16,15,32,0,0,0,0,0,0,6,9,16,0,0,0,0,0,0,0,0,0,40,59,101,0,0,4,0,0,4,8,11,16,83,90,172,0,0,3,836,827,1657
LGA58680,187,177,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,25,0,0,0,0,0,0,9,0,8,53,42,88,0,0,0,272,247,514
LGA58760,55757,57596,113357,435,370,809,62,60,126,150,185,336,369,592,952,174,192,367,211,212,428,40,50,89,343,443,782,78,68,145,131,171,299,2130,2071,4203,181,381,561,262,245,503,270,247,517,970,1000,1969,505,466,974,32,152,182,85,119,212,59,54,106,683,800,1481,64,59,121,230,267,494,3433,3472,6899,220,181,405,1148,1582,2729,243,324,567,365,422,789,3182,3475,6654,161,138,296,44,127,171,300,607,907,14783,15705,30492,267,274,547,1649,2020,3673,6427,7381,13817,3188,3266,6458,174,191,372,98802,104970,203769
LGA58820,1498,1528,3027,0,0,0,0,0,0,0,3,0,3,5,12,3,0,3,0,0,0,11,0,11,10,10,16,0,0,0,0,0,0,0,0,3,3,6,3,0,0,0,0,0,0,3,3,11,38,20,57,0,0,0,4,0,4,0,0,0,0,6,12,0,0,0,9,8,11,48,59,109,0,0,0,27,24,47,0,0,0,0,0,0,18,14,34,0,0,0,0,0,0,0,3,3,154,186,342,4,10,13,0,0,4,21,34,54,169,132,300,4,0,5,2042,2064,4098
LGA58890,323,249,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,23,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,8,17,30,0,0,0,0,0,0,0,0,3,50,54,106,0,0,0,407,346,752
LGA59030,147,98,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,23,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,0,0,0,0,0,0,0,21,8,21,0,0,0,0,0,0,8,4,7,66,17,87,4,0,4,258,140,396
LGA59100,265,231,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,4,14,19,0,5,5,0,0,0,0,3,3,67,45,114,0,0,0,346,309,659
LGA59170,395,376,775,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,17,0,0,0,0,0,0,0,0,0,0,0,0,6,5,13,0,0,0,0,0,0,0,0,0,19,18,35,0,0,3,0,0,0,4,8,14,53,60,115,0,0,0,503,498,997
LGA59250,394,185,577,0,0,0,0,0,0,4,0,4,6,0,4,0,0,0,0,0,0,6,9,13,5,0,8,0,0,0,0,0,0,3,0,3,3,5,6,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,48,8,53,0,0,0,14,5,15,0,0,0,0,0,0,9,0,12,8,0,8,0,0,0,0,3,3,43,9,54,0,0,0,0,0,0,29,12,43,398,105,503,5,0,5,975,336,1306
LGA59310,538,476,1010,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,18,45,0,0,0,9,5,18,0,0,0,0,0,0,14,5,14,0,0,0,0,0,0,0,0,0,25,30,57,0,0,0,0,0,0,8,4,7,54,38,92,0,0,4,684,593,1278
LGA59320,181,148,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,11,20,31,0,0,0,0,0,0,0,4,3,25,21,47,0,0,0,226,206,430
LGA59330,196,156,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,7,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,31,3,0,3,0,0,0,0,6,9,20,24,48,0,0,0,249,211,459
LGA59340,3883,3711,7602,0,0,0,0,0,0,3,11,16,14,16,28,0,0,0,3,3,5,13,7,15,32,31,68,5,0,5,0,3,6,33,24,51,8,6,14,3,0,3,3,0,3,34,13,46,21,14,28,0,0,4,6,4,3,0,0,0,5,16,27,9,5,11,19,19,36,125,85,208,5,0,4,23,36,56,0,9,7,10,7,12,27,34,59,3,3,9,0,14,14,0,16,19,292,261,550,7,20,29,7,5,20,186,150,334,916,773,1695,67,65,132,5751,5374,11122
LGA59350,254,112,367,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,6,36,0,0,0,4,0,4,0,0,0,0,0,0,7,5,8,0,0,0,0,0,0,0,0,0,24,10,30,0,0,0,0,0,0,13,10,22,446,121,569,3,0,3,806,259,1061
LGA59360,691,341,1036,0,0,0,0,0,0,0,0,0,4,8,15,0,0,0,0,0,0,0,0,0,9,6,10,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,15,3,15,4,0,4,0,0,0,4,0,5,0,0,0,4,0,4,0,0,0,0,0,0,82,31,112,0,0,0,27,17,46,0,0,0,0,0,0,10,3,12,0,0,0,0,0,3,0,5,8,59,22,80,0,0,0,0,0,0,33,3,40,395,84,475,0,0,0,1351,535,1887
LGA59370,1229,1260,2484,0,0,0,0,0,0,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,4,11,15,0,0,5,0,0,0,0,6,14,0,3,3,0,0,0,0,0,0,8,7,13,3,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,11,17,46,43,95,0,0,0,0,7,7,0,0,0,0,0,3,12,17,25,0,0,0,0,0,0,0,0,5,165,162,332,6,4,13,0,3,3,25,26,52,175,145,326,0,0,0,1698,1728,3423
LGA59799,1000,174,1179,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,3,8,0,13,0,0,0,0,0,3,16,0,24,11,0,11,0,0,0,0,0,0,20,5,24,0,0,5,0,3,7,0,0,3,0,0,0,10,0,13,0,0,0,8,3,10,108,14,128,3,0,3,50,9,60,8,0,7,0,0,3,23,0,22,4,0,4,0,0,0,5,4,7,219,36,255,6,0,7,6,0,6,84,14,94,1234,123,1358,143,16,164,3003,413,3413
