ILOC_CODE_2021,M_0_4_Has_need_for_assist,M_0_4_Does_not_need_assist,M_0_4_Need_for_assistance_ns,M_0_4_Tot,M_5_14_Has_need_for_assist,M_5_14_Does_not_need_assist,M_5_14_Need_for_assistance_ns,M_5_14_Tot,M_15_19_Has_need_for_assist,M_15_19_Does_not_need_assist,M_15_19_Need_for_assist_ns,M_15_19_Tot,M_20_24_Has_need_for_assist,M_20_24_Does_not_need_assist,M_20_24_Need_for_assist_ns,M_20_24_Tot,M_25_34_Has_need_for_assist,M_25_34_Does_not_need_assist,M_25_34_Need_for_assist_ns,M_25_34_Tot,M_35_44_Has_need_for_assist,M_35_44_Does_not_need_assist,M_35_44_Need_for_assist_ns,M_35_44_Tot,M_45_54_Has_need_for_assist,M_45_54_Does_not_need_assist,M_45_54_Need_for_assist_ns,M_45_54_Tot,M_55_64_Has_need_for_assist,M_55_64_Does_not_need_assist,M_55_64_Need_for_assist_ns,M_55_64_Tot,M_65_over_Has_need_for_assist,M_65ov_Does_not_need_assist,M_65_over_Need_for_assist_ns,M_65_over_Tot,M_Tot_Has_need_for_assist,M_Tot_Does_not_need_assist,M_Tot_Need_for_assist_ns,M_Tot_Tot,F_0_4_Has_need_for_assist,F_0_4_Does_not_need_assist,F_0_4_Need_for_assistance_ns,F_0_4_Tot,F_5_14_Has_need_for_assist,F_5_14_Does_not_need_assist,F_5_14_Need_for_assistance_ns,F_5_14_Tot,F_15_19_Has_need_for_assist,F_15_19_Does_not_need_assist,F_15_19_Need_for_assist_ns,F_15_19_Tot,F_20_24_Has_need_for_assist,F_20_24_Does_not_need_assist,F_20_24_Need_for_assist_ns,F_20_24_Tot,F_25_34_Has_need_for_assist,F_25_34_Does_not_need_assist,F_25_34_Need_for_assist_ns,F_25_34_Tot,F_35_44_Has_need_for_assist,F_35_44_Does_not_need_assist,F_35_44_Need_for_assist_ns,F_35_44_Tot,F_45_54_Has_need_for_assist,F_45_54_Does_not_need_assist,F_45_54_Need_for_assist_ns,F_45_54_Tot,F_55_64_Has_need_for_assist,F_55_64_Does_not_need_assist,F_55_64_Need_for_assist_ns,F_55_64_Tot,F_65ov_Has_need_for_assist,F_65ov_Does_not_need_assist,F_65_over_Need_for_assist_ns,F_65_over_Tot,F_Tot_Has_need_for_assist,F_Tot_Does_not_need_assist,F_Tot_Need_for_assist_ns,F_Tot_Tot,P_0_4_Has_need_for_assist,P_0_4_Does_not_need_assist,P_0_4_Need_for_assistance_ns,P_0_4_Tot,P_5_14_Has_need_for_assist,P_5_14_Does_not_need_assist,P_5_14_Need_for_assistance_ns,P_5_14_Tot,P_15_19_Has_need_for_assist,P_15_19_Does_not_need_assist,P_15_19_Need_for_assist_ns,P_15_19_Tot,P_20_24_Has_need_for_assist,P_20_24_Does_not_need_assist,P_20_24_Need_for_assist_ns,P_20_24_Tot,P_25_34_Has_need_for_assist,P_25_34_Does_not_need_assist,P_25_34_Need_for_assist_ns,P_25_34_Tot,P_35_44_Has_need_for_assist,P_35_44_Does_not_need_assist,P_35_44_Need_for_assist_ns,P_35_44_Tot,P_45_54_Has_need_for_assist,P_45_54_Does_not_need_assist,P_45_54_Need_for_assist_ns,P_45_54_Tot,P_55_64_Has_need_for_assist,P_55_64_Does_not_need_assist,P_55_64_Need_for_assist_ns,P_55_64_Tot,P_65_over_Has_need_for_assist,P_65_ov_Does_not_need_assist,P_65_over_Need_for_assist_ns,P_65_over_Tot,P_Tot_Has_need_for_assist,P_Tot_Does_not_need_assist,P_Tot_Need_for_assist_ns,P_Tot_Tot
ILOC50500802,0,12,0,15,3,37,0,42,0,16,15,34,0,15,49,60,0,12,151,158,0,15,77,92,0,17,36,51,0,0,9,8,0,0,0,0,3,124,337,460,0,19,0,19,0,38,0,43,0,16,4,21,0,8,13,18,0,23,38,60,0,19,26,49,0,16,9,26,0,11,0,11,0,5,0,5,0,155,90,252,0,36,0,34,7,76,0,79,5,36,22,57,0,23,58,80,0,30,188,220,0,36,108,142,0,32,40,76,0,17,9,23,0,5,0,5,12,291,425,716
ILOC50500803,0,58,0,55,12,81,0,95,0,26,4,27,0,38,0,39,0,33,0,38,0,36,3,42,8,29,0,43,0,24,0,29,6,14,4,24,26,339,11,392,0,52,7,55,4,92,4,100,0,38,0,40,0,33,0,37,3,50,0,49,3,39,10,51,7,34,3,42,3,29,0,35,3,17,3,24,23,384,27,433,0,108,7,115,17,172,3,191,0,63,4,70,0,72,0,71,5,81,0,89,9,72,15,93,10,70,3,85,4,48,5,63,10,33,8,49,55,719,45,826
ILOC50500804,0,17,0,20,3,38,0,39,0,12,0,18,0,16,0,17,0,22,0,27,0,10,0,14,0,12,0,12,0,5,0,5,0,5,0,5,3,137,0,157,0,18,0,16,3,26,0,33,0,15,0,15,0,14,0,14,0,17,0,21,0,9,0,10,0,11,0,11,0,7,0,8,0,6,0,6,3,123,0,134,0,35,3,34,3,64,0,73,0,28,0,27,0,28,0,25,0,38,0,40,0,24,3,26,0,25,0,25,0,13,0,11,0,10,0,9,3,265,6,270
ILOC50500805,3,20,0,25,0,21,0,26,0,6,4,11,0,14,0,14,0,13,0,10,0,11,0,13,0,3,0,9,0,0,0,4,4,9,0,12,7,97,4,124,0,7,0,12,0,16,6,25,0,7,0,9,0,12,0,14,0,16,4,20,0,14,0,19,0,8,0,8,0,10,3,14,0,7,0,7,0,97,13,128,3,26,8,39,0,41,6,50,0,11,4,21,0,26,3,26,0,28,9,35,3,30,0,28,0,11,0,16,0,9,3,17,3,16,0,17,9,198,33,249
ILOC50500806,0,4,0,7,0,11,3,18,0,3,0,4,0,7,0,7,0,11,0,9,0,3,0,3,0,5,0,5,0,0,0,0,4,4,0,7,4,48,3,60,0,8,0,14,0,9,3,12,0,6,0,6,0,8,0,5,0,10,0,11,0,6,0,11,0,8,0,9,0,6,0,6,3,7,0,9,3,68,3,83,0,14,0,12,0,24,7,28,0,6,0,9,0,11,0,11,0,19,0,19,4,8,0,17,0,13,0,13,0,10,0,11,3,14,0,18,7,119,7,138
ILOC50500807,0,23,0,28,0,42,0,46,0,16,3,19,0,18,0,19,0,35,0,34,0,15,0,20,6,17,0,16,3,12,0,15,0,9,0,19,9,187,3,216,0,31,0,32,0,48,0,48,0,12,0,12,0,14,0,14,0,44,0,44,4,23,0,27,3,26,0,26,0,17,0,20,8,16,0,25,15,231,0,248,0,54,0,56,0,91,0,92,0,31,3,33,0,32,0,35,0,75,0,83,4,35,0,47,5,42,0,45,5,30,0,31,8,26,0,38,22,416,3,460
ILOC50500808,0,22,0,25,14,54,0,69,0,26,0,24,3,22,0,25,0,30,3,38,0,30,0,33,0,20,0,22,4,12,0,21,5,13,0,13,26,229,3,270,0,32,0,29,4,64,0,68,4,22,0,26,0,25,0,25,4,39,0,42,4,34,0,37,6,24,0,30,7,15,0,16,4,12,0,17,33,267,0,290,0,51,0,55,19,116,0,138,4,46,0,49,3,47,0,50,3,69,3,80,9,60,0,68,3,45,0,52,8,25,0,35,9,26,0,29,58,485,3,556
ILOC50500901,0,29,0,27,5,65,0,69,0,33,0,39,0,15,0,19,0,34,0,40,3,27,0,23,0,24,0,28,0,19,0,24,0,13,0,13,8,259,0,282,0,22,0,26,5,65,0,66,0,17,0,17,0,15,0,15,0,24,0,26,0,33,0,34,0,23,0,25,0,13,0,18,3,9,0,8,8,221,0,235,0,53,0,53,9,132,0,139,7,49,5,54,0,29,0,30,0,60,0,60,0,57,0,63,4,52,0,53,4,37,0,41,3,12,0,18,27,481,5,511
ILOC50500902,0,44,0,44,12,87,0,96,5,29,0,34,0,29,0,29,3,53,0,61,0,53,0,55,9,38,0,45,0,27,0,29,4,25,0,32,33,385,0,425,0,43,0,46,4,107,0,112,0,45,0,43,0,30,0,30,0,56,0,56,4,49,3,57,5,43,0,42,5,22,0,29,5,20,0,29,23,415,3,444,0,89,0,90,16,186,5,212,0,79,0,84,0,56,0,56,3,115,0,117,3,101,4,111,4,78,5,88,9,52,3,62,16,45,0,56,51,801,17,876
ILOC50501001,0,22,0,22,8,51,0,64,3,29,4,39,0,14,0,14,0,30,0,30,0,23,3,25,0,19,0,18,0,12,0,13,0,7,0,8,11,207,7,233,0,22,7,25,0,43,7,54,0,19,0,21,0,24,0,24,0,29,3,29,0,18,0,19,0,22,4,27,0,15,0,17,6,6,3,14,6,198,24,230,0,47,7,47,5,97,10,113,3,46,5,53,0,42,0,42,0,58,3,65,0,42,3,47,0,39,0,42,3,27,0,30,4,11,3,20,15,409,31,459
ILOC50501002,4,25,0,28,5,51,0,57,0,20,0,24,0,17,0,17,0,29,0,34,0,24,0,27,0,7,0,7,0,9,0,9,0,8,0,8,9,190,0,211,0,23,0,23,0,42,0,42,0,16,0,15,0,17,0,21,0,36,0,40,0,27,0,31,0,18,0,19,0,8,0,11,0,4,0,10,0,191,0,212,4,53,0,53,5,93,0,101,0,38,0,39,0,32,0,34,0,64,0,73,3,47,0,55,0,29,0,35,0,22,0,20,0,12,0,13,12,390,0,423
ILOC50501003,0,19,0,17,0,62,3,68,3,26,0,25,0,13,0,14,3,17,3,21,0,22,0,25,0,25,0,25,0,13,0,20,0,11,0,10,6,208,6,225,0,21,0,21,6,60,0,65,0,38,0,43,0,18,0,18,0,19,0,19,0,25,0,25,0,28,0,32,4,11,0,10,4,11,0,12,14,231,0,245,0,42,0,46,10,119,3,130,0,61,0,68,0,33,0,33,3,39,0,40,4,43,0,49,0,54,0,54,6,22,0,32,4,17,0,25,27,430,3,477
ILOC50501101,3,48,5,53,9,120,3,133,5,47,3,53,3,51,0,54,0,55,3,66,0,30,0,35,8,37,0,42,4,6,0,11,9,16,4,28,41,410,18,475,3,49,0,53,10,86,0,92,0,45,4,52,0,33,3,40,4,79,0,80,8,49,0,52,8,37,0,45,5,25,0,32,10,12,0,23,48,415,7,469,5,98,5,108,20,209,3,234,6,88,3,97,5,88,3,94,3,137,3,147,10,86,0,92,13,76,0,88,12,36,0,45,17,32,4,51,91,850,21,956
ILOC50501102,3,47,0,52,7,67,4,74,4,25,19,51,0,20,83,104,0,47,207,255,0,30,122,154,3,22,48,66,0,10,7,23,0,5,0,7,17,273,490,786,0,36,0,35,4,59,0,66,0,21,0,22,0,25,0,25,0,51,0,47,0,29,0,34,5,19,0,18,0,14,0,12,3,5,0,12,12,259,0,271,4,79,0,91,13,128,4,140,4,49,26,70,0,46,83,131,0,97,207,306,0,57,122,184,5,35,48,91,0,27,8,36,3,12,4,15,29,530,502,1064
ILOC50501201,0,25,0,21,5,38,0,40,3,28,3,38,0,14,4,18,0,39,0,40,4,28,0,33,4,21,0,22,0,23,3,24,0,8,0,10,16,224,10,246,0,22,0,22,3,43,8,59,0,13,3,17,0,26,0,26,4,26,0,28,3,17,3,26,3,14,4,22,0,22,0,31,4,11,0,17,17,194,18,248,0,47,0,46,7,83,8,102,3,43,7,54,0,39,4,40,4,68,0,69,8,47,8,59,4,36,4,47,3,45,7,50,10,19,0,28,39,427,38,495
ILOC50501202,0,19,0,21,0,38,0,39,4,20,0,28,4,24,0,31,4,23,0,30,0,16,0,19,0,11,0,9,4,16,0,15,0,8,0,9,16,175,0,201,4,16,0,21,4,29,0,36,4,29,4,37,0,23,4,26,0,25,7,36,0,30,0,32,4,18,0,25,0,25,0,22,0,11,0,11,16,206,15,246,3,35,0,35,6,65,0,76,3,52,0,64,4,45,4,49,0,54,7,62,0,46,4,45,8,23,0,32,4,34,0,44,0,14,0,15,28,368,15,422
ILOC50501301,4,36,0,42,6,60,4,66,0,30,7,39,0,25,87,117,0,33,260,295,0,22,146,179,4,28,63,93,3,21,20,51,0,6,6,13,17,261,593,895,0,23,0,26,0,58,0,58,0,32,4,35,0,22,0,22,0,29,0,35,0,21,0,21,6,30,0,36,0,31,0,31,3,14,0,19,9,260,4,283,3,60,0,67,8,116,3,129,5,60,10,75,0,46,87,137,5,62,260,325,0,50,146,200,9,54,63,128,3,49,20,74,3,24,6,31,36,521,595,1166
ILOC50501302,0,23,3,22,3,47,0,55,0,23,0,23,0,12,0,13,0,24,0,24,0,21,0,24,3,19,0,24,0,17,0,17,3,10,0,9,9,196,3,211,0,34,0,39,0,56,0,54,0,16,0,13,0,26,0,26,0,27,0,27,0,18,0,18,4,19,5,24,0,11,0,11,0,3,0,4,4,210,5,216,0,61,3,63,3,100,5,111,0,41,0,37,0,40,0,38,0,53,0,57,0,42,0,36,4,38,0,42,0,27,0,27,3,13,0,18,10,415,8,429
ILOC50501401,0,7,0,8,0,29,0,30,0,15,0,16,0,35,0,35,0,63,0,62,3,41,0,46,5,27,0,32,0,19,0,21,4,17,3,26,12,253,3,276,0,4,4,4,0,30,0,33,0,18,0,18,6,47,0,51,0,67,0,63,0,36,0,30,0,29,0,32,3,19,0,22,0,15,0,20,9,265,4,273,0,16,3,19,5,60,0,59,0,31,0,33,6,77,0,79,4,128,0,130,3,70,0,79,6,59,0,67,3,39,0,49,4,30,3,46,31,510,6,561
ILOC50501402,0,23,0,24,3,47,0,50,0,45,0,46,0,32,0,36,3,40,0,39,0,22,0,25,7,24,0,31,0,17,0,17,5,15,0,17,18,265,0,285,0,30,0,34,0,64,0,67,0,63,0,60,0,43,0,43,0,38,0,38,0,23,0,24,3,28,3,30,0,19,0,22,3,10,0,13,6,318,3,331,0,52,0,51,8,107,0,111,4,106,0,109,0,75,0,76,3,82,0,83,4,47,0,51,13,51,3,62,0,30,0,33,8,22,0,34,40,572,3,610
ILOC50501501,6,87,0,95,22,183,7,218,6,62,0,73,4,68,0,77,8,97,0,106,4,67,0,74,3,52,0,57,4,35,4,47,5,12,5,24,62,663,16,771,4,96,3,106,16,210,9,230,5,78,0,79,0,54,0,57,6,101,4,106,3,73,0,82,7,66,0,77,4,48,0,58,7,20,11,40,52,746,27,835,10,186,10,204,43,389,16,443,7,141,3,152,6,126,0,135,14,201,4,214,5,145,0,155,14,122,0,134,9,88,9,97,13,34,20,63,121,1432,62,1597
ILOC50501502,0,29,0,32,9,54,3,62,0,21,0,24,0,14,0,22,4,32,0,40,3,24,3,32,3,25,0,29,5,19,0,25,8,11,0,22,32,229,6,288,0,22,0,24,5,58,0,59,0,26,0,26,5,17,0,24,4,41,0,44,0,19,0,26,5,23,0,27,4,20,0,19,6,15,0,21,29,241,0,270,0,52,0,56,10,110,3,120,0,42,0,40,6,35,0,45,11,78,0,88,4,44,3,50,12,45,0,59,4,38,0,45,10,26,0,39,57,470,6,542
ILOC50501503,0,97,0,94,26,182,4,213,4,54,0,60,0,49,0,51,0,106,5,109,3,78,0,80,0,43,0,49,3,22,0,24,4,13,0,15,40,644,9,695,0,102,0,102,9,181,0,194,0,62,0,65,6,63,0,67,0,113,0,116,4,87,0,87,8,46,0,50,0,29,0,30,7,4,0,12,34,687,0,723,0,202,0,202,36,363,6,405,3,119,0,126,0,116,3,115,3,221,5,230,4,165,0,171,7,90,0,95,4,55,0,54,10,20,0,29,67,1351,14,1427
ILOC50501601,0,78,3,80,12,118,9,130,0,29,0,30,0,28,0,34,5,40,21,65,0,46,16,64,0,28,14,37,0,12,8,17,6,13,0,12,23,392,71,469,0,61,0,62,5,112,0,120,4,44,0,51,0,25,0,30,0,68,0,71,0,52,0,52,0,35,0,37,0,22,0,20,0,6,0,6,9,425,0,449,0,140,0,145,14,228,10,252,9,78,0,77,3,57,4,67,5,111,24,132,0,95,16,111,0,57,17,73,0,30,10,40,6,24,0,27,37,820,81,924
ILOC50501701,0,19,0,20,3,67,11,87,0,59,7,67,0,34,0,34,0,38,0,40,0,16,0,18,4,25,0,33,0,17,0,19,3,5,4,17,10,280,22,335,0,23,3,29,0,56,0,59,0,44,0,40,0,21,0,21,0,48,7,53,0,16,0,18,0,38,4,37,0,19,3,26,4,13,5,15,4,278,22,298,0,43,3,44,5,125,10,143,0,98,10,112,0,52,0,57,0,83,5,94,0,31,0,38,7,61,4,74,4,33,5,44,10,17,9,30,26,543,46,636
ILOC50501702,0,21,0,23,5,44,3,53,5,29,0,30,0,36,0,36,7,62,0,69,4,33,0,41,4,22,6,27,11,31,5,42,4,12,0,15,40,290,14,336,0,20,0,21,5,36,0,40,0,22,0,22,0,36,0,34,5,51,8,64,0,26,8,37,0,39,0,46,3,30,0,29,13,11,0,27,26,271,16,320,0,48,0,45,11,76,6,91,4,47,0,54,0,70,0,76,9,110,8,129,3,61,7,75,5,63,8,79,10,53,5,73,19,29,0,43,61,557,34,665
ILOC50501801,0,32,0,37,11,64,5,73,0,33,0,38,0,20,0,25,0,58,0,54,4,36,0,43,0,24,0,32,7,9,3,22,3,8,0,14,25,284,8,338,0,17,0,18,5,49,0,57,0,21,0,21,0,20,0,23,0,58,0,58,0,30,0,32,4,50,0,55,3,21,0,23,4,13,4,18,16,279,4,305,4,50,0,54,13,117,3,131,0,53,0,59,6,42,5,49,0,120,0,117,4,70,0,73,9,73,0,88,7,30,3,41,8,22,4,32,51,577,15,644
ILOC50501802,0,27,0,27,3,51,0,57,4,25,0,36,4,34,0,42,0,35,0,39,3,33,0,40,0,34,0,33,0,23,6,27,3,18,0,20,17,280,6,321,0,21,0,24,0,38,0,38,0,40,0,44,0,30,0,30,0,29,0,36,4,42,0,46,4,38,5,44,6,28,0,32,9,18,0,23,23,284,5,317,0,45,0,49,3,89,3,93,8,67,0,76,4,64,0,70,3,72,0,76,7,73,0,82,4,71,0,83,5,46,6,61,11,39,0,48,45,566,9,638
ILOC50501803,0,27,0,29,10,38,4,46,0,16,0,17,4,24,0,32,4,28,0,28,0,21,0,17,0,14,0,16,0,21,0,21,0,11,0,9,18,200,4,215,0,17,0,18,0,39,0,37,0,13,0,15,0,22,0,25,0,38,0,37,0,29,0,25,0,19,0,20,0,23,0,19,0,11,0,18,0,211,0,214,5,44,0,50,11,76,3,84,0,30,0,34,8,45,0,53,5,60,0,72,3,44,0,44,4,35,0,37,0,34,0,41,4,20,0,31,40,388,3,446
ILOC50501804,8,43,0,52,13,57,7,75,0,29,0,33,0,41,0,43,9,70,0,86,5,36,0,38,13,46,0,61,7,30,0,39,6,7,0,13,61,359,7,440,0,51,0,53,0,79,0,84,0,29,0,32,4,58,0,62,0,106,6,116,14,67,4,81,9,45,0,55,7,39,4,49,6,21,0,29,40,495,14,561,9,92,0,103,14,140,7,155,3,59,4,64,3,97,0,101,13,179,5,198,17,94,5,120,17,91,4,112,13,65,3,91,11,33,6,43,100,850,34,987
ILOC50501901,0,20,0,19,8,59,0,68,5,13,3,22,0,20,0,20,0,15,0,15,0,16,0,16,0,18,0,21,3,16,0,21,3,4,0,4,19,181,3,206,0,16,0,16,0,57,0,55,0,25,0,30,0,13,0,16,0,35,0,31,0,22,0,22,0,20,0,20,0,18,0,23,4,4,0,9,4,210,0,222,0,36,0,37,4,119,0,127,4,40,3,46,0,34,0,33,0,51,0,52,0,37,0,37,0,34,0,40,9,34,0,44,0,4,0,9,17,389,3,425
ILOC50501902,0,46,3,48,19,118,4,136,0,33,8,39,0,34,5,41,0,45,0,53,0,39,0,41,4,27,0,28,3,25,0,27,3,6,0,10,29,373,20,423,0,42,0,45,0,119,5,128,0,45,0,40,0,29,4,29,3,60,3,70,3,38,0,43,3,47,4,49,9,24,0,31,8,10,0,21,26,414,16,456,0,89,7,93,22,231,12,270,3,72,8,83,3,64,8,67,9,108,0,120,5,75,4,85,3,73,5,81,17,45,0,65,15,15,0,32,77,772,44,896
ILOC50501903,0,0,0,0,0,12,0,12,0,9,0,9,0,0,0,0,0,6,0,6,0,10,0,10,0,0,0,0,0,6,0,6,0,3,0,3,0,46,0,46,0,4,0,4,0,14,0,14,0,3,0,3,0,4,0,4,0,0,0,0,0,3,0,3,0,4,0,4,0,10,0,10,0,3,0,5,0,45,0,47,0,9,0,9,0,20,0,20,0,12,0,12,0,4,0,7,0,4,0,8,0,13,0,13,0,4,0,4,0,15,0,14,0,6,0,8,0,87,0,95
ILOC50501904,5,106,0,115,28,144,3,170,10,44,4,56,4,41,0,50,4,121,0,122,6,70,0,71,5,41,0,51,5,26,0,32,4,11,0,19,71,604,7,686,0,96,6,100,6,161,4,166,0,61,0,66,0,38,13,52,3,147,68,219,0,70,37,105,3,40,13,61,0,32,0,32,3,13,0,22,15,658,141,823,5,205,9,213,28,300,7,333,10,105,5,121,5,82,16,101,9,270,67,345,5,134,39,179,10,85,15,109,3,58,3,64,11,24,0,39,86,1263,161,1504
ILOC50501905,0,50,0,54,19,121,0,141,7,56,0,58,0,33,0,38,0,48,0,46,0,44,0,52,0,48,0,46,3,13,4,23,4,11,0,11,33,424,4,469,0,41,0,45,7,126,0,136,7,37,0,47,0,34,0,34,3,56,0,60,0,42,0,39,0,29,0,32,3,22,0,29,5,16,0,14,25,403,0,436,0,89,3,100,20,249,3,268,12,91,3,109,0,69,0,73,0,100,4,110,7,87,0,92,6,76,0,77,8,39,4,49,4,24,0,25,57,824,17,903
ILOC50501906,0,9,0,12,6,26,0,24,0,25,0,24,0,11,0,11,0,22,0,22,0,12,0,12,0,18,0,13,0,10,0,11,0,4,0,7,6,137,0,136,0,4,0,4,0,18,0,18,0,9,0,12,0,9,0,9,0,15,0,11,0,11,0,11,3,8,0,11,0,10,0,7,0,7,0,6,3,91,0,89,0,10,0,12,6,37,0,41,3,37,0,40,0,16,0,16,0,31,0,34,0,22,0,22,0,27,0,30,4,17,0,19,3,12,0,18,16,209,0,232
ILOC50501907,0,12,0,12,0,15,0,16,0,4,0,5,0,19,0,19,0,24,0,23,0,9,0,13,4,14,0,13,3,4,0,13,5,0,0,5,12,101,0,119,0,13,0,9,0,15,0,15,0,3,0,10,0,17,4,21,0,17,0,14,0,15,0,15,4,13,0,16,5,16,0,20,6,3,0,8,15,112,4,128,0,25,0,25,0,24,0,26,0,11,3,13,0,33,4,34,7,40,0,42,0,29,0,31,5,21,0,28,7,23,0,27,10,3,0,15,29,209,7,241
ILOC50501908,0,28,5,29,3,43,5,52,0,28,0,22,0,10,0,15,4,35,0,39,4,21,0,21,0,18,0,21,3,8,0,15,0,11,0,10,14,202,10,224,0,25,0,24,0,47,0,48,0,18,0,17,0,22,0,22,0,38,0,39,3,19,0,23,0,25,0,25,3,13,0,16,7,18,0,24,13,225,0,238,0,50,6,55,8,87,5,97,0,40,0,44,0,40,0,37,5,72,0,75,10,40,0,52,5,43,0,47,7,22,0,36,6,27,3,38,41,421,14,481
ILOC50501909,0,33,0,34,3,57,4,69,0,15,0,16,0,11,0,11,0,28,0,28,0,20,0,20,4,13,0,17,0,11,0,10,0,3,0,5,7,191,4,210,0,22,0,26,4,46,3,48,0,24,0,24,3,15,0,18,0,27,0,26,0,18,0,19,0,27,0,25,0,8,0,8,0,9,0,10,7,196,3,204,0,54,0,64,5,102,3,117,0,45,0,43,3,29,0,31,0,57,0,59,0,36,0,40,8,36,0,44,0,16,0,18,3,12,0,16,19,387,3,432
ILOC50502001,3,141,4,152,23,192,8,224,9,104,4,113,4,80,0,82,13,127,0,140,6,95,0,99,3,58,0,59,9,57,0,71,9,22,0,31,79,876,16,971,8,136,3,145,16,213,7,237,6,104,3,116,5,96,0,98,8,162,3,168,8,89,0,90,0,86,0,91,12,76,3,89,11,35,3,56,74,997,22,1090,14,279,12,299,44,404,13,461,14,210,7,227,6,169,0,179,19,290,3,309,10,177,0,194,0,139,4,151,17,133,4,153,20,53,10,85,144,1854,53,2058
ILOC50502101,7,122,0,127,20,269,7,295,8,97,0,106,9,65,0,76,5,115,0,119,4,78,0,85,3,56,5,60,0,42,0,46,10,21,0,26,66,865,12,940,0,135,3,141,11,231,6,247,9,74,0,86,3,60,0,60,4,154,0,160,10,105,5,115,11,70,0,81,8,48,0,55,6,25,0,29,62,902,14,974,7,254,3,265,32,493,10,542,12,168,6,189,10,126,0,133,10,263,5,278,9,186,7,198,13,125,5,141,7,89,0,97,11,44,0,57,111,1748,36,1900
ILOC50600102,0,24,0,24,0,35,0,35,0,15,0,15,0,8,0,8,0,12,0,15,0,17,0,17,0,10,0,14,0,4,0,8,0,0,0,0,0,125,0,136,0,11,0,11,0,28,0,33,0,19,0,19,0,0,0,0,0,26,0,29,0,14,0,17,0,13,0,13,0,6,0,10,9,0,0,4,9,117,0,136,0,34,0,34,0,65,0,69,0,34,0,34,0,10,0,10,0,39,3,44,0,32,0,34,0,23,0,26,3,14,0,14,7,0,0,8,10,251,3,273
ILOC50600103,0,0,3,0,0,10,3,10,0,7,0,7,0,6,0,9,0,17,0,20,0,9,0,9,0,0,0,0,0,10,0,11,0,4,0,7,0,63,6,73,0,5,0,5,0,10,0,13,0,10,0,12,0,0,3,5,0,13,0,13,0,16,0,20,0,0,0,8,3,9,0,9,5,0,0,10,8,63,3,95,0,8,3,9,0,20,5,27,0,18,0,22,0,6,3,12,0,30,0,33,0,25,0,30,0,6,0,8,3,13,0,20,8,7,0,11,11,133,11,172
ILOC50600104,0,0,0,0,0,4,0,4,0,3,0,4,0,0,0,0,0,3,0,3,0,5,0,5,0,4,0,4,0,4,0,4,0,0,0,0,0,23,0,24,0,8,0,8,0,9,0,9,0,5,0,5,0,5,0,5,0,6,0,6,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,3,0,36,0,44,0,6,0,6,0,14,0,14,0,10,0,10,0,3,0,3,0,11,0,11,0,8,0,8,0,9,0,4,0,5,0,5,0,0,0,6,0,66,0,67
ILOC50600105,0,5,0,5,0,13,0,13,0,4,0,4,0,3,0,3,0,6,0,6,0,10,0,10,0,3,0,3,0,6,0,6,0,5,0,4,0,55,0,54,0,0,0,0,0,8,0,8,0,8,0,8,0,0,0,0,0,4,0,4,0,9,0,9,0,4,0,0,0,3,0,3,0,0,0,0,0,36,0,32,0,5,0,5,0,22,0,22,0,10,0,10,0,3,0,3,0,5,0,5,0,18,0,18,0,8,0,8,0,11,0,8,0,4,0,5,0,86,0,84
ILOC50600106,0,32,3,40,0,67,4,72,0,22,0,22,0,19,0,19,0,44,3,42,0,38,0,40,0,23,0,25,0,18,0,15,0,3,0,0,0,266,10,275,0,37,3,41,0,67,3,72,4,32,0,30,0,16,0,16,0,43,5,45,0,36,3,39,0,19,0,19,0,15,0,15,0,5,0,3,4,270,14,280,0,69,6,74,3,132,6,147,3,48,0,51,0,42,0,42,0,83,4,89,0,71,3,79,0,37,0,42,0,26,0,31,0,7,0,9,6,515,19,564
ILOC50600107,0,3,0,3,0,4,0,4,0,4,0,5,0,4,0,4,0,13,0,13,0,3,0,6,0,3,0,6,0,6,0,6,0,0,0,0,0,40,0,47,0,0,0,0,0,11,0,11,0,3,0,3,0,7,0,7,0,9,0,9,0,9,0,9,0,0,0,0,4,0,0,5,0,0,0,6,4,39,0,50,0,7,0,7,0,10,0,10,0,8,0,8,0,15,0,15,0,20,0,20,0,13,0,15,3,7,0,9,4,6,0,10,0,0,0,6,7,86,0,100
ILOC50600108,0,4,0,4,0,9,0,9,0,10,0,10,0,3,0,3,0,9,0,9,0,9,0,9,0,0,0,0,0,0,0,0,0,9,0,4,0,53,0,48,0,3,0,3,0,9,0,9,0,5,0,5,0,6,0,6,0,11,0,11,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,44,0,5,0,5,0,18,0,18,0,15,0,15,0,10,0,10,0,17,0,17,0,24,0,24,0,3,0,3,0,5,0,5,3,3,0,7,3,100,0,104
ILOC50600109,0,0,0,6,0,21,0,18,0,5,0,4,0,8,0,8,0,13,0,13,0,11,0,12,0,4,0,4,0,0,0,0,0,0,0,3,0,62,0,68,0,3,0,3,0,4,0,4,0,3,0,3,0,3,0,3,0,14,0,14,0,11,0,11,0,0,0,0,0,8,0,8,0,0,0,3,0,46,0,49,0,9,0,13,0,25,0,27,0,9,3,12,0,11,0,11,0,22,0,22,0,16,0,21,0,10,0,10,0,8,0,8,0,0,0,7,0,110,3,131
