POW_SA2_CODE_2021,P_M3_Trn_and_2_oth_Ms_15_24,P_M3_Trn_and_2_oth_Ms_25_34,P_M3_Trn_and_2_oth_Ms_35_44,P_M3_Trn_and_2_oth_Ms_45_54,P_M3_Trn_and_2_oth_Ms_55_64,P_M3_Trn_and_2_oth_Ms_65_74,P_M3_Trn_and_2_oth_Ms_75ov,P_M3_Trn_and_2_oth_Ms_Tot,P_M3_Bus2othMs_ex_tn_15_24,P_M3_Bus2othMs_ex_tn_25_34,P_M3_Bus2othMs_ex_tn_35_44,P_M3_Bus2othMs_ex_tn_45_54,P_M3_Bus2othMs_ex_tn_55_64,P_M3_Bus2othMs_ex_tn_65_74,P_M3_Bus2othMs_ex_tn_75ov,P_M3_Bus2othMs_ex_tn_Tot,P_M3_Other_M3_15_24,P_M3_Other_M3_25_34,P_M3_Other_M3_35_44,P_M3_Other_M3_45_54,P_M3_Other_M3_55_64,P_M3_Other_M3_65_74,P_M3_Other_M3_75ov,P_M3_Other_M3_Tot,P_M3_Tot_M3_15_24,P_M3_Tot_M3_25_34,P_M3_Tot_M3_35_44,P_M3_Tot_M3_45_54,P_M3_Tot_M3_55_64,P_M3_Tot_M3_65_74,P_M3_Tot_M3_75ov,P_M3_Tot_M3_Tot,P_Wkd_at_home_15_24,P_Wkd_at_home_25_34,P_Wkd_at_home_35_44,P_Wkd_at_home_45_54,P_Wkd_at_home_55_64,P_Wkd_at_home_65_74,P_Wkd_at_home_75ov,P_Wkd_at_home_Tot,P_Did_not_go_to_work_15_24,P_Did_not_go_to_work_25_34,P_Did_not_go_to_work_35_44,P_Did_not_go_to_work_45_54,P_Did_not_go_to_work_55_64,P_Did_not_go_to_work_65_74,P_Did_not_go_to_work_75ov,P_Did_not_go_to_work_Tot,P_MT_NS_15_24,P_MT_NS_25_34,P_MT_NS_35_44,P_MT_NS_45_54,P_MT_NS_55_64,P_MT_NS_65_74,P_MT_NS_75ov,P_MT_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75ov,P_Tot_Tot
507031173,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,4,3,3,0,0,18,9,10,6,4,3,0,0,25,0,25,49,55,20,5,0,158,65,175,186,210,195,43,4,880,0,14,7,4,7,3,0,34,738,1874,2197,2198,1633,293,19,8958
507031174,0,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,9,11,5,3,0,0,0,0,17,3,16,39,15,12,4,0,96,91,64,60,41,17,8,0,289,5,4,0,3,0,0,0,10,490,472,506,406,271,64,5,2219
507031261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,3,3,0,0,0,0,0,3,5,29,36,48,36,25,0,181,11,43,55,74,62,16,0,252,0,0,0,0,0,0,6,5,167,370,483,553,393,121,6,2088
507041175,0,12,0,0,0,0,0,14,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,18,4,13,3,8,6,0,0,35,21,65,136,132,97,83,24,551,183,122,132,111,90,23,6,670,5,8,10,5,0,0,0,21,848,1040,1200,1086,769,271,52,5265
507041176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,18,26,17,13,0,89,5,11,15,11,14,6,0,72,0,0,0,0,0,0,0,4,61,110,120,162,128,46,4,639
507041177,5,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,13,7,7,5,0,0,0,0,17,11,42,74,103,90,50,8,372,186,80,62,46,66,21,0,470,0,0,0,3,4,3,0,13,774,753,716,743,673,189,29,3877
507041178,10,6,3,7,3,0,0,31,8,0,0,0,0,0,0,4,11,11,9,0,0,0,0,33,26,17,6,12,4,3,0,70,25,79,158,191,141,81,22,698,417,169,127,90,117,38,5,967,14,8,7,0,3,0,4,37,1792,1461,1364,1316,1043,321,49,7348
507041179,7,3,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,15,4,24,45,40,39,35,5,194,85,31,26,22,28,17,3,209,0,4,0,0,0,0,0,11,426,371,378,418,391,130,17,2129
507041180,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,9,10,27,64,74,68,47,7,301,46,21,29,29,26,9,0,164,0,0,0,3,0,0,0,5,275,273,293,357,290,105,9,1609
507041181,5,5,5,0,0,0,0,17,0,0,0,0,0,0,0,0,7,7,6,3,0,0,0,23,15,10,8,8,0,0,0,41,12,43,141,175,128,90,21,599,269,152,112,68,99,40,5,752,0,4,9,5,3,3,6,30,1387,1364,1359,1301,975,394,56,6840
507041182,6,27,28,25,24,6,0,119,0,6,0,0,0,0,0,9,16,14,13,4,4,0,0,47,25,46,41,32,30,3,0,170,17,77,126,130,129,47,8,531,244,657,581,388,372,99,4,2349,8,14,11,14,5,3,0,52,1473,3893,3959,3350,2537,578,35,15827
507041183,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,12,0,15,25,27,16,8,0,104,33,28,18,20,11,5,0,118,0,0,0,0,0,0,0,0,166,185,193,164,131,48,3,895
507041184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,31,46,45,38,5,188,33,0,13,9,17,7,0,78,0,0,0,0,0,0,0,0,124,94,109,157,130,87,8,709
507051186,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,0,0,10,0,12,23,19,19,4,0,79,36,107,106,100,92,12,0,448,0,0,0,0,0,0,0,5,212,445,559,568,452,81,4,2322
507051187,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,8,9,3,0,4,0,0,0,15,3,36,51,57,45,9,0,208,115,76,62,63,48,24,0,381,3,7,3,3,0,0,0,17,625,553,656,620,491,79,8,3039
507051188,22,10,9,10,3,0,0,55,0,0,0,0,0,0,0,0,4,3,3,3,0,5,0,23,30,18,12,11,6,3,0,79,21,87,127,129,102,34,12,508,456,405,277,249,245,69,10,1711,12,12,13,6,3,0,4,57,2920,3806,3280,2948,2365,526,48,15901
507051189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,7,4,0,0,26
507051190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,9,3,22,45,55,59,17,10,204,35,43,28,40,46,9,4,207,4,0,3,0,0,0,0,8,221,300,314,386,348,96,18,1673
507051191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,6,0,0,0,0,0,0,9,11,55,109,94,64,20,3,353,128,68,74,47,31,11,0,358,4,4,4,4,0,0,0,18,574,462,539,535,318,78,13,2517
507051192,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,4,6,0,0,15,4,22,39,26,37,9,0,140,44,34,32,33,28,16,0,175,4,0,0,0,0,0,0,8,258,265,302,283,249,62,5,1420
507051193,6,0,0,0,0,0,0,7,0,3,0,0,0,0,0,4,0,0,0,0,0,3,0,7,6,9,0,0,0,0,0,17,0,23,28,36,27,20,0,124,124,59,32,50,39,9,0,315,0,0,0,0,0,0,0,3,550,375,373,439,282,65,5,2082
507051312,0,0,7,0,0,0,0,8,5,0,0,0,0,0,0,7,3,4,0,3,0,0,0,11,10,5,9,6,0,0,0,24,13,50,38,43,33,7,0,185,252,90,68,54,35,11,0,511,8,4,0,0,0,0,0,12,1092,625,526,436,260,53,7,2994
507051313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,3,0,11,9,80,153,86,49,20,0,390,42,80,45,35,27,4,0,227,0,0,0,0,0,0,0,0,310,577,665,517,279,62,4,2419
507051314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4,14,13,15,17,3,4,62,11,7,8,0,7,0,0,45,0,0,0,0,0,0,0,3,109,71,79,73,60,15,9,419
509011225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,5,13,0,0,0,34,7,10,5,12,0,0,0,34,6,39,66,71,78,63,7,332,299,224,212,202,273,95,20,1332,10,4,8,8,5,3,5,41,1812,1813,2004,2348,2107,618,73,10788
509011226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,50,56,93,62,32,328,12,17,11,8,27,17,3,93,3,0,6,0,5,0,0,19,96,160,209,237,292,131,61,1186
509011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,5,9,19,17,19,10,0,77,17,8,7,9,10,7,0,63,0,0,0,0,3,0,0,4,75,77,100,142,137,33,3,568
509011228,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,10,20,67,85,82,57,23,340,46,37,31,25,47,20,7,219,4,3,3,5,4,8,0,30,226,237,384,481,462,193,50,2037
509011229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,10,8,40,64,77,50,26,9,277,10,23,24,15,27,16,0,112,3,6,0,0,0,0,0,13,121,266,312,295,285,151,22,1459
509011230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,8,12,27,35,47,23,8,156,22,36,23,25,36,10,0,155,0,4,4,4,0,3,0,22,295,395,363,383,426,152,33,2049
509011231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,27,67,85,103,62,29,381,14,23,31,30,42,16,8,170,3,3,3,0,9,6,3,24,174,254,360,372,433,210,47,1848
509011232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,37,24,34,5,128,9,19,17,29,37,9,5,127,0,0,0,0,0,0,0,0,73,127,147,204,182,70,15,816
509011233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,22,46,44,40,34,14,190,30,51,40,48,69,26,0,262,0,0,0,3,4,0,4,15,353,471,582,663,594,202,22,2891
509011234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,27,39,57,87,75,19,312,23,17,15,44,53,24,4,188,5,4,0,8,5,10,0,27,265,307,370,489,451,208,53,2143
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,51,68,68,40,13,268,34,17,29,29,30,9,6,154,5,3,0,0,0,0,0,16,205,240,286,346,323,115,38,1549
509021237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,33,40,56,22,15,188,10,27,22,26,46,17,3,155,0,3,0,0,0,7,3,25,145,255,253,286,320,120,37,1416
509021238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,21,55,49,73,33,22,265,17,29,17,20,42,16,6,139,3,3,4,4,0,3,5,20,170,225,326,346,367,210,47,1687
509021239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,44,57,100,119,96,45,462,59,77,72,76,99,37,8,435,3,9,5,0,9,5,7,26,418,791,695,755,806,300,83,3855
509021240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,3,29,35,61,62,32,6,227,40,54,30,26,47,17,0,207,0,0,5,0,4,5,7,21,289,453,402,475,453,163,34,2271
509021241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,37,47,84,44,22,267,25,21,30,44,37,18,4,177,7,0,0,0,5,3,0,13,227,357,405,447,524,219,72,2244
509021242,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,3,0,6,0,0,0,0,0,8,0,5,0,0,3,0,0,13,4,15,30,42,57,30,15,199,30,71,67,84,80,16,0,343,4,8,0,7,3,0,0,25,161,387,427,533,513,151,36,2202
509021243,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,5,3,7,0,0,15,5,0,3,3,7,0,0,18,9,34,51,54,79,51,12,285,69,58,82,99,89,45,5,442,8,9,7,5,6,4,0,41,677,783,891,1072,1028,343,36,4828
509021244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,23,28,64,43,7,175,22,20,12,14,22,8,0,96,0,5,0,0,0,4,0,7,99,121,114,164,220,119,26,871
509021245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,10,43,54,76,51,13,249,32,23,24,22,48,27,7,181,0,0,4,3,0,5,3,20,144,191,295,302,383,189,42,1554
509031246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,46,64,56,49,16,258,22,22,18,21,34,10,0,126,6,0,4,4,4,0,0,17,156,217,245,294,331,164,43,1464
509031247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,12,16,31,80,106,144,70,30,475,12,51,51,56,57,25,0,245,0,3,5,3,5,3,7,29,202,404,506,517,544,238,79,2485
509031248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,23,12,11,22,4,93,50,152,186,172,133,25,3,721,7,3,8,0,0,3,0,21,237,585,748,783,553,124,21,3039
509031249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,7,21,28,11,6,82,42,30,27,36,52,19,0,218,4,4,4,5,0,0,0,22,293,375,383,464,478,163,23,2182
509031250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,3,0,0,0,0,8,13,19,53,92,96,80,37,391,21,21,23,37,43,19,3,176,5,7,4,9,0,0,0,17,174,261,333,395,412,222,66,1859
510011262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,0,0,0,19,0,3,7,6,0,0,0,19,5,58,92,106,86,48,3,398,99,200,180,141,131,33,0,777,17,28,23,8,12,9,0,89,833,1746,1821,1523,1074,325,28,7364
510011263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,8,0,3,3,5,0,0,0,7,15,20,12,20,27,19,0,111,21,52,43,46,49,13,0,221,6,16,9,9,4,0,3,47,287,680,492,475,436,150,13,2523
510011264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,0,0,3,3,0,0,9,3,13,6,7,7,8,0,40,14,29,32,28,16,5,0,119,0,14,3,5,9,3,5,42,133,268,235,231,190,55,5,1119
510011265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,0,0,12,0,7,3,7,0,0,0,11,11,36,39,34,28,9,3,160,32,69,65,46,74,4,0,294,5,10,7,9,5,0,0,43,383,909,730,687,623,171,24,3529
510011266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,14,12,5,3,52,4,4,4,7,6,0,0,37,0,3,0,0,0,3,0,4,90,179,99,109,111,39,3,632
510021267,0,0,0,0,0,0,0,7,9,41,28,29,18,3,0,132,11,45,49,33,18,4,0,160,21,87,84,62,41,12,0,296,11,52,72,34,27,10,4,207,210,978,977,943,598,108,5,3818,12,30,24,20,25,4,0,126,962,3777,3719,3274,2061,320,21,14131
510021268,0,0,3,6,0,0,0,8,0,7,10,8,4,0,0,29,0,12,7,5,10,0,0,31,0,20,22,12,10,0,0,67,5,30,34,18,23,0,0,109,76,244,248,194,145,29,3,952,5,5,0,6,4,0,0,21,370,1021,1003,789,546,97,4,3840
510021269,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,6,8,12,10,7,0,0,43,7,11,10,10,7,3,0,49,4,33,66,45,28,5,0,181,79,315,309,265,218,47,0,1236,4,7,15,5,8,3,0,50,594,1772,1865,1394,979,178,0,6787
510021270,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,3,3,5,6,0,0,29,9,10,3,5,6,0,0,31,10,32,29,23,22,5,0,122,59,83,77,57,54,16,0,350,9,4,5,0,3,0,0,25,384,793,732,549,449,93,0,3008
510031271,4,4,3,0,3,0,0,14,10,46,52,34,23,0,0,162,11,36,55,37,11,0,0,153,22,85,113,71,40,4,0,329,14,56,73,40,29,6,6,229,195,875,999,944,654,108,0,3779,9,34,21,31,17,0,6,114,929,3353,3619,3286,2194,331,20,13727
510031272,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,3,6,12,5,8,3,0,0,45,6,19,5,14,3,0,0,48,3,59,92,51,25,11,0,243,147,251,241,208,131,33,0,1008,4,6,8,11,6,0,0,37,1027,1900,2074,1552,929,184,5,7675
510031273,0,0,0,3,0,0,0,5,4,0,9,3,3,0,0,20,5,10,13,15,4,0,0,49,3,15,26,21,10,0,0,77,0,16,31,24,9,6,0,83,79,288,390,305,253,28,0,1346,0,4,4,6,9,0,0,27,433,1479,1861,1566,943,134,5,6426
511011274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,3,3,0,0,0,0,8,6,36,53,51,72,44,12,269,105,121,75,112,90,36,0,538,8,7,4,0,8,5,4,41,790,906,986,1120,971,265,43,5078
511011275,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,0,4,0,0,6,0,0,4,0,4,0,0,13,11,44,86,108,89,27,14,374,20,75,69,95,69,28,6,355,4,0,0,7,3,4,0,23,254,577,537,635,506,152,50,2712
511021276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,3,0,4,0,0,0,0,6,0,18,39,65,41,36,0,210,22,41,41,40,45,17,0,204,0,0,6,6,10,5,4,33,222,415,390,479,434,152,18,2122
511021277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,23,61,39,42,12,0,183,44,65,52,50,55,20,0,294,7,6,3,11,6,0,0,32,359,623,551,517,422,101,10,2587
511031278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,12,0,4,0,0,3,0,0,12,0,13,17,18,12,6,0,73,25,47,44,37,28,9,0,193,0,0,0,4,0,0,0,8,223,401,433,397,335,90,9,1886
511031279,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,35,31,13,13,6,0,0,99,35,34,18,13,6,0,0,108,10,41,67,70,64,22,10,271,190,250,185,151,126,38,4,944,5,6,7,11,5,4,0,43,1725,2277,2113,1933,1492,382,34,9959
511031280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,10,4,0,0,0,6,0,0,10,3,14,21,18,12,6,0,70,17,32,20,20,27,10,0,126,0,0,0,0,0,0,0,4,140,275,228,250,257,65,6,1213
511031281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,4,0,0,0,0,0,0,0,0,4,20,21,25,19,8,0,99
511031282,0,0,0,0,0,0,0,0,7,7,3,4,0,0,0,26,3,10,17,6,0,0,0,38,9,17,17,12,3,0,0,60,5,18,24,21,16,8,4,87,79,299,256,208,150,25,3,1008,6,9,7,11,4,6,0,29,521,1294,1163,1048,777,157,19,4975
511031283,0,0,0,0,0,0,0,0,7,11,15,19,4,0,0,59,3,31,29,18,9,0,0,87,12,44,47,36,17,0,0,156,6,20,33,37,22,9,0,120,161,528,518,498,324,59,0,2085,6,17,13,12,14,0,0,58,642,1995,1865,1711,1231,193,11,7641
511031284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,17,29,27,25,27,0,0,128,0,0,0,0,0,0,0,11,82,208,239,191,151,6,0,878
511041285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,8,0,4,0,0,25,6,13,8,0,4,0,0,33,8,31,46,62,54,29,9,245,347,291,217,226,210,90,7,1381,5,9,7,7,6,3,9,46,2206,2357,2372,2652,2127,591,71,12372
511041286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,7,5,5,0,0,0,0,0,7,5,12,19,31,37,18,0,117,19,41,39,84,69,16,6,271,5,3,4,3,7,0,0,18,233,410,470,610,570,113,14,2414
511041287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,13,14,37,24,16,3,112,6,14,9,12,17,7,0,65,0,0,0,0,0,0,0,0,77,112,133,176,126,55,13,683
511041288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,36,37,31,17,3,144,24,15,13,20,17,3,0,92,0,0,0,0,0,0,0,0,151,148,176,165,155,58,5,863
511041289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,3,3,18,22,38,19,15,124,32,16,20,20,28,12,5,131,3,0,0,7,0,4,4,14,149,106,188,247,247,89,31,1062
511041290,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,14,0,25,13,12,0,0,0,62,4,29,20,20,0,0,0,75,0,16,28,29,25,19,7,124,115,324,305,254,209,45,0,1253,11,5,8,8,13,5,0,57,410,1285,1097,1033,782,207,16,4835
511041291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,4,0,0,0,11,0,3,3,4,4,4,0,14,8,15,35,62,72,39,17,251,22,72,62,61,65,16,0,302,0,0,3,3,3,3,0,19,195,417,454,483,521,173,50,2298
511041292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,15,17,63,66,84,61,36,338,29,38,39,32,70,21,4,225,0,7,6,3,4,0,0,23,185,242,373,450,552,228,63,2089
597979799,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,5,7,5,8,0,0,24,0,3,11,12,4,0,0,30,0,3,6,6,4,0,0,18,13,68,91,102,50,6,0,329,0,6,4,4,3,0,0,16,66,252,411,418,212,28,0,1386
599999499,36,41,20,11,10,4,0,121,3,16,14,11,0,3,0,49,39,90,98,48,39,10,4,335,81,143,129,72,53,14,4,499,180,702,1040,873,675,396,142,4003,1208,2018,1877,1805,1706,687,98,9404,41,71,72,70,58,26,26,363,7310,13102,13038,12601,10552,3447,516,60566
