DATE,MONTH,SEX,CLIENT GROUP,MEASURE,VALUE
2019-04-30,Apr19,Male,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.7938483296296598
2019-04-30,Apr19,Male,Number of indigenous clients,proportion of national per 10k,1.0396290873908216
2019-04-30,Apr19,Female,Number of clients who are at risk of homelessness,proportion of national per 10k,0.8512253631312217
2019-04-30,Apr19,Female,Number of clients who are homeless,proportion of national per 10k,0.6437126023524476
2019-04-30,Apr19,Female,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,1.431353510439698
2019-04-30,Apr19,Female,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,1.1897087711923267
2019-04-30,Apr19,Female,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.32832990266132533
2019-04-30,Apr19,Female,Number of clients with a current mental health issue,proportion of national per 10k,0.6543098979739774
2019-04-30,Apr19,Female,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.8774035298949941
2019-04-30,Apr19,Female,Number of indigenous clients,proportion of national per 10k,1.2893049890948858
2019-04-30,Apr19,Male,Number of clients with a current mental health issue,proportion of national per 10k,0.5401615547215692
2019-04-30,Apr19,Female,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.8887005272367503
2019-04-30,Apr19,Male,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,0.7963547274000797
2019-04-30,Apr19,Male,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.7857705019493058
2019-04-30,Apr19,Male,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.0656616529956838
2019-04-30,Apr19,Male,Number of clients who are at risk of homelessness,proportion of national per 10k,0.6534925989283692
2019-04-30,Apr19,Male,Number of clients who are homeless,proportion of national per 10k,0.6023736458953889
2019-04-30,Apr19,Male,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,1.0536625708408316
2019-05-31,May19,Male,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.7736688639676409
2019-05-31,May19,Male,Number of indigenous clients,proportion of national per 10k,1.0830444246468436
2019-05-31,May19,Female,Number of clients who are at risk of homelessness,proportion of national per 10k,0.839842715808518
2019-05-31,May19,Female,Number of clients who are homeless,proportion of national per 10k,0.641424689604219
2019-05-31,May19,Female,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,1.4145774256283825
2019-05-31,May19,Female,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,1.1539547258994005
2019-05-31,May19,Female,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.3955692543365425
2019-05-31,May19,Female,Number of clients with a current mental health issue,proportion of national per 10k,0.6775346893441473
2019-05-31,May19,Female,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.8686296250396699
2019-05-31,May19,Male,Number of clients with a current mental health issue,proportion of national per 10k,0.5469229449522839
2019-05-31,May19,Female,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.8867660849846993
2019-05-31,May19,Female,Number of indigenous clients,proportion of national per 10k,1.2713263664886867
2019-05-31,May19,Male,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,0.8269539786814115
2019-05-31,May19,Male,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.7676892563703566
2019-05-31,May19,Male,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.12804022334158344
2019-05-31,May19,Male,Number of clients who are at risk of homelessness,proportion of national per 10k,0.6549059788386099
2019-05-31,May19,Male,Number of clients who are homeless,proportion of national per 10k,0.6017562984074823
2019-05-31,May19,Male,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,1.0449353716829017
2019-06-30,Jun19,Female,Number of clients who are homeless,proportion of national per 10k,0.6241382244506607
2019-06-30,Jun19,Male,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.7850379577418838
2019-06-30,Jun19,Male,Number of indigenous clients,proportion of national per 10k,1.0410920422201255
2019-06-30,Jun19,Female,Number of clients who are at risk of homelessness,proportion of national per 10k,0.8592987131774084
2019-06-30,Jun19,Female,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,1.4109596390489376
2019-06-30,Jun19,Male,Number of clients with a current mental health issue,proportion of national per 10k,0.5390902991256665
2019-06-30,Jun19,Female,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.5241105696177064
2019-06-30,Jun19,Female,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,1.118527688046301
2019-06-30,Jun19,Female,Number of clients with a current mental health issue,proportion of national per 10k,0.6561841004388542
2019-06-30,Jun19,Female,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.8645944064704206
2019-06-30,Jun19,Female,Number of indigenous clients,proportion of national per 10k,1.2564413713023512
2019-06-30,Jun19,Female,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.8549453275040956
2019-06-30,Jun19,Male,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,0.8055401933825153
2019-06-30,Jun19,Male,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.7248379005715048
2019-06-30,Jun19,Male,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.15929638476743122
2019-06-30,Jun19,Male,Number of clients who are at risk of homelessness,proportion of national per 10k,0.6688397417737181
2019-06-30,Jun19,Male,Number of clients who are homeless,proportion of national per 10k,0.5615780761113336
2019-06-30,Jun19,Male,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,0.9903877499300094
2019-07-31,Jul19,Male,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.7735202469693464
2019-07-31,Jul19,Female,Number of clients who are at risk of homelessness,proportion of national per 10k,0.8594156023023608
2019-07-31,Jul19,Female,Number of clients who are homeless,proportion of national per 10k,0.6151185248032235
2019-07-31,Jul19,Female,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,1.5132915785930687
2019-07-31,Jul19,Female,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,0.9803725940653268
2019-07-31,Jul19,Female,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.23843855326693836
2019-07-31,Jul19,Male,Number of clients with a current mental health issue,proportion of national per 10k,0.5312087028954953
2019-07-31,Jul19,Female,Number of clients with a current mental health issue,proportion of national per 10k,0.6376090403231522
2019-07-31,Jul19,Female,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.829280699973183
2019-07-31,Jul19,Female,Number of indigenous clients,proportion of national per 10k,1.2765588222019502
2019-07-31,Jul19,Female,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.8863418997732276
2019-07-31,Jul19,Male,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,0.7852751189635644
2019-07-31,Jul19,Male,Number of indigenous clients,proportion of national per 10k,1.1576927725970994
2019-07-31,Jul19,Male,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.7606575918381244
2019-07-31,Jul19,Male,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,1.1512929488447974
2019-07-31,Jul19,Male,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.12087334952901829
2019-07-31,Jul19,Male,Number of clients who are at risk of homelessness,proportion of national per 10k,0.6982800948251132
2019-07-31,Jul19,Male,Number of clients who are homeless,proportion of national per 10k,0.5847249727799372
2019-08-31,Aug19,Male,Number of clients with a current mental health issue,proportion of national per 10k,0.5148763942552682
2019-08-31,Aug19,Female,Number of indigenous clients,proportion of national per 10k,1.3057236198122697
2019-08-31,Aug19,Female,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.8873814513482835
2019-08-31,Aug19,Female,Number of clients with a current mental health issue,proportion of national per 10k,0.6555023825118717
2019-08-31,Aug19,Female,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.3102977738598285
2019-08-31,Aug19,Female,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.8256122616958541
2019-08-31,Aug19,Female,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,1.5998836398364646
2019-08-31,Aug19,Female,Number of clients who are homeless,proportion of national per 10k,0.6159755297024783
2019-08-31,Aug19,Female,Number of clients who are at risk of homelessness,proportion of national per 10k,0.8683162280449314
2019-08-31,Aug19,Male,Number of indigenous clients,proportion of national per 10k,1.1048792895108785
2019-08-31,Aug19,Male,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.7885139088708567
2019-08-31,Aug19,Female,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,1.035651971728744
2019-08-31,Aug19,Male,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,0.792579728629731
2019-08-31,Aug19,Male,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.8177774397853567
2019-08-31,Aug19,Male,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.11349269455277192
2019-08-31,Aug19,Male,Number of clients who are at risk of homelessness,proportion of national per 10k,0.683877963881308
2019-08-31,Aug19,Male,Number of clients who are homeless,proportion of national per 10k,0.5865742825570254
2019-08-31,Aug19,Male,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,1.2089443367168875
2019-09-30,Sep19,Male,Number of clients with a current mental health issue,proportion of national per 10k,0.5199737304058986
2019-09-30,Sep19,Male,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.7676131595258859
2019-09-30,Sep19,Male,Number of indigenous clients,proportion of national per 10k,1.0378791366229783
2019-09-30,Sep19,Female,Number of clients who are at risk of homelessness,proportion of national per 10k,0.8105944142848273
2019-09-30,Sep19,Female,Number of clients who are homeless,proportion of national per 10k,0.6252578329021199
2019-09-30,Sep19,Female,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.4477172670800479
2019-09-30,Sep19,Female,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.8967939380598722
2019-09-30,Sep19,Female,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,1.0779143766570671
2019-09-30,Sep19,Female,Number of clients with a current mental health issue,proportion of national per 10k,0.6481475273427235
2019-09-30,Sep19,Female,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.829722666907902
2019-09-30,Sep19,Male,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,0.7459550923699788
2019-09-30,Sep19,Female,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,1.4886615000157342
2019-09-30,Sep19,Female,Number of indigenous clients,proportion of national per 10k,1.251212423812442
2019-09-30,Sep19,Male,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.18714392857510587
2019-09-30,Sep19,Male,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,1.1491215461144852
2019-09-30,Sep19,Male,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.8509702685730615
2019-09-30,Sep19,Male,Number of clients who are at risk of homelessness,proportion of national per 10k,0.6243609294143121
2019-09-30,Sep19,Male,Number of clients who are homeless,proportion of national per 10k,0.5889376625249003
2019-10-31,Oct19,Female,Number of clients who are at risk of homelessness,proportion of national per 10k,0.8140306693796815
2019-10-31,Oct19,Female,Number of indigenous clients,proportion of national per 10k,1.2888855060258708
2019-10-31,Oct19,Male,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.7406086455233704
2019-10-31,Oct19,Male,Number of indigenous clients,proportion of national per 10k,1.0313918200600813
2019-10-31,Oct19,Male,Number of clients with a current mental health issue,proportion of national per 10k,0.5359578101324242
2019-10-31,Oct19,Female,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.814138221891908
2019-10-31,Oct19,Female,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,1.4955202972008736
2019-10-31,Oct19,Female,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.902168913225327
2019-10-31,Oct19,Female,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.4726780302095106
2019-10-31,Oct19,Female,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,1.028003515419308
2019-10-31,Oct19,Female,Number of clients with a current mental health issue,proportion of national per 10k,0.6480538266771254
2019-10-31,Oct19,Female,Number of clients who are homeless,proportion of national per 10k,0.6406110556925098
2019-10-31,Oct19,Male,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,0.7714001475092983
2019-10-31,Oct19,Male,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,1.179903865000809
2019-10-31,Oct19,Male,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.8811571546217606
2019-10-31,Oct19,Male,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.2040740178369549
2019-10-31,Oct19,Male,Number of clients who are at risk of homelessness,proportion of national per 10k,0.6291847486942016
2019-10-31,Oct19,Male,Number of clients who are homeless,proportion of national per 10k,0.6070278912436906
2019-11-30,Nov19,Male,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.7889252426585729
2019-11-30,Nov19,Female,Number of clients who are at risk of homelessness,proportion of national per 10k,0.8324650344340367
2019-11-30,Nov19,Female,Number of clients who are homeless,proportion of national per 10k,0.6500314595438365
2019-11-30,Nov19,Female,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,1.4858961687979666
2019-11-30,Nov19,Female,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.8849794683514728
2019-11-30,Nov19,Female,Number of clients with a current mental health issue,proportion of national per 10k,0.6785622751757848
2019-11-30,Nov19,Female,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,1.140531525739176
2019-11-30,Nov19,Male,Number of clients with a current mental health issue,proportion of national per 10k,0.5472344412487653
2019-11-30,Nov19,Female,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.8400597918216569
2019-11-30,Nov19,Female,Number of indigenous clients,proportion of national per 10k,1.3053044800924374
2019-11-30,Nov19,Female,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.5161237460704112
2019-11-30,Nov19,Male,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,0.7951301668215938
2019-11-30,Nov19,Male,Number of indigenous clients,proportion of national per 10k,1.1366885178455925
2019-11-30,Nov19,Male,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.8700791132142855
2019-11-30,Nov19,Male,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.05623357492470719
2019-11-30,Nov19,Male,Number of clients who are at risk of homelessness,proportion of national per 10k,0.6654896838946975
2019-11-30,Nov19,Male,Number of clients who are homeless,proportion of national per 10k,0.6207036996032552
2019-11-30,Nov19,Male,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,1.2376406992193076
2019-12-31,Dec19,Male,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.7765573738935181
2019-12-31,Dec19,Female,Number of clients who are at risk of homelessness,proportion of national per 10k,0.8093316408245512
2019-12-31,Dec19,Female,Number of clients who are homeless,proportion of national per 10k,0.658615115911324
2019-12-31,Dec19,Female,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,1.5740637270741527
2019-12-31,Dec19,Female,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.9348671223467556
2019-12-31,Dec19,Female,Number of clients with a current mental health issue,proportion of national per 10k,0.6733399346671427
2019-12-31,Dec19,Female,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,1.1217642313460003
2019-12-31,Dec19,Female,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.8406337438462861
2019-12-31,Dec19,Female,Number of indigenous clients,proportion of national per 10k,1.3379836447367153
2019-12-31,Dec19,Male,Number of clients with a current mental health issue,proportion of national per 10k,0.5501092645995753
2019-12-31,Dec19,Female,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.5349162958354444
2019-12-31,Dec19,Male,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,0.7964238884084606
2019-12-31,Dec19,Male,Number of indigenous clients,proportion of national per 10k,1.1489758694270673
2019-12-31,Dec19,Male,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.8788590977021876
2019-12-31,Dec19,Male,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.08589647438054365
2019-12-31,Dec19,Male,Number of clients who are at risk of homelessness,proportion of national per 10k,0.6634128672816503
2019-12-31,Dec19,Male,Number of clients who are homeless,proportion of national per 10k,0.6091155742987923
2019-12-31,Dec19,Male,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,1.238192965891096
2020-01-31,Jan20,Male,Number of clients with a current mental health issue,proportion of national per 10k,0.5234541330633662
2020-01-31,Jan20,Male,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.7250104669102683
2020-01-31,Jan20,Male,Number of indigenous clients,proportion of national per 10k,1.0875057586946548
2020-01-31,Jan20,Female,Number of clients who are at risk of homelessness,proportion of national per 10k,0.7858564242022412
2020-01-31,Jan20,Female,Number of clients who are homeless,proportion of national per 10k,0.667071110030645
2020-01-31,Jan20,Female,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.4686930236499222
2020-01-31,Jan20,Female,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.9177740606789668
2020-01-31,Jan20,Female,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,1.1827931905252893
2020-01-31,Jan20,Female,Number of clients with a current mental health issue,proportion of national per 10k,0.6550916353414599
2020-01-31,Jan20,Female,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.8120811725602013
2020-01-31,Jan20,Male,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,0.7793980560716008
2020-01-31,Jan20,Female,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,1.542541451253217
2020-01-31,Jan20,Female,Number of indigenous clients,proportion of national per 10k,1.3156318982463553
2020-01-31,Jan20,Male,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.17527943957746406
2020-01-31,Jan20,Male,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,1.1413819398747995
2020-01-31,Jan20,Male,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.8324220014326839
2020-01-31,Jan20,Male,Number of clients who are at risk of homelessness,proportion of national per 10k,0.5972010171890556
2020-01-31,Jan20,Male,Number of clients who are homeless,proportion of national per 10k,0.61643449871331
2020-02-29,Feb20,Female,Number of clients who are at risk of homelessness,proportion of national per 10k,0.7665939011329286
2020-02-29,Feb20,Male,Number of clients with a current mental health issue,proportion of national per 10k,0.5351323527751116
2020-02-29,Feb20,Male,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.6812734810797426
2020-02-29,Feb20,Male,Number of indigenous clients,proportion of national per 10k,1.022957924373956
2020-02-29,Feb20,Female,Number of clients who are homeless,proportion of national per 10k,0.6330291274136959
2020-02-29,Feb20,Female,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.7765796369162308
2020-02-29,Feb20,Female,Number of indigenous clients,proportion of national per 10k,1.2000781733502088
2020-02-29,Feb20,Female,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.5129655302338647
2020-02-29,Feb20,Female,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,1.1928855165340653
2020-02-29,Feb20,Male,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,0.7991353317077791
2020-02-29,Feb20,Female,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,1.4619314000049546
2020-02-29,Feb20,Male,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.11758253074672755
2020-02-29,Feb20,Female,Number of clients with a current mental health issue,proportion of national per 10k,0.6759909648310795
2020-02-29,Feb20,Male,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,1.0899860976790896
2020-02-29,Feb20,Male,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.8310914647569156
2020-02-29,Feb20,Female,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.8953557161349234
2020-02-29,Feb20,Male,Number of clients who are at risk of homelessness,proportion of national per 10k,0.6047769731399586
2020-02-29,Feb20,Male,Number of clients who are homeless,proportion of national per 10k,0.591300966607015
2020-03-31,Mar20,Male,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.6819624811458191
2020-03-31,Mar20,Female,Number of clients who are at risk of homelessness,proportion of national per 10k,0.7729352877305478
2020-03-31,Mar20,Female,Number of clients who are homeless,proportion of national per 10k,0.6148123366481273
2020-03-31,Mar20,Female,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,1.3963004739585165
2020-03-31,Mar20,Female,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.8954013485919455
2020-03-31,Mar20,Female,Number of clients with a current mental health issue,proportion of national per 10k,0.6675226738494532
2020-03-31,Mar20,Female,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,1.207248107381316
2020-03-31,Mar20,Male,Number of clients with a current mental health issue,proportion of national per 10k,0.544463612811042
2020-03-31,Mar20,Female,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.7672871471077102
2020-03-31,Mar20,Female,Number of indigenous clients,proportion of national per 10k,1.1526706408088185
2020-03-31,Mar20,Female,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.4406847986366407
2020-03-31,Mar20,Male,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,0.8191560854639135
2020-03-31,Mar20,Male,Number of indigenous clients,proportion of national per 10k,0.9564345514973827
2020-03-31,Mar20,Male,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.8217191116151498
2020-03-31,Mar20,Male,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.09395364145451321
2020-03-31,Mar20,Male,Number of clients who are at risk of homelessness,proportion of national per 10k,0.5737225164449266
2020-03-31,Mar20,Male,Number of clients who are homeless,proportion of national per 10k,0.5828773419785613
2020-03-31,Mar20,Male,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,1.0278171427774936
2020-04-30,Apr20,Male,Number of clients with a current mental health issue,proportion of national per 10k,0.5047735780079858
2020-04-30,Apr20,Male,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.6339721196356991
2020-04-30,Apr20,Male,Number of indigenous clients,proportion of national per 10k,0.8693592241610476
2020-04-30,Apr20,Female,Number of clients who are at risk of homelessness,proportion of national per 10k,0.7258338001980168
2020-04-30,Apr20,Female,Number of clients who are homeless,proportion of national per 10k,0.5904136256285294
2020-04-30,Apr20,Female,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.43204601606099846
2020-04-30,Apr20,Female,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.777247084505103
2020-04-30,Apr20,Female,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,1.1031057668000557
2020-04-30,Apr20,Female,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.7662865101374416
2020-04-30,Apr20,Male,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,0.7577656386484738
2020-04-30,Apr20,Female,Number of indigenous clients,proportion of national per 10k,1.0145514656352281
2020-04-30,Apr20,Male,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.056712459630490875
2020-04-30,Apr20,Female,Number of clients with a current mental health issue,proportion of national per 10k,0.6623220806560841
2020-04-30,Apr20,Male,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,0.7885177864633306
2020-04-30,Apr20,Male,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.665400602893779
2020-04-30,Apr20,Female,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,1.108256839286764
2020-04-30,Apr20,Male,Number of clients who are at risk of homelessness,proportion of national per 10k,0.528748886652761
2020-04-30,Apr20,Male,Number of clients who are homeless,proportion of national per 10k,0.537767804126385
2020-05-31,May20,Male,Number of clients with a current mental health issue,proportion of national per 10k,0.5208052217137294
2020-05-31,May20,Male,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.6672771499344663
2020-05-31,May20,Male,Number of indigenous clients,proportion of national per 10k,0.9297495768936203
2020-05-31,May20,Female,Number of clients who are at risk of homelessness,proportion of national per 10k,0.7703873216001921
2020-05-31,May20,Female,Number of clients who are homeless,proportion of national per 10k,0.5914674196852641
2020-05-31,May20,Female,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.29632739368198413
2020-05-31,May20,Male,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,0.807414106249723
2020-05-31,May20,Female,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,1.0535847242423888
2020-05-31,May20,Female,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.7889117626221718
2020-05-31,May20,Female,Number of indigenous clients,proportion of national per 10k,1.0868138915359429
2020-05-31,May20,Female,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.7784709582980311
2020-05-31,May20,Male,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.06444008330213527
2020-05-31,May20,Female,Number of clients with a current mental health issue,proportion of national per 10k,0.64403052738316
2020-05-31,May20,Male,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,0.8312329173910793
2020-05-31,May20,Male,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.6500338219483885
2020-05-31,May20,Female,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,1.171652549131925
2020-05-31,May20,Male,Number of clients who are at risk of homelessness,proportion of national per 10k,0.599676802238855
2020-05-31,May20,Male,Number of clients who are homeless,proportion of national per 10k,0.5326672000660072
2020-06-30,Jun20,Male,Number of clients with a current mental health issue,proportion of national per 10k,0.5424416705373502
2020-06-30,Jun20,Male,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.6623293716029497
2020-06-30,Jun20,Male,Number of indigenous clients,proportion of national per 10k,1.007214641071854
2020-06-30,Jun20,Female,Number of clients who are at risk of homelessness,proportion of national per 10k,0.7772492591160928
2020-06-30,Jun20,Female,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.7647031536878437
2020-06-30,Jun20,Female,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,1.2518290089943473
2020-06-30,Jun20,Female,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.37401167822471965
2020-06-30,Jun20,Female,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,1.0109840967244605
2020-06-30,Jun20,Female,Number of clients with a current mental health issue,proportion of national per 10k,0.6515463086752233
2020-06-30,Jun20,Female,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.7590408270559194
2020-06-30,Jun20,Female,Number of clients who are homeless,proportion of national per 10k,0.5895844874117222
2020-06-30,Jun20,Male,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,0.8100891019692772
2020-06-30,Jun20,Male,Number of clients accommodated in short-term/emergency accommodation,proportion of national per 10k,0.9321778811879653
2020-06-30,Jun20,Male,Number of nights in short-term/emergency accommodation,proportion of national per 10k,0.6751716231168787
2020-06-30,Jun20,Male,Number of clients who are homeless,proportion of national per 10k,0.5412713577929084
2020-06-30,Jun20,Male,Number of clients who are at risk of homelessness,proportion of national per 10k,0.6569150050479475
2020-06-30,Jun20,Female,Number of indigenous clients,proportion of national per 10k,1.1443601141419915
2020-06-30,Jun20,Male,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.04717415185903398
2020-07-31,Jul20,Female,Number of indigenous clients,proportion of national per 10k,1.1859476014686627
2020-07-31,Jul20,Female,Number of clients who have experienced family and domestic violence,proportion of national per 10k,0.7800311672389665
2020-07-31,Jul20,Female,Number of clients with a current mental health issue,proportion of national per 10k,0.6482302535744872
2020-07-31,Jul20,Female,Number of clients with problematic drug or alcohol issues,proportion of national per 10k,1.0344354667170839
2020-07-31,Jul20,Female,Number of clients financially assisted with payments for short term/emergency accommodation,proportion of national per 10k,0.28924159469958743
