DATE,STATE,MONTH,CLIENT GROUP,MEASURE,VALUE
2018-12-31,Qld,Dec18,Number of clients who are at risk of homelessness,per 10k,10.464815352781788
2018-12-31,Qld,Dec18,Number of clients who are homeless,per 10k,11.93516055099502
2018-12-31,Qld,Dec18,Number of clients who have experienced family and domestic violence,per 10k,6.588811029729111
2018-12-31,Qld,Dec18,Number of clients with a current mental health issue,per 10k,5.481098137813752
2018-12-31,Qld,Dec18,Number of clients with problematic drug or alcohol issues,per 10k,1.7616400016328362
2018-12-31,Qld,Dec18,Number of indigenous clients,per 10k,7.88081247074667
2018-12-31,Qld,Dec18,Number of nights in short-term/emergency accommodation,per 10k,158.95184599659876
2019-12-31,Qld,Dec19,Number of clients accommodated in short-term/emergency accommodation,per 10k,7.173851467354784
2019-12-31,Qld,Dec19,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.33140074713323736
2019-12-31,Qld,Dec19,Number of clients who are at risk of homelessness,per 10k,10.52879667803891
2019-12-31,Qld,Dec19,Number of clients who are homeless,per 10k,11.745232361633853
2019-12-31,Qld,Dec19,Number of clients who have experienced family and domestic violence,per 10k,6.840501304061941
2019-12-31,Qld,Dec19,Number of clients with a current mental health issue,per 10k,5.828754317225763
2019-12-31,Qld,Dec19,Number of clients with problematic drug or alcohol issues,per 10k,1.6589531518257938
2019-12-31,Qld,Dec19,Number of indigenous clients,per 10k,7.487707469051556
2019-12-31,Qld,Dec19,Number of nights in short-term/emergency accommodation,per 10k,155.4230515731691
2020-12-31,Qld,Dec20,Number of clients accommodated in short-term/emergency accommodation,per 10k,6.9034970581535235
2020-12-31,Qld,Dec20,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.4706491428302486
2020-12-31,Qld,Dec20,Number of clients who are at risk of homelessness,per 10k,10.591534603610228
2020-12-31,Qld,Dec20,Number of clients who are homeless,per 10k,12.449055605846002
2020-12-31,Qld,Dec20,Number of clients who have experienced family and domestic violence,per 10k,7.100243830976005
2020-12-31,Qld,Dec20,Number of clients with a current mental health issue,per 10k,6.031638809959784
2020-12-31,Qld,Dec20,Number of clients with problematic drug or alcohol issues,per 10k,1.7302142668800533
2020-12-31,Qld,Dec20,Number of indigenous clients,per 10k,8.68964913299291
2020-12-31,Qld,Dec20,Number of nights in short-term/emergency accommodation,per 10k,158.24612982702294
2021-12-31,Qld,Dec21,Number of clients accommodated in short-term/emergency accommodation,per 10k,7.04237131563281
2021-12-31,Qld,Dec21,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.5892402450327048
2021-12-31,Qld,Dec21,Number of clients who are at risk of homelessness,per 10k,11.244984805204778
2021-12-31,Qld,Dec21,Number of clients who are homeless,per 10k,13.446082236649525
2021-12-31,Qld,Dec21,Number of clients who have experienced family and domestic violence,per 10k,6.972042641225681
2021-12-31,Qld,Dec21,Number of clients with a current mental health issue,per 10k,6.166114048019659
2021-12-31,Qld,Dec21,Number of clients with problematic drug or alcohol issues,per 10k,1.530123862101056
2021-12-31,Qld,Dec21,Number of indigenous clients,per 10k,9.439248570427134
2021-12-31,Qld,Dec21,Number of nights in short-term/emergency accommodation,per 10k,166.11442817465536
2022-12-31,Qld,Dec22,Number of clients accommodated in short-term/emergency accommodation,per 10k,7.9431024885043335
2022-12-31,Qld,Dec22,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.9401660489317409
2022-12-31,Qld,Dec22,Number of clients who are at risk of homelessness,per 10k,10.82119974106415
2022-12-31,Qld,Dec22,Number of clients who are homeless,per 10k,15.169003208455996
2022-12-31,Qld,Dec22,Number of clients who have experienced family and domestic violence,per 10k,7.4915998207367185
2022-12-31,Qld,Dec22,Number of clients with a current mental health issue,per 10k,6.503124844389513
2022-12-31,Qld,Dec22,Number of clients with problematic drug or alcohol issues,per 10k,1.5458856772948784
2022-12-31,Qld,Dec22,Number of indigenous clients,per 10k,9.249301564391713
2022-12-31,Qld,Dec22,Number of nights in short-term/emergency accommodation,per 10k,186.48360803771368
2018-02-28,Qld,Feb18,Number of clients accommodated in short-term/emergency accommodation,per 10k,7.593280742758718
2018-02-28,Qld,Feb18,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.31848642350832956
2018-02-28,Qld,Feb18,Number of clients who are at risk of homelessness,per 10k,10.645106345237268
2018-02-28,Qld,Feb18,Number of clients who are homeless,per 10k,12.050074935017681
2018-02-28,Qld,Feb18,Number of clients who have experienced family and domestic violence,per 10k,6.412058944177191
2018-02-28,Qld,Feb18,Number of clients with a current mental health issue,per 10k,5.5211032530969275
2018-02-28,Qld,Feb18,Number of clients with problematic drug or alcohol issues,per 10k,1.8121474350252422
2018-02-28,Qld,Feb18,Number of indigenous clients,per 10k,7.895641271405865
2018-02-28,Qld,Feb18,Number of nights in short-term/emergency accommodation,per 10k,144.49204942989923
2019-02-28,Qld,Feb19,Number of clients accommodated in short-term/emergency accommodation,per 10k,7.276425293583548
2019-02-28,Qld,Feb19,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.3111107764413445
2019-02-28,Qld,Feb19,Number of clients who are at risk of homelessness,per 10k,11.077128919153605
2019-02-28,Qld,Feb19,Number of clients who are homeless,per 10k,13.02305746988864
2019-02-28,Qld,Feb19,Number of clients who have experienced family and domestic violence,per 10k,7.032688825416125
2019-02-28,Qld,Feb19,Number of clients with a current mental health issue,per 10k,6.016129409400777
2019-02-28,Qld,Feb19,Number of clients with problematic drug or alcohol issues,per 10k,1.7656031962371845
2019-02-28,Qld,Feb19,Number of indigenous clients,per 10k,8.263260750066285
2019-02-28,Qld,Feb19,Number of nights in short-term/emergency accommodation,per 10k,143.96700719755773
2020-02-29,Qld,Feb20,Number of clients accommodated in short-term/emergency accommodation,per 10k,7.25572694605829
2020-02-29,Qld,Feb20,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.448365716709674
2020-02-29,Qld,Feb20,Number of clients who are at risk of homelessness,per 10k,11.768625355549139
2020-02-29,Qld,Feb20,Number of clients who are homeless,per 10k,13.367146606427108
2020-02-29,Qld,Feb20,Number of clients who have experienced family and domestic violence,per 10k,7.830804713142437
2020-02-29,Qld,Feb20,Number of clients with a current mental health issue,per 10k,6.0529371755806
2020-02-29,Qld,Feb20,Number of clients with problematic drug or alcohol issues,per 10k,1.7622722082849798
2020-02-29,Qld,Feb20,Number of indigenous clients,per 10k,8.682699574890817
2020-02-29,Qld,Feb20,Number of nights in short-term/emergency accommodation,per 10k,149.2862895027254
2021-02-28,Qld,Feb21,Number of clients accommodated in short-term/emergency accommodation,per 10k,6.646954697512446
2021-02-28,Qld,Feb21,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.49186693205620247
2021-02-28,Qld,Feb21,Number of clients who are at risk of homelessness,per 10k,11.349588345955668
2021-02-28,Qld,Feb21,Number of clients who are homeless,per 10k,13.03350925452455
2021-02-28,Qld,Feb21,Number of clients who have experienced family and domestic violence,per 10k,7.410795109646784
2021-02-28,Qld,Feb21,Number of clients with a current mental health issue,per 10k,6.388483446941735
2021-02-28,Qld,Feb21,Number of clients with problematic drug or alcohol issues,per 10k,1.7707209554023289
2021-02-28,Qld,Feb21,Number of indigenous clients,per 10k,9.299178350756675
2021-02-28,Qld,Feb21,Number of nights in short-term/emergency accommodation,per 10k,141.05586277414108
2022-02-28,Qld,Feb22,Number of clients accommodated in short-term/emergency accommodation,per 10k,6.635605469061846
2022-02-28,Qld,Feb22,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.5094076957056931
2022-02-28,Qld,Feb22,Number of clients who are at risk of homelessness,per 10k,11.551009577624988
2022-02-28,Qld,Feb22,Number of clients who are homeless,per 10k,13.56202951067209
2022-02-28,Qld,Feb22,Number of clients who have experienced family and domestic violence,per 10k,6.992951166049421
2022-02-28,Qld,Feb22,Number of clients with a current mental health issue,per 10k,6.295366746930059
2022-02-28,Qld,Feb22,Number of clients with problematic drug or alcohol issues,per 10k,1.5529331619087734
2022-02-28,Qld,Feb22,Number of indigenous clients,per 10k,9.374622220971935
2022-02-28,Qld,Feb22,Number of nights in short-term/emergency accommodation,per 10k,147.15419770949012
2023-02-28,Qld,Feb23,Number of clients accommodated in short-term/emergency accommodation,per 10k,8.099177484769681
2023-02-28,Qld,Feb23,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,1.441835679784646
2023-02-28,Qld,Feb23,Number of clients who are at risk of homelessness,per 10k,12.002910427073214
2023-02-28,Qld,Feb23,Number of clients who are homeless,per 10k,16.57367817484413
2023-02-28,Qld,Feb23,Number of clients who have experienced family and domestic violence,per 10k,7.957966773862937
2023-02-28,Qld,Feb23,Number of clients with a current mental health issue,per 10k,6.692644482711722
2023-02-28,Qld,Feb23,Number of clients with problematic drug or alcohol issues,per 10k,1.618349068418076
2023-02-28,Qld,Feb23,Number of indigenous clients,per 10k,10.516481891212756
2023-02-28,Qld,Feb23,Number of nights in short-term/emergency accommodation,per 10k,176.0024288242276
2018-01-31,Qld,Jan18,Number of clients accommodated in short-term/emergency accommodation,per 10k,7.893625534548218
2018-01-31,Qld,Jan18,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.2600300546365475
2018-01-31,Qld,Jan18,Number of clients who are at risk of homelessness,per 10k,10.3588717114513
2018-01-31,Qld,Jan18,Number of clients who are homeless,per 10k,11.937193670989416
2018-01-31,Qld,Jan18,Number of clients who have experienced family and domestic violence,per 10k,6.545097576781937
2018-01-31,Qld,Jan18,Number of clients with a current mental health issue,per 10k,5.617858622264015
2018-01-31,Qld,Jan18,Number of clients with problematic drug or alcohol issues,per 10k,1.846414961605252
2018-01-31,Qld,Jan18,Number of indigenous clients,per 10k,7.522729952741049
2018-01-31,Qld,Jan18,Number of nights in short-term/emergency accommodation,per 10k,159.62015454654488
2019-01-31,Qld,Jan19,Number of clients accommodated in short-term/emergency accommodation,per 10k,7.498364191427055
2019-01-31,Qld,Jan19,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.5171968958674581
2019-01-31,Qld,Jan19,Number of clients who are at risk of homelessness,per 10k,11.513080325631922
2019-01-31,Qld,Jan19,Number of clients who are homeless,per 10k,13.08052379165169
2019-01-31,Qld,Jan19,Number of clients who have experienced family and domestic violence,per 10k,7.193198206892234
2019-01-31,Qld,Jan19,Number of clients with a current mental health issue,per 10k,6.11719087181166
2019-01-31,Qld,Jan19,Number of clients with problematic drug or alcohol issues,per 10k,1.8864806316698086
2019-01-31,Qld,Jan19,Number of indigenous clients,per 10k,8.46538367488805
2019-01-31,Qld,Jan19,Number of nights in short-term/emergency accommodation,per 10k,159.83167519876412
2020-01-31,Qld,Jan20,Number of clients accommodated in short-term/emergency accommodation,per 10k,7.329804760123367
2020-01-31,Qld,Jan20,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.4425174682308522
2020-01-31,Qld,Jan20,Number of clients who are at risk of homelessness,per 10k,11.404084533702578
2020-01-31,Qld,Jan20,Number of clients who are homeless,per 10k,12.665356788968488
2020-01-31,Qld,Jan20,Number of clients who have experienced family and domestic violence,per 10k,7.680699668852677
2020-01-31,Qld,Jan20,Number of clients with a current mental health issue,per 10k,6.105571411889996
2020-01-31,Qld,Jan20,Number of clients with problematic drug or alcohol issues,per 10k,1.7915134506790888
2020-01-31,Qld,Jan20,Number of indigenous clients,per 10k,8.370792989353655
2020-01-31,Qld,Jan20,Number of nights in short-term/emergency accommodation,per 10k,158.09180229567144
2021-01-31,Qld,Jan21,Number of clients accommodated in short-term/emergency accommodation,per 10k,6.714465845049571
2021-01-31,Qld,Jan21,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.5265869507895815
2021-01-31,Qld,Jan21,Number of clients who are at risk of homelessness,per 10k,10.797925826080867
2021-01-31,Qld,Jan21,Number of clients who are homeless,per 10k,12.68630906719076
2021-01-31,Qld,Jan21,Number of clients who have experienced family and domestic violence,per 10k,7.215977226753935
2021-01-31,Qld,Jan21,Number of clients with a current mental health issue,per 10k,6.087576617919118
2021-01-31,Qld,Jan21,Number of clients with problematic drug or alcohol issues,per 10k,1.7321431568096854
2021-01-31,Qld,Jan21,Number of indigenous clients,per 10k,8.911471474900608
2021-01-31,Qld,Jan21,Number of nights in short-term/emergency accommodation,per 10k,155.66334621124548
2022-01-31,Qld,Jan22,Number of clients accommodated in short-term/emergency accommodation,per 10k,6.791469017747916
2022-01-31,Qld,Jan22,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.545522420401246
2022-01-31,Qld,Jan22,Number of clients who are at risk of homelessness,per 10k,11.482581678201836
2022-01-31,Qld,Jan22,Number of clients who are homeless,per 10k,13.113446614453645
2022-01-31,Qld,Jan22,Number of clients who have experienced family and domestic violence,per 10k,6.979645741161586
2022-01-31,Qld,Jan22,Number of clients with a current mental health issue,per 10k,6.11669389843627
2022-01-31,Qld,Jan22,Number of clients with problematic drug or alcohol issues,per 10k,1.5358261870529855
2022-01-31,Qld,Jan22,Number of indigenous clients,per 10k,9.150330772862711
2022-01-31,Qld,Jan22,Number of nights in short-term/emergency accommodation,per 10k,164.7800841359039
2023-01-31,Qld,Jan23,Number of clients accommodated in short-term/emergency accommodation,per 10k,8.25153640969538
2023-01-31,Qld,Jan23,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,1.1445499726125543
2023-01-31,Qld,Jan23,Number of clients who are at risk of homelessness,per 10k,11.779946146694147
2023-01-31,Qld,Jan23,Number of clients who are homeless,per 10k,16.085014793680003
2023-01-31,Qld,Jan23,Number of clients who have experienced family and domestic violence,per 10k,7.933812310155205
2023-01-31,Qld,Jan23,Number of clients with a current mental health issue,per 10k,6.900744477732186
2023-01-31,Qld,Jan23,Number of clients with problematic drug or alcohol issues,per 10k,1.6294972824370293
2023-01-31,Qld,Jan23,Number of indigenous clients,per 10k,10.009238153350372
2023-01-31,Qld,Jan23,Number of nights in short-term/emergency accommodation,per 10k,190.45051419279125
2017-07-31,Qld,Jul17,Number of clients accommodated in short-term/emergency accommodation,per 10k,7.520735306655191
2017-07-31,Qld,Jul17,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.2496762328525205
2017-07-31,Qld,Jul17,Number of clients who are at risk of homelessness,per 10k,10.21033700201771
2017-07-31,Qld,Jul17,Number of clients who are homeless,per 10k,10.8639609611926
2017-07-31,Qld,Jul17,Number of clients who have experienced family and domestic violence,per 10k,5.986139924244577
2017-07-31,Qld,Jul17,Number of clients with a current mental health issue,per 10k,5.168095031239978
2017-07-31,Qld,Jul17,Number of clients with problematic drug or alcohol issues,per 10k,1.9547822133087582
2017-07-31,Qld,Jul17,Number of indigenous clients,per 10k,7.262939521514784
2017-07-31,Qld,Jul17,Number of nights in short-term/emergency accommodation,per 10k,157.05649990459526
2018-07-31,Qld,Jul18,Number of clients accommodated in short-term/emergency accommodation,per 10k,7.585951648446468
2018-07-31,Qld,Jul18,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.3495370032854481
2018-07-31,Qld,Jul18,Number of clients who are at risk of homelessness,per 10k,10.35029000585824
2018-07-31,Qld,Jul18,Number of clients who are homeless,per 10k,12.497445883183136
2018-07-31,Qld,Jul18,Number of clients who have experienced family and domestic violence,per 10k,6.115898880343098
2018-07-31,Qld,Jul18,Number of clients with a current mental health issue,per 10k,5.956110535984035
2018-07-31,Qld,Jul18,Number of clients with problematic drug or alcohol issues,per 10k,1.8855024634369315
2018-07-31,Qld,Jul18,Number of indigenous clients,per 10k,7.623901380231746
2018-07-31,Qld,Jul18,Number of nights in short-term/emergency accommodation,per 10k,159.90618826302682
2019-07-31,Qld,Jul19,Number of clients accommodated in short-term/emergency accommodation,per 10k,7.074294039494604
2019-07-31,Qld,Jul19,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.29083208829033375
2019-07-31,Qld,Jul19,Number of clients who are at risk of homelessness,per 10k,10.464059933419103
2019-07-31,Qld,Jul19,Number of clients who are homeless,per 10k,12.729799107735014
2019-07-31,Qld,Jul19,Number of clients who have experienced family and domestic violence,per 10k,6.734334909263336
2019-07-31,Qld,Jul19,Number of clients with a current mental health issue,per 10k,6.019045178603326
2019-07-31,Qld,Jul19,Number of clients with problematic drug or alcohol issues,per 10k,1.6506686092154077
2019-07-31,Qld,Jul19,Number of indigenous clients,per 10k,7.709015421371482
2019-07-31,Qld,Jul19,Number of nights in short-term/emergency accommodation,per 10k,154.22747038769293
2020-07-31,Qld,Jul20,Number of clients accommodated in short-term/emergency accommodation,per 10k,7.062085371087614
2020-07-31,Qld,Jul20,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.7627361941361074
2020-07-31,Qld,Jul20,Number of clients who are at risk of homelessness,per 10k,9.76457198787443
2020-07-31,Qld,Jul20,Number of clients who are homeless,per 10k,13.742802645107172
2020-07-31,Qld,Jul20,Number of clients who have experienced family and domestic violence,per 10k,7.100802944394014
2020-07-31,Qld,Jul20,Number of clients with a current mental health issue,per 10k,6.558756918104396
2020-07-31,Qld,Jul20,Number of clients with problematic drug or alcohol issues,per 10k,1.9629809666345504
2020-07-31,Qld,Jul20,Number of indigenous clients,per 10k,8.483020311432544
2020-07-31,Qld,Jul20,Number of nights in short-term/emergency accommodation,per 10k,160.66631394957383
2021-07-31,Qld,Jul21,Number of clients accommodated in short-term/emergency accommodation,per 10k,6.963438496848239
2021-07-31,Qld,Jul21,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.5905118549089365
2021-07-31,Qld,Jul21,Number of clients who are at risk of homelessness,per 10k,11.860085501515199
2021-07-31,Qld,Jul21,Number of clients who are homeless,per 10k,13.714062656375399
2021-07-31,Qld,Jul21,Number of clients who have experienced family and domestic violence,per 10k,7.523274411242425
2021-07-31,Qld,Jul21,Number of clients with a current mental health issue,per 10k,6.509051127973505
2021-07-31,Qld,Jul21,Number of clients with problematic drug or alcohol issues,per 10k,1.737025131647716
2021-07-31,Qld,Jul21,Number of indigenous clients,per 10k,9.572810686884157
2021-07-31,Qld,Jul21,Number of nights in short-term/emergency accommodation,per 10k,160.49843801945394
2022-07-31,Qld,Jul22,Number of clients accommodated in short-term/emergency accommodation,per 10k,6.745339109754316
2022-07-31,Qld,Jul22,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.5544371795423582
2022-07-31,Qld,Jul22,Number of clients who are at risk of homelessness,per 10k,10.73916625052554
2022-07-31,Qld,Jul22,Number of clients who are homeless,per 10k,14.086463256508386
2022-07-31,Qld,Jul22,Number of clients who have experienced family and domestic violence,per 10k,6.952078397041298
2022-07-31,Qld,Jul22,Number of clients with a current mental health issue,per 10k,6.450265763353808
2022-07-31,Qld,Jul22,Number of clients with problematic drug or alcohol issues,per 10k,1.5430268623873764
2022-07-31,Qld,Jul22,Number of indigenous clients,per 10k,8.733795163841824
2022-07-31,Qld,Jul22,Number of nights in short-term/emergency accommodation,per 10k,164.50245089425079
2018-06-30,Qld,Jun18,Number of clients accommodated in short-term/emergency accommodation,per 10k,7.597935774273397
2018-06-30,Qld,Jun18,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.4074602781156081
2018-06-30,Qld,Jun18,Number of clients who are at risk of homelessness,per 10k,10.492102161476907
2018-06-30,Qld,Jun18,Number of clients who are homeless,per 10k,12.733133691112753
2018-06-30,Qld,Jun18,Number of clients who have experienced family and domestic violence,per 10k,6.223756012785465
2018-06-30,Qld,Jun18,Number of clients with a current mental health issue,per 10k,5.838266632019227
2018-06-30,Qld,Jun18,Number of clients with problematic drug or alcohol issues,per 10k,1.897486589263861
2018-06-30,Qld,Jun18,Number of indigenous clients,per 10k,7.633888151754187
2018-06-30,Qld,Jun18,Number of nights in short-term/emergency accommodation,per 10k,160.59527549807527
2019-06-30,Qld,Jun19,Number of clients accommodated in short-term/emergency accommodation,per 10k,7.310103840811092
2019-06-30,Qld,Jun19,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.31048290506670767
2019-06-30,Qld,Jun19,Number of clients who are at risk of homelessness,per 10k,10.560348935623335
2019-06-30,Qld,Jun19,Number of clients who are homeless,per 10k,12.885040560268369
2019-06-30,Qld,Jun19,Number of clients who have experienced family and domestic violence,per 10k,6.516210843045585
2019-06-30,Qld,Jun19,Number of clients with a current mental health issue,per 10k,5.930616503109643
2019-06-30,Qld,Jun19,Number of clients with problematic drug or alcohol issues,per 10k,1.6506686092154077
2019-06-30,Qld,Jun19,Number of indigenous clients,per 10k,7.909453752490496
2019-06-30,Qld,Jun19,Number of nights in short-term/emergency accommodation,per 10k,152.18771560630532
2020-06-30,Qld,Jun20,Number of clients accommodated in short-term/emergency accommodation,per 10k,6.988521981805452
2020-06-30,Qld,Jun20,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.8517866127408306
2020-06-30,Qld,Jun20,Number of clients who are at risk of homelessness,per 10k,10.01042857837008
2020-06-30,Qld,Jun20,Number of clients who are homeless,per 10k,13.839596578373177
2020-06-30,Qld,Jun20,Number of clients who have experienced family and domestic violence,per 10k,6.9343173791764885
2020-06-30,Qld,Jun20,Number of clients with a current mental health issue,per 10k,6.5703721900963155
2020-06-30,Qld,Jun20,Number of clients with problematic drug or alcohol issues,per 10k,2.036544355916713
2020-06-30,Qld,Jun20,Number of indigenous clients,per 10k,8.585621880694509
2020-06-30,Qld,Jun20,Number of nights in short-term/emergency accommodation,per 10k,151.45346738131565
2021-06-30,Qld,Jun21,Number of clients accommodated in short-term/emergency accommodation,per 10k,6.986445452234301
2021-06-30,Qld,Jun21,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.6633672136314677
2021-06-30,Qld,Jun21,Number of clients who are at risk of homelessness,per 10k,12.243534757949574
2021-06-30,Qld,Jun21,Number of clients who are homeless,per 10k,13.89044931433521
2021-06-30,Qld,Jun21,Number of clients who have experienced family and domestic violence,per 10k,7.707330054330924
2021-06-30,Qld,Jun21,Number of clients with a current mental health issue,per 10k,6.530140837077396
2021-06-30,Qld,Jun21,Number of clients with problematic drug or alcohol issues,per 10k,1.6795077431825598
2021-06-30,Qld,Jun21,Number of indigenous clients,per 10k,9.983101391268937
2021-06-30,Qld,Jun21,Number of nights in short-term/emergency accommodation,per 10k,154.46294672317686
2022-06-30,Qld,Jun22,Number of clients accommodated in short-term/emergency accommodation,per 10k,6.750977453953052
2022-06-30,Qld,Jun22,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.49805373755499965
2022-06-30,Qld,Jun22,Number of clients who are at risk of homelessness,per 10k,11.030480700793559
2022-06-30,Qld,Jun22,Number of clients who are homeless,per 10k,14.443558389094992
2022-06-30,Qld,Jun22,Number of clients who have experienced family and domestic violence,per 10k,7.190768301454448
2022-06-30,Qld,Jun22,Number of clients with a current mental health issue,per 10k,6.506649205341166
2022-06-30,Qld,Jun22,Number of clients with problematic drug or alcohol issues,per 10k,1.5730980314473009
2022-06-30,Qld,Jun22,Number of indigenous clients,per 10k,9.128479257753334
2022-06-30,Qld,Jun22,Number of nights in short-term/emergency accommodation,per 10k,161.64944872969045
2023-06-30,Qld,Jun23,Number of clients accommodated in short-term/emergency accommodation,per 10k,
2023-06-30,Qld,Jun23,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,
2023-06-30,Qld,Jun23,Number of clients who are at risk of homelessness,per 10k,
2023-06-30,Qld,Jun23,Number of clients who are homeless,per 10k,
2023-06-30,Qld,Jun23,Number of clients who have experienced family and domestic violence,per 10k,
2023-06-30,Qld,Jun23,Number of clients with a current mental health issue,per 10k,
2023-06-30,Qld,Jun23,Number of clients with problematic drug or alcohol issues,per 10k,
2023-06-30,Qld,Jun23,Number of indigenous clients,per 10k,
2023-06-30,Qld,Jun23,Number of nights in short-term/emergency accommodation,per 10k,
2018-03-31,Qld,Mar18,Number of clients accommodated in short-term/emergency accommodation,per 10k,7.659515579262147
2018-03-31,Qld,Mar18,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.3188957782410792
2018-03-31,Qld,Mar18,Number of clients who are at risk of homelessness,per 10k,10.882569136705005
2018-03-31,Qld,Mar18,Number of clients who are homeless,per 10k,12.340664927782141
2018-03-31,Qld,Mar18,Number of clients who have experienced family and domestic violence,per 10k,6.442095847234882
2018-03-31,Qld,Mar18,Number of clients with a current mental health issue,per 10k,5.796281755451062
2018-03-31,Qld,Mar18,Number of clients with problematic drug or alcohol issues,per 10k,1.9294197400497999
2018-03-31,Qld,Mar18,Number of indigenous clients,per 10k,7.94030431482033
2018-03-31,Qld,Mar18,Number of nights in short-term/emergency accommodation,per 10k,161.5337482989718
2019-03-31,Qld,Mar19,Number of clients accommodated in short-term/emergency accommodation,per 10k,7.433476401621519
2019-03-31,Qld,Mar19,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.36684176457988926
2019-03-31,Qld,Mar19,Number of clients who are at risk of homelessness,per 10k,11.527903838545443
2019-03-31,Qld,Mar19,Number of clients who are homeless,per 10k,13.089939739337233
2019-03-31,Qld,Mar19,Number of clients who have experienced family and domestic violence,per 10k,7.062690101938621
2019-03-31,Qld,Mar19,Number of clients with a current mental health issue,per 10k,5.991748821471525
2019-03-31,Qld,Mar19,Number of clients with problematic drug or alcohol issues,per 10k,1.7572903883907598
2019-03-31,Qld,Mar19,Number of indigenous clients,per 10k,8.482722739022064
2019-03-31,Qld,Mar19,Number of nights in short-term/emergency accommodation,per 10k,157.60981684340157
2020-03-31,Qld,Mar20,Number of clients accommodated in short-term/emergency accommodation,per 10k,7.170704876797163
2020-03-31,Qld,Mar20,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.39772578456261315
2020-03-31,Qld,Mar20,Number of clients who are at risk of homelessness,per 10k,11.48748473363528
2020-03-31,Qld,Mar20,Number of clients who are homeless,per 10k,12.618578062415786
2020-03-31,Qld,Mar20,Number of clients who have experienced family and domestic violence,per 10k,7.3453161968490415
2020-03-31,Qld,Mar20,Number of clients with a current mental health issue,per 10k,6.0221504160114705
2020-03-31,Qld,Mar20,Number of clients with problematic drug or alcohol issues,per 10k,1.6588075404928502
2020-03-31,Qld,Mar20,Number of indigenous clients,per 10k,8.435666884284108
2020-03-31,Qld,Mar20,Number of nights in short-term/emergency accommodation,per 10k,157.56925521481557
2021-03-31,Qld,Mar21,Number of clients accommodated in short-term/emergency accommodation,per 10k,6.958297144290235
2021-03-31,Qld,Mar21,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.6808284104695255
2021-03-31,Qld,Mar21,Number of clients who are at risk of homelessness,per 10k,11.93180638009304
2021-03-31,Qld,Mar21,Number of clients who are homeless,per 10k,13.470401657990271
2021-03-31,Qld,Mar21,Number of clients who have experienced family and domestic violence,per 10k,7.702592609973021
2021-03-31,Qld,Mar21,Number of clients with a current mental health issue,per 10k,6.5601856161343255
2021-03-31,Qld,Mar21,Number of clients with problematic drug or alcohol issues,per 10k,1.7539986168028452
2021-03-31,Qld,Mar21,Number of indigenous clients,per 10k,9.51236530559964
2021-03-31,Qld,Mar21,Number of nights in short-term/emergency accommodation,per 10k,158.64455910398362
2022-03-31,Qld,Mar22,Number of clients accommodated in short-term/emergency accommodation,per 10k,6.945262941572905
2022-03-31,Qld,Mar22,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.615761685872387
2022-03-31,Qld,Mar22,Number of clients who are at risk of homelessness,per 10k,11.688138994412057
2022-03-31,Qld,Mar22,Number of clients who are homeless,per 10k,14.381624160221946
2022-03-31,Qld,Mar22,Number of clients who have experienced family and domestic violence,per 10k,7.185145561529326
2022-03-31,Qld,Mar22,Number of clients with a current mental health issue,per 10k,6.576939233765802
2022-03-31,Qld,Mar22,Number of clients with problematic drug or alcohol issues,per 10k,1.652734586313922
2022-03-31,Qld,Mar22,Number of indigenous clients,per 10k,9.706746330362567
