DATE,MONTH,SEX,GROUP,REASON FOR SEEKING ASSISTANCE,MEASURE,VALUE
2022-02-28,Feb22,Female,Interpersonal,Interpersonal relationships,proportion of national,0.09295239343402903
2022-02-28,Feb22,Male,Interpersonal,Non-family violence,proportion of national,0.0425531914893617
2022-02-28,Feb22,Male,Health,Health,proportion of national,0.07122286220646877
2022-02-28,Feb22,Male,Health,Mental health issues,proportion of national,0.05390662602278197
2022-02-28,Feb22,Male,Health,Medical issues,proportion of national,0.06699446834665028
2022-02-28,Feb22,Male,Health,Problematic drug or substance use,proportion of national,0.0683453237410072
2022-02-28,Feb22,Male,Health,Problematic alcohol use,proportion of national,0.13033359193173003
2022-02-28,Feb22,Male,Other,Other,proportion of national,0.07584988962472407
2022-02-28,Feb22,Male,Other,Transition from custodial arrangements,proportion of national,0.036
2022-02-28,Feb22,Male,Other,Transition from foster care and child safety residential placements,proportion of national,0.07317073170731707
2022-02-28,Feb22,Male,Other,Discrimination including racial discrimination,proportion of national,0.09042553191489362
2022-02-28,Feb22,Male,Other,Itinerant,proportion of national,0.10445775116433799
2022-02-28,Feb22,Male,Other,Unable to return home due to environmental reasons,proportion of national,0.0872865275142315
2022-02-28,Feb22,Male,Other,Disengagement with school or other education and training,proportion of national,0.07948243992606285
2022-02-28,Feb22,Male,Other,Transition from other care arrangements,proportion of national,0.05176470588235294
2022-02-28,Feb22,Male,Other,Other (not elsewhere classified),proportion of national,0.06922072268175881
2022-02-28,Feb22,Male,Other,Lack of family and/or community support,proportion of national,0.07779734272450776
2022-02-28,Feb22,Male,Total,Total clients,proportion of national,0.0631249109813417
2022-02-28,Feb22,Male,Not stated,Not stated,proportion of national,0.0171990171990172
2022-02-28,Feb22,Male,Covid,Covid-19,proportion of national,0.011656952539550375
2022-03-31,Mar22,Female,Other,Itinerant,proportion of national,0.11755361397934869
2022-03-31,Mar22,Female,Other,Unable to return home due to environmental reasons,proportion of national,0.10757409440175632
2022-03-31,Mar22,Female,Other,Disengagement with school or other education and training,proportion of national,0.05875299760191847
2022-03-31,Mar22,Female,Other,Lack of family and/or community support,proportion of national,0.08844072798819479
2022-03-31,Mar22,Female,Other,Other (not elsewhere classified),proportion of national,0.09829187893317351
2022-03-31,Mar22,Female,Covid,Covid-19,proportion of national,0.03210272873194221
2022-03-31,Mar22,Female,Not stated,Not stated,proportion of national,0.014962593516209476
2022-03-31,Mar22,Female,Total,Total clients,proportion of national,0.08047051354401806
2022-03-31,Mar22,Male,Accommodation,Accommodation,proportion of national,0.05483077208784066
2022-03-31,Mar22,Male,Accommodation,Housing crisis (e.g. eviction),proportion of national,0.04521256654420035
2022-03-31,Mar22,Male,Interpersonal,Sexual abuse,proportion of national,0.03056768558951965
2022-03-31,Mar22,Male,Accommodation,Previous accommodation ended,proportion of national,0.06392542034293325
2022-03-31,Mar22,Male,Financial,Financial,proportion of national,0.06609567814278469
2022-03-31,Mar22,Male,Financial,Financial difficulties,proportion of national,0.06609791101897625
2022-03-31,Mar22,Male,Financial,Housing affordability stress,proportion of national,0.061550688802543274
2022-03-31,Mar22,Male,Financial,Employment difficulties,proportion of national,0.09392838609237156
2022-03-31,Mar22,Male,Financial,Unemployment,proportion of national,0.09800814848347669
2022-03-31,Mar22,Male,Financial,Problematic gambling,proportion of national,0.01818181818181818
2022-03-31,Mar22,Male,Interpersonal,Interpersonal relationships,proportion of national,0.07427763819095477
2022-03-31,Mar22,Male,Interpersonal,Time out from family/other situation,proportion of national,0.10512630014858841
2022-03-31,Mar22,Male,Interpersonal,Relationship/family breakdown,proportion of national,0.06280349627711233
2022-03-31,Mar22,Female,Other,Discrimination including racial discrimination,proportion of national,0.07692307692307693
2022-03-31,Mar22,Male,Accommodation,Inadequate or inappropriate dwelling conditions,proportion of national,0.06305157874092959
2022-03-31,Mar22,Female,Other,Transition from other care arrangements,proportion of national,0.06991525423728813
2022-03-31,Mar22,Female,Interpersonal,Relationship/family breakdown,proportion of national,0.08616600790513834
2022-03-31,Mar22,Female,Other,Transition from custodial arrangements,proportion of national,0.04940119760479042
2022-03-31,Mar22,Male,Interpersonal,Family and domestic violence,proportion of national,0.07136237256719184
2022-03-31,Mar22,Female,Accommodation,Accommodation,proportion of national,0.0626453337035366
2022-03-31,Mar22,Female,Accommodation,Housing crisis (e.g. eviction),proportion of national,0.05366413465216679
2022-03-31,Mar22,Female,Accommodation,Inadequate or inappropriate dwelling conditions,proportion of national,0.07312145465848162
2022-03-31,Mar22,Female,Accommodation,Previous accommodation ended,proportion of national,0.06951522278844897
2022-03-31,Mar22,Female,Financial,Financial,proportion of national,0.07035755478662054
2022-03-31,Mar22,Female,Financial,Financial difficulties,proportion of national,0.06914805624483043
2022-03-31,Mar22,Female,Financial,Housing affordability stress,proportion of national,0.06315657828914457
2022-03-31,Mar22,Female,Financial,Employment difficulties,proportion of national,0.07241543592186755
2022-03-31,Mar22,Female,Financial,Unemployment,proportion of national,0.095351137487636
2022-03-31,Mar22,Female,Other,Transition from foster care and child safety residential placements,proportion of national,0.07142857142857142
2022-03-31,Mar22,Female,Financial,Problematic gambling,proportion of national,0.012658227848101266
2022-03-31,Mar22,Female,Interpersonal,Time out from family/other situation,proportion of national,0.11696766064678707
2022-03-31,Mar22,Female,Interpersonal,Sexual abuse,proportion of national,0.1540383014154871
2022-03-31,Mar22,Female,Interpersonal,Family and domestic violence,proportion of national,0.09571705346469352
2022-03-31,Mar22,Female,Interpersonal,Non-family violence,proportion of national,0.07880910683012259
2022-03-31,Mar22,Female,Health,Health,proportion of national,0.08763132760267431
2022-03-31,Mar22,Female,Health,Mental health issues,proportion of national,0.06917724109701187
2022-03-31,Mar22,Female,Health,Medical issues,proportion of national,0.0847939365229749
2022-03-31,Mar22,Female,Health,Problematic drug or substance use,proportion of national,0.09904013961605584
2022-03-31,Mar22,Female,Health,Problematic alcohol use,proportion of national,0.2127659574468085
2022-03-31,Mar22,Female,Other,Other,proportion of national,0.09232982410253057
2022-03-31,Mar22,Female,Interpersonal,Interpersonal relationships,proportion of national,0.09367786611951782
2022-03-31,Mar22,Male,Interpersonal,Non-family violence,proportion of national,0.04903677758318739
2022-03-31,Mar22,Male,Health,Health,proportion of national,0.07548998492354081
2022-03-31,Mar22,Male,Health,Mental health issues,proportion of national,0.05798464190565742
2022-03-31,Mar22,Male,Health,Medical issues,proportion of national,0.0748663101604278
2022-03-31,Mar22,Male,Health,Problematic drug or substance use,proportion of national,0.06998813760379596
2022-03-31,Mar22,Male,Health,Problematic alcohol use,proportion of national,0.1323859386686612
2022-03-31,Mar22,Male,Other,Other,proportion of national,0.0757193336698637
2022-03-31,Mar22,Male,Other,Transition from custodial arrangements,proportion of national,0.03370194839389152
2022-03-31,Mar22,Male,Other,Transition from foster care and child safety residential placements,proportion of national,0.07058823529411765
2022-03-31,Mar22,Male,Other,Discrimination including racial discrimination,proportion of national,0.06842105263157895
2022-03-31,Mar22,Male,Other,Itinerant,proportion of national,0.10170603674540682
2022-03-31,Mar22,Male,Other,Unable to return home due to environmental reasons,proportion of national,0.0625
2022-03-31,Mar22,Male,Other,Disengagement with school or other education and training,proportion of national,0.06712564543889846
2022-03-31,Mar22,Male,Other,Transition from other care arrangements,proportion of national,0.05045871559633028
2022-03-31,Mar22,Male,Other,Other (not elsewhere classified),proportion of national,0.07761806981519508
2022-03-31,Mar22,Male,Other,Lack of family and/or community support,proportion of national,0.07855170297637312
2022-03-31,Mar22,Male,Total,Total clients,proportion of national,0.06433374502538768
2022-03-31,Mar22,Male,Not stated,Not stated,proportion of national,0.006578947368421052
2022-03-31,Mar22,Male,Covid,Covid-19,proportion of national,0.013793103448275862
2022-04-30,Apr22,Female,Other,Itinerant,proportion of national,0.1
2022-04-30,Apr22,Female,Other,Unable to return home due to environmental reasons,proportion of national,0.10222222222222223
2022-04-30,Apr22,Female,Other,Disengagement with school or other education and training,proportion of national,0.06625
2022-04-30,Apr22,Female,Other,Lack of family and/or community support,proportion of national,0.0842083590693844
2022-04-30,Apr22,Female,Other,Other (not elsewhere classified),proportion of national,0.08998410174880764
2022-04-30,Apr22,Female,Covid,Covid-19,proportion of national,0.023636363636363636
2022-04-30,Apr22,Female,Not stated,Not stated,proportion of national,0.01084010840108401
2022-04-30,Apr22,Female,Total,Total clients,proportion of national,0.0778379585683176
2022-04-30,Apr22,Male,Accommodation,Accommodation,proportion of national,0.0550690218198011
2022-04-30,Apr22,Male,Accommodation,Housing crisis (e.g. eviction),proportion of national,0.044271040687952866
2022-04-30,Apr22,Male,Interpersonal,Sexual abuse,proportion of national,0.059907834101382486
2022-04-30,Apr22,Male,Accommodation,Previous accommodation ended,proportion of national,0.0676950998185118
2022-04-30,Apr22,Male,Financial,Financial,proportion of national,0.059047274044557146
2022-04-30,Apr22,Male,Financial,Financial difficulties,proportion of national,0.05689999132622083
2022-04-30,Apr22,Male,Financial,Housing affordability stress,proportion of national,0.05827592627071309
2022-04-30,Apr22,Male,Financial,Employment difficulties,proportion of national,0.08645374449339208
2022-04-30,Apr22,Male,Financial,Unemployment,proportion of national,0.08897485493230174
2022-04-30,Apr22,Male,Financial,Problematic gambling,proportion of national,0.01
2022-04-30,Apr22,Male,Interpersonal,Interpersonal relationships,proportion of national,0.07363954068896655
2022-04-30,Apr22,Male,Interpersonal,Time out from family/other situation,proportion of national,0.09382422802850356
2022-04-30,Apr22,Male,Interpersonal,Relationship/family breakdown,proportion of national,0.05968604450577885
2022-04-30,Apr22,Female,Other,Discrimination including racial discrimination,proportion of national,0.07630522088353414
2022-04-30,Apr22,Male,Accommodation,Inadequate or inappropriate dwelling conditions,proportion of national,0.06556007934022341
2022-04-30,Apr22,Female,Other,Transition from other care arrangements,proportion of national,0.06818181818181818
2022-04-30,Apr22,Female,Interpersonal,Relationship/family breakdown,proportion of national,0.08417756492908454
2022-04-30,Apr22,Female,Other,Transition from custodial arrangements,proportion of national,0.05238095238095238
2022-04-30,Apr22,Male,Interpersonal,Family and domestic violence,proportion of national,0.0741309507189725
2022-04-30,Apr22,Female,Accommodation,Accommodation,proportion of national,0.06401143192144218
2022-04-30,Apr22,Female,Accommodation,Housing crisis (e.g. eviction),proportion of national,0.05376654911256287
2022-04-30,Apr22,Female,Accommodation,Inadequate or inappropriate dwelling conditions,proportion of national,0.07571801566579635
2022-04-30,Apr22,Female,Accommodation,Previous accommodation ended,proportion of national,0.07410491257285595
2022-04-30,Apr22,Female,Financial,Financial,proportion of national,0.0656617271333674
2022-04-30,Apr22,Female,Financial,Financial difficulties,proportion of national,0.06280824766771644
2022-04-30,Apr22,Female,Financial,Housing affordability stress,proportion of national,0.062389409528802675
2022-04-30,Apr22,Female,Financial,Employment difficulties,proportion of national,0.07014997581035316
2022-04-30,Apr22,Female,Financial,Unemployment,proportion of national,0.09386733416770963
2022-04-30,Apr22,Female,Other,Transition from foster care and child safety residential placements,proportion of national,0.07792207792207792
2022-04-30,Apr22,Female,Financial,Problematic gambling,proportion of national,0.0
2022-04-30,Apr22,Female,Interpersonal,Time out from family/other situation,proportion of national,0.10344827586206896
2022-04-30,Apr22,Female,Interpersonal,Sexual abuse,proportion of national,0.15885416666666666
2022-04-30,Apr22,Female,Interpersonal,Family and domestic violence,proportion of national,0.09696231177648185
2022-04-30,Apr22,Female,Interpersonal,Non-family violence,proportion of national,0.07495429616087751
2022-04-30,Apr22,Female,Health,Health,proportion of national,0.0818014705882353
2022-04-30,Apr22,Female,Health,Mental health issues,proportion of national,0.06927100010673498
2022-04-30,Apr22,Female,Health,Medical issues,proportion of national,0.07370268237653547
2022-04-30,Apr22,Female,Health,Problematic drug or substance use,proportion of national,0.09586551567469333
2022-04-30,Apr22,Female,Health,Problematic alcohol use,proportion of national,0.17980022197558268
2022-04-30,Apr22,Female,Other,Other,proportion of national,0.08672443674176776
2022-04-30,Apr22,Female,Interpersonal,Interpersonal relationships,proportion of national,0.09271746459878624
2022-04-30,Apr22,Male,Interpersonal,Non-family violence,proportion of national,0.05514705882352941
2022-04-30,Apr22,Male,Health,Health,proportion of national,0.06808022922636103
2022-04-30,Apr22,Male,Health,Mental health issues,proportion of national,0.05490519373454246
2022-04-30,Apr22,Male,Health,Medical issues,proportion of national,0.068125
2022-04-30,Apr22,Male,Health,Problematic drug or substance use,proportion of national,0.06649937264742785
2022-04-30,Apr22,Male,Health,Problematic alcohol use,proportion of national,0.11326860841423948
2022-04-30,Apr22,Male,Other,Other,proportion of national,0.07467386414754835
2022-04-30,Apr22,Male,Other,Transition from custodial arrangements,proportion of national,0.032721010332950634
2022-04-30,Apr22,Male,Other,Transition from foster care and child safety residential placements,proportion of national,0.06626506024096386
2022-04-30,Apr22,Male,Other,Discrimination including racial discrimination,proportion of national,0.05649717514124294
2022-04-30,Apr22,Male,Other,Itinerant,proportion of national,0.10316875460574797
2022-04-30,Apr22,Male,Other,Unable to return home due to environmental reasons,proportion of national,0.055449330783938815
2022-04-30,Apr22,Male,Other,Disengagement with school or other education and training,proportion of national,0.07330827067669173
2022-04-30,Apr22,Male,Other,Transition from other care arrangements,proportion of national,0.0468384074941452
2022-04-30,Apr22,Male,Other,Other (not elsewhere classified),proportion of national,0.08810949529512403
2022-04-30,Apr22,Male,Other,Lack of family and/or community support,proportion of national,0.07418881460948965
2022-04-30,Apr22,Male,Total,Total clients,proportion of national,0.0625237053245806
2022-04-30,Apr22,Male,Not stated,Not stated,proportion of national,0.004405286343612335
2022-04-30,Apr22,Male,Covid,Covid-19,proportion of national,0.011673151750972763
2022-05-31,May22,Female,Other,Itinerant,proportion of national,0.12202852614896989
2022-05-31,May22,Female,Other,Unable to return home due to environmental reasons,proportion of national,0.10485651214128035
2022-05-31,May22,Female,Other,Disengagement with school or other education and training,proportion of national,0.07737397420867527
2022-05-31,May22,Female,Other,Lack of family and/or community support,proportion of national,0.08632659221249622
2022-05-31,May22,Female,Other,Other (not elsewhere classified),proportion of national,0.09913294797687862
2022-05-31,May22,Female,Covid,Covid-19,proportion of national,0.02207911683532659
2022-05-31,May22,Female,Not stated,Not stated,proportion of national,0.010245901639344262
2022-05-31,May22,Female,Total,Total clients,proportion of national,0.07958483722099517
2022-05-31,May22,Male,Accommodation,Accommodation,proportion of national,0.054903644342682696
2022-05-31,May22,Male,Accommodation,Housing crisis (e.g. eviction),proportion of national,0.04531166142758568
2022-05-31,May22,Male,Interpersonal,Sexual abuse,proportion of national,0.04878048780487805
2022-05-31,May22,Male,Accommodation,Previous accommodation ended,proportion of national,0.06925352357751871
2022-05-31,May22,Male,Financial,Financial,proportion of national,0.06064986123959297
2022-05-31,May22,Male,Financial,Financial difficulties,proportion of national,0.06077348066298342
2022-05-31,May22,Male,Financial,Housing affordability stress,proportion of national,0.05953123607521611
2022-05-31,May22,Male,Financial,Employment difficulties,proportion of national,0.09823284823284824
2022-05-31,May22,Male,Financial,Unemployment,proportion of national,0.0908016079451407
2022-05-31,May22,Male,Financial,Problematic gambling,proportion of national,0.02857142857142857
2022-05-31,May22,Male,Interpersonal,Interpersonal relationships,proportion of national,0.07587216394242498
2022-05-31,May22,Male,Interpersonal,Time out from family/other situation,proportion of national,0.10418280402788536
2022-05-31,May22,Male,Interpersonal,Relationship/family breakdown,proportion of national,0.06270791749833667
2022-05-31,May22,Female,Other,Discrimination including racial discrimination,proportion of national,0.06477732793522267
2022-05-31,May22,Male,Accommodation,Inadequate or inappropriate dwelling conditions,proportion of national,0.06659278662099537
2022-05-31,May22,Female,Other,Transition from other care arrangements,proportion of national,0.06564551422319474
2022-05-31,May22,Female,Interpersonal,Relationship/family breakdown,proportion of national,0.08682555151944715
2022-05-31,May22,Female,Other,Transition from custodial arrangements,proportion of national,0.055900621118012424
2022-05-31,May22,Male,Interpersonal,Family and domestic violence,proportion of national,0.07533867846281449
2022-05-31,May22,Female,Accommodation,Accommodation,proportion of national,0.06233369993259304
2022-05-31,May22,Female,Accommodation,Housing crisis (e.g. eviction),proportion of national,0.051602117581499025
2022-05-31,May22,Female,Accommodation,Inadequate or inappropriate dwelling conditions,proportion of national,0.07487481122327319
2022-05-31,May22,Female,Accommodation,Previous accommodation ended,proportion of national,0.07407407407407407
2022-05-31,May22,Female,Financial,Financial,proportion of national,0.0651639344262295
2022-05-31,May22,Female,Financial,Financial difficulties,proportion of national,0.06406717276282493
2022-05-31,May22,Female,Financial,Housing affordability stress,proportion of national,0.061386264189232036
2022-05-31,May22,Female,Financial,Employment difficulties,proportion of national,0.0748430709802028
2022-05-31,May22,Female,Financial,Unemployment,proportion of national,0.09027205276174774
2022-05-31,May22,Female,Other,Transition from foster care and child safety residential placements,proportion of national,0.08936170212765958
2022-05-31,May22,Female,Financial,Problematic gambling,proportion of national,0.0
2022-05-31,May22,Female,Interpersonal,Time out from family/other situation,proportion of national,0.11070819112627986
2022-05-31,May22,Female,Interpersonal,Sexual abuse,proportion of national,0.1493877551020408
2022-05-31,May22,Female,Interpersonal,Family and domestic violence,proportion of national,0.09877114720983082
2022-05-31,May22,Female,Interpersonal,Non-family violence,proportion of national,0.06957328385899815
2022-05-31,May22,Female,Health,Health,proportion of national,0.08344219464402351
2022-05-31,May22,Female,Health,Mental health issues,proportion of national,0.06860075408462506
2022-05-31,May22,Female,Health,Medical issues,proportion of national,0.07596785975164354
2022-05-31,May22,Female,Health,Problematic drug or substance use,proportion of national,0.09231448763250884
2022-05-31,May22,Female,Health,Problematic alcohol use,proportion of national,0.19675675675675675
2022-05-31,May22,Female,Other,Other,proportion of national,0.09246825766137073
2022-05-31,May22,Female,Interpersonal,Interpersonal relationships,proportion of national,0.09448690312887843
2022-05-31,May22,Male,Interpersonal,Non-family violence,proportion of national,0.05471698113207547
2022-05-31,May22,Male,Health,Health,proportion of national,0.07282850779510022
2022-05-31,May22,Male,Health,Mental health issues,proportion of national,0.055340432397547594
2022-05-31,May22,Male,Health,Medical issues,proportion of national,0.07306634056863344
2022-05-31,May22,Male,Health,Problematic drug or substance use,proportion of national,0.07036590269400884
2022-05-31,May22,Male,Health,Problematic alcohol use,proportion of national,0.13413654618473897
2022-05-31,May22,Male,Other,Other,proportion of national,0.07619291944586967
2022-05-31,May22,Male,Other,Transition from custodial arrangements,proportion of national,0.03278688524590164
2022-05-31,May22,Male,Other,Transition from foster care and child safety residential placements,proportion of national,0.07142857142857142
2022-05-31,May22,Male,Other,Transition from other care arrangements,proportion of national,0.0535279805352798
2022-05-31,May22,Male,Other,Itinerant,proportion of national,0.10714285714285714
2022-05-31,May22,Male,Other,Unable to return home due to environmental reasons,proportion of national,0.0625
2022-05-31,May22,Male,Other,Disengagement with school or other education and training,proportion of national,0.0633147113594041
2022-05-31,May22,Male,Other,Lack of family and/or community support,proportion of national,0.07806513409961686
2022-05-31,May22,Male,Other,Discrimination including racial discrimination,proportion of national,0.06521739130434782
2022-05-31,May22,Male,Covid,Covid-19,proportion of national,0.011461318051575931
2022-05-31,May22,Male,Not stated,Not stated,proportion of national,0.0035335689045936395
2022-05-31,May22,Male,Total,Total clients,proportion of national,0.06294838511570779
2022-05-31,May22,Male,Other,Other (not elsewhere classified),proportion of national,0.08175858079444659
2022-06-30,Jun22,Male,Accommodation,Accommodation,proportion of national,0.05463607297348129
2022-06-30,Jun22,Female,Total,Total clients,proportion of national,0.07972714476486087
2022-06-30,Jun22,Female,Not stated,Not stated,proportion of national,0.009389671361502348
2022-06-30,Jun22,Female,Covid,Covid-19,proportion of national,0.017543859649122806
2022-06-30,Jun22,Female,Other,Unable to return home due to environmental reasons,proportion of national,0.09199134199134198
2022-06-30,Jun22,Female,Other,Lack of family and/or community support,proportion of national,0.08619272652558044
2022-06-30,Jun22,Female,Other,Disengagement with school or other education and training,proportion of national,0.07411907654921021
2022-06-30,Jun22,Male,Accommodation,Housing crisis (e.g. eviction),proportion of national,0.0463392723461596
2022-06-30,Jun22,Female,Other,Other (not elsewhere classified),proportion of national,0.10867733782645324
2022-06-30,Jun22,Male,Accommodation,Inadequate or inappropriate dwelling conditions,proportion of national,0.06605762473647224
2022-06-30,Jun22,Male,Interpersonal,Family and domestic violence,proportion of national,0.07764148313353778
2022-06-30,Jun22,Male,Financial,Financial,proportion of national,0.06078610603290677
2022-06-30,Jun22,Male,Financial,Financial difficulties,proportion of national,0.06164892300074276
2022-06-30,Jun22,Male,Financial,Housing affordability stress,proportion of national,0.06048097631012204
2022-06-30,Jun22,Male,Financial,Employment difficulties,proportion of national,0.09476439790575916
2022-06-30,Jun22,Male,Financial,Unemployment,proportion of national,0.09000231964741359
2022-06-30,Jun22,Male,Financial,Problematic gambling,proportion of national,0.04504504504504504
2022-06-30,Jun22,Male,Interpersonal,Interpersonal relationships,proportion of national,0.07592030827252604
2022-06-30,Jun22,Male,Interpersonal,Time out from family/other situation,proportion of national,0.09725974527209572
2022-06-30,Jun22,Male,Interpersonal,Relationship/family breakdown,proportion of national,0.05986326496581624
2022-06-30,Jun22,Male,Interpersonal,Sexual abuse,proportion of national,0.05394190871369295
2022-06-30,Jun22,Female,Other,Itinerant,proportion of national,0.13750954927425516
2022-06-30,Jun22,Male,Accommodation,Previous accommodation ended,proportion of national,0.07197036514376433
2022-06-30,Jun22,Female,Other,Discrimination including racial discrimination,proportion of national,0.056910569105691054
2022-06-30,Jun22,Female,Accommodation,Accommodation,proportion of national,0.06351059689346496
2022-06-30,Jun22,Female,Other,Transition from foster care and child safety residential placements,proportion of national,0.06465517241379311
2022-06-30,Jun22,Male,Interpersonal,Non-family violence,proportion of national,0.0539568345323741
2022-06-30,Jun22,Female,Accommodation,Housing crisis (e.g. eviction),proportion of national,0.05403470118424676
2022-06-30,Jun22,Female,Accommodation,Inadequate or inappropriate dwelling conditions,proportion of national,0.07747270391779063
2022-06-30,Jun22,Female,Accommodation,Previous accommodation ended,proportion of national,0.07459270230241012
2022-06-30,Jun22,Female,Financial,Financial,proportion of national,0.06679498730444754
2022-06-30,Jun22,Female,Financial,Financial difficulties,proportion of national,0.06650954242354565
2022-06-30,Jun22,Female,Financial,Housing affordability stress,proportion of national,0.06386243048008694
2022-06-30,Jun22,Female,Financial,Employment difficulties,proportion of national,0.09399606299212598
2022-06-30,Jun22,Female,Financial,Unemployment,proportion of national,0.09639065817409767
2022-06-30,Jun22,Female,Financial,Problematic gambling,proportion of national,0.0
2022-06-30,Jun22,Female,Other,Transition from other care arrangements,proportion of national,0.07865168539325842
2022-06-30,Jun22,Female,Interpersonal,Interpersonal relationships,proportion of national,0.0937114261884904
2022-06-30,Jun22,Female,Interpersonal,Relationship/family breakdown,proportion of national,0.08538899430740038
2022-06-30,Jun22,Female,Interpersonal,Sexual abuse,proportion of national,0.16013071895424835
2022-06-30,Jun22,Female,Interpersonal,Family and domestic violence,proportion of national,0.09716180714070373
2022-06-30,Jun22,Female,Interpersonal,Non-family violence,proportion of national,0.08015267175572519
2022-06-30,Jun22,Female,Health,Health,proportion of national,0.08563627337415192
2022-06-30,Jun22,Female,Health,Mental health issues,proportion of national,0.07103594080338266
2022-06-30,Jun22,Female,Health,Problematic drug or substance use,proportion of national,0.08900999091734786
2022-06-30,Jun22,Female,Health,Problematic alcohol use,proportion of national,0.20509977827050999
2022-06-30,Jun22,Female,Other,Other,proportion of national,0.0963315035479984
2022-06-30,Jun22,Female,Other,Transition from custodial arrangements,proportion of national,0.06623586429725363
2022-06-30,Jun22,Female,Interpersonal,Time out from family/other situation,proportion of national,0.10975609756097561
2022-06-30,Jun22,Male,Health,Health,proportion of national,0.07371333702268953
2022-06-30,Jun22,Female,Health,Medical issues,proportion of national,0.08062093139709564
2022-06-30,Jun22,Male,Health,Medical issues,proportion of national,0.07551841535128444
2022-06-30,Jun22,Male,Health,Mental health issues,proportion of national,0.05542207272144802
2022-06-30,Jun22,Male,Health,Problematic drug or substance use,proportion of national,0.06366892160764027
2022-06-30,Jun22,Male,Health,Problematic alcohol use,proportion of national,0.13636363636363635
2022-06-30,Jun22,Male,Other,Other,proportion of national,0.07680582606486579
2022-06-30,Jun22,Male,Other,Transition from custodial arrangements,proportion of national,0.027777777777777776
2022-06-30,Jun22,Male,Other,Transition from foster care and child safety residential placements,proportion of national,0.05142857142857143
2022-06-30,Jun22,Male,Other,Transition from other care arrangements,proportion of national,0.05542168674698795
2022-06-30,Jun22,Male,Other,Itinerant,proportion of national,0.12132822477650064
2022-06-30,Jun22,Male,Other,Unable to return home due to environmental reasons,proportion of national,0.058712121212121215
2022-06-30,Jun22,Male,Other,Disengagement with school or other education and training,proportion of national,0.07326007326007326
2022-06-30,Jun22,Male,Other,Lack of family and/or community support,proportion of national,0.07404458598726114
2022-06-30,Jun22,Male,Other,Discrimination including racial discrimination,proportion of national,0.03804347826086957
2022-06-30,Jun22,Male,Covid,Covid-19,proportion of national,0.010183299389002037
2022-06-30,Jun22,Male,Other,Other (not elsewhere classified),proportion of national,0.08874375720322704
2022-06-30,Jun22,Male,Total,Total clients,proportion of national,0.0640263296180546
2022-06-30,Jun22,Male,Not stated,Not stated,proportion of national,0.0041841004184100415
2022-07-31,Jul22,Female,Other,Itinerant,proportion of national,0.11055694098088113
2022-07-31,Jul22,Female,Other,Unable to return home due to environmental reasons,proportion of national,0.09121621621621621
2022-07-31,Jul22,Female,Other,Disengagement with school or other education and training,proportion of national,0.05667506297229219
2022-07-31,Jul22,Female,Other,Lack of family and/or community support,proportion of national,0.07920792079207921
2022-07-31,Jul22,Female,Other,Other (not elsewhere classified),proportion of national,0.1287329660771238
2022-07-31,Jul22,Female,Covid,Covid-19,proportion of national,0.015677491601343786
2022-07-31,Jul22,Female,Not stated,Not stated,proportion of national,0.007462686567164179
2022-07-31,Jul22,Female,Total,Total clients,proportion of national,0.07977229040366701
2022-07-31,Jul22,Male,Accommodation,Accommodation,proportion of national,0.05512789863734162
2022-07-31,Jul22,Male,Accommodation,Housing crisis (e.g. eviction),proportion of national,0.04628011247055247
2022-07-31,Jul22,Male,Interpersonal,Sexual abuse,proportion of national,0.054474708171206226
2022-07-31,Jul22,Male,Accommodation,Previous accommodation ended,proportion of national,0.07097245028279511
2022-07-31,Jul22,Male,Financial,Financial,proportion of national,0.06102431575237872
2022-07-31,Jul22,Male,Financial,Financial difficulties,proportion of national,0.06021211084502224
2022-07-31,Jul22,Male,Financial,Housing affordability stress,proportion of national,0.06174863387978142
2022-07-31,Jul22,Male,Financial,Employment difficulties,proportion of national,0.09594882729211088
2022-07-31,Jul22,Male,Financial,Unemployment,proportion of national,0.08810041033067825
2022-07-31,Jul22,Male,Financial,Problematic gambling,proportion of national,0.043859649122807015
2022-07-31,Jul22,Male,Interpersonal,Interpersonal relationships,proportion of national,0.08052166596550274
2022-07-31,Jul22,Male,Interpersonal,Time out from family/other situation,proportion of national,0.09488188976377952
2022-07-31,Jul22,Male,Interpersonal,Relationship/family breakdown,proportion of national,0.06368448010927096
2022-07-31,Jul22,Female,Other,Discrimination including racial discrimination,proportion of national,0.06086956521739131
2022-07-31,Jul22,Male,Accommodation,Inadequate or inappropriate dwelling conditions,proportion of national,0.06586582510434694
2022-07-31,Jul22,Female,Other,Transition from other care arrangements,proportion of national,0.07777777777777778
2022-07-31,Jul22,Female,Interpersonal,Relationship/family breakdown,proportion of national,0.08505682876839948
2022-07-31,Jul22,Female,Other,Transition from custodial arrangements,proportion of national,0.054817275747508304
2022-07-31,Jul22,Male,Interpersonal,Family and domestic violence,proportion of national,0.08248017303532805
2022-07-31,Jul22,Female,Accommodation,Accommodation,proportion of national,0.060541746105975035
2022-07-31,Jul22,Female,Accommodation,Housing crisis (e.g. eviction),proportion of national,0.0512321299438171
2022-07-31,Jul22,Female,Accommodation,Inadequate or inappropriate dwelling conditions,proportion of national,0.07473804846103471
2022-07-31,Jul22,Female,Accommodation,Previous accommodation ended,proportion of national,0.07161584103767075
2022-07-31,Jul22,Female,Financial,Financial,proportion of national,0.06401605739665187
