SAL_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
SAL50585,31,14,27,13,16,15,8,16,17,167,462,253,250,285,324,338,296,258,126,2586
SAL50586,8,4,6,9,12,3,7,0,0,54,71,30,31,46,61,61,34,26,0,350
SAL50587,118,59,45,80,82,59,55,26,0,528,1958,1008,1069,1449,1305,953,1204,532,96,9580
SAL50588,0,0,0,0,0,4,0,0,0,4,5,0,0,3,3,5,3,0,0,17
SAL50589,0,0,0,0,0,0,0,0,0,6,3,6,5,6,9,17,26,7,0,77
SAL50590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5
SAL50591,13,0,6,0,0,0,0,0,0,25,50,23,24,8,24,20,8,0,0,151
SAL50592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50593,0,0,0,0,0,0,5,5,0,13,24,13,33,19,11,29,38,22,6,186
SAL50594,14,15,5,13,23,19,11,5,0,111,317,259,174,225,302,303,191,128,92,1992
SAL50595,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5
SAL50596,0,0,0,0,0,0,0,0,0,0,7,0,10,3,0,11,0,0,0,23
SAL50597,0,0,0,0,0,0,0,0,0,0,15,4,4,4,5,0,3,7,0,43
SAL50598,3,0,0,0,0,3,0,3,0,12,15,4,5,8,12,15,12,8,0,81
SAL50599,56,23,22,29,37,27,33,26,32,287,1144,505,387,776,778,536,517,415,291,5350
SAL50600,0,4,0,0,0,3,0,0,0,8,13,4,6,7,6,11,13,4,0,53
SAL50601,0,0,4,0,0,0,0,0,0,4,9,3,7,3,4,9,7,3,0,51
SAL50602,107,28,57,60,58,40,38,17,9,411,412,244,297,267,237,202,179,56,10,1899
SAL50603,190,95,85,81,125,90,86,79,51,882,2610,1564,1192,1495,1830,1878,1669,963,303,13504
SAL50604,0,0,6,0,4,6,4,4,0,22,52,35,30,29,38,50,34,8,0,275
SAL50605,6,0,0,3,5,0,4,0,0,18,12,5,0,0,20,17,7,3,0,65
SAL50606,3,0,0,0,3,3,0,0,0,17,13,8,17,9,14,33,33,8,0,136
SAL50607,46,31,20,39,37,16,24,15,8,239,1022,495,647,729,629,507,638,343,78,5087
SAL50608,0,41,126,133,135,95,19,0,0,560,8,65,196,194,186,132,26,0,0,808
SAL50609,166,108,135,143,123,103,95,70,68,1008,1724,1225,1678,1623,1432,1259,1098,620,309,10965
SAL50610,94,50,65,60,25,15,3,0,0,311,1926,719,1341,1454,684,390,217,54,15,6788
SAL50611,35,22,29,30,17,10,12,4,0,161,601,246,420,370,286,226,130,58,12,2341
SAL50612,0,0,0,0,0,0,4,0,0,6,13,13,3,10,15,17,14,0,0,86
SAL50613,137,49,56,93,49,43,28,4,0,460,3382,1133,1717,2637,1204,761,455,128,27,11441
SAL50614,0,0,3,0,0,3,0,0,0,4,12,5,3,3,3,9,5,6,0,50
SAL50615,52,27,31,26,48,48,29,33,21,320,611,316,443,397,437,409,394,286,139,3441
SAL50616,0,0,0,0,0,0,0,0,0,5,5,5,0,3,8,3,0,0,0,37
SAL50617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50618,3,6,6,0,9,5,4,3,0,44,80,36,29,45,61,90,83,38,4,453
SAL50619,55,13,42,26,10,10,4,0,0,146,670,292,559,434,226,105,65,17,3,2377
SAL50620,7,8,25,7,8,10,11,12,0,82,117,98,123,85,124,136,149,74,22,926
SAL50621,7,0,0,0,0,0,3,0,0,22,22,0,6,12,9,11,17,11,0,83
SAL50622,94,62,70,76,55,48,22,12,3,439,1410,718,1127,1119,796,700,579,227,70,6740
SAL50623,42,30,31,14,26,28,30,11,0,207,730,463,465,437,501,504,504,303,57,3957
SAL50624,7,0,4,0,3,7,0,6,0,32,5,0,9,12,10,16,7,10,0,63
SAL50625,45,23,19,20,21,24,10,0,0,157,474,353,231,293,377,352,220,104,21,2428
SAL50626,0,0,0,3,3,0,3,0,0,10,38,7,17,22,24,28,24,6,0,161
SAL50627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50628,20,12,8,10,19,11,22,9,0,113,269,158,155,155,207,218,221,111,32,1523
SAL50629,0,5,0,0,7,0,5,5,0,22,64,42,27,45,74,80,47,41,0,419
SAL50630,0,0,0,0,0,0,0,0,0,3,24,8,6,13,9,17,15,8,0,101
SAL50631,7,0,0,0,0,0,0,0,0,14,39,0,10,18,14,16,17,3,0,127
SAL50632,0,0,0,0,0,0,0,0,0,0,0,0,10,7,21,16,6,0,0,62
SAL50633,188,94,122,99,84,86,43,32,7,751,2308,1440,1626,1632,1477,1424,1012,663,235,11823
SAL50634,5,0,3,5,0,0,0,4,0,21,47,19,18,25,38,41,25,20,0,234
SAL50635,22,14,60,30,27,16,9,4,0,189,213,218,693,379,240,225,156,76,22,2216
SAL50636,76,21,72,42,14,9,8,0,0,247,1140,473,970,651,393,251,129,45,11,4043
SAL50637,0,0,0,0,0,0,0,5,0,9,16,5,5,13,14,14,17,18,0,109
SAL50638,79,71,60,81,82,63,45,20,10,521,2019,1419,849,1290,1596,1660,1386,533,164,10919
SAL50639,28,14,27,25,20,6,12,6,0,136,342,209,197,233,211,219,226,118,34,1783
SAL50640,0,5,0,5,0,3,0,0,0,18,12,4,5,11,6,6,7,10,0,65
SAL50641,71,31,57,43,47,32,25,46,80,430,815,430,597,666,539,446,332,214,174,4220
SAL50642,0,0,3,0,0,0,0,0,0,7,16,6,7,3,4,5,0,0,0,48
SAL50643,3,0,0,6,0,0,0,0,0,12,3,0,0,10,10,16,13,4,0,53
SAL50644,0,0,3,0,0,0,0,0,0,3,8,11,5,8,12,15,4,5,4,68
SAL50645,95,48,51,61,37,25,18,11,0,352,1608,872,954,1191,901,627,434,177,33,6795
SAL50646,3,0,0,0,6,5,0,3,0,14,19,10,7,11,29,32,19,10,0,137
SAL50647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,7,3,30
SAL50648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50649,0,0,0,0,0,0,0,0,0,4,3,3,6,4,4,7,6,0,0,28
SAL50650,0,0,3,4,4,0,0,0,0,6,16,0,9,9,12,3,0,0,0,50
SAL50651,0,0,0,0,0,6,0,0,0,12,4,0,0,0,8,12,7,0,0,38
SAL50652,0,0,3,0,4,0,0,0,0,11,4,9,11,4,8,0,4,0,0,50
SAL50653,4,0,3,0,3,0,3,3,0,23,59,40,22,28,43,50,38,26,4,306
SAL50654,16,6,21,9,17,18,15,9,0,118,200,49,147,128,150,172,142,87,16,1089
SAL50655,0,6,3,0,11,9,6,6,0,34,37,12,16,15,28,58,51,24,5,253
SAL50656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50657,7,12,3,8,7,13,9,0,0,61,106,84,53,43,108,126,87,55,8,666
SAL50658,4,0,0,3,0,0,0,0,0,16,11,12,3,13,22,20,28,8,0,120
SAL50659,0,0,0,0,0,0,0,0,0,0,8,0,10,5,4,0,0,0,0,31
SAL50660,0,4,0,0,0,0,0,0,0,5,4,4,0,3,4,6,6,0,0,26
SAL50661,165,69,69,85,68,43,43,21,5,565,2032,1182,1203,1347,1167,888,703,244,76,8844
SAL50662,15,0,8,11,11,20,7,4,5,79,76,33,40,67,65,74,55,25,12,440
SAL50663,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,13
SAL50664,44,54,16,23,59,48,20,7,4,272,937,901,310,543,1085,1048,505,168,46,5535
SAL50665,0,0,5,0,0,0,0,0,0,10,0,9,19,3,5,8,9,8,0,55
SAL50666,0,0,0,0,0,0,0,0,0,0,6,3,0,0,5,7,19,4,0,54
SAL50667,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,6,0,0,0,16
SAL50668,52,38,37,36,36,30,28,18,16,283,925,656,812,898,773,734,507,228,122,5664
SAL50669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,13
SAL50670,100,68,145,94,68,63,68,94,112,808,1356,863,2190,1613,894,860,735,506,329,9344
SAL50671,0,0,0,0,0,0,0,0,0,3,5,5,0,0,3,0,3,0,0,13
SAL50672,0,0,0,0,0,0,0,0,0,9,19,6,4,13,13,20,18,0,5,92
SAL50673,3,0,0,0,8,0,0,0,0,11,30,19,23,14,34,8,3,0,0,140
SAL50674,0,0,0,0,0,4,3,0,0,5,12,6,0,3,15,15,13,6,0,67
SAL50675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50676,0,0,0,0,0,0,3,0,0,6,12,7,0,8,11,10,10,3,0,57
SAL50677,0,0,0,0,0,0,0,0,0,0,3,9,4,4,9,11,3,0,0,50
SAL50678,3,6,0,4,0,0,0,0,0,10,23,10,6,21,5,0,0,0,0,60
SAL50679,3,0,7,5,5,10,5,7,0,39,21,6,12,12,15,43,33,23,3,175
SAL50680,5,0,0,0,0,0,0,0,0,9,6,8,3,5,12,5,0,0,0,39
SAL50681,6,8,0,8,0,3,5,0,0,27,34,40,18,23,43,47,56,29,0,293
SAL50682,16,14,8,11,13,18,19,10,3,116,387,321,261,273,371,367,337,125,29,2467
SAL50683,26,41,19,12,29,24,6,0,0,160,668,488,441,448,557,529,253,123,30,3539
SAL50684,0,0,0,0,0,0,3,0,0,10,32,19,9,22,19,26,25,0,4,155
SAL50685,0,0,0,0,0,0,0,0,0,0,9,4,10,4,3,3,0,0,0,39
SAL50686,22,5,12,17,17,14,9,0,0,94,272,106,103,150,190,188,93,66,18,1177
SAL50687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,11
SAL50688,12,0,0,0,3,0,0,0,0,19,28,11,3,19,25,15,28,16,0,148
SAL50689,0,0,0,0,0,0,0,0,0,0,6,6,0,7,8,4,10,0,0,55
SAL50690,5,0,0,0,0,0,5,0,0,6,26,0,9,10,9,3,17,3,0,71
SAL50691,5,14,28,20,32,27,3,0,0,121,15,75,162,91,131,86,13,0,6,583
SAL50692,17,7,4,9,12,8,4,0,0,64,84,28,47,52,45,60,33,12,0,359
SAL50693,3,0,0,3,0,0,0,0,0,8,3,0,0,5,0,0,6,0,4,33
SAL50694,0,0,0,0,0,0,0,0,0,5,104,47,54,41,31,25,13,0,0,312
SAL50695,0,0,0,0,0,3,0,0,0,3,11,6,0,10,0,11,3,7,0,43
SAL50696,42,45,23,21,45,23,12,0,0,217,797,593,515,557,674,484,213,67,12,3915
SAL50697,4,0,3,0,0,4,0,3,0,14,10,9,3,9,8,14,5,4,0,70
SAL50698,4,0,0,6,0,3,0,0,0,16,31,7,6,19,20,26,9,3,0,128
SAL50699,0,0,0,0,0,0,0,0,0,0,18,0,13,12,5,14,11,0,0,61
SAL50700,4,5,6,4,4,3,13,12,4,65,142,136,196,155,148,112,187,225,154,1461
SAL50701,88,109,131,109,107,116,95,110,108,971,1195,1434,1484,1150,1110,1267,905,503,331,9380
SAL50702,49,42,63,41,43,42,18,14,8,330,741,446,1099,938,642,521,364,239,168,5165
SAL50703,11,4,0,7,6,14,10,8,0,57,56,28,18,36,57,80,62,35,4,382
SAL50704,0,0,0,0,0,0,0,0,0,0,4,7,5,5,4,0,6,0,0,37
SAL50705,29,6,14,29,33,31,43,22,9,210,291,128,190,212,245,336,404,146,43,1977
SAL50706,0,0,0,0,0,0,0,0,0,0,8,0,4,3,7,0,9,0,0,35
SAL50707,71,30,23,45,48,37,46,63,29,389,1144,694,467,756,950,928,986,723,284,6931
SAL50708,3,0,3,3,7,5,0,0,0,27,27,13,15,28,23,28,15,5,0,144
SAL50709,29,32,27,37,43,81,83,37,9,372,264,151,167,230,276,503,608,224,38,2458
SAL50710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50711,24,13,4,11,6,3,10,0,0,76,196,154,66,88,114,118,109,53,7,891
SAL50712,58,75,144,144,123,108,57,28,22,755,586,547,858,661,616,574,266,140,68,4316
SAL50713,0,0,0,0,0,0,0,0,0,0,15,16,10,12,14,12,12,0,0,84
SAL50714,37,34,26,30,37,24,27,18,12,253,858,668,446,600,735,686,692,331,119,5139
SAL50715,9,5,0,3,4,0,5,0,0,20,21,3,14,5,10,7,14,4,0,78
SAL50716,22,0,0,0,3,9,7,0,0,51,103,80,43,52,50,47,18,5,0,395
SAL50717,67,54,126,109,112,65,21,9,4,562,175,134,243,199,215,144,66,17,4,1189
SAL50718,53,47,42,50,44,28,19,4,0,286,369,207,219,233,243,225,115,34,11,1651
SAL50719,3,0,4,0,0,4,5,6,0,35,84,32,37,46,60,92,93,40,3,490
SAL50720,0,0,0,0,0,0,5,0,0,9,0,5,0,6,3,4,8,0,0,23
SAL50721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50722,0,0,0,0,0,0,5,7,0,15,24,14,11,13,26,40,75,14,8,217
SAL50723,0,0,0,0,0,0,4,0,0,4,17,0,6,9,3,8,13,6,0,75
SAL50724,16,33,27,4,23,12,7,12,0,137,252,459,282,198,203,195,160,67,14,1821
SAL50725,78,79,76,49,52,73,40,26,14,480,1282,1168,1231,1070,1063,1319,1066,579,183,8951
SAL50726,0,3,7,5,0,3,5,3,0,32,17,32,52,31,34,69,51,15,3,303
SAL50727,3,8,0,4,4,0,0,0,0,21,22,10,8,10,18,13,9,6,5,94
SAL50728,0,5,0,0,9,0,0,0,0,15,82,20,46,53,32,25,8,0,0,267
SAL50729,0,0,0,0,0,0,0,0,0,6,4,0,3,3,4,9,3,6,0,33
SAL50730,58,22,30,13,15,18,6,6,0,171,126,68,68,67,48,72,44,5,0,504
SAL50731,41,22,21,15,13,10,9,9,0,148,550,245,406,245,219,185,130,43,15,2023
SAL50732,0,0,0,0,4,0,3,3,0,18,76,31,43,42,51,49,60,26,7,384
SAL50733,0,0,11,4,6,0,0,0,0,35,0,0,19,13,9,6,0,0,0,53
SAL50734,0,0,0,0,0,0,3,0,0,13,28,28,11,17,27,31,20,4,4,171
SAL50735,0,6,33,20,9,10,5,0,0,87,0,15,73,48,47,32,10,0,0,229
SAL50736,0,0,0,0,6,0,0,0,0,6,21,3,5,14,14,13,10,3,0,85
SAL50737,0,3,11,3,4,7,0,0,0,34,3,21,51,47,47,45,28,4,0,249
SAL50738,5,29,42,56,36,38,4,6,0,206,17,59,98,125,100,104,63,18,0,588
SAL50739,0,0,4,6,4,6,8,3,0,23,49,32,30,43,51,52,39,14,0,315
SAL50740,111,72,52,65,78,36,30,32,18,490,2034,1115,836,1391,1359,1008,911,704,295,9654
SAL50741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50742,125,67,66,55,44,35,47,24,13,477,710,468,493,430,424,457,374,213,92,3656
SAL50743,0,0,0,0,0,0,0,0,0,0,9,6,7,7,10,11,13,3,0,66
SAL50744,3,4,0,4,0,0,0,4,0,15,14,4,4,6,5,13,14,5,0,69
SAL50745,19,8,6,8,10,7,6,5,0,61,285,129,239,151,94,73,67,31,4,1067
SAL50746,0,0,0,0,0,0,0,0,0,0,13,0,13,4,4,3,3,0,0,45
SAL50747,13,6,11,7,18,18,16,8,0,93,107,72,81,82,113,147,119,89,37,857
SAL50748,201,121,133,120,148,105,58,69,53,1000,1852,1257,1335,1327,1312,1264,1102,589,236,10271
SAL50749,21,4,5,12,17,12,18,8,0,105,171,80,57,88,143,178,195,92,7,1025
SAL50750,0,0,0,0,0,0,0,0,0,0,10,0,6,3,5,5,4,0,0,33
SAL50751,3,0,0,0,0,0,0,0,0,4,10,0,0,3,4,8,13,0,0,49
SAL50752,58,48,43,35,37,26,17,9,4,273,918,654,522,623,707,477,369,148,55,4484
SAL50753,3,0,0,0,0,4,0,0,0,4,21,11,0,18,8,30,14,3,0,113
SAL50754,117,73,67,70,59,46,22,10,8,469,1185,719,848,829,689,613,433,227,48,5594
SAL50755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50756,85,67,79,76,58,56,30,13,0,483,1394,827,1246,1148,851,712,544,357,137,7203
SAL50757,0,6,0,7,0,10,0,0,0,22,39,23,11,30,36,52,41,19,3,258
SAL50758,22,8,11,24,3,19,11,3,0,102,283,212,259,197,216,275,172,84,22,1717
SAL50759,3,10,30,22,29,19,3,0,0,127,5,35,101,64,85,56,15,4,0,366
SAL50760,16,38,12,25,13,19,20,3,0,151,128,108,119,137,109,148,97,14,0,860
SAL50761,4,0,0,5,9,3,11,0,0,28,38,29,19,25,44,47,49,19,3,265
SAL50762,0,5,0,0,0,6,0,4,0,12,0,7,0,0,7,15,12,8,0,45
SAL50763,3,8,9,0,8,15,14,7,0,69,44,27,35,41,45,133,300,104,15,748
SAL50764,109,64,57,75,82,65,69,40,52,609,2430,1346,1053,1762,1591,1685,1733,756,569,12932
SAL50765,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,5,0,0,0,16
SAL50766,81,64,41,61,68,44,21,9,4,388,1380,975,752,854,1121,906,493,201,83,6758
SAL50767,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,3,0,14
SAL50768,0,0,0,0,0,4,0,0,0,8,23,12,7,18,27,26,23,3,0,142
SAL50769,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,5,0,0,0,15
SAL50770,0,0,0,0,0,0,4,0,0,3,0,3,0,3,3,4,10,3,0,21
SAL50771,20,11,12,18,7,17,4,16,0,111,212,72,121,147,119,194,120,97,47,1137
SAL50772,0,0,0,0,0,6,4,0,0,10,5,8,8,7,12,28,18,5,0,86
SAL50773,5,5,3,3,0,3,5,9,3,33,51,21,34,30,48,70,52,21,9,328
SAL50774,0,0,4,0,3,5,0,0,0,8,8,4,7,0,10,8,3,0,0,41
SAL50775,0,0,0,0,3,3,0,0,0,10,16,3,9,7,12,12,6,3,0,77
SAL50776,0,0,0,0,0,0,0,0,0,0,11,0,0,6,0,10,9,0,0,39
SAL50777,0,0,11,9,12,6,6,0,0,39,3,20,48,41,42,13,15,3,0,186
SAL50778,0,0,0,0,0,0,0,0,0,0,5,0,4,5,6,4,0,0,0,22
SAL50779,0,8,33,30,40,31,8,0,0,150,0,18,71,68,92,58,12,0,0,319
SAL50780,0,0,0,0,0,3,0,0,0,4,3,9,0,8,10,14,8,0,4,53
SAL50781,101,54,42,50,40,21,34,10,0,366,812,601,505,507,472,387,371,193,39,3889
SAL50782,33,19,27,16,8,10,4,4,0,128,176,120,153,134,109,110,92,51,8,957
SAL50783,0,0,3,0,4,0,0,0,0,4,27,13,21,17,38,28,50,14,3,213
SAL50784,0,0,0,0,0,3,3,0,0,5,6,0,8,6,3,12,15,7,6,52
SAL50785,0,0,0,7,0,7,0,0,0,18,17,3,10,11,12,25,32,16,0,133
SAL50786,0,0,0,0,0,0,3,0,0,8,4,0,4,3,4,14,12,0,0,52
SAL50787,3,0,3,3,3,11,3,0,0,32,50,24,18,31,48,71,35,9,3,288
SAL50788,6,0,0,3,3,3,0,0,0,12,19,3,9,15,15,27,13,5,0,103
SAL50789,0,0,0,0,0,0,4,0,0,3,6,3,3,6,11,5,4,0,0,37
SAL50790,3,0,0,4,0,0,0,0,0,15,19,8,4,11,6,0,11,0,0,60
SAL50791,5,4,0,3,0,0,5,4,0,27,25,10,11,11,16,26,17,8,0,132
SAL50792,7,3,9,10,5,7,5,0,0,42,76,14,39,45,41,44,46,25,9,328
SAL50793,0,0,0,0,0,0,0,0,0,3,22,0,0,9,19,13,0,4,0,74
SAL50794,0,0,0,0,0,0,0,0,0,0,11,0,0,4,3,0,0,0,0,24
SAL50795,0,7,7,14,30,6,6,3,0,80,0,22,51,55,78,31,15,6,0,258
SAL50796,3,7,3,0,0,0,0,0,0,10,45,36,18,25,7,9,6,0,0,142
SAL50797,0,0,0,0,0,0,0,0,0,0,14,3,5,5,3,10,9,0,0,51
SAL50798,0,0,0,0,0,0,3,0,0,9,0,11,0,0,5,10,13,4,0,49
SAL50799,263,132,206,159,174,133,102,33,16,1219,1341,606,1128,866,907,1034,827,164,26,6896
SAL50800,4,8,4,3,0,4,6,0,0,32,21,16,11,15,25,53,48,3,0,194
SAL50801,0,0,4,0,0,0,0,0,0,10,0,0,5,8,9,3,0,0,0,28
SAL50802,0,0,0,0,0,0,0,0,0,8,12,4,4,6,0,3,5,6,0,33
SAL50803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4
SAL50804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL50805,0,0,0,3,0,0,0,0,0,9,0,0,0,3,0,8,0,0,0,16
SAL50806,3,9,3,3,7,0,0,0,0,30,147,80,80,112,66,34,28,11,0,560
SAL50807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,16
SAL50808,13,0,3,0,4,10,5,0,0,46,188,116,132,78,101,91,79,13,4,801
SAL50809,21,13,17,24,12,18,5,0,0,107,104,75,143,154,111,141,100,19,0,841
SAL50810,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0
SAL50811,0,4,0,0,0,0,6,0,0,9,13,7,3,7,7,17,10,0,0,52
SAL50812,4,0,0,0,4,0,0,0,0,11,5,0,0,0,4,0,3,0,0,15
SAL50813,0,0,0,0,0,0,0,0,0,0,0,4,0,3,10,3,0,0,0,25
SAL50814,3,0,0,0,0,0,0,0,0,4,7,0,4,0,0,3,0,0,0,17
SAL50815,8,13,0,12,8,11,8,6,0,59,130,84,48,110,108,111,73,34,4,708
SAL50816,72,35,38,40,45,38,10,16,0,300,994,489,642,735,633,573,364,189,63,4680
SAL50817,4,63,147,130,122,66,15,0,0,551,8,72,190,165,154,76,19,0,0,678
SAL50818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50819,0,0,3,7,4,9,0,3,6,35,103,53,72,76,53,69,48,33,9,527
SAL50820,0,0,0,0,0,0,0,0,0,7,6,0,4,5,5,9,0,0,0,29
SAL50821,3,0,4,7,0,0,0,0,0,12,7,0,5,6,0,0,3,0,0,30
SAL50822,0,0,0,4,3,4,0,0,0,10,17,4,6,19,16,19,12,0,0,89
SAL50823,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,7,3,0,0,17
SAL50824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7
SAL50825,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,8,5,0,22
SAL50826,0,0,0,0,0,0,0,0,0,4,21,3,8,10,4,17,0,0,0,75
SAL50827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10
SAL50828,125,49,48,50,37,26,17,9,3,366,1622,735,913,875,649,392,412,293,39,5929
SAL50829,41,13,33,22,25,20,5,4,0,170,475,229,329,289,263,234,85,46,17,1963
SAL50830,11,8,12,5,15,14,9,4,0,86,74,54,127,60,85,132,126,74,18,751
SAL50831,170,100,98,97,91,69,34,9,4,665,3863,1987,2185,2667,1946,1416,713,274,72,15121
SAL50832,0,3,3,0,3,6,5,0,0,27,48,47,34,39,30,40,57,56,17,369
SAL50833,116,72,62,70,65,37,31,10,3,465,1090,735,793,829,670,533,488,228,57,5416
SAL50834,8,0,0,3,0,7,7,0,0,26,12,3,0,12,5,10,10,0,0,55
SAL50835,32,40,41,23,29,34,9,3,0,217,623,472,670,545,436,446,249,109,55,3605
SAL50836,23,82,322,279,306,226,37,0,0,1281,108,193,631,580,593,503,117,18,0,2745
SAL50837,0,0,0,5,3,8,6,0,0,16,3,0,4,4,8,10,18,10,0,53
SAL50838,91,46,46,46,36,16,13,3,0,300,810,434,449,452,392,322,185,71,11,3138
SAL50839,0,0,0,0,10,3,4,0,0,20,10,16,17,3,36,55,63,28,3,223
SAL50840,20,38,89,33,31,19,12,4,6,254,413,395,924,574,441,292,250,137,133,3548
SAL50841,7,8,0,0,9,14,11,4,4,62,49,24,22,30,40,74,75,16,5,327
SAL50842,81,56,43,53,35,65,53,24,8,410,1945,1263,1036,1372,1351,1500,1509,495,141,10610
SAL50843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50844,36,79,163,135,93,72,8,0,0,595,154,197,428,382,275,202,50,5,0,1689
SAL50845,0,3,3,0,0,5,0,0,0,8,34,24,16,22,24,35,14,17,0,196
SAL50846,24,48,129,111,78,73,40,8,0,507,100,102,283,228,197,209,133,29,5,1283
SAL50847,30,30,8,11,23,37,14,7,0,156,566,319,177,334,458,484,366,117,18,2840
SAL50848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50849,56,55,29,50,55,53,26,33,29,385,1615,1105,548,919,1184,1004,936,630,226,8160
SAL50850,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,6,7,5,0,27
SAL50851,0,0,0,0,0,0,0,0,0,4,4,0,0,3,4,0,5,0,0,16
SAL50852,0,0,0,0,0,0,0,0,0,0,5,7,3,8,12,10,9,3,3,58
SAL50853,17,15,7,9,12,15,14,0,3,96,254,153,115,150,181,225,202,107,30,1427
SAL50854,3,0,0,4,5,0,0,0,0,11,7,0,0,9,9,0,5,0,0,26
SAL50855,0,0,0,4,0,0,0,0,0,3,0,0,5,8,0,4,0,0,0,12
SAL50856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6
SAL50857,78,46,42,42,40,31,23,14,0,324,668,418,440,455,451,386,307,157,26,3308
SAL50858,23,11,14,15,16,13,10,6,0,117,247,165,144,155,154,153,127,89,49,1284
SAL50859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,13
SAL50860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50861,0,0,0,0,0,0,0,0,0,0,13,3,16,9,7,10,4,0,0,50
SAL50862,0,0,0,0,0,0,5,10,0,12,17,9,7,15,16,39,33,22,0,166
SAL50863,23,26,11,4,29,41,13,8,0,158,497,304,171,299,383,346,173,81,16,2278
SAL50864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,6,9
SAL50865,24,12,10,20,26,13,20,10,3,140,315,181,143,199,263,275,248,123,40,1795
SAL50866,0,5,0,5,0,3,0,0,0,12,15,3,11,14,28,43,34,3,0,150
SAL50867,0,0,0,0,4,0,0,0,0,6,38,6,9,21,17,10,15,4,0,131
SAL50868,3,0,0,0,0,0,4,0,0,8,8,12,13,14,12,13,4,3,0,80
SAL50869,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,12
SAL50870,0,4,0,0,0,6,9,0,0,12,27,5,21,20,15,57,74,15,0,236
SAL50871,40,29,18,37,22,11,13,4,4,171,692,385,586,577,379,363,248,189,62,3483
SAL50872,7,3,11,6,8,17,27,0,0,75,27,11,29,24,36,50,64,4,0,252
SAL50873,244,134,165,185,138,107,61,46,35,1118,2643,1575,1833,1951,1448,1122,949,533,204,12249
SAL50874,64,40,52,34,48,18,29,17,8,304,1442,743,749,1054,988,584,542,352,193,6651
SAL50875,53,35,27,27,18,31,16,0,0,205,849,487,427,512,487,444,299,98,31,3628
SAL50876,0,0,0,0,0,3,12,0,0,20,3,0,0,0,3,3,13,0,0,28
SAL50877,0,0,0,0,0,0,0,0,0,0,7,0,4,4,3,0,0,0,0,22
SAL50878,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,8,0,0,0,21
SAL50879,12,11,7,3,4,10,9,0,0,55,133,100,74,94,119,132,95,43,14,796
