SAL_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
SAL50585,39,20,30,20,21,23,12,16,16,199,466,269,263,302,326,365,306,255,123,2666
SAL50586,7,4,6,12,12,10,8,0,0,52,66,34,26,50,58,64,31,23,0,344
SAL50587,120,63,60,102,107,70,60,34,7,635,1960,1020,1099,1500,1384,986,1249,553,100,9861
SAL50588,0,0,0,0,0,4,0,0,0,3,5,0,3,0,3,4,3,0,0,23
SAL50589,0,0,0,0,0,0,3,0,0,4,3,0,4,3,3,14,14,3,0,53
SAL50590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5
SAL50591,13,0,6,0,0,0,0,0,0,24,50,24,24,12,25,18,9,0,0,156
SAL50592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50593,0,0,0,0,0,5,5,0,0,13,22,4,18,6,6,38,33,24,5,158
SAL50594,11,15,10,18,27,19,13,5,8,135,310,257,181,233,321,310,206,136,96,2040
SAL50595,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5
SAL50596,0,0,0,0,0,0,0,0,0,0,7,0,10,5,0,11,0,0,0,30
SAL50597,0,0,0,0,0,0,0,0,0,0,15,4,4,4,4,0,0,0,0,41
SAL50598,3,0,0,0,3,0,0,3,0,11,15,5,5,8,18,19,10,8,0,83
SAL50599,49,33,28,36,36,35,33,29,35,313,1139,528,407,787,786,543,498,411,292,5391
SAL50600,0,4,0,0,0,3,0,0,0,8,13,4,6,7,5,11,13,4,0,52
SAL50601,0,0,4,0,0,0,0,0,0,4,9,3,8,3,4,9,7,3,0,55
SAL50602,110,28,47,39,39,25,15,6,3,312,401,238,267,229,190,137,75,30,3,1572
SAL50603,193,116,128,143,180,150,117,111,60,1194,2601,1622,1281,1625,1977,2115,1892,1045,317,14474
SAL50604,0,0,6,4,3,8,4,4,0,29,52,36,29,34,44,52,34,6,0,286
SAL50605,6,0,0,3,4,0,0,0,0,10,9,5,0,9,17,13,6,3,0,58
SAL50606,3,0,0,0,6,0,0,0,0,5,4,0,8,0,0,7,0,0,0,23
SAL50607,44,31,31,44,44,16,29,14,8,272,1027,496,673,752,646,518,665,357,70,5209
SAL50608,0,21,31,21,22,19,5,0,0,134,8,33,47,36,36,23,8,0,0,197
SAL50609,159,118,168,158,143,123,97,80,71,1108,1725,1251,1780,1704,1493,1316,1109,636,320,11327
SAL50610,97,60,92,92,39,18,3,0,0,398,1943,735,1409,1514,706,400,221,54,15,6985
SAL50611,35,21,33,30,23,15,15,4,0,178,607,254,422,375,296,246,143,55,13,2410
SAL50612,4,0,0,0,0,4,4,0,0,15,16,13,3,10,16,21,12,0,0,98
SAL50613,134,58,84,123,68,55,32,4,0,562,3382,1160,1777,2721,1249,768,457,130,29,11667
SAL50614,0,0,3,0,0,3,0,0,0,4,12,10,4,3,4,12,5,3,0,52
SAL50615,55,34,32,26,50,41,32,32,18,307,607,320,440,409,452,412,394,292,138,3462
SAL50616,0,0,0,0,0,0,0,0,0,5,5,5,0,3,12,4,0,0,0,41
SAL50617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50618,8,8,6,3,10,10,5,3,0,55,79,37,29,45,61,109,83,35,4,493
SAL50619,47,7,50,23,14,9,4,0,0,160,667,297,590,436,236,103,65,16,3,2417
SAL50620,9,8,29,9,14,19,13,9,0,98,116,86,130,85,120,143,148,76,27,935
SAL50621,7,0,0,0,4,0,3,0,0,19,23,0,6,12,13,13,16,4,0,83
SAL50622,96,63,81,80,62,56,33,14,5,490,1408,707,1155,1154,810,735,624,239,71,6898
SAL50623,42,33,39,24,39,40,33,18,4,269,726,477,499,457,521,550,532,308,65,4130
SAL50624,7,0,0,0,0,4,0,3,0,12,5,0,7,9,9,3,5,3,0,36
SAL50625,42,22,15,31,28,28,19,3,0,188,464,364,234,302,401,373,229,110,24,2500
SAL50626,0,0,0,0,3,0,3,0,0,6,28,12,13,11,23,30,26,4,0,142
SAL50627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50628,20,13,9,9,25,13,21,9,0,124,261,160,158,163,221,223,225,108,28,1542
SAL50629,0,4,0,0,9,3,4,0,0,31,64,45,27,46,74,84,51,40,4,438
SAL50630,0,0,0,0,0,0,0,0,0,9,24,13,8,13,9,16,16,8,0,101
SAL50631,7,0,0,0,4,0,0,0,0,16,39,0,10,18,17,14,20,3,0,127
SAL50632,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,3,0,0,0,19
SAL50633,192,101,165,114,115,113,58,40,20,906,2318,1461,1733,1675,1554,1490,1050,678,246,12198
SAL50634,5,0,3,6,5,0,0,4,0,22,47,19,23,31,42,48,25,18,0,247
SAL50635,22,18,85,37,33,19,9,7,0,228,214,232,749,399,260,227,163,76,22,2326
SAL50636,87,24,81,56,21,19,6,0,0,298,1150,481,1008,679,405,258,128,48,3,4165
SAL50637,0,0,0,0,0,0,0,5,0,5,21,9,5,11,9,15,17,13,0,107
SAL50638,79,79,67,87,90,96,56,28,13,583,2000,1427,870,1327,1626,1769,1471,549,162,11200
SAL50639,28,12,28,25,30,5,12,6,0,143,334,206,201,231,223,232,230,121,32,1807
SAL50640,0,5,0,0,0,3,0,0,0,18,12,5,0,12,4,11,11,17,0,72
SAL50641,78,35,68,57,54,30,29,46,78,467,814,449,607,703,553,461,344,218,175,4323
SAL50642,0,0,3,0,0,0,0,0,0,5,16,3,9,3,10,9,3,0,0,54
SAL50643,3,0,0,6,0,0,0,0,0,12,3,3,7,12,10,14,13,4,0,59
SAL50644,0,0,3,0,0,0,0,0,0,3,8,11,5,8,12,15,4,3,4,61
SAL50645,96,56,64,74,54,31,31,11,0,429,1627,886,990,1229,939,659,458,174,30,6987
SAL50646,3,0,0,0,6,5,0,3,0,14,19,7,6,13,30,34,23,10,0,140
SAL50647,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,9,4,0,3,31
SAL50648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50649,0,0,0,0,0,0,0,0,0,0,5,0,4,0,4,0,0,0,0,9
SAL50650,3,0,3,4,4,0,0,0,0,11,13,0,9,8,12,3,0,0,0,46
SAL50651,0,0,0,0,0,6,0,4,0,13,0,0,0,0,3,7,6,4,0,22
SAL50652,0,3,3,0,0,0,0,0,0,14,0,9,3,6,8,0,4,0,0,39
SAL50653,0,0,3,4,3,0,3,3,0,17,54,40,25,31,48,51,36,26,4,313
SAL50654,16,6,18,10,14,26,18,9,0,119,210,45,146,134,140,172,153,84,16,1115
SAL50655,0,0,3,0,4,0,3,0,0,15,27,12,9,17,18,29,29,24,5,161
SAL50656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50657,7,9,7,5,8,21,12,4,0,78,103,89,56,51,118,140,95,57,5,713
SAL50658,4,0,0,3,0,0,0,0,0,15,11,12,5,13,25,17,17,5,0,112
SAL50659,0,0,0,0,0,0,0,0,0,3,7,0,10,7,14,8,0,0,0,45
SAL50660,0,4,0,0,0,0,0,0,0,5,4,4,0,3,4,6,6,0,0,26
SAL50661,163,75,75,93,79,59,46,18,5,630,2038,1202,1239,1392,1199,921,715,240,72,9021
SAL50662,13,0,0,13,11,13,8,4,5,65,75,26,31,63,60,48,45,21,14,384
SAL50663,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,12
SAL50664,44,54,20,27,71,66,19,9,4,320,936,905,324,550,1118,1102,521,165,50,5669
SAL50665,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,4,0,16
SAL50666,0,0,0,0,0,0,0,0,0,0,6,3,0,0,6,5,0,0,0,21
SAL50667,0,0,0,0,0,0,0,0,0,0,4,4,0,0,8,6,0,0,0,18
SAL50668,48,36,48,43,50,35,39,21,19,337,939,654,854,932,809,766,527,229,125,5837
SAL50669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,13
SAL50670,95,69,188,106,75,66,67,95,107,876,1350,872,2325,1651,924,877,761,511,329,9592
SAL50671,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,0,4
SAL50672,0,0,0,4,0,0,0,0,0,7,19,6,3,15,13,20,20,0,3,98
SAL50673,0,0,0,0,5,0,0,0,0,8,26,19,20,14,33,5,3,0,0,133
SAL50674,0,0,0,0,0,0,3,0,0,10,14,6,0,3,15,12,20,7,0,72
SAL50675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50676,0,0,0,0,3,0,3,0,0,6,12,3,9,8,8,10,10,3,0,57
SAL50677,0,0,0,0,0,0,0,0,0,5,6,8,4,7,9,9,3,0,0,53
SAL50678,3,6,0,4,0,3,0,0,0,19,23,8,6,22,5,12,0,0,0,71
SAL50679,3,0,0,0,5,7,6,3,0,28,15,6,8,9,15,34,44,25,3,163
SAL50680,5,0,0,0,0,0,0,0,0,9,6,12,3,5,12,3,0,0,0,41
SAL50681,6,8,0,7,0,3,5,0,0,27,33,40,18,25,43,50,56,29,0,291
SAL50682,15,21,12,19,24,22,13,9,6,142,388,328,262,285,381,388,339,125,33,2533
SAL50683,26,45,33,15,41,33,11,0,0,216,665,501,461,453,603,559,269,125,32,3670
SAL50684,0,0,0,0,0,0,3,0,0,10,31,13,11,24,19,23,27,0,4,157
SAL50685,0,0,0,0,0,0,0,0,0,0,9,4,10,6,3,3,0,0,0,35
SAL50686,19,5,6,17,20,18,8,5,0,108,255,108,106,154,205,194,95,68,16,1205
SAL50687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,9
SAL50688,12,0,0,0,0,0,0,0,0,18,28,6,3,21,30,15,28,15,0,154
SAL50689,0,0,0,0,0,0,0,0,0,3,6,6,0,6,12,4,8,0,0,56
SAL50690,5,0,0,0,0,0,4,0,0,14,26,0,9,10,9,8,16,3,0,75
SAL50691,5,5,9,4,8,0,0,0,0,30,15,28,50,25,41,17,4,4,6,183
SAL50692,17,13,3,9,12,8,4,0,0,66,88,35,46,43,42,59,29,8,0,353
SAL50693,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,5,0,4,24
SAL50694,0,0,3,0,0,0,0,0,0,5,107,48,52,38,28,22,10,0,0,306
SAL50695,0,0,0,0,0,3,0,0,0,3,11,6,0,10,0,12,3,7,0,49
SAL50696,42,48,33,32,66,31,15,0,0,269,799,598,526,589,709,502,232,68,7,4044
SAL50697,4,0,0,0,0,4,0,0,0,15,10,9,8,10,9,16,5,0,0,68
SAL50698,4,0,0,6,0,3,0,0,0,12,34,16,6,19,20,24,13,3,0,139
SAL50699,0,0,0,0,0,0,0,0,0,0,14,0,14,10,5,12,11,0,0,63
SAL50700,4,6,4,6,5,9,25,16,4,80,134,137,204,154,152,114,203,230,149,1479
SAL50701,77,98,117,84,109,98,72,47,41,735,1190,1411,1461,1139,1139,1267,906,431,246,9193
SAL50702,46,43,75,54,50,49,20,14,15,369,750,446,1130,961,668,540,376,238,173,5283
SAL50703,11,4,4,9,7,19,10,8,0,69,51,28,20,36,63,92,62,35,8,406
SAL50704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50705,28,11,20,26,36,31,44,16,7,228,275,131,183,216,259,345,387,148,36,1985
SAL50706,0,0,0,0,0,0,0,0,0,7,8,0,4,3,7,3,8,0,0,36
SAL50707,74,34,35,63,61,55,54,67,32,470,1157,715,500,779,991,982,1025,737,284,7163
SAL50708,3,4,3,4,7,5,0,0,0,28,27,6,9,29,28,28,11,5,0,147
SAL50709,21,18,23,26,34,45,46,18,4,241,180,110,128,149,198,301,275,109,27,1478
SAL50710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50711,13,5,5,13,10,6,7,0,0,67,158,127,59,89,129,124,110,53,3,840
SAL50712,55,57,85,59,59,55,34,22,24,447,598,484,749,502,494,459,234,130,70,3711
SAL50713,0,0,0,0,0,0,0,0,0,8,15,15,8,12,14,15,8,6,0,91
SAL50714,40,45,40,41,47,38,35,22,14,319,852,681,449,625,764,746,728,342,123,5305
SAL50715,9,5,0,3,4,0,5,0,0,20,21,3,15,14,12,7,16,4,0,90
SAL50716,22,0,0,0,6,8,7,3,0,51,99,87,45,53,49,38,11,3,0,388
SAL50717,67,36,49,47,38,34,14,10,4,295,171,110,121,114,117,100,57,12,4,802
SAL50718,57,47,42,53,45,24,23,4,0,289,370,210,213,242,244,230,115,33,11,1666
SAL50719,3,0,0,3,0,6,8,9,0,43,84,33,28,54,68,99,105,46,3,512
SAL50720,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,12
SAL50721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50722,0,0,0,6,3,3,5,7,0,22,24,17,7,14,32,42,80,17,6,239
SAL50723,0,0,0,0,3,0,0,0,0,4,18,3,6,9,4,5,3,0,0,65
SAL50724,16,38,34,9,28,19,10,7,0,150,253,453,293,193,208,209,163,63,14,1842
SAL50725,79,85,87,62,67,85,41,22,14,547,1269,1193,1252,1103,1089,1369,1091,582,190,9137
SAL50726,0,0,4,3,0,0,0,0,0,11,0,4,15,3,0,8,0,5,0,39
SAL50727,3,3,0,4,4,0,0,4,0,18,25,17,12,10,21,13,9,11,5,105
SAL50728,0,5,0,0,9,0,0,0,0,15,84,23,49,50,34,29,3,0,0,270
SAL50729,0,0,0,0,0,0,0,0,0,6,7,0,0,4,4,9,4,6,0,34
SAL50730,43,20,26,12,14,16,8,6,0,147,124,68,68,61,52,69,47,5,4,495
SAL50731,40,24,32,22,21,19,14,9,0,181,552,251,413,258,233,187,140,48,15,2096
SAL50732,0,0,0,0,4,0,3,3,0,19,76,37,43,41,55,48,59,26,7,395
SAL50733,0,0,11,0,0,4,0,0,0,18,0,0,13,0,0,7,0,0,0,22
SAL50734,0,0,0,0,0,0,3,0,0,17,28,23,14,17,30,33,19,4,7,172
SAL50735,0,0,4,3,0,4,0,0,0,13,0,0,8,7,0,7,3,0,0,33
SAL50736,0,0,0,0,4,0,0,0,0,11,21,3,11,13,19,6,10,3,0,86
SAL50737,0,0,4,0,0,4,0,0,0,13,0,17,29,18,10,18,3,0,0,98
SAL50738,0,6,15,13,7,4,0,0,0,47,0,24,43,36,34,22,5,0,0,163
SAL50739,0,0,0,3,0,6,8,3,0,27,47,29,21,39,48,57,47,16,0,317
SAL50740,118,67,73,77,101,59,38,36,22,591,2018,1119,876,1419,1403,1082,946,723,297,9886
SAL50741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50742,120,61,56,56,46,36,45,22,13,449,702,466,485,428,426,454,375,219,92,3637
SAL50743,0,0,0,0,0,0,0,0,0,0,9,6,7,7,8,12,12,4,0,66
SAL50744,3,4,0,4,0,3,0,4,0,16,14,4,4,6,5,15,16,5,0,72
SAL50745,19,8,7,17,9,7,9,4,0,79,289,129,248,170,95,79,74,29,4,1119
SAL50746,0,0,0,0,0,0,0,0,0,0,13,0,13,4,4,3,3,0,0,49
SAL50747,13,13,7,11,13,21,16,8,5,103,107,81,73,85,108,158,126,90,45,877
SAL50748,208,134,151,137,175,147,64,75,55,1143,1860,1272,1379,1363,1372,1351,1139,608,239,10575
SAL50749,21,3,5,12,18,18,16,11,0,110,176,77,60,87,147,203,205,98,7,1062
SAL50750,0,0,0,0,0,0,0,0,0,0,10,0,4,3,5,5,5,0,0,36
SAL50751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50752,55,50,53,40,47,32,22,10,6,318,917,653,565,646,735,502,391,154,62,4627
SAL50753,3,0,5,0,0,4,0,0,0,13,23,12,8,18,13,26,10,6,5,118
SAL50754,118,80,81,75,69,42,22,13,9,516,1176,725,856,855,721,622,437,245,52,5684
SAL50755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50756,88,73,104,91,75,63,36,21,5,559,1392,826,1302,1177,880,731,572,371,142,7397
SAL50757,0,6,0,7,6,10,0,0,0,27,34,24,11,33,38,48,45,19,3,265
SAL50758,25,15,16,24,12,22,10,3,0,127,289,223,268,195,226,289,177,87,22,1776
SAL50759,0,4,3,3,3,0,3,0,0,20,0,6,15,14,7,8,3,0,0,52
SAL50760,9,30,15,11,4,5,5,0,0,74,40,61,55,41,27,26,9,0,0,265
SAL50761,4,0,0,5,9,3,13,0,0,33,38,30,18,29,44,45,50,15,3,278
SAL50762,0,5,0,0,0,6,0,4,0,13,0,7,0,0,4,12,13,8,4,48
SAL50763,3,8,0,0,7,15,9,0,0,41,25,27,18,20,39,55,52,23,3,261
SAL50764,109,68,73,99,112,95,83,42,63,734,2422,1353,1092,1813,1653,1777,1773,766,559,13204
SAL50765,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,5,0,0,0,16
SAL50766,87,76,54,81,90,53,21,18,4,478,1387,998,785,890,1180,938,511,213,86,6988
SAL50767,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,18
SAL50768,0,3,0,0,4,4,0,0,0,9,27,16,10,18,32,26,24,9,0,156
SAL50769,0,0,0,0,0,0,0,0,0,0,8,0,5,0,4,6,0,0,0,23
SAL50770,0,0,0,0,0,0,4,0,0,3,0,3,0,3,3,4,10,3,0,21
SAL50771,18,6,14,19,12,13,9,16,0,114,222,77,118,146,122,188,129,99,49,1157
SAL50772,0,0,0,4,0,6,3,0,0,15,5,8,11,7,12,27,23,5,0,90
SAL50773,5,10,7,3,0,7,6,4,0,37,51,29,31,33,49,66,50,18,6,332
SAL50774,0,0,4,0,3,5,0,0,0,8,8,8,7,0,10,8,3,0,0,41
SAL50775,0,0,0,0,3,3,0,0,0,12,14,4,5,7,12,12,3,3,0,76
SAL50776,0,0,0,0,0,0,0,0,0,0,14,0,0,6,0,7,9,3,0,40
SAL50777,0,4,7,8,4,4,6,0,0,24,3,13,22,22,19,14,11,7,0,99
SAL50778,0,0,0,0,0,0,0,0,0,0,5,0,4,5,6,4,0,0,0,22
SAL50779,0,4,17,3,13,6,4,0,0,52,0,6,32,7,32,14,6,0,0,93
SAL50780,0,0,0,0,0,3,0,0,0,4,5,8,0,8,10,14,8,0,4,54
SAL50781,100,60,43,55,47,28,33,10,0,377,812,610,500,517,477,392,365,190,47,3919
SAL50782,34,20,21,21,15,11,8,4,0,139,179,125,155,139,111,122,97,58,9,985
SAL50783,0,0,5,0,3,0,0,3,0,15,27,13,12,18,39,38,44,16,0,213
SAL50784,0,0,0,0,0,6,4,0,0,9,6,0,8,9,6,13,14,10,6,59
SAL50785,0,0,0,7,5,7,6,0,0,29,15,7,7,9,21,34,38,11,0,141
SAL50786,0,0,0,0,0,0,3,0,0,8,4,0,4,3,7,11,12,8,0,58
SAL50787,3,0,0,0,0,3,6,0,0,20,44,23,12,30,37,61,29,15,3,262
SAL50788,6,0,0,3,3,3,0,0,0,12,19,3,9,15,14,28,19,5,0,110
SAL50789,0,0,0,0,0,0,4,0,0,4,6,7,3,3,11,5,0,0,0,41
SAL50790,3,0,0,4,0,0,0,0,0,16,19,8,6,11,6,3,11,0,0,55
SAL50791,5,3,0,0,0,3,6,4,0,30,25,10,13,14,17,27,21,8,0,143
SAL50792,7,3,9,10,5,7,7,0,0,43,72,17,39,40,40,49,52,28,9,352
SAL50793,0,0,0,3,0,0,0,0,0,3,22,0,10,15,20,15,0,7,0,88
SAL50794,0,0,0,0,0,0,0,0,0,0,9,0,0,7,0,0,0,0,0,20
SAL50795,0,8,6,8,10,4,0,0,0,30,0,12,26,19,16,9,10,0,0,91
SAL50796,3,7,5,0,0,0,0,0,0,14,43,36,29,23,7,10,5,0,0,141
SAL50797,0,0,0,0,0,0,0,0,0,0,14,5,5,5,3,10,9,0,0,48
SAL50798,0,0,0,0,3,0,3,0,0,7,0,7,0,3,11,10,14,6,0,49
SAL50799,256,117,206,160,162,102,64,28,14,1102,1266,588,1010,795,778,661,291,92,21,5494
SAL50800,0,8,0,3,3,3,3,0,0,19,3,16,9,6,13,10,9,0,0,56
SAL50801,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4
SAL50802,0,0,0,0,0,0,0,0,0,0,12,4,4,3,4,3,5,6,0,33
SAL50803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4
SAL50804,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,10
SAL50805,0,0,0,0,0,0,0,0,0,6,0,3,6,0,6,12,9,0,0,42
SAL50806,3,3,5,3,8,3,0,0,0,24,148,79,82,112,68,37,28,11,0,567
SAL50807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,0,0,20
SAL50808,6,0,5,0,10,3,0,0,0,36,173,112,118,76,87,46,24,6,0,634
SAL50809,21,4,9,7,0,6,0,0,0,37,38,24,47,33,17,23,13,3,0,205
SAL50810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50811,0,4,0,0,3,0,6,0,0,10,13,8,3,7,6,17,9,4,0,59
SAL50812,4,0,0,0,4,0,0,0,0,11,4,0,0,0,4,0,3,0,0,13
SAL50813,0,0,0,0,0,0,0,0,0,0,0,4,0,10,10,3,0,0,0,23
SAL50814,3,0,0,0,0,0,0,0,0,4,7,0,4,0,0,5,0,0,0,12
SAL50815,16,12,4,17,13,9,9,3,0,82,134,91,55,116,119,119,85,30,4,759
SAL50816,72,38,45,49,49,48,23,14,0,328,989,498,674,755,647,588,379,186,56,4768
SAL50817,5,18,53,33,17,13,3,0,0,133,4,24,68,39,27,18,5,0,0,178
SAL50818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50819,0,0,0,4,3,0,0,9,6,26,106,63,67,68,53,70,48,36,9,523
SAL50820,0,0,0,0,0,0,0,0,0,7,6,0,4,5,5,9,0,0,0,29
SAL50821,3,0,0,7,0,0,0,0,0,11,7,0,0,6,0,5,3,0,0,27
SAL50822,0,0,0,4,3,0,0,0,0,11,17,12,4,15,18,16,6,0,0,84
SAL50823,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,7,3,0,0,16
SAL50824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7
SAL50825,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,17
SAL50826,0,0,0,0,0,0,0,0,0,7,21,3,11,10,5,11,0,0,0,76
SAL50827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50828,129,50,75,73,56,42,27,15,3,478,1609,742,973,926,694,430,441,311,42,6171
SAL50829,48,18,37,25,28,27,4,10,0,191,478,236,339,299,273,251,89,49,17,2036
SAL50830,18,10,13,9,16,19,10,5,0,99,81,56,117,68,93,132,134,76,25,786
SAL50831,173,109,135,129,115,87,34,12,8,794,3865,1995,2261,2731,2014,1467,718,269,75,15401
SAL50832,0,3,0,0,3,10,9,6,0,34,53,46,34,36,28,45,69,63,22,394
SAL50833,120,75,64,80,74,42,33,10,4,504,1093,742,810,843,684,546,497,230,58,5505
SAL50834,8,0,0,3,0,7,7,0,0,26,12,3,0,12,8,10,13,0,0,61
SAL50835,32,44,47,26,36,37,16,3,3,249,624,474,696,559,453,457,268,111,57,3699
SAL50836,27,27,94,50,59,49,7,0,0,319,110,94,208,133,145,154,43,9,5,907
SAL50837,0,0,0,5,0,8,0,0,0,15,3,0,4,6,0,10,0,0,0,25
SAL50838,99,44,53,47,35,33,17,3,3,330,812,431,461,458,406,353,193,71,19,3202
SAL50839,0,3,0,0,11,3,5,4,0,28,8,12,17,5,49,53,62,26,3,231
SAL50840,22,40,104,35,38,22,19,4,9,298,421,393,975,592,462,311,266,133,133,3686
SAL50841,3,8,0,0,14,16,17,7,4,59,45,19,26,25,38,85,86,17,8,351
SAL50842,78,59,59,65,54,86,66,20,10,496,1958,1287,1055,1417,1389,1583,1549,500,139,10883
SAL50843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50844,37,38,40,46,25,24,4,0,0,217,159,105,137,133,87,65,18,0,0,716
SAL50845,0,3,3,0,4,3,0,0,0,11,32,24,23,22,26,40,14,17,0,209
SAL50846,16,23,43,28,24,21,11,8,0,177,97,62,127,86,100,105,61,26,3,657
SAL50847,28,27,16,19,37,52,22,8,0,218,565,329,188,360,498,549,422,135,15,3058
SAL50848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50849,60,53,42,64,73,66,46,37,34,470,1606,1109,576,945,1237,1063,1006,640,226,8413
SAL50850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,5,0,30
SAL50851,0,0,0,0,0,0,0,0,0,4,4,0,0,3,4,0,5,0,0,16
SAL50852,0,0,0,0,0,0,0,0,0,0,5,3,3,8,12,10,10,3,3,64
SAL50853,17,17,7,14,21,20,14,6,0,115,258,155,123,161,191,242,221,123,30,1508
SAL50854,3,0,0,4,5,0,0,0,0,11,13,0,0,4,9,3,5,0,0,34
SAL50855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL50856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50857,72,48,46,46,50,34,28,13,0,337,647,410,448,458,472,387,316,167,28,3322
SAL50858,27,11,13,20,14,8,10,6,5,121,249,171,147,157,152,152,131,89,53,1298
SAL50859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,19
SAL50860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50861,0,0,0,0,0,0,0,0,0,0,13,3,16,9,4,10,6,0,0,60
SAL50862,0,0,0,0,0,0,0,10,0,11,17,11,6,23,22,34,30,21,0,165
SAL50863,22,26,17,10,43,51,16,13,0,209,503,317,197,311,406,387,185,88,22,2408
SAL50864,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3,0,0,6,13
SAL50865,26,13,13,18,30,24,16,10,3,161,315,183,153,210,285,308,273,124,49,1890
SAL50866,0,5,0,0,7,3,0,0,0,13,18,6,8,9,33,40,35,3,0,149
SAL50867,0,4,0,0,4,0,0,0,0,7,34,10,11,18,17,8,21,5,0,132
SAL50868,3,0,0,0,0,0,4,0,0,8,13,14,13,9,12,14,6,4,0,86
SAL50869,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,17
SAL50870,0,0,0,0,0,0,3,0,0,3,3,0,4,0,7,9,3,3,0,31
SAL50871,40,29,26,36,29,21,9,6,6,195,699,384,594,586,387,379,263,186,63,3541
SAL50872,3,0,0,0,0,0,0,0,0,9,5,3,0,6,5,0,0,0,0,19
SAL50873,245,123,177,195,158,127,75,47,41,1182,2638,1569,1868,1986,1477,1155,967,544,210,12419
SAL50874,68,44,62,43,66,31,29,21,11,373,1451,768,767,1084,1028,598,554,361,198,6805
SAL50875,62,44,34,42,45,47,22,3,0,298,851,508,451,539,545,486,310,105,31,3830
SAL50876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50877,0,0,0,0,0,0,0,0,0,0,7,0,4,4,3,0,0,0,0,22
SAL50878,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,8,0,0,0,20
SAL50879,12,11,17,3,11,14,7,0,0,65,129,96,80,95,125,144,104,42,10,829
