SAL_CODE_2021,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
SAL51034,0,0,0,0,7,4,9,3,0,23
SAL51035,7,0,0,3,0,3,0,0,0,16
SAL51036,669,399,390,396,450,401,336,167,52,3257
SAL51037,21,0,21,9,11,16,5,0,0,76
SAL51038,0,0,0,0,0,0,0,0,0,0
SAL51039,0,0,0,0,0,0,0,0,0,0
SAL51040,149,99,97,99,164,157,101,47,13,921
SAL51041,35,27,38,28,28,37,18,11,0,219
SAL51042,92,74,55,55,33,34,13,7,0,366
SAL51043,4,0,0,5,4,6,0,0,0,18
SAL51044,63,32,37,39,38,47,30,36,11,336
SAL51045,0,0,0,0,0,0,0,0,0,0
SAL51046,4,4,6,0,8,3,0,0,0,23
SAL51047,1225,764,561,871,941,857,653,252,72,6190
SAL51048,20,6,16,17,19,36,22,16,0,149
SAL51049,76,27,40,34,49,60,45,17,3,356
SAL51050,69,36,52,37,41,40,24,15,0,318
SAL51051,34,21,20,31,23,37,27,9,0,209
SAL51052,21,13,4,11,20,18,12,7,0,100
SAL51053,16,4,3,11,7,13,6,3,0,57
SAL51054,3,0,0,0,3,3,0,0,0,14
SAL51055,490,313,245,320,449,484,457,293,140,3190
SAL51056,257,167,140,135,188,161,127,57,14,1246
SAL51057,0,4,0,0,3,4,0,0,0,11
SAL51058,0,12,4,3,9,13,8,0,0,53
SAL51059,28,5,22,17,20,26,0,10,0,140
SAL51060,29,22,19,20,38,28,27,16,4,199
SAL51061,10,0,4,8,3,4,4,0,0,39
SAL51062,18,5,5,9,10,11,18,15,0,97
SAL51063,7,0,5,4,8,7,0,0,0,30
SAL51064,300,737,393,281,255,316,419,373,286,3352
SAL51065,4,4,5,4,3,0,0,0,0,24
SAL51066,3,3,0,4,0,0,0,0,0,15
SAL51067,37,26,48,36,47,61,67,19,0,344
SAL51068,0,0,0,0,0,0,0,0,0,0
SAL51069,393,231,194,285,285,173,160,181,201,2105
SAL51070,85,42,29,42,103,77,82,46,7,518
SAL51071,18,12,10,11,18,29,13,7,0,118
SAL51072,0,0,0,3,0,0,6,6,0,14
SAL51073,0,0,4,0,0,0,0,0,0,4
SAL51074,12,0,3,12,6,0,0,0,0,34
SAL51075,5,6,0,3,10,10,0,0,0,35
SAL51076,84,41,35,52,60,54,27,10,0,361
SAL51077,4,0,3,3,0,3,5,3,0,25
SAL51078,3,0,0,0,5,13,3,0,4,38
SAL51079,0,0,0,0,3,0,0,0,0,4
SAL51080,0,0,0,0,0,0,0,0,0,0
SAL51081,19,5,13,4,9,14,14,3,0,75
SAL51082,7,0,6,3,5,0,0,0,0,20
SAL51083,111,58,47,105,120,180,207,105,21,959
SAL51084,13,6,9,12,16,14,17,4,0,84
SAL51085,5,3,11,3,4,9,7,0,0,37
SAL51086,57,22,20,30,36,52,34,15,6,269
SAL51087,0,0,0,0,0,4,5,0,0,13
SAL51088,71,22,38,38,48,63,58,45,36,423
SAL51089,7,0,4,0,5,10,13,0,0,44
SAL51090,29,9,0,17,14,21,10,0,0,104
SAL51091,10,3,0,6,4,10,5,0,0,36
SAL51092,76,51,53,52,82,106,75,24,8,514
SAL51093,679,467,479,422,479,506,458,275,148,3927
SAL51094,12,18,7,8,16,18,9,11,3,102
SAL51095,28,8,12,12,12,16,9,5,0,107
SAL51096,0,3,0,4,3,6,0,5,0,20
SAL51097,0,0,0,0,0,0,0,0,0,0
SAL51098,1926,1547,1006,1227,1418,1217,1149,720,351,10561
SAL51099,29,8,16,15,7,10,8,0,0,99
SAL51100,4,4,5,3,4,0,0,0,0,19
SAL51101,23,17,8,14,27,14,12,4,0,112
SAL51102,34,29,50,35,44,24,29,23,0,268
SAL51103,0,0,0,0,3,3,0,0,0,12
SAL51104,24,3,13,14,13,16,11,0,0,92
SAL51105,0,0,0,0,0,0,4,0,0,6
SAL51106,0,0,0,0,0,0,0,0,0,6
SAL51107,7,5,6,3,3,17,5,9,0,57
SAL51108,0,0,0,6,3,8,3,3,0,15
SAL51109,25,8,17,28,20,26,22,3,0,159
SAL51110,16,8,6,13,18,20,15,11,0,112
SAL51111,1250,630,1517,1298,951,649,138,12,6,6456
SAL51112,0,6,0,5,15,8,0,0,0,43
SAL51113,1483,478,863,985,686,325,85,34,3,4938
SAL51114,23,19,12,30,51,41,33,25,11,248
SAL51115,9,4,8,12,10,10,7,8,0,61
SAL51116,3,0,0,4,0,0,4,0,0,7
SAL51117,5,4,0,0,3,3,0,0,0,21
SAL51118,11,22,7,6,12,13,12,0,0,80
SAL51119,19,4,3,7,22,20,19,0,0,99
SAL51120,8,9,5,0,12,8,5,5,0,48
SAL51121,5,0,4,6,4,4,0,0,0,22
SAL51122,2177,1345,2997,2385,1284,1142,824,425,201,12779
SAL51123,17,3,7,10,3,3,9,4,0,59
SAL51124,1252,934,862,896,997,1100,1139,614,216,8002
SAL51125,9,3,7,7,10,22,17,8,0,89
SAL51126,7,0,3,0,0,8,3,0,0,29
SAL51127,65,52,70,40,87,113,85,44,3,562
SAL51128,3,9,4,4,8,17,8,0,0,49
SAL51129,0,0,0,0,0,0,0,0,0,0
SAL51130,612,362,388,492,514,510,490,259,66,3689
SAL51131,5,0,5,6,3,5,0,0,0,17
SAL51132,44,42,35,30,47,74,42,16,5,323
SAL51133,3,0,0,0,5,4,0,0,0,20
SAL51134,6,0,0,0,0,4,0,6,0,14
SAL51135,466,333,513,512,546,666,462,159,84,3741
SAL51136,195,80,93,122,130,122,81,29,7,863
SAL51137,3,0,3,3,0,3,0,0,0,5
SAL51138,465,353,501,507,471,637,560,338,114,3947
SAL51139,18,10,16,27,38,45,18,6,0,174
SAL51140,9,8,4,9,7,10,7,6,0,75
SAL51141,9,3,8,7,4,5,0,0,0,30
SAL51142,19,6,8,10,11,14,5,4,0,84
SAL51143,0,0,3,0,0,6,7,6,0,24
SAL51144,213,191,129,176,170,214,133,58,13,1299
SAL51145,0,0,0,0,9,9,3,0,0,23
SAL51146,10,3,0,5,8,3,0,0,0,29
SAL51147,1498,996,1734,1578,1258,1163,755,405,250,9623
SAL51148,49,30,65,39,90,48,50,18,0,377
SAL51149,10,3,4,0,4,0,4,0,0,26
SAL51150,29,13,12,10,32,25,9,4,5,138
SAL51151,12,0,8,4,0,6,0,0,0,26
SAL51152,12,7,5,6,14,19,21,12,4,108
SAL51153,35,18,17,38,23,32,11,7,0,177
SAL51154,0,0,4,0,0,0,0,0,0,10
SAL51155,0,0,4,0,0,8,0,0,0,11
SAL51156,115,79,62,80,104,150,145,84,22,840
SAL51157,1284,798,731,728,809,926,799,425,182,6679
SAL51158,122,50,47,71,93,142,166,96,45,830
SAL51159,77,204,609,276,113,88,42,13,0,1420
SAL51160,46,23,25,37,39,58,39,20,7,288
SAL51161,4,0,0,0,3,0,4,0,0,10
SAL51162,28,28,15,19,35,39,17,9,0,189
SAL51163,0,4,0,0,0,4,0,0,0,11
SAL51164,5,0,3,0,11,8,8,0,0,39
SAL51165,29,95,324,289,230,154,22,10,4,1159
SAL51166,9,0,0,0,6,3,9,0,0,32
SAL51167,252,148,122,136,137,130,92,56,20,1083
SAL51168,22,20,13,10,16,28,36,11,4,152
SAL51169,0,0,4,0,5,5,0,4,0,22
SAL51170,31,14,5,22,15,32,37,17,0,183
SAL51171,63,33,23,42,40,25,18,10,0,260
SAL51172,60,50,81,72,52,57,43,27,11,460
SAL51173,0,0,0,0,0,0,0,0,0,0
SAL51174,545,392,227,349,444,462,264,104,16,2803
SAL51175,181,88,60,114,149,191,141,74,19,1014
SAL51176,1418,1116,629,932,1295,1258,992,358,118,8125
SAL51177,20,0,5,16,4,12,3,0,0,56
SAL51178,3,7,5,4,5,11,0,0,0,47
SAL51179,34,36,25,29,48,51,45,22,9,296
SAL51180,19,11,15,9,13,28,19,5,0,114
SAL51181,203,36,163,151,105,99,49,21,6,829
SAL51182,3,4,11,0,0,4,0,0,0,27
SAL51183,6,0,0,4,0,0,0,0,0,12
SAL51184,386,266,275,214,249,254,197,143,49,2035
SAL51185,83,69,80,70,107,179,98,40,8,726
SAL51186,0,3,17,3,3,4,5,0,0,30
SAL51187,0,0,0,5,5,10,4,0,0,27
SAL51188,35,31,21,21,34,13,13,0,0,158
SAL51189,863,580,582,674,661,514,389,205,50,4535
SAL51190,497,420,1350,843,426,371,309,177,67,4463
SAL51191,32,10,13,24,23,28,31,11,0,163
SAL51192,1838,819,1128,1402,1099,968,885,389,104,8626
SAL51193,17,16,13,16,25,26,17,14,0,145
SAL51194,19,7,29,10,9,15,6,0,0,90
SAL51195,8,0,0,3,0,3,4,0,0,18
SAL51196,4,0,0,11,12,9,12,3,0,50
SAL51197,1390,759,1172,1157,1019,828,706,387,181,7585
SAL51198,237,38,164,121,53,47,11,0,0,685
SAL51199,4,3,0,0,12,0,0,0,0,25
SAL51200,38,31,31,17,26,15,6,0,0,162
SAL51201,313,126,224,292,200,142,19,6,0,1324
SAL51202,19,17,8,21,17,19,24,13,0,141
SAL51203,7,0,11,7,0,3,12,0,0,47
SAL51204,0,0,0,0,0,0,0,0,0,0
SAL51205,476,327,220,312,390,379,214,96,18,2432
SAL51206,0,0,0,0,0,3,0,0,0,5
SAL51207,6,11,3,11,12,7,7,0,0,54
SAL51208,107,68,46,79,72,122,84,27,6,603
SAL51209,973,607,755,836,733,840,796,359,88,5995
SAL51210,1229,802,805,859,816,766,570,259,78,6184
SAL51211,12,13,6,14,14,7,11,0,0,70
SAL51212,8,8,5,4,3,6,3,0,0,39
SAL51213,8,11,9,0,21,11,21,4,0,83
SAL51214,17,0,12,7,7,13,3,0,0,60
SAL51215,4,0,3,3,0,6,3,9,0,26
SAL51216,0,0,0,0,0,0,0,0,0,0
SAL51217,6,4,7,11,3,14,19,13,0,71
SAL51218,3,21,30,19,15,19,4,0,0,121
SAL51219,925,496,764,687,549,409,294,102,19,4244
SAL51220,3,3,4,0,5,0,0,5,0,15
SAL51221,3,0,0,0,3,11,7,0,0,18
SAL51222,419,230,442,347,320,210,78,15,7,2050
SAL51223,139,85,62,103,112,163,176,87,7,929
SAL51224,131,93,79,87,134,138,104,58,32,861
SAL51225,264,322,112,119,215,220,183,114,41,1597
SAL51226,98,38,36,55,84,107,76,27,4,518
SAL51227,51,25,16,33,45,46,21,6,5,259
SAL51228,7,0,0,4,10,10,13,4,0,46
SAL51229,0,6,3,0,5,0,4,3,0,14
SAL51230,947,1946,4774,2569,1352,1093,660,255,77,13670
SAL51231,3,0,7,10,0,0,0,0,0,25
SAL51232,19,18,11,9,42,37,22,0,4,161
SAL51233,3,5,0,5,0,4,0,0,0,20
SAL51234,4580,1349,2914,3543,1379,741,408,107,19,15029
SAL51235,16,0,5,6,8,14,4,0,0,61
SAL51236,489,295,426,346,309,248,123,57,8,2305
SAL51237,102,71,41,68,88,75,74,36,23,579
SAL51238,3,6,0,8,3,8,9,0,0,31
SAL51239,6,3,10,10,22,30,42,17,4,141
SAL51240,40,30,13,17,40,32,20,22,0,214
SAL51241,16,0,5,3,9,4,8,0,0,49
SAL51242,0,0,0,0,0,5,0,0,0,13
SAL51243,6,5,7,8,9,4,10,0,0,60
SAL51244,109,58,65,64,73,121,122,89,23,722
SAL51245,57,11,31,35,43,24,15,7,0,231
SAL51246,13,8,3,7,14,16,4,0,0,74
SAL51247,930,540,442,599,600,642,623,400,140,4914
SAL51248,220,101,88,128,173,164,115,37,10,1042
SAL51249,9,0,5,0,4,3,4,0,0,19
SAL51250,21,9,9,9,12,13,20,4,4,97
SAL51251,11,4,6,3,8,3,0,0,0,49
SAL51252,27,7,15,11,16,27,15,5,0,129
SAL51253,11,44,77,60,43,27,3,0,0,273
SAL51254,45,10,35,33,50,40,27,8,0,249
SAL51255,23,22,14,18,35,37,36,17,7,208
SAL51256,50,27,19,27,62,61,58,27,3,342
SAL51257,11,16,8,17,16,25,18,10,3,133
SAL51258,192,109,98,126,169,225,302,181,46,1452
SAL51259,979,334,800,880,540,392,117,29,3,4081
SAL51260,2974,1883,1628,1672,2011,1646,944,510,216,13477
SAL51261,0,0,0,0,0,0,0,0,0,0
SAL51262,16,15,11,21,33,53,81,34,8,268
SAL51263,19,15,8,20,14,28,22,9,0,125
SAL51264,30,14,17,17,31,41,47,0,0,205
SAL51265,0,0,0,0,4,0,0,0,0,4
SAL51266,5,0,0,7,3,0,5,0,0,25
SAL51267,6,0,0,4,0,0,0,0,0,13
SAL51268,80,34,48,49,59,100,152,67,34,619
SAL51269,10,9,3,10,13,14,6,8,0,72
SAL51270,78,32,20,47,59,72,65,34,3,420
SAL51271,1457,978,1585,1276,822,564,315,194,65,7268
SAL51272,11,6,5,7,10,17,19,6,0,79
SAL51273,13,0,5,9,0,0,6,0,0,32
SAL51274,3,0,3,0,4,3,0,4,0,22
SAL51275,252,102,98,194,214,271,242,104,9,1488
SAL51276,5,6,4,0,10,0,8,7,0,43
SAL51277,15,7,18,12,29,39,30,12,3,172
SAL51278,1760,1340,1012,1106,1498,1178,620,265,85,8861
SAL51279,35,18,26,19,37,28,28,8,0,201
SAL51280,419,261,233,228,207,250,159,103,13,1871
SAL51281,127,56,66,79,76,92,55,25,8,580
SAL51282,505,234,330,258,238,240,311,265,96,2483
SAL51283,8,10,5,11,0,0,0,0,0,33
SAL51284,6,0,6,0,8,4,3,3,0,32
SAL51285,12,20,4,5,19,11,14,3,0,85
SAL51286,7,5,5,5,13,10,4,0,0,48
SAL51287,900,498,792,766,654,566,393,260,191,5030
SAL51288,10,8,8,13,15,28,19,3,0,98
SAL51289,46,8,14,25,36,24,31,13,5,208
SAL51290,8,3,6,4,13,3,4,9,0,58
SAL51291,0,0,0,0,0,0,7,0,0,4
SAL51292,7,4,4,3,0,11,3,0,0,25
SAL51293,55,28,15,27,48,43,47,10,0,280
SAL51294,0,0,0,0,0,0,0,0,0,0
SAL51295,0,0,0,0,0,0,0,0,0,0
SAL51296,953,655,630,624,607,423,325,343,68,4623
SAL51297,19,7,5,17,11,21,14,16,0,110
SAL51298,1261,848,531,947,902,616,531,352,100,6078
SAL51299,1480,1220,2811,1807,1160,1143,758,381,136,10897
SAL51300,125,60,58,74,100,125,113,21,11,696
SAL51301,1954,1581,1703,1632,1950,2327,2109,1425,620,15312
SAL51302,23,21,43,18,29,12,7,3,0,150
SAL51303,0,0,0,0,4,0,0,0,0,4
SAL51304,13,4,4,7,24,11,17,4,0,92
SAL51305,155,162,183,149,134,96,64,26,0,975
SAL51306,134,55,81,91,81,93,62,16,5,606
SAL51307,205,109,82,129,138,148,88,21,3,938
SAL51308,1220,745,626,891,1056,987,895,348,70,6848
SAL51309,41,17,21,27,35,33,27,10,0,216
SAL51310,29,11,7,33,27,33,37,4,5,188
SAL51311,3,0,0,4,3,0,8,3,0,23
SAL51312,634,463,169,400,474,436,401,405,260,3638
SAL51313,0,25,47,35,40,43,4,3,0,197
SAL51314,14,27,52,19,23,19,3,0,0,166
SAL51315,14,7,13,10,11,12,11,4,0,82
SAL51316,64,25,30,30,34,19,25,5,3,238
SAL51317,22,7,3,17,0,3,0,0,0,56
SAL51318,13,10,7,6,7,14,10,3,0,79
SAL51319,1352,719,839,930,955,1100,959,598,216,7662
SAL51320,36,6,10,14,31,25,20,9,0,146
SAL51321,460,469,206,255,367,393,324,259,190,2913
SAL51322,308,181,201,254,200,280,262,153,54,1881
SAL51323,176,114,66,106,143,168,155,74,14,1022
SAL51324,0,0,0,0,0,0,0,0,0,0
SAL51325,3,0,0,3,0,0,0,0,0,9
SAL51326,0,6,13,7,11,31,22,15,0,109
SAL51327,28,6,7,16,15,14,16,6,0,110
SAL51328,167,102,92,109,162,149,142,58,17,1001
SAL51329,23,12,15,15,15,12,7,0,0,96
SAL51330,2536,1595,4201,3109,2181,1743,1255,708,270,17605
SAL51331,0,0,0,0,0,3,0,0,0,0
SAL51332,107,22,34,52,66,96,102,37,13,529
SAL51333,5,7,9,4,5,7,4,0,0,46
SAL51334,22,3,10,15,13,0,4,4,0,68
SAL51335,33,4,7,17,9,8,4,10,0,89
SAL51336,9,3,10,8,7,15,44,10,4,107
SAL51337,3138,1861,1315,2001,2136,1215,526,231,46,12474
SAL51338,34,25,12,23,41,16,15,3,4,177
SAL51339,426,319,308,371,500,441,296,173,37,2863
SAL51340,3066,1528,1810,1895,1307,975,554,207,68,11408
SAL51341,17,19,8,16,15,20,12,0,0,114
SAL51342,150,45,36,79,108,106,133,58,7,715
SAL51343,5,0,4,0,3,0,0,0,0,14
SAL51344,0,0,0,0,0,0,0,0,0,0
SAL51345,882,659,404,637,686,632,523,299,66,4795
SAL51346,933,501,475,616,626,525,546,282,125,4638
SAL51347,0,0,0,0,0,0,0,0,0,0
SAL51348,631,410,422,502,531,671,545,423,223,4368
SAL51349,0,0,0,0,4,4,0,0,0,9
SAL51350,3,7,0,6,10,16,9,9,0,60
SAL51351,233,142,140,157,193,221,220,108,36,1451
SAL51352,836,360,586,520,338,243,155,56,5,3100
SAL51353,144,113,95,86,92,105,73,44,4,765
SAL51354,986,520,483,579,607,453,248,117,35,4021
SAL51355,0,9,20,5,3,0,0,0,0,35
SAL51356,0,0,0,0,0,0,0,0,0,0
SAL51357,7,6,7,8,9,19,4,0,0,59
SAL51358,0,0,0,0,0,0,0,0,0,0
SAL51359,1000,526,651,646,631,453,205,42,4,4165
SAL51360,1360,951,500,817,1124,1134,1187,559,164,7795
SAL51361,0,3,0,0,10,4,4,0,0,20
SAL51362,253,218,256,215,235,196,95,27,6,1506
SAL51363,1494,870,1004,1051,1169,1139,1073,640,368,8810
SAL51364,10,3,0,3,9,6,3,0,0,30
SAL51365,153,113,96,102,144,147,99,53,6,909
SAL51366,7,0,0,4,4,0,0,0,0,20
SAL51367,5,4,5,5,12,9,3,6,0,47
SAL51368,414,284,426,443,470,572,499,228,64,3398
SAL51369,0,0,4,5,4,0,0,0,0,10
SAL51370,22,9,13,8,15,22,27,5,0,116
SAL51371,823,336,542,665,506,433,316,127,38,3781
SAL51372,2777,1277,2195,1876,1379,1125,323,71,18,11046
SAL51373,1022,563,683,643,523,492,305,141,46,4416
SAL51374,6,0,3,5,0,7,0,0,0,20
SAL51375,24,3,12,12,4,11,11,8,0,85
SAL51376,3,0,0,0,0,6,0,4,0,18
SAL51377,1041,757,942,816,805,734,473,188,63,5831
SAL51378,0,3,4,0,4,5,4,3,0,23
SAL51379,25,3,11,14,12,4,3,0,0,73
SAL51380,12,6,5,7,6,6,4,0,0,43
SAL51381,1510,1557,1991,1636,1553,1714,1625,784,225,12596
SAL51382,45,17,19,26,39,20,19,4,0,188
SAL51383,16,0,8,7,4,11,3,3,0,54
SAL51384,9,6,0,4,4,3,0,0,0,22
SAL51385,33,10,25,17,15,21,4,4,5,126
SAL51386,0,3,0,0,9,5,0,10,0,29
SAL51387,3,8,0,0,4,5,0,0,0,25
SAL51388,0,0,0,0,4,3,0,0,0,15
SAL51389,3,0,0,0,4,0,0,0,0,12
SAL51390,676,373,430,374,465,536,621,326,58,3860
SAL51391,12,4,6,10,11,14,25,9,0,84
SAL51392,22,14,0,14,14,21,8,0,0,91
SAL51393,83,28,71,64,95,103,76,36,16,572
SAL51394,3245,1829,1637,2331,1782,1107,646,228,40,12852
SAL51395,410,257,220,236,261,262,228,90,29,1992
SAL51396,1672,1211,1569,1407,1422,1336,1185,783,349,10944
SAL51397,545,372,378,320,374,457,449,340,213,3445
SAL51398,11,3,0,5,13,25,10,13,0,84
SAL51399,53,28,6,33,39,62,30,18,4,276
SAL51400,0,0,0,0,4,0,6,0,0,12
SAL51401,328,222,188,161,119,85,35,11,0,1133
SAL51402,725,769,1198,727,558,456,291,112,61,4894
SAL51403,6,4,6,8,3,12,18,6,0,66
SAL51404,77,64,28,55,102,83,45,10,6,469
SAL51405,1747,1163,1150,1415,1421,1314,1120,640,207,10165
SAL51406,28,18,12,21,23,27,21,15,0,161
SAL51407,0,0,0,0,0,0,0,0,0,0
SAL51408,453,261,252,290,385,373,305,136,34,2489
SAL51409,0,0,0,0,0,4,0,0,0,6
SAL51410,210,172,108,115,220,191,98,43,10,1165
SAL51411,150,84,46,106,132,122,121,28,8,793
SAL51412,0,0,0,0,0,5,0,0,0,9
SAL51413,766,410,518,476,421,315,218,113,40,3267
SAL51414,17,3,11,3,0,0,6,0,0,41
SAL51415,92,66,67,36,32,23,5,0,0,330
SAL51416,1408,953,1830,1455,1173,1216,1121,595,188,9940
SAL51417,2520,1401,1914,2094,1539,930,524,292,125,11340
SAL51418,26,14,4,14,14,17,12,0,0,100
SAL51419,335,169,230,188,212,192,140,81,26,1558
SAL51420,1265,908,931,923,1019,1133,960,541,207,7889
SAL51421,1010,640,456,508,668,537,437,233,108,4592
SAL51422,26,15,18,13,25,22,11,0,0,127
SAL51423,5,4,17,13,17,12,8,5,0,82
SAL51424,24,4,10,5,16,34,14,12,0,114
SAL51425,6,0,3,0,10,5,5,0,0,26
SAL51426,5,0,3,3,0,8,3,0,0,25
SAL51427,0,0,0,0,0,0,0,0,0,0
SAL51428,0,0,0,0,0,0,0,0,0,5
SAL51429,0,0,0,0,0,0,0,0,0,0
SAL51430,56,42,21,26,24,42,25,26,8,281
SAL51431,17,16,9,12,17,19,23,14,4,129
SAL51432,3,0,4,4,4,3,5,0,0,18
SAL51433,113,96,90,70,56,31,17,4,3,487
SAL51434,0,0,0,0,0,3,0,0,0,16
SAL51435,2336,1284,1059,1617,1478,850,543,309,75,9547
SAL51436,254,147,132,180,184,227,160,56,23,1360
SAL51437,7,0,3,0,6,4,0,0,0,23
SAL51438,3,0,4,6,4,3,7,0,0,36
SAL51439,16,4,10,6,15,14,23,4,0,89
SAL51440,66,104,177,149,87,60,13,4,0,657
SAL51441,17,9,5,15,8,0,4,4,0,54
SAL51442,44,22,14,25,34,30,41,23,7,240
SAL51443,0,3,4,0,6,8,6,0,0,20
SAL51444,14,5,4,4,9,12,6,0,0,52
SAL51445,0,0,0,0,0,0,0,0,0,0
SAL51446,1293,764,531,830,926,791,478,205,33,5848
SAL51447,13,3,0,4,11,21,22,5,0,89
SAL51448,4599,2883,2998,3341,3022,2806,2454,1222,329,23665
SAL51449,71,20,33,40,37,49,46,43,6,356
SAL51450,21,9,4,14,11,15,7,3,4,88
SAL51451,0,0,0,0,0,0,4,0,0,3
SAL51452,3,9,3,10,7,6,3,0,0,48
SAL51453,8,4,3,6,7,17,6,4,0,57
SAL51454,0,0,0,0,0,0,0,0,0,4
SAL51455,7,5,11,11,5,7,5,0,0,41
SAL51456,908,249,473,605,365,242,56,14,0,2910
SAL51457,3,0,0,5,0,0,3,0,0,20
SAL51458,184,96,112,126,138,250,279,129,39,1362
SAL51459,0,0,4,4,6,6,0,0,0,21
SAL51460,0,0,0,0,0,0,0,0,0,0
SAL51461,8,0,3,5,6,4,5,0,0,26
SAL51462,60,34,60,38,43,73,43,19,4,378
SAL51463,14,37,147,108,54,22,18,9,0,395
SAL51464,6,3,0,4,0,0,0,0,0,22
SAL51465,0,0,0,0,0,0,0,0,0,0
SAL51466,10,5,14,7,11,25,23,6,0,112
SAL51467,854,410,1161,743,333,250,277,130,49,4214
SAL51468,36,5,12,21,18,23,22,7,3,153
SAL51469,0,0,0,0,0,0,0,0,0,0
SAL51470,521,381,216,352,415,368,328,192,73,2855
SAL51471,3,6,3,3,3,5,3,4,0,31
SAL51472,960,653,1951,1322,852,751,596,281,173,7541
SAL51473,0,0,0,0,0,3,6,0,0,9
SAL51474,16,9,9,9,12,15,5,0,0,75
SAL51475,871,372,440,481,570,522,355,175,35,3822
SAL51476,28,5,7,14,10,10,7,0,0,78
SAL51477,14,0,0,7,0,6,4,4,0,38
SAL51478,83,31,39,60,58,47,44,14,0,374
SAL51479,0,11,6,13,6,11,6,0,0,51
SAL51480,34,14,13,21,21,25,33,4,0,177
SAL51481,0,0,0,0,0,0,0,0,0,0
SAL51482,67,55,36,45,89,79,115,49,6,549
SAL51483,12,4,3,9,4,9,16,3,0,55
SAL51484,44,3,24,36,14,17,0,0,0,134
SAL51485,419,271,255,296,285,273,241,78,19,2137
SAL51486,343,216,187,193,176,170,118,65,0,1467
SAL51487,3,0,0,0,0,0,0,0,0,4
SAL51488,4,3,3,4,6,12,3,5,0,44
SAL51489,713,294,223,494,380,336,278,124,17,2853
SAL51490,1232,1156,2184,1712,1047,941,712,262,99,9334
SAL51491,0,0,0,0,0,0,0,0,0,0
SAL51492,183,95,111,132,119,95,37,11,0,772
SAL51493,0,0,0,0,0,0,0,0,0,0
SAL51494,211,172,167,155,165,186,109,81,31,1280
SAL51495,16,11,14,11,13,15,11,3,3,100
SAL51496,0,6,0,8,10,3,0,0,0,26
SAL51497,9,0,3,4,5,3,4,0,4,30
SAL51498,17,3,7,10,12,4,3,0,0,51
SAL51499,4,7,0,7,9,3,10,6,0,52
SAL51500,627,326,340,329,357,312,244,104,26,2679
SAL51501,211,118,142,138,154,248,237,143,47,1448
SAL51502,2533,1520,1512,1510,1789,1716,1144,553,180,12453
SAL51503,3,3,7,3,10,12,6,3,0,39
SAL51504,20,5,7,9,10,9,0,5,0,64
SAL51505,44,16,23,27,27,38,31,12,3,222
SAL51506,0,0,0,0,0,0,0,0,0,0
SAL51507,0,0,0,0,0,0,0,0,0,0
SAL51508,222,105,101,137,126,122,122,60,28,1016
SAL51509,10,7,9,0,3,3,6,0,0,47
SAL51510,39,16,28,30,63,98,89,59,7,429
SAL51511,20,5,8,11,10,9,18,4,0,82
SAL51512,8,5,7,3,6,0,4,0,0,36
SAL51513,0,0,0,0,0,0,0,0,0,0
SAL51514,7,0,3,5,9,4,0,0,0,32
SAL51515,3,0,3,4,0,8,0,0,0,21
SAL51516,16,14,16,19,14,14,9,9,0,117
SAL51517,0,5,0,7,5,0,4,0,0,14
SAL51518,56,32,35,43,73,65,55,38,4,391
SAL51519,1081,441,931,767,435,333,257,66,10,4324
SAL51520,14,5,7,6,3,7,9,6,5,64
SAL51521,1146,506,540,682,591,408,282,180,44,4375
SAL51522,18,9,0,10,19,32,37,9,4,137
SAL51523,12,0,3,0,0,16,12,0,0,43
SAL51524,28,11,17,16,7,25,14,7,0,134
SAL51525,696,417,343,487,523,619,726,273,54,4142
SAL51526,2214,1291,1492,1623,1437,1487,1406,801,368,12113
SAL51527,10,12,14,3,3,13,7,0,0,60
SAL51528,42,34,30,33,21,22,10,3,0,185
SAL51529,17,16,7,13,19,32,29,13,0,137
SAL51530,108,102,88,87,66,46,11,4,0,511
SAL51531,4,6,3,0,4,3,5,0,0,26
SAL51532,12,6,9,8,0,13,0,4,0,55
SAL51533,109,103,79,58,58,25,13,8,0,457
SAL51534,2225,1357,1367,1346,1431,1519,925,517,142,10828
SAL51535,11,5,6,7,13,5,15,5,0,63
SAL51536,492,274,259,300,374,436,418,224,97,2868
SAL51537,3,0,6,3,0,0,0,0,0,14
SAL51538,6,5,3,4,7,14,6,10,6,66
SAL51539,6,0,4,6,0,4,4,0,0,26
SAL51540,164,80,61,96,124,99,110,46,8,800
SAL51541,658,444,476,518,457,419,491,316,77,3858
SAL51542,11,13,12,8,23,32,13,6,0,110
SAL51543,9,4,5,0,5,4,3,3,0,28
SAL51544,360,357,310,271,276,346,336,167,32,2460
SAL51545,23,14,3,12,25,19,27,12,3,144
SAL51546,210,130,105,157,166,190,240,132,29,1369
SAL51547,24,18,3,18,29,20,15,4,0,137
SAL51548,13,6,5,8,10,10,3,3,0,61
SAL51549,1797,749,789,1360,825,565,328,101,30,6547
SAL51550,57,53,34,55,54,91,71,27,11,443
SAL51551,5,3,0,3,4,10,5,0,0,24
SAL51552,38,21,17,21,20,21,16,6,0,158
SAL51553,0,0,0,0,0,12,3,0,0,18
SAL51554,16,7,8,12,15,16,7,4,0,80
