POW_LGA_CODE_2021,OM_IEs_45_49_HW_0,OM_IEs_45_49_HW_1_19,OM_IEs_45_49_HW_20_29,OM_IEs_45_49_HW_30_34,OM_IEs_45_49_HW_35_39,OM_IEs_45_49_HW_40_44,OM_IEs_45_49_HW_45_49,OM_IEs_45_49_HW_50mor,OM_IEs_45_49_HW_NS,OM_IEs_45_49_Tot,OM_IEs_50_54_HW_0,OM_IEs_50_54_HW_1_19,OM_IEs_50_54_HW_20_29,OM_IEs_50_54_HW_30_34,OM_IEs_50_54_HW_35_39,OM_IEs_50_54_HW_40_44,OM_IEs_50_54_HW_45_49,OM_IEs_50_54_HW_50mor,OM_IEs_50_54_HW_NS,OM_IEs_50_54_Tot,OM_IEs_55_59_HW_0,OM_IEs_55_59_HW_1_19,OM_IEs_55_59_HW_20_29,OM_IEs_55_59_HW_30_34,OM_IEs_55_59_HW_35_39,OM_IEs_55_59_HW_40_44,OM_IEs_55_59_HW_45_49,OM_IEs_55_59_HW_50mor,OM_IEs_55_59_HW_NS,OM_IEs_55_59_Tot,OM_IEs_60_64_HW_0,OM_IEs_60_64_HW_1_19,OM_IEs_60_64_HW_20_29,OM_IEs_60_64_HW_30_34,OM_IEs_60_64_HW_35_39,OM_IEs_60_64_HW_40_44,OM_IEs_60_64_HW_45_49,OM_IEs_60_64_HW_50mor,OM_IEs_60_64_HW_NS,OM_IEs_60_64_Tot,OM_IEs_65_69_HW_0,OM_IEs_65_69_HW_1_19,OM_IEs_65_69_HW_20_29,OM_IEs_65_69_HW_30_34,OM_IEs_65_69_HW_35_39,OM_IEs_65_69_HW_40_44,OM_IEs_65_69_HW_45_49,OM_IEs_65_69_HW_50mor,OM_IEs_65_69_HW_NS,OM_IEs_65_69_Tot,OM_IEs_70_74_HW_0,OM_IEs_70_74_HW_1_19,OM_IEs_70_74_HW_20_29,OM_IEs_70_74_HW_30_34,OM_IEs_70_74_HW_35_39,OM_IEs_70_74_HW_40_44,OM_IEs_70_74_HW_45_49,OM_IEs_70_74_HW_50mor,OM_IEs_70_74_HW_NS,OM_IEs_70_74_Tot,OM_IEs_75ov_HW_0,OM_IEs_75ov_HW_1_19,OM_IEs_75ov_HW_20_29,OM_IEs_75ov_HW_30_34,OM_IEs_75ov_HW_35_39,OM_IEs_75ov_HW_40_44,OM_IEs_75ov_HW_45_49,OM_IEs_75ov_HW_50mor,OM_IEs_75ov_HW_NS,OM_IEs_75ov_Tot,OM_IEs_Tot_HW_0,OM_IEs_Tot_HW_1_19,OM_IEs_Tot_HW_20_29,OM_IEs_Tot_HW_30_34,OM_IEs_Tot_HW_35_39,OM_IEs_Tot_HW_40_44,OM_IEs_Tot_HW_45_49,OM_IEs_Tot_HW_50mor,OM_IEs_Tot_HW_NS,OM_IEs_Tot_Tot,OM_UIE_15_19_HW_0,OM_UIE_15_19_HW_1_19,OM_UIE_15_19_HW_20_29,OM_UIE_15_19_HW_30_34,OM_UIE_15_19_HW_35_39,OM_UIE_15_19_HW_40_44,OM_UIE_15_19_HW_45_49,OM_UIE_15_19_HW_50mor,OM_UIE_15_19_HW_NS,OM_UIE_15_19_Tot,OM_UIE_20_24_HW_0,OM_UIE_20_24_HW_1_19,OM_UIE_20_24_HW_20_29,OM_UIE_20_24_HW_30_34,OM_UIE_20_24_HW_35_39,OM_UIE_20_24_HW_40_44,OM_UIE_20_24_HW_45_49,OM_UIE_20_24_HW_50mor,OM_UIE_20_24_HW_NS,OM_UIE_20_24_Tot,OM_UIE_25_29_HW_0,OM_UIE_25_29_HW_1_19,OM_UIE_25_29_HW_20_29,OM_UIE_25_29_HW_30_34,OM_UIE_25_29_HW_35_39,OM_UIE_25_29_HW_40_44,OM_UIE_25_29_HW_45_49,OM_UIE_25_29_HW_50mor,OM_UIE_25_29_HW_NS,OM_UIE_25_29_Tot,OM_UIE_30_34_HW_0,OM_UIE_30_34_HW_1_19,OM_UIE_30_34_HW_20_29,OM_UIE_30_34_HW_30_34,OM_UIE_30_34_HW_35_39,OM_UIE_30_34_HW_40_44,OM_UIE_30_34_HW_45_49,OM_UIE_30_34_HW_50mor,OM_UIE_30_34_HW_NS,OM_UIE_30_34_Tot,OM_UIE_35_39_HW_0,OM_UIE_35_39_HW_1_19,OM_UIE_35_39_HW_20_29,OM_UIE_35_39_HW_30_34,OM_UIE_35_39_HW_35_39,OM_UIE_35_39_HW_40_44,OM_UIE_35_39_HW_45_49,OM_UIE_35_39_HW_50mor,OM_UIE_35_39_HW_NS,OM_UIE_35_39_Tot,OM_UIE_40_44_HW_0,OM_UIE_40_44_HW_1_19,OM_UIE_40_44_HW_20_29,OM_UIE_40_44_HW_30_34,OM_UIE_40_44_HW_35_39,OM_UIE_40_44_HW_40_44,OM_UIE_40_44_HW_45_49,OM_UIE_40_44_HW_50mor,OM_UIE_40_44_HW_NS,OM_UIE_40_44_Tot,OM_UIE_45_49_HW_0,OM_UIE_45_49_HW_1_19,OM_UIE_45_49_HW_20_29,OM_UIE_45_49_HW_30_34,OM_UIE_45_49_HW_35_39,OM_UIE_45_49_HW_40_44,OM_UIE_45_49_HW_45_49,OM_UIE_45_49_HW_50mor,OM_UIE_45_49_HW_NS,OM_UIE_45_49_Tot,OM_UIE_50_54_HW_0,OM_UIE_50_54_HW_1_19,OM_UIE_50_54_HW_20_29,OM_UIE_50_54_HW_30_34,OM_UIE_50_54_HW_35_39,OM_UIE_50_54_HW_40_44,OM_UIE_50_54_HW_45_49,OM_UIE_50_54_HW_50mor,OM_UIE_50_54_HW_NS,OM_UIE_50_54_Tot,OM_UIE_55_59_HW_0,OM_UIE_55_59_HW_1_19,OM_UIE_55_59_HW_20_29,OM_UIE_55_59_HW_30_34,OM_UIE_55_59_HW_35_39,OM_UIE_55_59_HW_40_44,OM_UIE_55_59_HW_45_49,OM_UIE_55_59_HW_50mor,OM_UIE_55_59_HW_NS,OM_UIE_55_59_Tot,OM_UIE_60_64_HW_0,OM_UIE_60_64_HW_1_19,OM_UIE_60_64_HW_20_29,OM_UIE_60_64_HW_30_34,OM_UIE_60_64_HW_35_39,OM_UIE_60_64_HW_40_44,OM_UIE_60_64_HW_45_49,OM_UIE_60_64_HW_50mor,OM_UIE_60_64_HW_NS,OM_UIE_60_64_Tot,OM_UIE_65_69_HW_0,OM_UIE_65_69_HW_1_19,OM_UIE_65_69_HW_20_29,OM_UIE_65_69_HW_30_34,OM_UIE_65_69_HW_35_39,OM_UIE_65_69_HW_40_44,OM_UIE_65_69_HW_45_49,OM_UIE_65_69_HW_50mor,OM_UIE_65_69_HW_NS,OM_UIE_65_69_Tot,OM_UIE_70_74_HW_0,OM_UIE_70_74_HW_1_19,OM_UIE_70_74_HW_20_29,OM_UIE_70_74_HW_30_34,OM_UIE_70_74_HW_35_39,OM_UIE_70_74_HW_40_44,OM_UIE_70_74_HW_45_49,OM_UIE_70_74_HW_50mor,OM_UIE_70_74_HW_NS,OM_UIE_70_74_Tot
LGA54170,4,38,43,40,48,113,47,144,0,479,6,25,59,38,36,133,41,144,5,498,9,55,51,33,41,108,33,123,6,455,4,60,52,36,39,70,24,116,4,398,4,41,50,14,22,42,8,37,0,215,7,40,27,10,6,17,10,9,0,113,0,19,16,3,0,0,4,4,0,43,64,377,421,261,311,760,253,894,29,3372,0,25,3,0,0,5,0,0,0,34,0,37,18,16,11,21,6,10,3,119,8,51,34,36,35,53,14,32,0,251,10,84,55,44,33,50,11,45,9,346,19,114,93,64,50,72,15,57,9,493,9,123,96,72,52,78,35,63,5,521,6,124,84,57,65,105,27,79,0,547,11,120,97,66,63,100,34,107,6,614,17,115,77,62,50,96,32,98,3,556,15,149,90,47,29,66,18,47,7,464,10,112,60,28,23,35,8,32,5,317,8,80,29,13,7,15,0,3,0,165
LGA54200,3,16,11,6,12,36,12,44,5,141,6,12,11,17,14,27,5,62,0,152,10,15,18,17,18,34,15,55,0,180,3,18,20,14,13,39,0,28,0,142,5,19,14,7,11,13,6,16,3,92,0,13,14,3,5,4,5,10,0,52,0,5,0,4,0,7,0,6,0,23,27,141,132,96,122,276,75,367,14,1253,0,12,0,0,0,0,0,0,0,20,0,10,3,7,5,5,0,0,0,40,0,18,13,12,9,15,0,6,0,75,5,32,20,17,7,16,4,20,0,118,3,38,30,17,16,26,20,36,0,174,4,35,19,17,17,24,8,33,0,160,3,32,21,26,21,38,15,32,4,184,4,36,35,20,21,40,11,30,0,195,5,40,27,21,18,28,13,32,0,186,7,47,20,19,11,24,8,16,3,159,8,33,18,11,9,15,4,10,0,102,0,26,12,3,0,4,0,7,0,52
LGA54280,0,6,8,8,4,24,9,75,0,133,0,6,0,4,5,18,10,68,0,119,0,5,8,0,5,28,5,57,3,125,4,0,5,4,8,14,7,36,0,73,0,6,4,0,0,7,7,4,0,34,0,4,0,0,0,5,0,4,0,15,0,0,0,0,0,5,0,0,0,10,7,43,51,35,55,138,56,391,10,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,6,0,0,7,0,6,0,26,3,12,5,8,3,10,5,10,0,60,0,9,0,6,3,9,7,16,0,53,0,9,6,6,3,9,0,17,0,49,0,4,3,7,4,12,6,15,0,50,4,4,11,7,7,10,0,19,0,67,5,4,11,4,4,10,5,25,0,69,0,9,7,6,9,11,5,11,0,58,7,6,4,0,8,7,3,11,0,42,0,0,7,0,7,3,4,4,0,22
LGA54310,0,3,0,4,3,5,4,40,0,57,3,0,4,0,9,7,0,30,0,51,0,0,0,4,4,12,0,27,0,57,0,5,4,4,3,6,0,20,0,39,0,3,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,18,20,16,20,31,64,13,222,5,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,3,0,0,0,0,0,0,4,0,16,5,13,4,0,0,6,3,6,3,53,0,15,8,8,4,5,7,21,0,62,0,8,6,9,6,5,0,11,0,33,0,5,5,0,7,0,6,8,0,35,0,6,5,6,0,6,3,13,0,37,0,3,0,0,0,6,3,11,0,23,0,4,3,0,0,0,0,3,0,15,0,3,3,0,0,3,0,0,0,18,0,0,0,0,0,0,0,3,0,3
LGA54340,0,0,0,0,0,3,0,9,0,9,0,0,3,0,0,0,0,3,0,18,0,0,0,5,0,8,0,7,0,24,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,10,3,9,23,4,36,3,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,0,0,0,3,0,3,0,10,0,0,4,0,0,6,0,0,0,13,0,0,0,0,0,4,0,12,0,14,5,3,0,0,0,3,0,12,3,29,0,0,3,0,0,3,0,5,0,16,0,6,3,0,0,0,0,11,0,24,0,0,0,0,0,7,0,8,0,24,3,3,0,4,0,3,0,0,0,18,0,0,0,0,0,0,0,6,0,9
LGA54410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,0,0,4,11,22,0,44,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,4,0,9,0,0,3,0,0,0,0,3,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4
LGA54480,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,4,22,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,13,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,3,0,10,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3
LGA54550,0,0,0,0,0,0,0,4,0,5,0,0,0,0,4,0,0,8,0,10,5,0,0,4,3,0,0,11,0,12,0,0,0,0,0,3,0,4,0,6,0,0,4,3,0,0,0,3,0,12,0,0,0,0,0,5,0,6,0,3,0,0,0,0,0,0,0,0,0,4,6,0,7,5,10,15,6,52,4,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,3,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,7,0,0,0,0,0,8,0,10,0,14,0,0,0,0,0,7,0,6,0,16,0,3,0,0,0,6,4,4,0,16,0,0,5,3,6,4,0,10,0,27,5,7,4,0,0,3,3,8,0,26,0,5,0,0,0,7,0,7,0,25,0,0,0,0,0,0,0,7,0,11
LGA54620,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,7,6,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,7,5,5,0,4,4,11,35,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,8,0,0,3,0,0,0,0,5,0,8,0,0,0,0,0,6,0,4,0,15,0,0,0,0,0,4,0,6,0,13,0,0,0,0,0,3,0,6,0,11,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,6,0,3,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,10,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
LGA54760,0,0,0,0,0,0,3,7,0,11,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,3,4,0,0,9,5,43,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,0,4,0,6
LGA54830,0,5,8,6,6,19,5,23,0,79,0,0,8,5,5,20,11,23,0,76,5,4,8,4,4,21,9,17,0,67,0,6,0,3,4,7,8,25,0,58,0,9,4,0,4,5,3,8,0,30,0,0,8,0,0,5,0,6,0,18,0,3,0,0,0,0,0,0,0,9,13,39,42,26,60,124,52,179,4,534,0,6,0,0,0,0,0,0,0,3,0,11,8,6,0,4,0,0,0,24,0,20,11,4,12,12,4,12,0,64,0,28,19,6,7,21,3,29,0,117,3,30,10,10,17,12,5,23,4,108,4,25,19,8,12,19,0,18,0,109,8,24,15,9,9,12,4,25,0,105,3,18,18,6,4,14,3,13,3,85,0,19,6,12,8,19,4,22,0,86,0,7,14,3,8,15,10,15,0,65,0,12,7,0,9,0,0,4,0,37,0,0,9,0,3,5,0,6,0,16
LGA54900,0,0,0,0,0,0,0,7,0,16,0,0,0,0,0,0,0,9,0,14,0,0,0,0,0,9,0,3,0,9,0,0,0,0,0,0,0,9,0,17,0,6,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,5,6,13,0,3,5,22,9,59,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,4,0,10,0,0,0,0,0,6,0,0,0,11,0,0,4,0,4,5,0,16,0,26,0,0,0,0,0,9,0,4,0,13,0,0,0,0,0,5,0,14,0,21,0,0,0,5,5,3,0,11,0,19,0,0,0,0,0,3,0,8,0,15,0,0,0,0,0,3,0,4,0,13
LGA54970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55040,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,5,0,18,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,3,4,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
LGA55110,0,13,17,9,24,48,19,73,0,198,4,21,20,24,19,40,13,69,3,204,3,18,24,19,13,45,14,57,4,197,5,24,17,16,16,24,10,43,0,161,8,26,22,7,13,16,3,14,0,106,0,15,11,5,3,7,0,9,0,51,0,12,4,3,0,0,0,0,0,21,31,162,152,104,160,296,95,390,8,1406,0,4,0,0,0,0,0,0,0,12,4,14,7,11,8,14,0,7,0,61,3,28,19,12,10,19,3,24,5,127,9,46,26,16,15,33,11,28,3,189,4,56,29,26,26,31,13,29,0,218,3,51,33,18,21,42,6,33,5,215,7,48,24,26,17,53,9,40,0,235,10,50,45,25,31,38,19,58,0,275,11,55,32,29,31,52,24,61,6,289,11,69,42,29,29,26,11,32,3,252,5,53,30,4,13,14,0,9,0,133,0,38,15,4,7,6,0,0,0,70
LGA55180,0,0,0,5,0,10,6,17,0,38,0,3,5,5,7,12,3,24,0,56,4,0,0,0,3,8,6,18,0,48,8,0,10,0,3,10,4,17,0,45,6,0,3,5,3,3,3,6,0,25,0,0,0,0,0,0,0,9,3,19,0,6,0,0,0,0,0,3,0,14,18,18,20,18,18,64,27,142,7,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,7,0,0,3,5,0,9,0,19,0,0,0,0,0,5,0,10,0,22,3,6,4,3,0,4,5,0,0,24,0,7,7,4,3,8,0,19,0,43,0,6,4,0,3,9,5,7,0,37,4,3,11,6,3,16,5,16,0,65,3,7,13,4,6,13,9,19,0,80,3,9,6,10,3,11,0,25,0,69,3,14,7,3,6,12,0,9,0,60,3,13,5,8,4,7,0,8,0,52
LGA55250,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,3,0,25,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3
LGA55320,7,27,38,37,41,108,47,129,3,432,11,25,37,18,44,95,41,130,3,400,7,37,24,26,28,86,33,114,0,358,3,52,36,31,26,68,27,66,5,321,0,47,38,12,15,34,12,34,0,187,8,33,30,7,13,15,4,4,0,109,0,34,10,6,5,10,0,3,0,70,43,347,333,201,265,638,223,749,31,2828,0,28,3,4,5,0,0,0,0,43,5,29,17,4,8,8,7,8,0,92,0,27,21,14,17,35,4,31,3,156,6,41,49,43,27,44,4,25,6,248,5,71,54,37,22,45,11,29,3,285,0,74,68,39,26,59,14,40,5,332,7,68,55,41,34,71,22,52,0,343,6,89,68,37,41,53,23,57,3,379,10,57,65,49,29,48,22,45,0,318,10,98,67,29,22,27,13,46,5,314,10,99,44,20,12,24,11,23,3,240,0,75,22,9,3,5,4,11,0,133
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55460,0,6,0,3,0,0,0,12,0,16,0,0,0,0,0,5,0,14,0,17,0,0,0,0,0,3,0,3,0,13,0,0,0,0,3,0,0,3,0,10,0,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,13,5,3,3,22,9,58,3,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,6,0,6,0,0,0,0,0,3,0,7,0,0,3,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,7,0,12,0,0,0,0,0,3,0,13,0,17,0,0,3,3,3,0,0,0,0,17,3,0,0,3,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
LGA55530,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,20,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0
LGA55600,0,0,0,0,0,3,0,14,0,19,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,7,0,15,0,0,0,0,0,6,3,5,0,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,8,0,5,0,0,0,0,0,0,0,3,3,4,5,5,3,15,12,54,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,0,0,6,0,0,0,0,4,0,14,0,0,4,0,0,3,0,10,0,20,7,5,0,0,0,0,0,9,0,19,0,0,0,0,0,4,3,9,0,22,0,0,0,5,0,4,0,7,0,18,0,0,0,0,0,0,0,4,0,18,0,3,5,0,0,0,0,0,0,8
LGA55670,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,3,23,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,6,0,7,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,4,0,0,0,5
LGA55740,0,0,9,4,4,6,0,10,0,37,0,3,5,0,8,11,3,17,0,50,0,3,7,5,3,3,0,4,0,27,0,5,0,4,0,6,0,3,0,17,0,3,5,5,0,7,0,0,0,18,0,3,0,3,0,0,0,0,0,13,0,0,0,4,0,0,0,0,0,3,6,27,38,28,14,49,15,66,0,238,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,4,0,0,5,0,0,0,0,0,4,0,0,0,11,4,3,8,0,6,9,0,0,4,33,0,9,3,4,4,0,0,0,0,18,0,7,6,0,4,5,0,0,0,18,0,7,4,0,0,5,0,4,0,23,0,5,9,3,3,3,0,4,0,37,0,7,6,5,0,8,0,6,0,32,0,9,6,0,0,4,0,5,0,31,0,4,3,3,0,0,0,5,0,21,0,8,0,3,3,0,0,0,0,17
