POW_LGA_CODE_2021,F_EWFT_25_29_OM_UIE,F_EWFT_25_29_CFW,F_EWFT_25_29_ES_NS,F_EWFT_25_29_Tot,F_EWFT_30_34_E,F_EWFT_30_34_OM_IE,F_EWFT_30_34_OM_UIE,F_EWFT_30_34_CFW,F_EWFT_30_34_ES_NS,F_EWFT_30_34_Tot,F_EWFT_35_39_E,F_EWFT_35_39_OM_IE,F_EWFT_35_39_OM_UIE,F_EWFT_35_39_CFW,F_EWFT_35_39_ES_NS,F_EWFT_35_39_Tot,F_EWFT_40_44_E,F_EWFT_40_44_OM_IE,F_EWFT_40_44_OM_UIE,F_EWFT_40_44_CFW,F_EWFT_40_44_ES_NS,F_EWFT_40_44_Tot,F_EWFT_45_49_E,F_EWFT_45_49_OM_IE,F_EWFT_45_49_OM_UIE,F_EWFT_45_49_CFW,F_EWFT_45_49_ES_NS,F_EWFT_45_49_Tot,F_EWFT_50_54_E,F_EWFT_50_54_OM_IE,F_EWFT_50_54_OM_UIE,F_EWFT_50_54_CFW,F_EWFT_50_54_ES_NS,F_EWFT_50_54_Tot,F_EWFT_55_59_E,F_EWFT_55_59_OM_IE,F_EWFT_55_59_OM_UIE,F_EWFT_55_59_CFW,F_EWFT_55_59_ES_NS,F_EWFT_55_59_Tot,F_EWFT_60_64_E,F_EWFT_60_64_OM_IE,F_EWFT_60_64_OM_UIE,F_EWFT_60_64_CFW,F_EWFT_60_64_ES_NS,F_EWFT_60_64_Tot,F_EWFT_65_69_E,F_EWFT_65_69_OM_IE,F_EWFT_65_69_OM_UIE,F_EWFT_65_69_CFW,F_EWFT_65_69_ES_NS,F_EWFT_65_69_Tot,F_EWFT_70_74_E,F_EWFT_70_74_OM_IE,F_EWFT_70_74_OM_UIE,F_EWFT_70_74_CFW,F_EWFT_70_74_ES_NS,F_EWFT_70_74_Tot,F_EWFT_75ov_E,F_EWFT_75ov_OM_IE,F_EWFT_75ov_OM_UIE,F_EWFT_75ov_CFW,F_EWFT_75ov_ES_NS,F_EWFT_75ov_Tot,F_EWFT_Tot_E,F_EWFT_Tot_OM_IE,F_EWFT_Tot_OM_UIE,F_EWFT_Tot_CFW,F_EWFT_Tot_ES_NS,F_EWFT_Tot_Tot,F_EWPT_15_19_E,F_EWPT_15_19_OM_IE,F_EWPT_15_19_OM_UIE,F_EWPT_15_19_CFW,F_EWPT_15_19_ES_NS,F_EWPT_15_19_Tot,F_EWPT_20_24_E,F_EWPT_20_24_OM_IE,F_EWPT_20_24_OM_UIE,F_EWPT_20_24_CFW,F_EWPT_20_24_ES_NS,F_EWPT_20_24_Tot,F_EWPT_25_29_E,F_EWPT_25_29_OM_IE,F_EWPT_25_29_OM_UIE,F_EWPT_25_29_CFW,F_EWPT_25_29_ES_NS,F_EWPT_25_29_Tot,F_EWPT_30_34_E,F_EWPT_30_34_OM_IE,F_EWPT_30_34_OM_UIE,F_EWPT_30_34_CFW,F_EWPT_30_34_ES_NS,F_EWPT_30_34_Tot,F_EWPT_35_39_E,F_EWPT_35_39_OM_IE,F_EWPT_35_39_OM_UIE,F_EWPT_35_39_CFW,F_EWPT_35_39_ES_NS,F_EWPT_35_39_Tot,F_EWPT_40_44_E,F_EWPT_40_44_OM_IE,F_EWPT_40_44_OM_UIE,F_EWPT_40_44_CFW,F_EWPT_40_44_ES_NS,F_EWPT_40_44_Tot,F_EWPT_45_49_E,F_EWPT_45_49_OM_IE,F_EWPT_45_49_OM_UIE,F_EWPT_45_49_CFW,F_EWPT_45_49_ES_NS,F_EWPT_45_49_Tot,F_EWPT_50_54_E,F_EWPT_50_54_OM_IE,F_EWPT_50_54_OM_UIE,F_EWPT_50_54_CFW,F_EWPT_50_54_ES_NS,F_EWPT_50_54_Tot,F_EWPT_55_59_E,F_EWPT_55_59_OM_IE,F_EWPT_55_59_OM_UIE,F_EWPT_55_59_CFW,F_EWPT_55_59_ES_NS,F_EWPT_55_59_Tot,F_EWPT_60_64_E,F_EWPT_60_64_OM_IE,F_EWPT_60_64_OM_UIE,F_EWPT_60_64_CFW,F_EWPT_60_64_ES_NS,F_EWPT_60_64_Tot,F_EWPT_65_69_E,F_EWPT_65_69_OM_IE,F_EWPT_65_69_OM_UIE,F_EWPT_65_69_CFW,F_EWPT_65_69_ES_NS,F_EWPT_65_69_Tot,F_EWPT_70_74_E,F_EWPT_70_74_OM_IE,F_EWPT_70_74_OM_UIE,F_EWPT_70_74_CFW,F_EWPT_70_74_ES_NS,F_EWPT_70_74_Tot,F_EWPT_75ov_E,F_EWPT_75ov_OM_IE,F_EWPT_75ov_OM_UIE,F_EWPT_75ov_CFW,F_EWPT_75ov_ES_NS,F_EWPT_75ov_Tot,F_EWPT_Tot_E,F_EWPT_Tot_OM_IE,F_EWPT_Tot_OM_UIE,F_EWPT_Tot_CFW,F_EWPT_Tot_ES_NS,F_EWPT_Tot_Tot,F_EAFW_E,F_EAFW_OM_IE,F_EAFW_OM_UIE,F_EAFW_CFW,F_EAFW_ES_NS,F_EAFW_Tot,F_H_NS_E,F_H_NS_OM_IE,F_H_NS_OM_UIE,F_H_NS_CFW,F_H_NS_ES_NS,F_H_NS_Tot,F_Tot_E,F_Tot_OM_IE,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_EWFT_15_19_E,P_EWFT_15_19_OM_IE,P_EWFT_15_19_OM_UIE,P_EWFT_15_19_CFW,P_EWFT_15_19_ES_NS,P_EWFT_15_19_Tot,P_EWFT_20_24_E,P_EWFT_20_24_OM_IE,P_EWFT_20_24_OM_UIE,P_EWFT_20_24_CFW,P_EWFT_20_24_ES_NS,P_EWFT_20_24_Tot,P_EWFT_25_29_E,P_EWFT_25_29_OM_IE,P_EWFT_25_29_OM_UIE,P_EWFT_25_29_CFW,P_EWFT_25_29_ES_NS,P_EWFT_25_29_Tot,P_EWFT_30_34_E,P_EWFT_30_34_OM_IE,P_EWFT_30_34_OM_UIE,P_EWFT_30_34_CFW,P_EWFT_30_34_ES_NS,P_EWFT_30_34_Tot,P_EWFT_35_39_E,P_EWFT_35_39_OM_IE,P_EWFT_35_39_OM_UIE,P_EWFT_35_39_CFW
LGA54280,4,3,0,527,395,9,17,0,0,426,410,20,12,0,0,449,378,16,11,0,0,415,453,34,15,0,0,506,402,24,19,9,0,451,340,31,15,0,0,393,189,20,16,3,0,224,65,0,12,0,0,81,11,4,9,0,0,18,0,0,0,0,0,3,3752,170,136,21,11,4087,262,0,0,0,0,271,169,0,0,0,0,169,179,3,5,3,0,188,288,14,20,5,0,331,285,13,14,3,0,316,214,12,14,3,0,244,186,10,6,4,0,204,177,11,18,6,0,205,171,11,8,5,0,191,153,3,8,6,0,171,72,9,7,3,0,88,18,0,4,5,0,23,8,0,0,0,0,10,2171,86,104,51,12,2420,316,5,10,0,8,349,94,3,5,6,5,112,6340,256,257,77,34,6967,378,0,0,0,0,377,1104,4,0,0,5,1117,1414,22,17,4,0,1450,1229,44,37,3,0,1317,1280,81,33,0
LGA54310,5,0,0,402,387,17,10,0,0,414,420,16,7,0,0,445,340,13,3,0,0,359,347,7,8,0,0,364,313,11,10,0,0,341,176,13,3,0,5,199,120,9,3,0,0,126,30,0,3,3,0,41,8,0,0,0,0,9,0,0,0,0,0,0,2864,84,63,5,6,3029,182,0,0,0,0,189,69,0,0,0,0,72,130,0,4,3,0,138,230,7,23,4,0,257,279,9,25,5,0,310,184,9,14,0,3,202,177,0,3,8,0,192,97,5,10,3,0,115,70,0,3,0,0,70,53,0,3,0,0,57,18,0,9,0,0,26,8,0,0,0,0,9,0,0,0,0,0,0,1497,35,83,19,16,1645,331,6,7,0,6,346,65,0,0,0,0,74,4754,125,154,30,29,5092,177,3,0,0,0,182,658,0,9,0,0,663,1079,10,7,0,0,1103,1276,45,19,0,0,1343,1481,48,31,3
LGA54340,0,0,0,47,27,0,0,0,0,32,24,0,0,0,0,26,33,3,0,0,0,41,31,4,4,4,0,40,46,3,0,4,0,54,49,4,0,0,0,56,26,0,3,0,0,32,8,4,0,0,0,14,0,0,0,0,0,6,0,0,4,0,0,5,353,17,30,8,0,413,34,0,0,0,0,34,27,0,0,0,0,29,21,0,0,0,0,24,37,0,3,0,0,40,48,0,3,0,0,48,34,3,3,3,0,45,36,0,4,0,0,41,29,0,3,0,0,33,32,5,9,0,0,41,23,0,0,0,0,33,34,0,5,0,0,39,3,0,4,3,0,8,0,0,0,0,0,4,375,12,20,10,3,422,50,0,8,0,3,60,14,0,0,0,0,16,791,30,62,27,10,912,42,0,0,0,0,42,103,0,0,0,0,102,117,0,4,0,0,120,89,3,10,6,0,108,78,0,9,0
LGA54410,0,0,0,6,6,0,0,0,0,3,9,0,0,0,0,3,9,0,0,0,0,9,13,0,0,0,0,13,5,4,3,0,0,12,6,0,0,0,0,13,7,0,0,0,0,7,3,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,64,8,6,0,0,78,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,14,10,0,0,0,0,10,9,0,0,0,0,14,9,0,0,0,0,11,8,0,0,0,0,13,6,0,0,0,0,7,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,5,81,3,5,3,0,95,14,0,0,0,0,12,3,0,0,0,0,3,159,5,15,3,0,187,3,0,0,0,0,7,10,0,0,0,0,17,11,0,0,0,0,11,20,5,0,0,0,27,19,3,0,0
LGA54480,0,0,0,4,3,0,0,0,0,6,3,0,0,0,0,5,0,8,5,0,0,9,6,0,0,4,0,8,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,25,10,10,9,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,8,5,0,0,0,0,13,0,3,0,0,0,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,27,7,4,5,0,40,0,0,0,0,0,3,0,0,0,0,0,0,59,16,12,8,0,100,0,0,0,0,0,0,13,0,0,0,0,16,17,0,0,0,0,17,16,0,0,0,0,18,3,6,0,0
LGA54550,0,0,0,19,6,0,0,0,0,9,13,0,0,6,0,13,10,3,0,0,4,16,9,3,3,3,0,17,16,3,0,3,0,19,20,3,5,3,0,32,9,3,0,4,0,18,3,0,6,0,3,12,0,5,0,4,0,11,0,0,0,0,0,0,125,22,28,22,10,193,3,0,0,0,0,9,5,0,0,0,0,5,8,0,0,0,0,11,10,0,5,4,0,15,17,5,6,0,0,27,17,0,0,0,0,21,12,0,0,6,0,21,13,0,5,0,0,20,18,0,4,0,0,26,8,3,7,3,0,19,7,0,6,4,0,12,3,0,0,0,0,0,0,0,0,3,0,3,123,14,26,29,3,198,20,0,0,4,0,27,9,0,0,8,0,8,276,32,58,52,8,430,13,0,0,0,0,13,45,0,0,0,0,50,44,0,4,0,0,46,15,7,0,0,0,30,29,10,3,7
LGA54620,0,0,0,14,5,0,0,0,0,0,0,0,0,0,0,5,3,0,5,0,0,9,18,0,0,0,0,20,17,0,6,0,0,26,9,0,0,3,0,14,7,4,0,3,0,12,0,5,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,81,14,12,9,3,123,4,0,0,0,0,4,6,0,0,0,0,6,8,0,0,0,0,8,10,0,0,3,0,10,9,3,4,0,0,15,5,0,0,0,0,5,8,3,4,0,0,11,8,0,0,0,0,10,3,0,0,3,0,4,0,0,0,0,0,4,3,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,3,60,9,13,5,0,90,9,3,0,0,0,15,0,0,0,0,0,8,156,25,30,18,7,231,11,0,0,0,0,15,37,0,4,0,0,44,44,0,4,0,3,51,43,0,8,0,0,47,28,9,5,0
LGA54690,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,10,6,0,0,0,0,5,4,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,8,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,0,5,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,4,0,0,3,0,4,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,27,3,8,4,0,38,0,0,0,0,0,0,3,0,0,0,0,4,52,7,13,7,0,79,3,0,0,0,0,3,9,0,0,0,0,9,6,3,0,0,0,7,7,5,0,0,0,11,5,0,0,0
LGA54760,0,0,0,8,6,0,4,0,0,4,6,5,0,0,0,7,4,0,0,0,0,8,3,0,0,0,0,5,4,0,4,5,0,10,6,0,0,0,0,12,0,4,0,3,0,10,0,0,0,6,0,9,0,0,0,0,0,3,0,0,0,0,0,0,33,15,10,15,0,72,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,8,0,4,0,0,9,10,0,0,3,0,7,8,0,0,0,0,7,8,0,0,3,0,11,4,0,0,0,0,8,10,0,4,4,0,10,0,0,0,0,0,7,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,42,10,14,14,0,78,8,0,5,0,0,12,0,0,0,0,0,0,81,13,30,31,4,163,7,0,0,0,0,7,12,0,0,0,0,11,18,0,0,5,0,18,8,4,6,3,0,20,13,12,4,0
LGA54830,3,0,0,329,300,5,19,4,0,324,355,12,14,0,0,382,364,11,17,3,0,397,394,11,15,4,4,422,330,12,13,0,0,362,254,6,10,3,0,276,146,5,6,0,0,160,54,0,4,0,0,56,7,5,3,0,0,15,4,0,0,0,0,3,2790,72,115,17,11,2994,317,0,0,3,0,317,203,0,8,0,0,210,214,4,13,0,0,231,264,7,39,10,0,318,301,7,38,9,0,365,283,5,43,7,3,342,255,13,29,9,4,306,213,9,21,8,3,252,164,8,10,0,0,185,122,5,10,6,0,140,53,5,8,0,0,66,16,0,5,5,0,22,6,0,0,0,0,6,2410,63,225,57,19,2770,309,6,5,3,0,325,82,0,4,7,14,103,5590,132,348,85,35,6193,244,0,0,0,0,246,730,0,5,0,0,737,1118,15,30,0,4,1169,1295,38,61,4,3,1399,1408,61,52,0
LGA54900,0,0,0,13,13,0,0,0,0,13,14,0,3,0,0,15,8,8,7,0,0,19,11,0,8,0,0,21,7,0,3,0,0,18,9,3,8,0,0,28,10,4,5,0,0,18,0,0,0,0,0,4,0,0,5,0,0,4,0,0,0,0,0,4,86,23,36,14,0,162,3,0,0,0,0,3,6,0,0,0,0,12,8,0,0,0,0,7,14,0,0,3,0,15,23,0,4,3,0,26,6,3,0,3,0,11,8,5,0,0,0,15,9,0,0,0,0,13,10,0,0,0,0,10,12,0,5,0,0,15,4,0,0,4,0,11,0,0,0,3,0,8,0,0,0,0,0,4,109,7,10,15,3,150,13,0,5,4,0,23,0,0,0,0,0,3,213,29,56,36,9,339,13,0,0,0,0,13,32,0,0,0,0,34,30,0,8,0,0,38,35,7,3,0,4,47,29,7,10,6
LGA54970,0,0,0,69,66,0,0,0,0,66,43,0,0,0,0,43,40,0,0,0,0,40,34,0,0,0,0,34,51,0,0,0,0,57,46,0,0,0,0,41,25,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,0,0,0,3,435,3,0,0,0,0,3,7,0,0,0,0,7,4,0,0,0,0,4,7,0,0,0,0,7,9,0,0,0,0,8,11,0,0,0,0,11,7,0,0,0,0,7,3,0,0,0,0,3,6,0,0,0,0,6,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,5,0,65,66,0,0,0,0,66,9,0,0,0,0,17,562,0,5,0,9,580,20,0,0,0,0,20,188,0,0,0,0,190,272,0,0,0,0,274,352,0,0,0,6,357,318,0,0,0
LGA55040,0,0,0,85,84,0,0,0,0,85,46,0,0,0,0,46,41,0,0,0,0,43,44,0,0,0,0,49,39,0,0,0,0,41,46,0,0,0,0,47,17,0,0,0,0,24,4,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,3,466,4,6,0,5,482,7,0,0,0,0,7,5,0,0,0,0,5,15,0,0,0,0,16,22,0,0,0,0,22,14,0,0,0,0,13,5,0,0,0,0,7,11,0,0,0,0,14,9,0,0,0,0,9,9,0,0,0,0,8,4,0,0,0,0,7,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,102,0,3,0,0,110,47,0,0,0,0,51,16,5,3,0,5,22,628,7,15,3,6,665,22,0,0,0,0,22,174,0,0,0,0,180,311,0,0,0,4,314,365,0,0,0,0,366,341,4,0,0
LGA55110,16,0,0,600,426,25,23,6,0,486,532,26,32,3,0,589,576,36,27,0,0,652,705,60,51,4,3,827,724,46,49,9,0,828,536,30,62,7,6,637,323,27,35,3,4,390,77,7,14,7,0,105,9,0,0,0,0,17,3,0,0,0,0,5,5035,286,321,47,19,5708,1145,0,5,0,5,1149,880,6,18,0,3,900,552,8,40,11,3,611,720,18,64,15,5,824,820,34,79,10,0,950,743,18,84,14,6,863,778,18,63,17,7,876,768,38,84,14,6,910,717,32,68,6,3,831,563,34,78,13,3,698,225,18,36,11,0,293,56,7,24,11,3,98,19,0,12,5,4,38,7974,241,655,131,42,9037,671,12,26,11,9,735,169,5,15,12,17,216,13846,548,1027,191,87,15696,346,0,0,0,0,347,869,4,24,0,0,904,1012,45,60,3,4,1120,871,68,85,8,4,1042,971,106,101,13
LGA55180,7,0,0,63,58,0,4,0,0,61,54,5,3,0,0,61,73,13,9,0,0,96,86,7,11,5,0,111,86,13,7,4,3,110,93,14,22,9,0,126,55,15,10,3,0,76,14,3,6,0,0,32,0,3,4,0,0,8,0,3,4,5,0,6,659,68,85,35,4,846,105,0,0,3,0,106,47,0,0,0,0,50,54,0,4,0,3,61,83,0,4,3,0,95,77,3,10,0,4,101,77,6,13,0,0,94,95,4,6,3,6,109,101,9,14,8,0,134,113,0,8,3,0,133,95,4,15,0,0,118,43,4,11,6,3,65,6,0,12,5,0,28,3,0,6,4,0,17,911,30,109,47,13,1110,102,11,13,8,0,129,28,0,3,5,0,40,1697,106,208,94,22,2131,103,0,0,0,0,109,173,0,9,0,0,178,165,9,10,0,0,186,143,13,17,0,0,182,164,17,9,4
LGA55250,0,0,0,45,30,0,0,0,0,30,14,0,0,0,0,13,25,0,0,0,0,30,23,0,0,0,0,30,29,0,0,0,0,28,23,0,0,0,0,24,14,0,0,0,0,17,3,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,232,0,3,0,5,245,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,7,3,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,5,6,0,0,0,0,8,4,0,0,0,0,5,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,45,0,5,3,0,53,24,0,0,0,0,25,11,0,0,4,0,18,315,9,10,11,4,344,13,0,0,0,0,13,81,0,0,0,0,81,160,0,0,0,0,161,158,3,0,0,0,163,127,0,0,0
LGA55320,37,0,0,1587,1307,48,38,0,0,1401,1116,50,29,6,0,1195,1116,64,44,4,3,1238,1198,101,67,3,0,1371,1259,84,73,7,4,1430,1007,79,49,3,0,1132,619,51,30,4,4,709,218,16,17,0,0,250,32,12,3,6,0,50,5,0,0,0,0,11,10416,515,402,40,18,11393,1469,0,21,3,0,1493,1523,5,32,0,0,1560,954,6,35,4,5,998,1156,30,93,12,4,1290,1339,56,123,17,3,1545,1280,76,124,20,4,1512,1141,53,118,29,4,1349,1022,54,121,23,3,1225,1090,53,107,24,4,1272,840,56,102,21,5,1027,393,41,72,19,0,519,139,16,43,23,0,227,36,16,15,10,0,75,12382,470,1010,208,33,14094,1319,25,42,6,11,1400,232,8,16,14,17,286,24351,1017,1459,266,74,27177,271,0,5,0,0,274,1582,8,26,0,4,1624,2659,49,90,0,5,2808,2680,136,101,7,10,2934,2470,200,110,11
LGA55390,0,0,0,13,18,0,0,0,0,18,9,0,0,0,0,9,11,0,0,0,0,11,17,0,0,0,0,17,20,0,0,0,0,20,18,0,0,0,0,18,15,0,0,0,0,15,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,3,0,0,0,0,3,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,38,15,0,0,0,0,15,5,0,0,0,0,5,208,0,0,0,0,206,8,0,0,0,0,8,65,0,0,0,0,65,102,0,0,0,0,102,116,0,0,0,0,116,108,0,0,0
LGA55460,0,0,0,42,18,0,5,0,0,25,25,5,0,0,0,33,18,3,0,0,0,29,36,6,4,0,0,42,31,4,0,4,0,36,28,3,0,3,0,31,25,3,0,0,0,34,15,0,0,0,0,15,0,0,0,0,0,4,0,0,0,0,0,0,285,23,11,8,0,325,39,0,0,0,0,39,20,0,0,0,0,20,29,0,0,0,0,29,13,4,4,0,0,18,29,0,5,0,0,35,21,3,0,3,0,31,31,0,4,4,0,33,24,0,5,0,0,32,29,0,7,4,0,37,25,0,0,0,0,30,6,0,0,0,0,10,3,0,0,0,0,8,0,0,0,0,3,5,259,15,21,22,0,322,51,0,3,4,0,53,14,0,3,0,0,18,606,33,37,33,6,715,28,0,0,0,0,28,82,0,0,0,0,82,85,3,7,6,0,95,64,10,5,0,0,80,66,6,5,3
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,4,3,0,0,4,0,8,3,0,0,4,0,3,5,0,3,0,0,9,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,23,8,8,6,0,44,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,7,3,0,0,0,0,3,5,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,3,10,0,39,5,0,0,0,0,5,0,0,0,0,0,0,51,12,11,9,0,82,0,0,0,0,0,0,13,0,0,0,0,15,9,0,0,0,0,5,5,3,4,0,0,18,9,6,0,0
LGA55600,0,0,0,23,13,0,0,0,0,17,14,0,0,0,0,10,25,4,0,0,0,26,26,0,0,0,0,30,28,0,0,3,0,37,21,0,8,0,0,29,26,3,6,0,0,32,9,3,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,4,211,11,18,16,5,250,14,0,0,0,0,14,8,0,0,0,0,8,12,0,0,0,0,12,14,0,3,0,0,15,19,6,0,0,0,20,27,0,4,0,0,33,23,0,6,0,0,28,23,0,0,0,0,28,19,0,0,0,0,23,18,0,5,5,0,25,16,0,0,3,0,22,0,0,0,0,0,3,3,0,3,3,0,10,193,11,19,19,0,247,17,3,0,0,0,24,6,0,0,0,0,10,428,31,34,38,5,533,17,0,0,0,0,21,51,0,0,0,0,50,54,0,4,0,0,59,39,4,0,0,0,45,41,5,5,0
LGA55670,0,0,0,8,5,0,0,0,0,5,6,0,0,0,0,12,6,0,0,0,0,6,5,0,0,0,0,9,11,0,5,0,0,13,12,0,0,0,0,13,8,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,5,0,4,59,7,6,7,0,82,7,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,8,9,0,0,0,0,3,7,0,0,5,0,8,0,0,0,0,0,0,4,0,0,0,0,9,5,0,0,0,0,6,3,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,5,0,4,0,54,7,0,0,0,0,7,0,0,0,5,4,6,108,11,8,15,0,154,5,0,0,0,0,5,10,0,0,0,0,12,18,0,0,3,0,16,14,5,3,0,0,19,12,3,0,0
LGA55740,0,0,0,105,68,5,9,0,0,79,73,3,0,0,0,80,67,4,3,0,0,77,74,10,6,0,0,89,88,11,8,0,0,104,71,4,9,0,0,84,38,0,7,0,0,44,12,0,0,0,0,21,0,0,0,0,0,4,0,0,0,0,0,0,652,38,37,0,0,725,99,0,0,0,0,99,107,0,3,0,0,105,57,0,3,0,0,59,74,0,6,0,0,80,82,4,12,4,0,90,55,3,6,0,0,66,63,12,9,0,0,89,82,7,13,5,0,106,66,9,17,3,0,86,56,5,13,0,0,71,31,9,0,0,0,41,12,3,5,6,0,22,6,0,0,0,0,15,786,38,85,19,4,932,55,0,9,3,0,69,15,0,0,0,0,17,1510,79,124,24,5,1743,8,0,0,0,0,10,76,0,4,0,0,85,152,0,4,0,0,156,110,15,15,0,0,147,123,15,4,0
LGA55810,0,0,0,16,16,0,0,0,0,16,10,0,0,0,0,9,9,0,0,0,0,12,15,0,0,0,0,15,14,0,0,0,0,14,16,0,0,0,0,20,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,114,0,0,5,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,4,3,0,26,17,0,3,0,0,23,7,0,0,0,3,9,156,0,6,7,0,173,0,0,0,0,0,0,37,0,0,0,0,37,62,0,0,0,0,64,74,0,0,0,0,77,65,0,0,0
LGA55880,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,5,11,0,5,0,0,16,0,0,0,0,0,0,4,5,0,4,0,10,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,6,11,10,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,10,7,0,0,0,0,9,4,0,0,0,0,3,0,0,0,0,0,5,0,0,5,0,0,6,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,19,3,7,3,0,39,4,0,3,0,0,8,0,0,0,0,0,0,51,7,23,14,0,99,0,0,0,0,0,0,7,0,0,0,0,6,8,0,0,0,0,8,11,3,4,0,0,15,9,0,4,0
LGA55950,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,9,3,0,0,3,0,7,0,4,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,6,0,0,0,4,0,4,0,0,0,0,0,0,21,7,7,9,0,45,5,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,4,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,28,0,9,5,0,44,4,0,0,0,0,10,3,0,0,0,0,4,51,6,14,14,0,93,3,0,0,0,0,3,12,0,0,0,0,12,9,0,0,0,0,14,9,0,4,0,0,17,8,0,0,0
