POA_CODE_2021,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,16,5,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,9,5,3,0,6,0,0,19
POA6208,22,66,36,26,34,0,0,182,3,5,0,4,0,0,0,12,3,0,0,0,0,0,0,3,42,95,75,51,63,6,10,336,0,4,10,3,0,0,0,19,6,16,10,0,3,0,0,31,9,17,11,4,0,0,0,49,46,110,89,51,67,8,5,388,57,75,34,29,26,3,0,222,0,0,4,0,0,0,0,3,101,187,127,85,87,15,5,613
POA6209,6,9,5,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,3,8,5,6,0,49,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,4,0,0,0,0,0,6,7,19,7,8,5,6,0,54,8,8,5,0,4,0,0,25,0,0,0,0,0,0,0,4,17,26,11,13,6,4,0,79
POA6210,162,370,261,142,170,35,17,1156,20,20,11,11,24,9,0,92,0,6,4,5,3,0,0,30,253,561,445,299,383,102,46,2089,15,40,31,16,20,4,3,122,35,65,37,19,25,0,0,184,54,98,65,40,46,9,4,312,308,658,513,332,431,114,49,2403,476,449,220,163,147,27,13,1498,12,16,11,7,9,0,0,48,795,1121,746,507,581,138,68,3957
POA6211,13,44,38,17,14,4,6,130,0,5,3,0,0,0,0,7,0,5,0,0,0,0,0,8,21,76,62,39,34,6,3,236,3,8,3,3,6,0,0,25,5,10,6,0,0,0,0,16,8,12,11,3,11,0,0,42,26,88,67,45,38,6,6,276,42,45,21,14,4,0,0,128,0,0,0,0,0,0,0,0,68,133,92,52,46,6,8,408
POA6213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3,3,0,0,0,7,4,0,0,0,0,0,0,4,4,4,4,5,0,0,0,12
POA6214,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,15,8,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,9,8,0,7,3,0,0,28
POA6215,3,4,8,7,11,0,0,30,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,8,4,17,19,11,16,3,0,78,0,5,0,0,0,0,0,8,7,4,4,0,0,0,0,11,3,4,8,0,0,0,0,21,8,21,23,12,19,3,0,93,14,13,8,8,4,0,0,50,0,0,0,0,0,0,0,3,21,35,29,26,27,5,0,143
POA6218,0,4,0,0,4,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,6,5,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,3,0,0,20,0,5,4,0,0,0,0,11,0,0,0,0,0,0,0,0,3,10,7,5,7,3,0,28
POA6219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,3,0,0,7,3,4,5,3,0,0,0,9,0,0,0,0,0,0,0,0,3,4,5,0,4,0,0,20
POA6220,7,10,12,7,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,22,14,9,0,0,80,4,0,0,0,0,0,0,4,0,0,0,3,0,0,0,9,4,0,0,3,0,0,0,12,15,29,22,13,9,0,0,93,15,12,5,6,3,0,0,39,0,0,0,0,0,0,0,0,30,41,32,24,12,0,0,130
POA6221,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,5
POA6223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6224,0,6,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,5,0,0,24,12,6,3,0,0,0,0,19,0,0,0,0,0,0,0,0,8,11,8,7,7,0,0,46
POA6225,10,30,22,20,24,0,0,103,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,7,16,46,36,37,35,5,0,179,0,11,4,0,0,0,0,18,0,6,4,3,7,0,0,20,0,9,7,8,9,0,0,33,23,56,40,42,47,5,0,212,68,71,33,24,23,0,3,218,0,0,0,0,0,0,0,0,87,131,71,66,63,8,3,431
POA6226,0,5,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,11,9,0,0,0,0,20
POA6227,0,3,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,0,0,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,3,0,0,0,18,0,7,3,3,0,0,0,15,0,0,0,0,0,0,0,0,9,14,7,3,0,0,0,30
POA6228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6230,88,207,150,118,106,14,3,689,17,15,9,7,20,0,0,71,6,4,9,3,0,0,0,17,158,364,302,252,282,30,8,1397,4,12,10,9,0,0,0,44,19,36,16,17,9,0,0,96,26,47,25,23,18,0,0,135,180,410,327,275,297,30,7,1531,291,260,151,89,77,5,4,872,3,3,0,3,0,0,0,11,469,666,479,371,372,35,9,2407
POA6232,23,54,32,26,36,8,0,179,8,0,0,0,0,0,0,12,0,3,0,0,0,0,0,3,61,99,71,55,70,8,3,365,0,10,5,0,0,0,0,17,0,4,3,0,3,0,0,11,4,8,5,0,0,0,0,25,59,107,79,56,73,5,3,393,43,37,26,11,18,0,0,133,3,0,0,0,0,0,0,4,104,148,103,67,93,8,3,527
POA6233,48,87,63,66,67,4,0,326,10,3,8,3,0,0,0,24,3,0,0,0,4,0,0,13,80,154,128,113,153,13,0,643,0,0,5,5,0,0,0,16,3,20,5,4,0,0,0,31,5,19,16,6,0,0,0,50,89,170,137,123,155,13,0,690,94,91,41,18,23,5,0,280,4,0,0,0,0,0,0,4,185,268,185,141,178,19,0,977
POA6236,5,9,7,0,6,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,9,11,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,8,8,10,11,0,0,41,3,0,3,0,4,0,0,16,0,0,0,0,0,0,0,0,9,17,13,6,15,0,0,57
POA6237,4,9,5,8,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,14,10,9,5,0,0,38,0,3,0,7,0,0,0,9,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,13,4,11,12,13,5,0,0,49,9,12,7,3,8,0,0,34,0,0,0,0,0,0,0,0,16,22,16,21,14,0,0,86
POA6239,11,12,7,9,9,0,0,49,0,0,3,4,0,0,0,10,0,0,0,0,0,0,0,0,12,20,15,19,18,0,0,84,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,6,14,18,14,19,18,0,0,89,18,13,9,5,4,0,0,50,0,3,0,0,0,0,0,3,37,41,32,17,23,3,0,144
POA6240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
POA6244,3,4,0,3,8,0,0,23,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,7,9,12,0,0,36,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,6,4,3,0,0,0,0,0,6,9,12,7,9,12,0,0,42,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,12,12,9,15,0,0,50
POA6251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7
POA6252,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
POA6253,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,13
POA6254,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,13
POA6255,6,15,3,11,8,0,0,42,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,19,16,20,23,0,0,84,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5,0,0,0,0,0,5,8,17,16,20,23,0,0,91,5,8,10,6,5,0,0,24,0,0,0,0,0,0,0,0,12,30,23,24,27,0,0,117
POA6256,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
POA6258,9,18,11,16,21,0,0,79,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,25,33,32,37,0,0,148,0,0,3,0,0,0,0,10,0,3,0,0,0,0,0,7,0,7,3,0,0,0,0,18,18,31,34,38,39,3,0,162,42,25,10,3,15,0,0,94,0,0,0,0,0,0,0,0,61,57,48,43,54,3,0,254
POA6260,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,4,0,0,20,8,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,8,7,11,3,8,0,0,33
POA6262,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,4,0,0,0,17
POA6271,6,15,21,12,9,3,0,68,0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,7,30,31,19,17,9,0,117,0,0,0,3,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,10,7,31,33,24,20,9,0,125,14,19,9,14,7,0,0,53,0,0,0,0,0,0,0,0,22,47,43,39,23,8,0,176
POA6275,0,0,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,3,10,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,6,0,0,29,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,9,6,9,0,0,33
POA6280,58,161,133,92,95,8,0,541,9,7,0,9,0,0,5,29,0,4,0,0,0,0,0,6,82,236,219,178,212,14,0,945,0,5,4,0,0,0,0,15,0,9,0,3,0,0,0,18,0,13,10,5,3,0,0,32,84,253,225,183,216,14,0,973,107,105,48,42,34,0,0,334,0,10,0,0,0,0,0,13,188,362,269,226,253,18,4,1324
POA6281,6,39,34,23,22,0,0,123,0,0,5,0,0,0,0,7,0,3,0,0,0,0,0,6,10,61,52,37,43,5,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,60,59,39,43,5,0,211,7,12,6,10,7,0,0,38,0,0,5,0,0,0,0,4,12,78,61,46,57,4,0,255
POA6282,3,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,7,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,7,3,0,0,19,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,5,7,3,0,0,22
POA6284,3,11,8,6,3,0,0,42,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,22,22,4,14,5,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,22,4,14,5,0,70,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,6,16,27,17,10,14,5,0,83
POA6285,24,58,54,29,33,4,0,204,0,0,11,3,4,0,0,16,0,3,0,3,0,0,0,11,33,83,93,64,74,4,0,344,0,5,0,0,0,0,0,9,0,3,0,0,3,0,0,3,0,3,3,0,3,0,0,11,35,86,91,61,77,4,0,359,17,21,11,3,7,3,0,70,0,0,0,0,0,0,0,3,50,105,107,68,89,4,0,422
POA6286,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,12
POA6288,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,0,0,13
POA6290,3,4,8,7,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,9,7,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,6,7,0,0,0,35,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,5,12,12,3,4,0,0,38
POA6302,9,5,13,0,4,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,20,15,14,0,0,72,0,0,0,3,0,0,0,8,0,0,4,0,0,0,0,8,0,0,4,4,0,0,0,11,14,19,24,11,12,0,0,83,3,13,9,5,0,0,0,29,0,0,0,0,0,0,0,0,15,28,30,17,13,0,0,111
POA6304,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,5,9,0,0,0,0,21,4,3,0,0,0,0,0,11,0,0,0,0,0,0,0,3,8,10,9,0,0,0,0,27
POA6306,5,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,11,9,3,0,0,3,0,0,16,0,0,0,0,0,0,0,0,11,12,5,3,3,0,0,31
POA6308,0,0,4,3,0,0,0,8,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,4,4,3,3,8,0,0,24,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,3,9,8,8,0,0,29,5,11,4,3,0,0,0,26,0,0,0,0,0,0,0,0,6,20,11,8,8,0,0,48
POA6309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,7
POA6311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,21
POA6312,4,29,9,8,10,0,0,60,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,9,35,21,23,26,0,0,119,0,10,3,0,3,0,0,24,0,6,0,0,0,0,0,11,5,9,3,0,3,5,0,29,14,46,23,22,34,5,4,150,17,25,15,6,6,0,0,74,0,0,0,0,0,0,0,5,29,76,42,30,41,5,4,225
POA6313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8
POA6315,0,8,8,3,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,10,9,9,0,0,38,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,11,13,10,6,9,0,0,43,4,0,0,0,5,0,0,12,0,0,0,0,0,0,0,0,12,15,15,12,8,0,0,60
POA6316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
POA6317,9,11,3,4,5,0,0,38,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,14,20,6,6,9,4,0,60,3,0,6,7,6,0,0,14,0,9,3,0,3,0,0,12,3,7,4,4,8,0,0,26,15,25,11,8,17,5,0,91,31,26,21,5,10,0,0,95,0,0,0,0,0,0,0,0,51,51,29,15,29,0,0,185
POA6318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,13,3,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,7,3,4,4,0,0,22
POA6320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,4,0,0,0,5,0,3,6,0,4,0,0,16,0,0,9,3,4,0,0,10,0,6,11,6,10,0,0,35
POA6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,6,3,7,9,4,0,0,0,21,0,0,0,0,0,0,0,0,0,8,10,3,6,0,0,23
POA6322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
POA6323,0,5,0,6,0,4,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,5,0,5,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,4,0,20,7,7,4,0,4,0,0,19,0,0,0,0,0,0,0,0,7,11,10,7,4,3,0,41
POA6324,3,21,6,10,5,0,0,45,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,30,12,12,11,4,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,9,33,15,11,12,4,0,75,11,23,6,10,8,3,0,62,0,0,0,0,0,0,0,0,20,53,23,24,19,8,0,139
POA6326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9
POA6327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
