POA_CODE_2021,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
POA6073,4,20,6,0,3,0,0,0,4,32,0,7,0,0,0,0,0,3,0,9,28,34,101,3,8,3,22,7,0,197,8,0,28,0,3,0,4,8,0,57,8,3,8,0,3,0,0,5,0,20,3,7,0,0,0,0,0,0,0,16,5,24,0,4,0,0,0,0,0,35,19,14,5,5,4,7,6,5,0,61,5,18,6,6,0,0,0,4,0,34,0,4,4,0,0,0,0,0,0,14,0,0,8,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,19,84,127,164,25,23,13,40,35,3,514,0,15,0,0,6,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,9,0,6,4,0,3,0,0,0,0,7,7,4,3,0,0,0,0,0,0,8
POA6074,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,4,11,5,39,4,3,0,6,3,0,75,4,0,11,0,0,0,3,4,0,18,0,0,5,0,0,0,0,4,0,14,0,5,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,12,8,5,0,0,0,0,0,0,0,17,4,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,26,38,69,9,8,0,15,8,3,178,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
POA6076,45,112,17,7,15,0,3,5,0,204,33,72,24,6,6,0,7,4,0,156,271,289,654,36,46,28,95,57,25,1485,69,29,217,7,6,8,32,21,3,394,27,26,25,10,5,11,11,19,0,122,32,110,10,24,6,0,4,3,3,190,45,118,3,13,7,5,8,7,3,205,197,147,38,23,44,32,29,14,9,536,41,93,13,64,15,6,15,16,4,262,18,38,16,8,15,10,8,10,0,122,15,7,38,3,9,4,5,14,4,96,0,0,0,0,0,0,0,0,0,8,9,13,6,7,0,3,8,5,0,63,20,14,25,0,3,6,11,9,21,107,828,1067,1088,198,175,110,235,171,74,3958,19,88,22,18,17,11,3,3,0,182,0,14,4,0,6,0,0,0,0,31,14,31,17,4,8,4,3,0,0,91,8,20,10,0,9,5,0,0,0,51,11,14,10,5,14,0,0,8,0,69
POA6077,0,3,3,0,0,0,0,0,0,10,3,4,0,0,0,0,0,0,0,6,18,10,48,4,0,3,8,4,0,97,18,0,19,0,0,0,5,5,0,48,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,13,0,4,0,0,0,0,0,0,0,6,8,8,7,0,4,5,0,0,0,31,3,5,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,3,0,3,0,0,0,0,0,0,11,56,45,88,5,11,10,19,20,0,257,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6078,4,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,4,6,3,41,0,0,4,11,4,0,70,4,0,10,0,0,0,3,0,0,30,0,0,6,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,9,0,5,0,4,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,22,73,3,5,3,21,8,0,172,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6081,4,21,0,0,0,0,0,0,0,28,10,10,6,3,0,0,0,0,0,31,74,63,204,8,21,7,31,13,5,424,13,7,55,0,0,0,11,7,6,103,8,3,8,3,3,0,4,6,0,40,0,7,6,5,0,0,4,3,0,24,9,21,6,0,3,0,0,0,0,43,29,26,3,15,8,5,6,5,0,99,4,11,7,16,3,0,0,0,0,52,0,12,5,0,0,0,0,0,0,16,4,0,15,0,0,0,3,7,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,12,9,0,5,3,0,0,3,5,3,27,171,178,321,60,48,24,61,45,21,928,5,21,4,0,10,0,0,0,0,44,4,0,0,0,0,0,0,0,0,4,0,6,4,0,0,0,5,0,0,18,0,4,0,0,0,0,0,0,0,5,0,6,3,0,0,0,0,4,0,27
POA6082,0,10,0,0,0,5,0,0,0,19,0,11,0,0,0,0,0,0,0,20,28,32,162,4,11,9,33,15,0,282,7,0,36,0,0,0,3,3,0,63,3,0,3,0,0,0,7,0,0,23,7,8,3,3,0,0,0,0,0,21,0,10,0,0,0,0,0,0,0,16,11,3,6,3,8,3,0,0,0,46,5,4,4,11,0,0,0,7,0,32,0,0,3,0,0,0,0,0,0,15,0,0,3,0,0,5,3,0,0,14,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,10,0,0,0,4,0,3,18,64,99,232,41,18,23,54,26,8,571,3,8,0,5,0,0,0,0,0,12,0,4,0,0,3,0,0,0,0,5,0,4,3,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,11
POA6083,4,9,0,0,0,0,0,0,0,18,3,3,3,0,0,3,0,0,0,19,67,34,163,3,11,5,18,14,12,333,18,3,32,3,0,0,4,0,0,65,14,0,11,0,0,0,3,0,0,32,7,8,5,0,0,0,0,0,0,26,8,7,0,0,0,0,3,4,0,23,22,9,13,3,7,7,3,6,0,63,4,5,4,16,4,0,3,4,0,38,0,0,3,0,0,0,0,3,0,7,3,0,7,5,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,3,0,0,16,0,0,8,0,0,0,6,0,5,27,152,88,243,35,26,20,55,37,17,676,0,9,3,0,8,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,4,5,3,0,3,0,5,0,0,20,0,0,0,0,0,0,0,0,0,6,3,4,5,0,5,0,0,5,4,29
POA6084,6,16,4,0,0,0,0,0,0,28,10,14,3,3,8,3,3,3,0,43,109,60,416,14,27,12,105,39,7,783,17,3,96,0,0,0,25,16,10,166,15,3,17,3,0,5,8,18,3,64,4,21,11,6,0,0,7,0,0,56,3,15,4,3,0,0,0,0,0,32,31,28,17,15,15,0,19,3,0,135,3,17,3,24,5,0,0,7,0,63,6,3,3,4,0,0,3,6,0,24,6,0,16,0,0,3,16,0,0,44,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,5,0,0,23,5,0,19,0,0,0,16,10,13,68,214,179,620,76,69,33,209,100,35,1547,10,9,3,0,4,0,0,6,0,34,0,3,0,0,5,0,0,0,0,10,5,4,10,4,4,0,10,0,0,43,0,0,4,0,4,0,0,0,0,14,9,12,8,4,5,0,0,8,0,46
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6100,24,136,24,6,6,4,10,8,3,222,39,155,21,12,13,5,8,13,0,272,144,384,272,29,45,28,71,45,13,1033,46,45,102,10,11,3,25,17,5,256,10,20,11,3,0,3,7,7,0,64,22,130,7,32,15,0,3,11,0,219,10,86,3,9,4,4,6,0,0,122,198,252,54,44,102,69,35,54,10,825,51,108,29,59,29,20,19,15,8,332,23,50,14,17,11,12,11,8,3,139,22,7,89,26,3,6,13,13,0,184,0,0,0,0,0,0,0,0,0,9,0,9,10,4,4,0,0,3,4,46,17,12,26,3,4,6,16,7,18,104,606,1397,660,252,250,157,225,210,62,3818,23,109,13,20,17,8,0,8,0,201,11,23,8,9,8,5,0,4,0,66,23,80,9,10,16,5,4,9,5,160,7,28,6,3,8,4,0,0,0,63,9,20,8,6,4,0,0,3,0,46
POA6101,44,135,20,4,5,11,4,8,0,241,36,144,32,8,3,10,4,9,3,262,152,364,314,23,55,18,65,68,14,1059,45,36,145,7,24,8,15,20,0,300,11,21,15,6,3,4,4,8,0,61,19,135,5,24,12,0,8,0,0,213,14,93,4,15,3,3,9,6,4,140,179,241,47,49,89,47,47,53,9,765,35,121,32,61,37,13,16,16,8,337,18,61,26,12,12,14,8,17,0,165,13,6,85,11,4,5,17,8,0,158,0,0,0,0,0,0,0,4,0,9,5,17,6,3,0,3,9,9,3,65,3,3,8,0,6,0,14,9,18,72,587,1385,730,228,260,138,230,240,59,3857,17,136,24,13,22,12,0,11,0,235,0,22,0,6,11,4,0,5,0,55,21,74,21,11,25,6,5,6,0,166,6,31,4,5,10,4,0,0,0,73,15,30,5,5,3,0,0,9,0,63
POA6102,3,69,16,11,11,8,3,18,0,140,22,84,32,17,6,9,29,18,4,218,55,201,228,55,34,40,99,80,14,811,22,17,76,0,4,3,15,25,0,169,5,12,4,3,3,0,8,12,0,44,10,63,10,20,4,11,6,10,0,134,6,39,0,6,0,0,4,16,0,78,89,125,55,49,58,56,56,90,7,581,19,60,11,50,20,12,27,39,0,249,5,27,12,18,5,9,13,16,0,99,8,3,64,18,8,7,19,23,4,154,0,0,6,0,0,0,0,0,0,4,0,6,4,4,0,0,15,3,0,46,0,4,16,7,3,3,10,15,28,93,257,716,542,262,162,158,305,356,72,2827,5,51,19,11,13,12,8,13,0,124,6,22,3,6,5,8,3,8,0,57,9,36,11,23,7,8,6,14,0,117,6,8,4,7,10,0,0,7,0,40,8,11,0,3,3,0,0,4,0,35
POA6103,15,50,12,10,5,6,0,3,0,100,24,91,28,5,9,9,7,13,5,197,85,242,278,24,25,24,53,40,6,781,22,13,77,6,9,3,8,24,0,162,0,8,5,0,0,0,5,8,0,36,15,77,6,17,5,0,6,6,0,136,9,37,0,6,5,0,0,3,0,58,119,138,41,37,65,58,43,40,7,542,13,60,10,40,18,10,15,15,0,174,6,37,12,10,3,4,11,6,0,100,18,3,85,23,3,5,15,11,0,160,0,0,0,0,0,0,0,0,0,5,4,8,6,3,6,0,5,5,0,37,6,7,14,3,11,0,9,8,21,84,335,786,580,183,155,124,192,181,42,2574,15,51,22,11,16,9,0,0,0,117,4,16,5,4,0,0,0,6,0,41,14,48,14,3,11,4,0,7,0,107,4,16,4,7,6,7,0,0,0,35,3,10,0,0,3,5,0,0,0,27
POA6104,20,50,20,6,8,0,9,6,0,119,25,68,19,5,3,3,18,3,0,155,97,213,427,18,34,20,80,64,9,949,26,18,103,3,5,0,15,16,0,195,9,3,14,4,7,5,10,4,0,49,11,88,6,21,8,0,9,3,0,148,14,46,3,8,0,0,3,0,0,83,138,106,37,36,65,45,65,34,6,523,14,39,21,57,25,8,16,14,0,196,10,23,12,10,6,6,14,10,0,91,14,4,80,21,11,9,21,16,5,184,0,0,0,0,0,0,0,0,0,8,3,10,7,8,0,0,9,5,0,41,7,3,22,6,6,0,14,10,22,107,401,675,771,200,182,100,279,191,45,2841,11,52,4,5,16,5,0,4,0,99,11,17,3,3,0,0,0,6,3,42,5,45,8,10,11,11,12,6,0,101,3,15,7,0,5,3,0,0,0,32,3,9,10,6,0,3,4,0,0,35
POA6105,11,48,14,10,3,11,9,4,0,110,25,75,27,11,12,5,14,14,5,193,91,196,453,24,43,21,113,62,10,1013,28,12,132,0,5,3,22,21,6,239,3,11,8,0,0,3,8,7,0,47,9,50,8,15,3,0,5,8,0,102,3,42,0,5,0,0,7,3,0,69,90,117,55,35,63,37,64,52,3,526,18,45,20,40,13,5,31,19,5,190,11,18,11,10,10,6,8,8,6,80,17,8,100,18,12,8,29,26,0,219,0,0,0,0,0,0,0,0,0,6,3,0,23,8,0,0,11,5,0,55,11,0,34,5,6,5,18,19,23,116,321,635,887,189,175,114,350,241,64,2971,3,56,16,6,6,7,0,4,0,105,0,18,0,11,6,8,0,7,0,54,0,34,17,10,10,9,12,12,0,102,6,11,5,3,4,0,0,3,0,29,9,3,7,8,9,0,0,3,0,30
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6107,30,153,51,27,26,8,25,20,9,348,64,297,108,39,59,32,102,69,7,785,261,657,1165,106,142,80,375,248,51,3086,56,49,314,14,27,8,67,62,9,599,12,16,33,11,4,6,17,28,0,139,23,225,32,90,15,9,29,23,3,448,12,98,19,20,7,0,23,17,0,202,292,362,160,170,293,115,263,169,30,1859,50,117,47,153,49,22,81,68,13,603,21,55,37,12,20,23,39,35,0,247,58,13,337,64,34,31,137,62,9,730,0,0,7,4,0,0,7,0,0,17,14,10,31,20,14,8,43,27,15,175,17,21,75,23,13,14,53,43,63,322,910,2062,2417,748,701,372,1252,877,205,9549,24,119,64,51,47,33,4,23,10,374,20,88,32,67,42,28,10,51,7,343,17,107,42,36,28,18,17,39,3,307,10,21,14,6,9,16,0,9,3,83,13,19,13,5,16,7,3,9,0,88
POA6108,14,35,26,9,6,3,8,6,0,104,20,88,40,3,13,14,24,14,7,226,148,220,663,38,48,32,169,117,12,1450,28,15,184,4,19,3,32,54,4,336,3,10,30,0,0,0,15,7,0,72,6,86,8,33,5,0,9,13,0,165,11,66,4,11,6,0,12,7,0,117,119,100,48,30,94,45,86,43,4,575,24,67,18,77,21,16,24,22,0,259,7,26,12,10,8,7,4,5,0,81,11,0,87,14,17,12,30,34,4,211,0,0,0,0,0,0,3,0,0,6,9,11,24,5,9,4,16,5,0,88,12,3,45,8,9,9,30,23,31,166,404,723,1188,252,262,137,460,362,62,3856,7,39,23,19,16,9,4,9,3,118,3,21,0,5,8,10,0,0,0,55,4,16,16,7,11,5,5,17,3,88,4,6,9,3,4,3,0,4,0,33,3,4,13,0,7,3,0,4,0,38
POA6109,7,7,13,3,0,0,4,5,0,46,5,35,18,5,5,4,17,14,4,110,44,74,387,10,32,22,111,66,13,760,6,3,81,6,0,7,21,22,0,148,3,0,8,0,4,0,9,5,0,27,3,28,7,19,0,3,8,4,0,72,3,14,3,8,4,0,4,4,0,33,45,45,29,21,42,17,42,21,4,257,10,18,10,43,13,3,23,18,0,148,0,7,8,3,4,3,6,3,0,30,8,0,54,9,12,0,21,18,0,125,0,0,0,0,0,0,4,4,0,3,5,6,6,0,0,0,14,4,5,37,3,3,30,0,0,5,9,18,12,88,140,242,662,133,108,56,294,199,45,1887,4,26,22,11,4,3,0,3,0,71,0,3,3,19,10,4,0,13,0,54,0,12,9,3,10,8,5,11,0,56,0,0,3,0,3,3,0,5,0,20,4,4,0,0,0,0,0,5,0,19
POA6110,24,59,43,17,8,9,15,17,3,192,38,164,67,15,35,21,50,27,10,431,233,384,1269,68,92,80,294,211,26,2649,46,15,342,12,22,11,69,75,8,610,9,11,38,5,14,6,16,25,3,127,22,156,24,38,10,16,19,23,6,313,14,101,16,22,7,6,23,5,3,191,236,229,75,74,157,84,146,72,21,1088,38,83,40,115,40,18,42,49,10,433,9,36,18,13,10,15,18,13,3,142,36,6,142,18,25,19,59,54,3,365,0,0,3,0,0,0,0,3,0,9,12,6,24,6,7,7,30,12,5,115,19,15,72,12,9,9,48,34,38,250,732,1271,2163,421,424,297,845,624,133,6916,22,66,33,36,23,14,4,5,4,212,6,45,17,12,24,8,6,12,0,129,6,50,32,25,32,19,14,20,3,205,3,10,10,7,13,0,0,4,0,52,8,12,15,7,9,11,5,4,0,60
POA6111,17,64,17,5,13,0,6,6,0,125,18,57,32,7,12,5,9,10,0,147,179,187,728,31,44,27,167,92,21,1474,48,16,217,7,7,8,58,46,4,406,19,15,44,6,8,3,10,26,0,138,10,73,6,23,3,0,4,11,0,139,32,77,9,14,7,3,11,7,0,152,116,87,37,29,43,39,48,25,6,427,33,55,21,64,18,20,25,27,5,258,4,30,18,8,3,16,17,13,0,109,14,4,53,12,5,3,22,18,0,144,0,0,0,0,0,0,0,0,0,3,4,4,11,8,0,3,11,14,5,57,12,11,32,7,6,7,24,19,27,144,517,669,1221,222,177,147,407,302,70,3736,13,57,18,14,14,0,0,3,0,120,4,10,5,4,9,0,0,6,0,36,10,14,14,0,13,3,7,7,0,76,3,6,12,7,3,3,0,0,0,35,4,9,14,3,5,5,5,8,0,55
POA6112,45,115,46,26,22,11,29,16,6,314,105,302,104,32,51,28,46,35,9,713,464,746,2208,88,188,99,553,259,59,4662,86,48,530,31,37,10,114,119,19,997,27,23,56,19,12,11,39,35,7,218,45,347,36,98,15,6,35,25,4,604,37,182,21,36,13,8,17,11,0,332,429,442,155,127,279,142,251,135,37,1996,67,141,55,239,53,45,88,55,10,754,27,58,41,24,25,25,26,22,0,247,66,19,240,42,27,22,142,66,6,639,0,0,0,0,0,3,4,7,3,18,18,22,57,21,15,4,50,16,6,209,30,13,81,18,21,14,75,41,64,367,1443,2446,3631,806,748,435,1477,847,231,12064,29,119,78,56,47,16,8,8,0,368,11,90,20,40,33,22,14,26,8,262,26,106,59,34,56,22,34,36,7,370,0,18,15,11,12,12,3,4,0,82,11,29,35,16,24,7,0,19,0,141
POA6121,0,4,0,0,0,0,0,0,0,8,0,3,3,0,0,0,3,0,0,11,46,23,133,4,5,0,30,17,5,268,15,0,37,3,0,0,0,4,0,51,9,0,5,0,0,0,7,0,0,19,7,9,4,6,0,0,5,0,0,26,4,7,6,0,0,0,0,0,0,13,29,12,4,8,11,6,3,7,0,70,0,3,0,4,0,6,0,0,0,16,0,6,7,0,0,0,0,0,0,15,0,0,4,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,8,0,3,0,4,0,8,28,116,73,199,24,24,15,62,30,12,551,4,8,0,0,6,0,0,0,0,17,0,6,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,6,0,13,0,0,0,0,0,0,0,0,0,3,4,3,6,0,5,0,0,0,0,20
POA6122,15,23,13,3,8,0,3,5,0,80,12,59,16,7,11,8,23,4,4,131,140,114,982,23,61,26,193,119,22,1682,46,3,231,19,6,5,58,51,7,427,15,11,20,11,0,3,16,10,0,85,12,79,13,15,4,5,7,8,0,143,17,48,7,13,0,4,9,5,4,97,102,64,25,24,61,30,69,32,13,416,15,20,19,83,13,9,18,18,4,201,7,15,9,8,0,4,12,9,0,60,21,4,71,3,10,11,46,24,0,187,0,0,0,0,0,0,0,3,0,3,4,3,10,5,8,0,27,9,4,71,9,7,35,6,12,5,24,17,26,139,408,447,1456,210,189,115,508,304,82,3716,8,31,21,14,8,3,0,0,0,95,3,6,3,3,10,0,0,0,0,30,11,21,23,9,10,4,10,8,0,93,4,4,12,0,11,0,0,0,0,32,8,12,5,0,14,3,0,3,0,43
