POA_CODE_2021,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,28,113,9,67,17,9,3,6,0,246,10,46,3,9,0,0,0,0,0,70,166,1031,63,272,290,103,25,55,11,2020,0,0,0,10,3,0,0,0,0,22,58,92,20,104,111,29,10,20,7,447,130,128,67,369,261,92,8,50,14,1113,159,140,275,719,547,245,59,109,16,2279,23,15,8,46,90,54,13,43,5,287,29,11,14,84,78,36,11,30,4,300,7,27,3,8,28,7,0,9,0,91,20,20,10,50,55,24,8,14,27,221,687,1854,490,1801,1536,625,137,338,90,7567,3,12,0,0,0,0,0,0,0,17,7,55,0,4,0,0,0,0,0,68,145,341,31,88,71,34,26,19,9,761,9,18,5,3,5,0,5,0,0,47,50,157,18,71,18,9,8,4,0,337,26,61,5,10,3,0,0,0,0,110,434,1517,196,355,412,153,135,120,26,3342,0,5,0,11,3,0,4,0,0,32
POA6070,4,37,0,4,4,0,0,0,0,44,0,14,0,0,0,0,0,0,0,18,39,178,16,19,28,14,0,0,3,297,0,0,0,0,0,0,0,0,0,0,3,11,3,8,15,4,0,0,0,54,6,9,6,21,12,7,0,0,0,63,10,4,8,26,26,4,0,9,0,90,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,4,0,0,0,22,0,0,0,0,5,0,0,0,0,7,0,0,0,4,0,0,0,3,4,9,84,334,38,83,100,32,4,9,10,705,4,5,0,0,0,0,0,0,0,6,6,32,4,0,0,0,0,0,0,41,36,87,0,7,7,3,0,0,3,141,0,9,0,0,0,0,0,0,0,9,9,50,3,4,9,0,0,0,0,74,0,20,0,6,0,0,0,0,0,31,102,315,32,25,43,10,4,6,7,544,0,0,0,0,0,0,0,0,0,0
POA6071,6,20,0,3,0,0,0,0,0,32,0,4,0,0,0,0,0,0,0,7,26,152,3,26,22,3,0,0,0,233,0,0,0,0,0,0,0,0,0,0,6,21,0,11,18,6,0,4,0,69,5,9,9,13,16,4,0,5,0,56,8,10,13,45,32,12,0,4,4,117,0,0,0,4,4,5,0,0,0,14,0,0,3,0,10,0,0,0,0,18,0,4,0,0,0,0,0,0,0,10,3,3,0,0,6,0,0,0,0,17,84,275,25,107,114,28,3,16,10,658,0,5,0,0,0,0,0,0,0,10,12,31,0,0,0,0,0,0,0,41,29,61,0,3,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,6,11,41,0,8,3,0,0,0,0,60,8,6,0,0,0,0,0,0,0,20,52,244,10,32,32,7,6,8,0,398,0,0,0,0,0,0,0,0,0,0
POA6072,0,9,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,33,0,3,5,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,5,0,0,4,4,3,0,0,0,14,4,0,4,9,20,0,0,3,0,39,0,0,0,0,3,0,0,0,0,8,0,0,0,0,5,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,50,3,19,42,4,0,6,0,149,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,5,5,0,0,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,5,9,39,0,4,8,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0
POA6073,3,14,0,0,0,0,0,0,0,26,0,6,0,0,0,0,0,0,0,11,17,86,4,15,19,5,0,3,0,154,0,0,0,0,0,0,0,0,0,0,0,12,0,10,8,0,0,3,0,42,9,8,0,11,17,3,0,6,0,55,11,13,18,29,21,11,0,7,0,111,0,0,0,4,0,3,0,0,0,12,0,0,0,6,8,3,0,0,0,26,0,3,0,0,0,0,0,0,0,5,3,0,3,5,0,8,0,0,5,25,57,169,31,83,83,34,6,21,5,493,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,0,14,14,35,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,11,22,0,3,0,0,0,0,0,38,6,9,0,0,0,0,0,0,0,19,36,140,8,20,27,8,0,8,3,254,0,0,0,0,0,0,0,0,0,0
POA6074,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,26,0,3,0,4,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,5,0,6,5,0,0,0,0,16,4,3,0,6,4,0,0,0,0,17,3,3,7,11,5,4,0,5,0,40,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,0,0,3,16,56,7,24,29,7,0,3,0,150,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,4,18,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,9,38,0,5,6,4,5,3,0,67,0,0,0,0,0,0,0,0,0,0
POA6076,18,126,5,21,26,0,0,0,0,194,14,39,5,4,10,0,0,0,0,69,162,778,34,96,165,40,7,23,7,1320,0,0,0,4,0,0,0,0,0,4,31,101,23,58,73,23,0,8,0,317,49,72,26,95,117,22,5,6,6,389,64,40,103,199,200,56,16,30,7,719,8,3,6,27,27,21,0,12,0,104,10,6,5,29,48,7,0,6,0,121,4,3,3,10,14,3,0,0,0,37,14,10,5,12,29,5,0,5,13,91,431,1436,218,554,731,181,37,96,37,3718,3,17,0,0,0,0,0,0,0,21,24,103,0,0,0,0,0,0,0,130,122,300,13,10,26,0,8,6,3,481,6,19,0,5,5,0,0,0,0,31,47,174,8,25,33,0,6,4,7,299,28,54,8,7,8,0,0,0,5,109,409,1306,83,144,233,66,23,39,10,2313,0,0,0,4,0,0,0,0,0,5
POA6077,0,4,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,31,0,9,11,3,0,0,0,71,0,0,0,0,0,0,0,0,0,0,3,4,0,8,6,0,0,0,0,19,10,5,0,0,3,4,0,0,0,22,6,4,5,20,10,5,0,3,0,51,0,0,0,0,3,0,0,5,0,9,0,0,0,4,4,0,0,5,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,0,0,0,7,23,47,14,47,47,7,3,8,0,204,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,6,4,0,0,0,0,0,0,0,15,0,5,0,0,0,0,0,0,0,5,0,4,0,0,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,13,49,8,13,13,7,3,6,0,111,0,0,0,0,0,0,0,0,0,0
POA6078,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,15,0,0,3,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,7,0,3,0,0,0,0,0,13,3,0,8,10,11,4,0,0,0,34,0,0,0,0,3,0,0,0,0,9,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,13,40,12,21,21,11,0,0,0,125,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,11,34,4,0,4,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6081,5,15,0,7,3,0,0,0,0,36,0,4,0,0,0,0,0,0,0,10,26,181,8,21,31,14,4,4,7,287,0,0,0,0,0,0,0,0,0,0,5,18,0,17,17,4,0,0,3,61,8,14,4,30,29,0,0,4,3,93,15,9,27,64,53,19,7,13,0,206,7,0,0,3,6,4,0,3,0,21,7,0,0,12,5,0,0,0,0,28,0,3,0,0,3,0,0,0,0,8,0,5,0,3,5,0,0,0,0,20,83,308,48,151,163,39,15,25,18,838,0,3,0,0,0,0,0,0,0,5,0,11,0,0,3,0,0,0,0,20,14,47,0,0,0,0,0,0,0,66,0,8,0,0,0,0,0,0,0,3,12,29,0,6,7,0,0,0,0,59,4,4,0,3,4,0,0,0,0,15,71,261,20,34,42,7,8,5,9,464,0,0,0,0,0,0,0,0,0,5
POA6082,0,13,0,5,6,0,0,0,0,22,0,4,0,0,0,0,0,0,0,13,11,82,3,17,10,0,0,0,0,133,0,0,0,0,4,0,0,0,0,4,4,16,0,7,10,3,0,0,0,44,11,7,3,29,14,6,4,0,0,66,11,11,28,56,39,17,4,9,3,172,0,0,4,0,0,0,0,3,0,10,3,4,0,10,3,5,0,0,0,32,0,7,0,0,0,0,0,0,0,4,0,3,0,4,9,0,0,0,0,16,48,171,40,127,92,33,7,19,8,537,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,4,24,0,5,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,3,0,20,0,5,6,0,0,0,0,26,0,4,0,4,0,0,0,0,0,19,20,133,11,23,17,0,0,0,0,206,0,0,0,0,4,0,0,0,0,0
POA6083,6,15,0,0,3,0,0,0,0,25,4,8,0,0,0,0,0,0,0,9,21,81,5,4,20,9,0,4,5,147,0,0,0,0,0,0,0,0,0,0,12,9,4,10,21,0,0,0,0,49,10,8,12,18,21,3,4,3,0,79,11,3,16,44,32,10,7,4,5,130,5,4,0,6,9,5,0,8,0,29,5,3,0,6,6,0,0,3,0,19,0,6,0,0,3,0,0,0,0,6,0,0,0,5,6,0,0,0,0,14,85,160,41,90,118,29,8,19,8,560,0,4,0,0,0,0,0,0,0,7,4,8,0,0,0,0,0,0,0,15,17,26,3,3,0,0,0,0,0,57,4,0,0,0,0,0,0,0,0,11,5,20,0,0,6,0,0,0,0,32,3,8,0,0,0,0,0,0,0,9,48,120,7,11,28,9,0,10,5,237,0,0,0,0,0,0,0,0,0,4
POA6084,0,25,3,9,5,0,0,0,0,40,4,6,0,0,0,0,0,0,0,15,44,190,10,28,38,6,0,7,5,341,0,0,0,0,0,0,0,0,0,8,14,27,0,16,31,8,3,0,0,104,22,15,13,42,49,10,4,6,3,162,43,17,75,131,131,29,23,28,7,481,6,3,7,13,17,3,6,19,0,74,3,4,3,10,19,11,0,3,0,53,0,5,0,0,0,0,0,6,0,13,3,3,0,7,17,11,0,10,3,48,147,333,117,258,301,78,39,83,24,1379,0,3,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,12,13,33,3,3,7,4,0,3,0,55,0,0,0,0,0,0,0,0,0,4,4,26,3,10,4,0,0,0,0,51,3,5,0,0,0,0,0,0,0,19,78,276,22,48,46,12,3,14,3,511,0,0,0,0,0,0,0,0,0,8
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6100,23,84,0,17,12,0,0,0,0,144,3,38,5,3,3,0,0,0,0,52,166,762,61,160,176,59,19,49,10,1464,0,0,0,0,0,0,0,0,0,5,23,49,12,30,32,9,4,5,6,161,43,51,38,94,79,26,0,16,5,357,38,35,62,132,114,58,14,26,9,468,6,0,4,16,19,16,4,9,0,70,5,4,4,15,14,4,0,4,0,62,0,10,4,6,8,0,0,0,4,33,6,11,4,17,12,10,0,6,4,65,403,1389,208,538,540,209,42,144,45,3516,0,16,0,0,0,0,0,0,0,22,18,172,6,3,3,5,0,6,0,209,161,543,30,60,85,28,18,36,16,990,5,17,0,0,0,0,0,0,0,24,45,143,3,21,22,0,0,3,0,253,11,51,5,5,11,0,0,0,0,86,423,1463,179,235,280,104,59,100,37,2881,0,0,3,4,0,0,0,0,0,12
POA6101,30,119,5,20,10,4,0,4,0,195,13,33,0,3,4,0,0,0,0,55,182,883,53,180,213,62,8,44,16,1636,0,0,0,0,0,0,0,0,0,0,15,57,16,36,29,11,3,17,0,184,56,52,27,98,76,33,5,24,9,379,44,38,79,138,113,39,18,21,8,505,3,0,0,13,22,16,0,4,0,67,8,5,5,15,21,9,0,7,0,67,0,8,0,0,4,0,0,3,3,22,0,6,0,16,14,7,0,8,3,57,426,1572,209,560,565,194,35,151,43,3741,3,10,0,5,3,0,0,0,0,19,23,165,6,0,8,3,0,0,0,207,150,506,34,51,66,26,9,48,10,911,8,18,0,3,0,0,0,0,0,30,43,191,11,24,17,7,4,3,0,306,21,48,3,4,11,0,0,0,3,90,416,1647,160,253,325,102,68,108,30,3115,0,0,0,0,0,0,0,3,0,3
POA6102,6,44,3,22,20,3,0,5,0,94,3,16,0,0,0,6,0,3,0,30,70,427,41,148,110,52,17,78,10,947,0,0,0,0,0,0,0,0,0,3,11,20,10,27,16,8,4,5,5,99,18,16,20,101,35,18,3,28,3,247,12,19,36,111,56,20,9,24,3,285,7,0,0,16,10,11,5,4,0,55,4,4,0,14,12,0,0,0,0,33,5,8,0,8,0,0,0,0,0,23,5,6,0,12,10,3,0,15,15,55,165,729,130,501,314,144,42,217,38,2287,0,7,0,0,0,0,0,0,0,9,10,96,6,0,5,0,6,4,0,130,83,304,32,75,66,42,66,95,14,772,0,5,0,6,0,0,0,6,0,22,14,73,3,22,20,7,0,8,0,141,7,24,0,5,0,6,5,0,0,42,160,777,141,251,177,128,119,196,24,1964,0,0,0,0,0,0,0,0,0,9
POA6103,13,40,0,11,12,3,0,0,0,76,3,21,5,3,5,5,0,0,0,40,105,436,47,116,130,43,7,34,6,928,0,0,0,7,0,0,0,0,0,8,12,14,11,20,22,19,4,10,0,102,37,26,31,91,44,17,6,13,5,257,24,28,54,105,94,36,16,21,0,383,0,6,3,11,13,10,4,4,0,48,3,4,3,14,17,4,0,0,0,47,4,8,0,5,3,0,0,0,0,22,7,4,3,8,8,5,0,6,3,50,236,745,170,409,369,144,41,97,19,2232,0,3,0,0,0,0,0,0,0,12,3,67,0,5,6,0,0,3,0,78,68,284,29,39,40,26,14,11,5,512,0,6,0,0,3,0,0,0,0,15,26,67,10,11,13,3,0,9,0,138,15,26,3,10,9,0,0,0,0,64,229,842,123,167,177,86,39,94,7,1772,0,0,0,7,0,0,0,0,0,6
POA6104,11,56,0,15,4,0,0,0,3,95,11,13,0,0,6,0,0,0,0,32,85,429,26,95,127,39,11,36,5,856,0,0,0,0,0,0,0,0,0,3,19,26,10,32,26,8,3,6,0,131,38,48,23,89,64,24,9,20,5,324,38,42,52,160,113,43,30,26,7,501,3,6,5,10,13,9,0,3,0,50,7,5,4,20,23,12,0,9,0,75,0,5,3,11,13,0,0,3,0,34,10,9,4,22,13,4,0,6,5,79,259,802,129,475,432,159,50,118,40,2462,0,12,0,0,0,0,0,0,0,11,8,50,0,3,0,0,3,0,0,64,81,243,18,33,43,26,19,15,9,485,0,6,0,0,0,0,0,0,0,13,19,84,0,17,13,0,0,0,3,134,13,20,0,0,6,0,0,0,0,40,228,784,97,146,189,71,54,73,12,1652,3,0,3,4,0,0,0,0,0,10
POA6105,6,45,4,11,0,5,0,0,0,81,0,17,0,5,7,0,0,0,0,35,79,436,50,123,125,46,18,51,4,935,0,0,0,0,0,0,0,0,0,7,18,29,9,35,47,3,0,9,0,154,36,28,31,93,66,29,3,22,4,324,36,26,58,164,100,47,18,26,3,482,5,6,5,19,19,23,4,16,3,93,3,3,3,20,18,7,5,7,0,73,0,16,0,5,4,0,0,4,0,34,7,11,9,23,14,9,7,9,19,100,219,752,177,515,473,186,61,160,51,2611,0,6,0,0,0,0,0,0,0,7,0,48,0,0,0,0,0,0,0,54,56,233,28,47,75,28,24,22,12,520,4,5,0,0,0,0,0,0,0,9,9,68,9,19,5,5,0,3,0,128,9,29,0,3,9,0,0,0,0,49,180,766,154,176,179,82,92,98,22,1747,0,0,3,0,3,0,0,0,0,9
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
POA6107,15,125,3,43,27,5,0,8,3,224,10,45,0,5,5,0,0,0,0,70,215,1407,142,486,444,196,39,208,35,3166,0,4,4,3,3,0,0,0,0,14,28,73,32,96,75,18,6,39,0,373,69,78,106,323,148,76,21,87,12,918,73,83,165,457,271,131,38,132,15,1362,9,9,9,40,46,24,5,25,0,159,11,5,11,55,47,15,5,23,5,179,9,11,10,25,23,6,0,9,0,96,11,19,15,41,30,17,6,17,29,194,551,2360,565,1795,1266,572,130,649,125,8010,3,22,0,0,3,0,0,0,0,32,15,165,9,8,8,4,0,5,3,216,218,850,120,293,251,115,136,164,33,2191,5,34,0,9,9,13,0,3,0,71,41,188,13,56,32,5,10,14,3,356,19,55,4,5,12,0,3,0,5,109,554,2493,504,710,696,306,346,429,77,6120,0,4,3,5,3,0,4,7,0,31
