POA_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
POA6159,26,22,15,12,15,9,8,104,13,15,11,11,11,5,4,69,27,12,11,10,10,8,0,74,83,52,23,17,27,21,4,223,0,0,0,0,0,0,0,5,149,99,62,45,62,32,23,468,0,4,5,0,7,0,0,13,0,3,4,4,5,0,0,18,0,0,0,3,7,0,0,13,4,13,10,9,11,8,7,70,0,0,0,0,0,0,0,0,4,19,23,17,24,8,11,110,152,123,84,63,84,45,36,581
POA6160,47,29,25,13,24,11,7,151,45,37,18,21,28,15,5,169,44,32,20,15,21,18,3,155,162,128,66,58,44,34,12,496,0,0,0,0,0,0,0,0,298,226,131,102,117,70,32,972,4,9,9,4,10,4,3,47,6,5,7,3,10,4,0,28,0,15,16,0,6,0,3,44,14,35,31,16,27,11,0,137,0,4,0,0,0,0,0,4,27,57,53,26,52,25,9,254,320,285,182,130,167,98,39,1226
POA6161,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,11
POA6162,118,84,36,27,45,23,9,341,94,91,55,36,46,18,11,351,119,79,48,36,41,17,6,345,266,241,112,94,109,45,30,891,0,3,3,0,0,0,0,5,600,490,251,196,242,104,52,1939,11,11,5,7,8,0,4,44,10,20,13,13,9,8,5,75,7,17,5,5,15,3,0,59,37,53,28,26,34,18,11,205,11,0,0,0,0,0,0,14,74,101,60,50,53,29,20,394,676,591,310,249,297,130,71,2329
POA6163,678,534,292,192,259,147,103,2211,365,279,142,79,110,59,23,1064,374,313,151,91,113,69,37,1139,1109,834,548,358,452,177,104,3581,6,12,0,0,0,0,0,23,2535,1977,1131,713,944,451,265,8016,40,95,71,68,81,34,24,417,55,81,59,36,66,18,6,336,36,68,49,44,42,15,13,266,186,298,221,183,189,61,43,1170,13,20,15,7,0,3,0,66,333,569,414,338,385,134,87,2253,2865,2540,1550,1053,1324,582,349,10264
POA6164,1629,1625,816,509,672,363,232,5848,428,386,195,128,159,56,32,1375,523,441,227,138,158,54,30,1583,1829,1610,951,620,671,215,92,5977,16,17,10,5,0,0,0,46,4416,4084,2192,1400,1653,689,397,14834,68,144,101,71,100,43,38,581,74,102,80,44,58,19,8,388,33,75,45,42,36,12,9,259,248,422,279,184,218,57,22,1429,14,10,4,4,4,0,0,42,442,756,509,348,426,135,86,2698,4860,4840,2700,1746,2076,822,481,17527
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6166,116,101,62,39,61,30,17,434,67,71,41,22,27,15,13,246,90,81,39,23,33,15,4,294,252,316,181,122,155,53,39,1115,0,0,0,0,0,0,0,3,528,568,323,211,274,118,74,2092,10,16,10,3,3,0,4,42,4,12,8,7,6,0,5,44,6,10,5,0,5,0,4,28,18,42,27,19,27,12,5,148,0,5,0,0,0,0,0,6,43,78,49,28,43,12,16,275,578,645,370,242,320,129,89,2367
POA6167,523,528,260,158,214,111,59,1848,165,134,65,47,47,9,7,478,205,136,67,46,44,9,12,514,688,620,354,228,243,45,23,2205,3,7,9,4,0,0,0,21,1583,1424,759,485,545,176,96,5068,38,54,57,38,43,28,14,277,65,38,35,29,26,3,9,205,24,43,20,19,13,4,0,123,235,269,166,135,107,16,9,939,11,20,4,0,4,0,0,35,373,428,279,219,199,54,31,1589,1957,1848,1040,703,746,234,128,6656
POA6168,148,168,124,82,98,46,19,686,79,90,52,25,44,7,4,300,118,107,50,42,34,6,3,352,395,367,249,148,192,35,20,1409,13,6,4,0,5,0,0,21,749,744,483,296,366,99,41,2774,18,25,31,15,32,15,8,149,39,30,36,22,12,9,3,148,9,38,34,17,16,5,0,119,172,190,132,98,110,14,6,722,13,6,0,0,0,0,0,29,252,286,231,153,177,46,19,1161,999,1032,717,450,540,143,62,3939
POA6169,222,334,232,156,223,74,50,1293,206,201,108,63,76,21,13,682,222,215,115,62,86,28,10,731,863,846,524,319,363,77,45,3041,9,9,9,5,0,0,0,28,1510,1610,985,592,742,205,117,5770,21,56,42,40,48,7,9,225,57,84,65,35,33,3,10,283,20,60,35,33,43,0,4,195,264,368,222,180,165,28,12,1245,17,12,10,4,0,0,0,43,373,580,375,286,298,45,35,1990,1891,2192,1363,883,1041,249,154,7761
POA6170,709,665,299,174,215,107,56,2227,127,98,37,37,25,8,3,327,136,90,29,18,12,3,0,297,455,352,192,102,110,20,4,1231,4,5,4,0,0,0,0,12,1425,1213,560,330,360,143,65,4094,45,52,29,18,20,15,16,200,34,43,17,8,16,0,0,122,14,33,14,14,12,3,0,93,117,161,77,60,61,9,6,493,7,3,0,0,0,0,0,12,215,293,144,102,115,28,21,917,1644,1503,708,430,476,166,88,5014
POA6171,756,888,502,335,426,129,70,3112,378,349,161,78,92,14,12,1085,344,300,139,71,99,17,4,986,1319,1210,667,421,453,86,28,4179,9,11,0,5,0,0,0,30,2808,2749,1470,915,1084,253,113,9388,68,94,76,52,85,23,13,409,82,108,69,34,42,6,3,351,37,54,35,21,25,7,4,182,233,339,214,143,139,23,18,1107,8,3,8,3,3,0,0,20,430,599,394,255,293,63,41,2074,3237,3352,1863,1172,1380,312,157,11464
POA6172,127,156,126,109,112,53,24,714,90,89,43,36,50,10,4,327,84,75,41,36,30,14,3,287,344,312,233,162,185,42,19,1304,5,7,11,5,0,0,0,25,654,638,461,351,378,119,51,2654,16,32,22,21,24,11,7,132,24,43,20,21,13,9,0,125,16,18,19,12,15,7,3,84,110,124,106,76,80,16,10,514,3,3,4,0,4,0,0,21,167,222,171,123,140,35,20,875,826,861,632,468,512,155,75,3525
POA6173,160,250,192,147,194,71,45,1055,101,75,52,33,43,8,0,314,99,117,80,37,50,9,0,391,310,388,284,182,189,70,17,1448,0,0,0,0,0,0,0,4,664,833,611,398,479,163,68,3220,11,22,27,23,15,3,0,103,16,25,12,13,16,4,5,76,12,9,8,9,5,5,5,53,54,118,85,69,61,11,6,403,3,5,0,0,0,0,0,8,93,171,135,114,99,26,13,644,756,1007,746,509,582,189,77,3861
POA6174,51,76,43,34,57,18,4,275,57,32,12,11,19,0,0,140,55,53,32,23,15,3,4,177,188,180,87,63,65,18,4,605,6,0,0,0,4,0,0,4,354,343,176,129,158,34,9,1208,5,22,11,5,16,3,3,68,14,14,12,6,12,9,0,61,6,11,6,5,8,3,0,47,55,71,46,38,35,3,0,248,4,4,3,0,0,0,0,14,97,116,79,55,69,17,4,430,447,463,253,181,229,48,10,1642
POA6175,30,37,25,29,19,4,4,156,23,27,19,12,10,4,0,101,30,41,24,15,3,4,3,129,147,146,94,65,62,17,4,533,0,0,0,0,0,0,0,0,234,256,162,127,101,27,12,918,0,3,5,3,3,7,5,24,11,11,6,0,4,0,0,34,4,4,0,5,5,0,0,19,21,38,22,15,16,3,9,134,0,0,5,0,3,0,0,8,40,57,37,33,36,7,8,215,271,311,197,155,133,37,20,1128
POA6176,33,23,19,11,13,0,0,102,14,17,10,7,3,0,0,59,25,14,6,4,9,0,0,58,103,69,37,26,31,5,4,278,0,0,0,0,0,0,0,0,183,128,70,54,54,9,3,501,0,3,5,0,0,0,0,13,5,0,0,0,0,0,0,9,3,5,0,3,0,0,0,14,13,18,14,10,7,0,0,69,4,0,0,0,0,0,0,4,22,34,17,16,17,0,0,106,208,165,89,65,65,10,4,610
POA6180,115,135,88,47,67,33,11,497,51,59,21,9,15,7,0,161,52,51,23,13,21,6,0,160,232,216,122,75,73,13,0,733,0,0,0,0,0,0,0,0,444,463,253,150,177,54,19,1550,4,19,17,15,12,4,4,74,13,20,12,9,5,3,0,61,10,10,11,9,3,0,0,38,57,84,30,39,35,7,0,255,0,0,0,0,0,0,0,3,83,129,73,67,57,15,8,436,528,592,326,217,230,68,21,1982
POA6181,0,0,6,0,4,0,0,7,4,0,0,0,0,0,0,7,0,3,7,0,7,0,0,18,11,10,13,10,10,9,5,61,0,0,0,0,0,0,0,0,14,21,23,11,25,4,5,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,0,0,11,0,0,0,0,0,0,0,0,0,5,5,7,5,0,0,13,14,20,19,19,24,4,5,112
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,3,5,6,3,0,0,4,23,12,3,8,6,0,0,0,29,9,5,0,3,0,0,0,14,61,58,38,19,22,3,0,200,3,0,0,0,0,0,0,4,80,74,54,31,25,6,4,276,0,0,0,0,4,0,0,4,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,4,0,5,0,0,17,0,0,0,0,0,0,0,0,9,5,3,0,6,0,0,19,85,78,56,30,32,6,4,294
POA6208,28,47,29,20,35,5,0,171,55,46,33,20,24,5,3,183,58,53,29,25,25,7,6,198,382,413,277,174,156,42,8,1451,5,3,0,4,0,0,0,12,529,572,363,248,240,59,12,2015,0,12,6,3,11,0,0,41,17,18,9,4,11,0,0,64,3,14,3,3,0,3,0,32,74,144,100,66,65,5,5,461,3,4,0,4,0,0,0,13,101,187,127,85,87,15,5,613,627,757,487,333,331,74,23,2625
POA6209,0,8,5,4,7,4,0,30,0,5,3,0,5,0,0,13,0,0,0,0,6,0,0,17,35,45,31,15,29,8,5,170,0,0,0,0,0,0,0,0,40,60,40,30,49,7,4,234,5,0,0,0,0,0,0,3,0,6,3,0,0,0,0,11,3,0,0,0,0,0,0,7,13,19,9,3,7,4,0,58,0,0,0,0,0,0,0,3,17,26,11,13,6,4,0,79,58,82,52,39,58,16,7,314
POA6210,520,607,450,303,453,141,87,2571,291,252,149,106,127,44,14,982,371,325,179,130,125,39,9,1181,1548,1533,969,620,689,181,67,5607,14,23,14,3,8,0,0,59,2740,2733,1765,1169,1396,407,183,10395,49,86,71,55,98,36,15,411,88,133,103,39,59,16,10,446,74,107,60,56,55,14,7,380,562,767,500,346,362,72,34,2638,28,25,16,9,7,0,0,83,795,1121,746,507,581,138,68,3957,3536,3857,2511,1668,1978,549,248,14356
POA6211,49,66,51,42,53,20,4,274,29,24,22,15,24,10,0,119,61,59,27,24,24,4,0,191,203,261,158,109,121,16,14,885,0,5,0,0,0,0,0,8,343,406,260,185,220,43,22,1480,4,19,10,5,4,0,3,48,12,20,4,6,0,0,0,48,7,13,12,4,5,0,0,33,46,82,65,40,34,7,4,272,0,0,0,5,0,0,0,3,68,133,92,52,46,6,8,408,408,538,352,242,267,49,27,1887
POA6213,0,5,0,0,4,0,0,10,0,6,3,0,0,0,0,7,5,0,0,0,0,0,0,5,12,26,17,3,12,0,0,76,0,0,0,0,0,0,0,3,21,30,22,6,11,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,0,0,0,17,0,0,0,0,0,0,0,0,4,4,4,5,0,0,0,12,23,37,24,10,11,0,0,108
POA6214,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,0,0,0,0,0,10,29,25,24,12,20,3,0,113,0,5,0,0,0,0,0,3,32,30,27,15,22,0,0,129,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,9,10,0,0,0,0,0,21,0,0,0,0,0,0,0,0,9,8,0,7,3,0,0,28,37,38,28,26,29,0,0,158
POA6215,11,16,16,10,12,0,0,56,8,4,7,7,6,0,0,29,18,15,10,6,12,0,0,61,126,144,82,57,71,11,5,490,0,0,0,0,0,0,0,4,154,170,118,77,97,12,3,645,0,0,5,0,0,0,0,10,7,11,4,4,4,0,0,23,3,5,0,0,0,0,0,13,15,23,20,13,16,5,0,92,0,8,3,0,0,0,0,11,21,35,29,26,27,5,0,143,182,215,151,98,121,15,5,787
POA6218,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,23,27,14,8,3,0,0,78,0,0,0,0,0,0,0,4,25,27,13,12,9,0,0,86,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,7,5,0,0,19,0,0,0,0,4,0,0,4,3,10,7,5,7,3,0,28,25,38,23,17,16,3,0,118
POA6219,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,21,19,15,13,0,0,86,0,0,0,0,0,0,0,0,28,22,23,15,17,3,0,99,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,5,0,0,0,0,13,0,0,0,0,0,0,0,0,3,4,5,0,4,0,0,20,30,22,24,14,22,4,0,117
POA6220,53,50,31,17,27,0,0,179,6,13,13,4,8,0,0,43,21,12,8,6,8,0,0,52,100,113,81,64,58,5,0,420,0,0,0,0,0,0,0,0,177,191,131,85,91,4,0,695,0,9,4,0,0,0,0,16,0,0,3,0,0,0,0,9,0,3,0,3,0,0,0,9,24,25,22,13,9,0,0,105,0,0,0,0,0,0,0,0,30,41,32,24,12,0,0,130,206,233,163,111,104,10,4,819
POA6221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,6,5,4,6,0,0,29,0,0,0,0,0,0,0,0,3,8,10,7,11,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,5,0,8,11,7,15,0,0,43
POA6223,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,6,0,0,26,0,0,0,0,0,0,0,0,3,9,7,4,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,7,4,3,0,0,33
POA6224,4,3,0,0,0,0,0,10,0,3,0,4,3,0,0,16,3,5,3,4,0,0,0,16,36,43,31,18,22,0,0,156,0,0,0,0,0,0,0,0,43,55,38,24,34,3,0,198,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,9,10,6,7,7,0,0,32,0,0,0,0,0,0,0,0,8,11,8,7,7,0,0,46,53,71,45,33,38,3,0,238
POA6225,19,14,9,11,7,3,0,63,19,20,13,15,17,0,0,81,15,27,18,5,18,0,0,79,292,325,193,116,140,16,5,1088,0,0,0,0,0,0,0,6,352,382,238,147,182,24,3,1327,3,4,0,0,0,0,0,9,3,12,9,3,7,0,0,37,5,3,0,3,4,0,0,14,78,98,66,51,52,5,0,350,0,9,0,4,0,0,0,25,87,131,71,66,63,8,3,431,442,510,308,216,246,28,11,1760
POA6226,0,0,3,0,3,0,0,19,7,14,3,0,9,0,0,34,5,4,0,0,0,0,0,11,40,36,36,20,20,0,0,154,0,0,0,0,0,0,0,0,46,54,41,31,32,0,0,208,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,13,0,0,0,0,0,0,0,0,3,11,9,0,0,0,0,20,50,64,46,29,41,0,0,231
POA6227,0,0,0,3,3,0,0,13,0,3,0,0,0,0,0,5,3,4,0,6,0,0,0,12,31,54,27,20,21,0,0,151,0,0,0,0,0,0,0,0,40,64,33,25,27,5,0,185,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,4,9,11,5,3,0,0,0,27,0,0,0,0,0,0,0,0,9,14,7,3,0,0,0,30,47,73,40,33,21,5,0,216
POA6228,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,9,3,0,0,27,0,0,0,0,0,0,0,0,5,9,9,9,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,10,7,3,0,0,28
POA6229,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,3,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,5,0,0,13
POA6230,361,407,276,185,229,35,20,1515,164,153,79,63,79,12,5,555,191,190,105,63,92,11,6,657,1085,1201,704,492,664,55,26,4239,3,15,5,9,0,0,0,36,1811,1965,1172,813,1068,113,55,6991,39,50,41,36,49,8,4,214,43,76,49,34,39,7,0,238,27,58,35,26,39,4,0,192,350,465,348,269,252,22,4,1709,13,17,8,7,0,0,0,51,469,666,479,371,372,35,9,2407,2283,2638,1650,1185,1438,146,66,9401
POA6232,103,104,56,38,37,12,3,344,73,47,28,15,14,5,0,187,53,39,20,10,14,0,0,132,433,451,209,163,170,23,11,1460,3,5,0,0,0,0,0,14,662,648,313,228,232,35,14,2131,9,4,3,10,4,0,0,28,12,14,4,3,3,0,0,41,6,14,4,6,11,0,0,36,77,115,88,51,67,6,3,405,0,0,0,5,0,0,0,8,104,148,103,67,93,8,3,527,768,803,417,295,324,40,15,2660
POA6233,137,131,116,69,95,13,3,568,92,96,68,51,43,5,5,353,107,131,71,47,58,9,4,425,722,847,502,337,379,32,13,2842,3,6,0,5,0,0,0,10,1067,1211,754,507,581,61,26,4195,13,13,4,9,14,3,0,63,25,19,19,18,22,0,0,101,21,21,16,13,24,0,0,99,130,207,140,97,120,13,0,711,4,0,3,0,0,0,0,5,185,268,185,141,178,19,0,977,1255,1480,931,645,761,77,24,5172
POA6236,0,14,5,5,8,0,0,33,7,15,9,8,3,0,0,36,12,3,9,3,7,0,0,32,67,76,47,36,37,3,4,266,0,0,0,0,0,0,0,0,87,105,62,50,57,8,4,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,11,6,15,4,6,13,0,0,42,0,0,0,0,0,0,0,0,9,17,13,6,15,0,0,57,94,118,76,58,72,8,4,427
POA6237,0,10,7,5,3,0,0,29,7,16,7,4,3,0,0,40,5,20,3,5,4,0,0,45,77,93,79,60,37,8,0,354,0,0,0,0,0,0,0,0,89,145,95,73,52,13,0,469,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,11,20,17,21,13,0,0,78,0,0,0,0,0,0,0,0,16,22,16,21,14,0,0,86,104,172,110,97,63,13,0,561
POA6239,18,18,14,9,6,0,0,68,17,18,21,12,11,0,0,76,21,25,15,10,4,4,0,70,151,166,89,61,74,8,4,541,0,0,0,0,0,0,0,4,199,228,134,97,93,8,4,757,0,0,0,0,0,0,0,4,0,4,5,4,0,0,0,10,0,0,3,3,0,0,0,9,34,32,23,10,17,3,0,113,0,0,3,0,0,0,0,6,37,41,32,17,23,3,0,144,232,265,162,113,113,8,4,905
POA6240,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,0,0,0,5,4,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,9,9,0,4,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,4,3,0,0,20
POA6243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,10,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,4,0,3,3,0,0,12
POA6244,7,4,3,3,4,0,0,17,6,7,0,0,0,0,0,10,6,9,5,5,0,0,0,17,60,65,42,15,7,0,0,195,0,3,0,0,0,0,0,3,74,78,52,24,13,0,0,239,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,6,0,0,0,0,0,0,0,0,6,10,10,8,13,0,0,39,0,0,0,0,0,0,0,0,6,12,12,9,15,0,0,50,85,88,55,26,28,0,0,292
POA6251,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,11,5,14,8,3,6,0,0,36,0,0,0,0,0,0,0,0,11,19,10,3,6,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,11,18,10,5,6,0,0,55
POA6252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,7,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,18,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,10,4,0,0,0,0,13
POA6253,0,3,5,0,0,0,0,8,0,0,0,4,5,0,0,8,0,5,0,0,0,0,0,7,20,23,6,4,5,0,0,56,0,0,0,0,0,0,0,0,19,23,13,8,11,0,0,77,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,13,21,35,13,8,12,0,0,91
POA6254,0,3,4,0,5,0,0,11,0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,11,7,14,9,4,8,0,0,48,0,0,0,0,0,0,0,0,8,23,17,10,8,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,13,11,28,18,13,8,0,0,90
POA6255,17,10,14,9,8,0,0,55,14,14,19,11,19,0,0,74,14,15,19,15,6,3,0,76,123,156,86,55,53,0,0,473,0,3,4,3,0,0,0,9,164,194,145,90,86,8,3,688,0,0,0,0,0,0,0,7,0,11,6,0,6,0,0,23,7,0,0,5,4,0,0,11,8,15,14,21,17,0,0,78,0,0,0,0,0,0,0,0,12,30,23,24,27,0,0,117,175,221,165,114,109,7,3,805
POA6256,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,5,3,8,0,0,0,0,18,12,12,11,7,5,0,0,51,0,0,0,0,0,0,0,0,20,20,21,10,5,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,17,30,17,10,5,0,0,78
POA6258,26,20,7,6,14,0,0,74,15,10,10,8,0,0,0,42,18,27,10,9,12,0,0,72,199,238,150,96,97,8,0,795,0,5,0,0,0,0,0,5,261,299,171,118,128,15,0,990,0,0,0,0,0,0,0,4,8,8,3,0,8,0,0,30,0,3,0,0,6,0,0,10,42,44,35,36,39,0,0,206,3,0,0,0,0,0,0,7,61,57,48,43,54,3,0,254,321,356,219,162,179,19,0,1245
POA6260,0,3,0,0,0,0,0,11,0,0,0,3,0,0,0,7,9,14,0,4,0,0,0,25,28,29,27,22,20,4,0,124,0,0,0,0,0,0,0,0,43,41,29,30,24,0,0,169,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,8,8,9,0,0,0,0,20,0,0,0,0,0,0,0,0,8,7,11,3,8,0,0,33,48,48,38,29,28,7,0,200
